title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	data_processing.5	data_processing.6	data_processing.7	platform_id	contact_name	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	agent:ch1	batch:ch1	illumina_index:ch1	individual:ch1	rin:ch1	time point:ch1	series_id
M377-BCG-18	GSM1647072	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M377	agent: BCG	time point: 18	batch: 10	rin: 7.2	illumina_index: 14	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M377.BCG.18	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452388	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974174	NONE	BCG	10	14	M377	7.2	18	GSE67427
M374-none-18	GSM1647073	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M374	agent: none	time point: 18	batch: 10	rin: 2.7	illumina_index: 15	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M374.none.18	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452389	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974175	NONE	none	10	15	M374	2.7	18	GSE67427
M375-GC-4	GSM1647074	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M375	agent: GC	time point: 4	batch: 10	rin: 7.2	illumina_index: 16	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M375.GC.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452390	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974176	NONE	GC	10	16	M375	7.2	4	GSE67427
M374-Smeg-48	GSM1647075	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M374	agent: Smeg	time point: 48	batch: 10	rin: 3.1	illumina_index: 18	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M374.Smeg.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452397	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974177	NONE	Smeg	10	18	M374	3.1	48	GSE67427
M372-Rv+-4	GSM1647076	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M372	agent: Rv+	time point: 4	batch: 10	rin: 9.2	illumina_index: 19	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M372.Rv+.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452398	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974178	NONE	Rv+	10	19	M372	9.2	4	GSE67427
M375-Rv+-18	GSM1647077	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M375	agent: Rv+	time point: 18	batch: 11	rin: 5.8	illumina_index: 2	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M375.Rv+.18	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452391	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974179	NONE	Rv+	11	2	M375	5.8	18	GSE67427
M376-Rv-48	GSM1647078	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M376	agent: Rv	time point: 48	batch: 11	rin: 8.9	illumina_index: 4	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M376.Rv.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452392	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974180	NONE	Rv	11	4	M376	8.9	48	GSE67427
M373-Yers-4	GSM1647079	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M373	agent: Yers	time point: 4	batch: 11	rin: 8.3	illumina_index: 5	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M373.Yers.4	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452393	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974181	NONE	Yers	11	5	M373	8.3	4	GSE67427
M377-Salm-48	GSM1647080	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M377	agent: Salm	time point: 48	batch: 11	rin: 9.3	illumina_index: 6	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M377.Salm.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452394	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974182	NONE	Salm	11	6	M377	9.3	48	GSE67427
M374-Rv-48	GSM1647081	Public on Mar 31 2015	Mar 31 2015	May 15 2019	SRA	1	monocyte-derived macrophages	Homo sapiens	individual: M374	agent: Rv	time point: 48	batch: 11	rin: 3.6	illumina_index: 7	For each bacterial infection, we treated the macrophages with a multiplicity of infection (MOI) of 2:1. After one hour, we washed the macrophages five times with phosphate-buffered saline (PBS) and treated them with gentamycin (50 µg/µL) to kill all extracellular bacteria. After one hour of antibiotic treatment, we changed the medium to a lower concentration of gentamycin (5 µg/µL), which marked the zero timepoint of the study. We allowed the cells to grow for 4, 18, or 48 hours before lysing them before lysing them with QIAzol Lysis Reagent and then storing them at -80° C.	First, we collected buffy coats (~50 mL). Next we isolated peripheral blood mononuclear cells (PBMCs) via Ficoll-Paque centrifugation nd enriched for monocytes via positive selection with beads containing CD14 antibodies. Then we differentiated the monocytes into macrophages by culturing for 6-7 days in RPMI buffer supplemented with macrophage colony-stimulating factor (M-CSF).	total RNA	We extracted RNA using the QIAgen miRNeasy kit. There were a total of 13 batches of 12 samples each (6 individuals x 9 conditions x 3 timepoints, minus 48 hours post-infection with Staphylococcus epidermidis). We designed the batches to maximally partition the variables of interest (individual, condition, timepoint) in order to minimize the introduction of biases due to batch processing.	In batches of 12 samples (the same 13 from the extraction protocol), we added barcoded adapters (Illumina TruSeq RNA Sample Preparation Kit v2)	9606	M374.Rv.48	We mapped the short reads to the human genome (hg19) using Subread (default parameters).	We obtained the read counts for each Ensembl protein-coding gene (biotype: “protein_coding”) with featureCounts, which sums the reads falling in the union of all exons of a gene and discards reads mapping to more than one gene (default parameters, except that we provided the Ensembl annotation file as described).	We removed genes with fewer than one count per million exonic reads in fewer than six samples.	We normalized the samples using the weighted trimmed mean of M-values algorithm (TMM) in edgeR.	We converted the counts to log counts per million using the cpm function in edgeR (default parameters).	We removed the effect of RNA quality (RIN) score and extraction batch using removeBatchEffect from limma.	Genome_build: hg19	Supplementary_files_format_and_content: table-s1.txt is a tab-delimited text file that contains the batch-corrected log2 counts per million for each of the 156 samples, as well as the Ensembl gene ID and gene name.	GPL16791	John,D,Blischak	Gilad	Human Genetics	University of Chicago	920 E. 58th Street, CLSC 317	Chicago	IL	60615	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03452395	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX974183	NONE	Rv	11	7	M374	3.6	48	GSE67427
