ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0033002	muscle cell proliferation	46/1730	197/16218	2.161408686017883e-7	1.3075625505954447e-4	1.0499046877631553e-4	CALCRL/GNA13/SUGT1/MAPK14/DBH/DDIT3/DNMT1/AIF1/AKT1/ERN1/FES/GATA6/HGF/HTR1B/IGF1/IGFBP5/RBPJ/IL6/IL6R/IL10/ITGB3/JAK2/JUN/MMP2/MMP9/NF1/NOTCH3/OGN/P2RY6/PDGFRB/PPARG/MAPK11/RBP4/CX3CL1/SHH/TACR1/TBX2/TBX5/TGFBR1/TLR4/TNF/TNFAIP3/TP73/WNT2/APLN/NOG	46
GO:0050679	positive regulation of epithelial cell proliferation	45/1730	191/16218	2.2193423772482798e-7	1.3075625505954447e-4	1.0499046877631553e-4	AKT3/CCL26/CCR3/EGF/AKT1/FGFR1/GDF2/B4GALT1/GRN/HIF1A/HMGB1/HMX2/HSPG2/IGF1/IGF2/RBPJ/IHH/IL10/ITGB3/AREG/LAMB1/MDK/NF1/NME2/NRAS/REG3A/PAX2/BAD/SHH/SOX11/TACR1/TGFBR1/TGM1/TNF/TNFAIP3/VEGFA/WNT2/WNT5A/WNT7A/XBP1/TP63/IRS2/APLN/NOG/CDC42	45
GO:0046620	regulation of organ growth	26/1730	83/16218	2.5302159207830886e-7	1.3760481969181873e-4	1.1048950980391252e-4	BCL2L11/CGA/MAPK14/AKT1/GATA6/GSK3A/IGF1/IGF2/RBPJ/IL7/MYH6/MAPK11/RAG2/RBP4/SOD1/STK3/TBX2/TBX5/TGFBR1/TP73/WNT2/YBX3/CAV3/CTDP1/NOG/AKAP6	26
GO:0031018	endocrine pancreas development	18/1730	45/16218	2.969539820118946e-7	1.4996176091600677e-4	1.2041149060076296e-4	CDK6/AKT1/GATA6/GIPR/GSK3A/GSK3B/FOXA2/ONECUT1/IL6/IL6R/INSM1/NEUROD1/PAX6/BAD/RFX3/RHEB/WNT5A/EIF2AK3	18
GO:0072091	regulation of stem cell proliferation	25/1730	79/16218	3.446432815955218e-7	1.6244186672535594e-4	1.3043236615050167e-4	N4BP2L2/ACE/FBLN1/FGF4/GLI3/HMX2/RBPJ/LTBP3/CITED1/NF1/OVOL1/PRRX1/PTPRC/RARB/RARG/SHH/SHOX2/SOX11/ZFP36L1/TGFBR1/NR2E1/WNT1/WNT5A/WNT11/TP63	25
GO:0072089	stem cell proliferation	30/1730	108/16218	5.88264661297777e-7	2.599394472109552e-4	2.0871784989334944e-4	N4BP2L2/ACE/FBLN1/FGF4/GLI3/HMX2/RBPJ/LTBP3/CITED1/NF1/OVOL1/ABCB1/PRRX1/PTPRC/RARB/RARG/SHH/SHOX2/SOX11/ZFP36L1/TGFBR1/BYSL/NR2E1/WNT1/WNT3/WNT5A/WNT7B/WNT11/AXIN2/TP63	30
GO:0045582	positive regulation of T cell differentiation	31/1730	114/16218	6.401096048161367e-7	2.636478259322392e-4	2.116954850372316e-4	ADA/MALT1/LILRB4/CR1/GLI3/IHH/IL2RA/IL2RG/IL4/IL4R/IL7/IL7R/IL12RB1/RHOH/CD46/MDK/BAD/PTPRC/BCL6/SHH/TNFSF4/XBP1/ARID1A/AP3B1/ACTL6A/RUNX3/SOCS1/IL1RL2/VNN1/CD74/TESPA1	31
GO:0010463	mesenchymal cell proliferation	17/1730	43/16218	7.721630038267893e-7	2.636478259322392e-4	2.116954850372316e-4	FGF4/IHH/ARHGAP5/LMNA/MSX1/PRRX1/SHH/SHOX2/BMP7/TBX2/WNT2/WNT5A/WNT11/DCHS1/CHRD/IRS2/HAND2	17
GO:0031016	pancreas development	24/1730	77/16218	8.039481594083865e-7	2.636478259322392e-4	2.116954850372316e-4	CDK6/AKT1/NR5A2/GATA6/GIPR/GSK3A/GSK3B/FOXA2/ONECUT1/IGF2/IHH/IL6/IL6R/INSM1/SMAD2/NEUROD1/PAX6/BAD/RFX3/RHEB/SHH/SRP54/WNT5A/EIF2AK3	24
GO:0043030	regulation of macrophage activation	20/1730	57/16218	8.048376016299924e-7	2.636478259322392e-4	2.116954850372316e-4	NR1H3/CTSC/VSIG4/FCGR2B/GRN/HSPD1/IL4/IL4R/IL6/IL10/CD200/ATM/PTPRC/CX3CL1/TLR4/WNT5A/CST7/SPHK1/CD74/PJA2	20
GO:0001732	formation of cytoplasmic translation initiation complex	10/1730	16/16218	8.130903565582485e-7	2.636478259322392e-4	2.116954850372316e-4	EIF3M/EIF3A/EIF3B/EIF3C/EIF3D/EIF3F/EIF3G/EIF3H/EIF3I/EIF3J	10
GO:1902107	positive regulation of leukocyte differentiation	42/1730	181/16218	8.57694483230764e-7	2.636478259322392e-4	2.116954850372316e-4	ADA/MALT1/LILRB4/CR1/FES/GLI3/HMGB1/HSF1/IHH/IL2RA/IL2RG/IL4/IL4R/IL5/IL7/IL7R/IL10/IL12RB1/RHOH/CD46/MDK/AXL/BAD/PTPRC/RB1/BCL6/SHH/ZFP36L1/TNF/TNFSF4/XBP1/ARID1A/AP3B1/ACTL6A/TNFSF11/RUNX3/SOCS1/IL1RL2/VNN1/CD4/CD74/TESPA1	42
GO:1903708	positive regulation of hemopoiesis	42/1730	181/16218	8.57694483230764e-7	2.636478259322392e-4	2.116954850372316e-4	ADA/MALT1/LILRB4/CR1/FES/GLI3/HMGB1/HSF1/IHH/IL2RA/IL2RG/IL4/IL4R/IL5/IL7/IL7R/IL10/IL12RB1/RHOH/CD46/MDK/AXL/BAD/PTPRC/RB1/BCL6/SHH/ZFP36L1/TNF/TNFSF4/XBP1/ARID1A/AP3B1/ACTL6A/TNFSF11/RUNX3/SOCS1/IL1RL2/VNN1/CD4/CD74/TESPA1	42
GO:0045621	positive regulation of lymphocyte differentiation	33/1730	128/16218	1.060436997012721e-6	3.123870653699974e-4	2.5083055810919315e-4	ADA/MALT1/LILRB4/CR1/GLI3/IHH/IL2RA/IL2RG/IL4/IL4R/IL7/IL7R/IL10/IL12RB1/RHOH/CD46/MDK/AXL/BAD/PTPRC/BCL6/SHH/TNFSF4/XBP1/ARID1A/AP3B1/ACTL6A/RUNX3/SOCS1/IL1RL2/VNN1/CD74/TESPA1	33
GO:0043534	blood vessel endothelial cell migration	31/1730	117/16218	1.1825788446247936e-6	3.3443329725989164e-4	2.685325351183794e-4	AKT3/HDAC5/CDH5/AGTR2/EPHA2/EMP2/AKT1/ETS1/FGFR1/GDF2/ANGPT2/GPX1/HIF1A/HMGB1/HRG/ITGB1/MAP3K3/MYH9/NF1/ATP5F1B/PPARG/PRCP/MAP2K3/NR2E1/TMSB4X/TNF/VEGFA/PIK3R3/ITGB1BP1/KLF4/SCARB1	31
GO:0045580	regulation of T cell differentiation	41/1730	178/16218	1.4130689029512628e-6	3.8424604399482415e-4	3.0852957868891334e-4	ADA/MALT1/LILRB4/CR1/FANCD2/GLI3/HMGB1/IHH/IL2RA/IL2RG/IL4/IL4R/IL7/IL7R/IL12RB1/IRF4/RHOH/CD46/MDK/BAD/PTPN2/PTPRC/RAG2/BCL6/PRDM1/SHH/SOD1/TNFSF4/XBP1/CAMK4/ARID1A/AP3B1/ACTL6A/RUNX3/SOCS1/IL1RL2/VNN1/TNFSF18/CD28/CD74/TESPA1	41
GO:0033077	T cell differentiation in thymus	25/1730	86/16218	2.024660230574561e-6	5.301610307467461e-4	4.256917202139807e-4	ADA/CDK6/CCR6/JMJD6/GLI3/IHH/IL1A/IL2RG/IL7R/TNFRSF9/JAG2/PTPN2/PTPRC/RAG2/SHH/SOD1/SPN/ZFP36L1/WNT1/CAMK4/VNN1/CD3G/CD28/CD74/TESPA1	25
GO:0002700	regulation of production of molecular mediator of immune response	42/1730	187/16218	2.1272395762172823e-6	5.371279929948638e-4	4.3128582836615795e-4	NOD1/MALT1/LILRB4/CLC/CR1/EPHB2/FCGR2B/APOA2/IL1R1/IL4/IL4R/IL5/IL6/IL10/IL13RA2/IRF5/PGC/PMS2/AXL/PKN1/KLK7/PTPRC/RBP4/BCL6/XCL1/SLAMF1/STX4/SUPT6H/TLR3/TLR4/TNF/TNFSF4/WNT5A/XBP1/LAPTM5/SLC7A5/DDX21/MAPKAPK2/CD28/CD36/CD40LG/CD74	42
GO:0042116	macrophage activation	28/1730	104/16218	2.724384578671854e-6	6.639247782389367e-4	5.330970489157426e-4	NR1H3/CTSC/VSIG4/AIF1/FCGR2B/JMJD6/GRN/HSPD1/IL4/IL4R/IL6/IL10/ITGAM/ITGB2/JAK2/CD200/ATM/PTPRC/CX3CL1/TLR2/TLR3/TLR4/TNF/WNT5A/CST7/SPHK1/CD74/PJA2	28
GO:0007229	integrin-mediated signaling pathway	29/1730	110/16218	2.8865515236875367e-6	6.639247782389367e-4	5.330970489157426e-4	ADAM10/CTNNA1/EMP2/FGR/ITGA11/ITGA6/ITGA1/ITGAM/ITGB1/ITGB2/ITGB3/ITGB5/LAMA2/LAMA5/LAMB1/MYH9/NID1/NME2/DST/BST1/TEC/CUL3/ITGA10/PLPP3/ITGB1BP1/CD40LG/CD47/CD63/CDC42	29
GO:0010594	regulation of endothelial cell migration	38/1730	164/16218	2.9111270332966107e-6	6.639247782389367e-4	5.330970489157426e-4	AKT3/HDAC5/AGTR2/EGF/EPHA2/EMP2/AKT1/ETS1/FGF4/FGFR1/SASH1/GDF2/ANGPT2/GRN/HIF1A/HMGB1/HRG/ITGB3/MAP3K3/NF1/ATP5F1B/PIK3CB/PPARG/PRCP/MAP2K3/RAC1/SPARC/NR2E1/TMSB4X/TNF/VEGFA/WNT5A/WNT7A/PLPP3/ITGB1BP1/KLF4/ROCK2/SCARB1	38
GO:0031099	regeneration	40/1730	180/16218	4.859779181622773e-6	0.001066107839509696	8.560291191060509e-4	CSPG5/CTNNA1/DAG1/ACE/ANGPT2/GPX1/GRN/HSPG2/APOA2/IFRD1/IGF1/IHH/IL6/IL10/JAK2/MAG/MDK/MMP2/NNMT/OMG/PRRX1/AXL/MAP2K2/PTGFRN/PTPN12/PTPRS/SOX15/AURKA/KLF5/TEC/TM4SF4/TNF/TYMS/WNT1/WNT7A/SLC7A5/CAPN3/SCARF1/CD9/KLF4	40
GO:1902106	negative regulation of leukocyte differentiation	28/1730	107/16218	4.9761752056322445e-6	0.001066107839509696	8.560291191060509e-4	CDK6/LILRB4/CR1/FCGR2B/GLI3/HMGB1/HOXA7/APCS/IAPP/IHH/IL4/IL4R/INHA/MDK/NF1/PTPN2/RAG2/BCL6/SHH/TLR3/TLR4/TNFAIP6/TNFSF4/RUNX3/SOCS1/TNFSF18/GPR55/CD74	28
GO:0002183	cytoplasmic translational initiation	15/1730	39/16218	5.172530456091514e-6	0.0010755820683696178	8.636364318793044e-4	EIF3M/EIF4A1/NCBP1/NCK1/DENR/EIF3A/EIF3B/EIF3C/EIF3D/EIF3F/EIF3G/EIF3H/EIF3I/EIF3J/EIF2B3	15
GO:0050764	regulation of phagocytosis	26/1730	96/16218	5.435480741454619e-6	0.001097165908625343	8.809671324672783e-4	SIRPB1/COLEC10/CNN2/CYBA/FCGR1A/FCGR2B/FGR/HMGB1/APOA2/IL2RB/IL2RG/CFP/PLSCR1/PTPRC/SOD1/TLR2/TNF/C3/TUB/FCN3/SNX3/SPHK1/SYT7/CD36/SCARB1/CD47	26
GO:0051250	negative regulation of lymphocyte activation	37/1730	162/16218	5.586700524824943e-6	0.001097165908625343	8.809671324672783e-4	LILRB4/VSIG4/CR1/DUSP3/FCGR2B/FGR/GLI3/HMGB1/IHH/IL2RA/IL4/IL4R/IL10/IDO1/INHA/MDK/ATM/PLA2G2A/AXL/PKN1/PTPN2/RAG2/BCL6/XCL1/SDC4/SHH/SOX11/SPN/TNFAIP3/TNFSF4/LAPTM5/MAD1L1/RUNX3/SOCS1/TNFSF18/SOCS6/CD74	37
GO:0048771	tissue remodeling	38/1730	169/16218	6.2100647055142695e-6	0.0011776060702049917	9.45556396429021e-4	P3H4/DBH/ACE/AGTR2/EPHA2/EPAS1/HIF1A/HRG/HTR1B/IAPP/IGFBP5/RBPJ/IHH/IL1A/IL6/IL7/ITGB3/LTBP3/MDK/MMP2/NF1/NFKB1/PDK4/PPARG/AXL/PTH1R/TIE1/TNFAIP3/UMOD/GDF5/TNFSF11/CBS/SYT7/GPR55/HAND2/ROCK2/RAB3D/RASSF2	38
GO:0002066	columnar/cuboidal epithelial cell development	17/1730	49/16218	6.379685844321084e-6	0.0011776060702049917	9.45556396429021e-4	CDK6/AKT1/GSK3A/GSK3B/HIF1A/IL6ST/INSM1/PAX6/BAD/RARB/RARG/RFX3/RHEB/PRDM1/KLF5/TYMS/WNT5A	17
GO:1990874	vascular associated smooth muscle cell proliferation	19/1730	59/16218	6.495988223195852e-6	0.0011776060702049917	9.45556396429021e-4	CALCRL/GNA13/DBH/DDIT3/DNMT1/ERN1/HTR1B/IGF1/IGFBP5/IL10/JAK2/JUN/MMP2/MMP9/NF1/P2RY6/PPARG/TNF/APLN	19
GO:0002526	acute inflammatory response	27/1730	103/16218	7.047825135582325e-6	0.0012457030927141759	0.0010002347620051443	CNR1/FCGR1A/FCGR2B/ALOX5AP/FUT7/B4GALT1/APCS/IGHG1/IL1A/IL4/IL6/IL6R/IL6ST/CXCR2/REG3A/SERPINA1/PLSCR1/PRCP/PTGER3/SAA1/SPN/TNF/C3/TNFSF4/TNFSF11/VNN1/OSMR	27
GO:0003205	cardiac chamber development	37/1730	164/16218	7.541050825873219e-6	0.001300371447290821	0.0010441306060060146	ZMPSTE24/COL11A1/CPE/DSP/FKBP1A/PLXND1/GATA6/ANK2/GSK3A/NRG1/HIF1A/NDST1/RBPJ/LRP2/MDM4/MYH6/MYL2/NPY2R/PKP2/PTK7/RBP4/RYR2/PRDM1/SHOX2/BMP7/SOX11/TBX2/TBX5/TGFBR1/WNT2/WNT5A/WNT11/ZBTB14/CAV3/NOG/HAND2/MATR3	37
GO:0060055	angiogenesis involved in wound healing	12/1730	27/16218	7.836883161591118e-6	0.0013029298036062627	0.0010461848330006066	DAG1/B4GALT1/GPX1/ITGB3/MCAM/PIK3CB/PRCP/CX3CL1/TNF/TNFAIP3/VEGFA/XBP1	12
GO:0048661	positive regulation of smooth muscle cell proliferation	23/1730	81/16218	7.932100590172493e-6	0.0013029298036062627	0.0010461848330006066	CALCRL/DNMT1/AIF1/AKT1/ERN1/HTR1B/IGF1/IGFBP5/IL6/IL6R/IL10/ITGB3/JAK2/JUN/MMP2/MMP9/NF1/NOTCH3/P2RY6/PDGFRB/CX3CL1/TLR4/TNF	23
GO:0001935	endothelial cell proliferation	35/1730	152/16218	8.186493641251535e-6	0.0013029298036062627	0.0010461848330006066	AKT3/CCL26/CCR3/COL8A1/DBH/EGF/EPHA2/AKT1/ERN1/FGFR1/FUT2/GDF2/HIF1A/HMGB1/HSPG2/IGF2/IL10/ITGB3/MDK/NF1/NGFR/NRAS/PIK3CB/PPARG/PRKX/SPARC/TGFBR1/TIE1/TNF/VEGFA/WNT5A/XDH/APLN/ITGB1BP1/SCARB1	35
GO:0001774	microglial cell activation	16/1730	45/16218	8.293046840492478e-6	0.0013029298036062627	0.0010461848330006066	CTSC/AIF1/GRN/IL4/IL6/ITGAM/ITGB2/JAK2/ATM/PTPRC/CX3CL1/TLR2/TLR3/TNF/CST7/SPHK1	16
GO:0007088	regulation of mitotic nuclear division	29/1730	116/16218	8.978582036853736e-6	0.0013509084887725646	0.0010847092205688142	TOM1L1/DUSP1/EGF/OBSL1/IGF1/IGF2/IK/IL1A/MAD2L1/ATM/NEK2/PDGFRB/RB1/BMP7/AURKA/BTC/BUB1B/TNF/MAD1L1/CUL3/SPHK1/CCNB1/BUB3/AURKB/CD28/KIF20B/MAD2L1BP/CDC20/CDC42	29
GO:0032885	regulation of polysaccharide biosynthetic process	14/1730	36/16218	9.171655935089548e-6	0.0013509084887725646	0.0010847092205688142	EGF/AKT1/AKT2/GSK3A/GSK3B/IGF1/IGF2/IRS1/NFKB1/ENPP1/PPP1CB/PPP1R3C/IRS2/EPM2AIP1	14
GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	14/1730	36/16218	9.171655935089548e-6	0.0013509084887725646	0.0010847092205688142	CALCRL/DNMT1/ERN1/HTR1B/IGF1/IGFBP5/IL10/JAK2/JUN/MMP2/MMP9/NF1/P2RY6/TNF	14
GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	36/1730	160/16218	1.0617056064611158e-5	0.0015318895178938956	0.0012300275694188607	SEMA4D/EGF/F10/FGFR1/FGR/FSHR/GPX1/HGF/HIP1/IAPP/IGF1/IGF2/IGFBP5/ITGB1/JAK2/LRP2/NEDD4/NTRK3/NTS/PDGFRB/PIK3CB/PLXNB1/AXL/CX3CL1/STK3/TGFBR1/TNF/TPBG/TXN/TNFSF11/AKR1C3/ITGB1BP1/CD28/GDF15/BAG4/SEMA3E	36
GO:0002637	regulation of immunoglobulin production	22/1730	77/16218	1.1132667304393256e-5	0.0015741591568412064	0.0012639678899493225	CR1/EPHB2/FCGR2B/IL4/IL4R/IL5/IL6/IL10/IL13RA2/PMS2/PKN1/PTPRC/RBP4/BCL6/XCL1/STX4/SUPT6H/TNF/TNFSF4/XBP1/CD28/CD40LG	22
GO:0005979	regulation of glycogen biosynthetic process	12/1730	28/16218	1.2385671448175959e-5	0.0016839749449731544	0.0013521442534415575	AKT1/AKT2/GSK3A/GSK3B/IGF1/IGF2/IRS1/ENPP1/PPP1CB/PPP1R3C/IRS2/EPM2AIP1	12
GO:0010962	regulation of glucan biosynthetic process	12/1730	28/16218	1.2385671448175959e-5	0.0016839749449731544	0.0013521442534415575	AKT1/AKT2/GSK3A/GSK3B/IGF1/IGF2/IRS1/ENPP1/PPP1CB/PPP1R3C/IRS2/EPM2AIP1	12
GO:1903707	negative regulation of hemopoiesis	28/1730	112/16218	1.2736758425893546e-5	0.001699035510774856	0.0013642371040882598	CDK6/LILRB4/CR1/FCGR2B/GLI3/HMGB1/HOXA7/APCS/IAPP/IHH/IL4/IL4R/INHA/MDK/NF1/PTPN2/RAG2/BCL6/SHH/TLR3/TLR4/TNFAIP6/TNFSF4/RUNX3/SOCS1/TNFSF18/GPR55/CD74	28
GO:0002002	regulation of angiotensin levels in blood	7/1730	10/16218	1.3926438337776948e-5	0.0018233318342237596	0.0014640405839304303	ATP6AP2/CMA1/CPA3/CTSZ/ACE/REN/NDST2	7
GO:0035270	endocrine system development	32/1730	137/16218	1.4436382483363998e-5	0.00184084642860742	0.001478103891830539	CDK6/CGA/NR0B1/AKT1/GATA6/GIPR/GSK3A/GSK3B/FOXA2/ONECUT1/RBPJ/IL6/IL6R/INSM1/SMAD2/MDK/NEUROD1/NF1/PAX6/MAP2K2/BAD/RAP1GAP/RFX3/RHEB/SHH/SIX3/SOX3/TGFBR1/WNT5A/WNT11/NOG/EIF2AK3	32
GO:0046631	alpha-beta T cell activation	38/1730	175/16218	1.4580961810751843e-5	0.00184084642860742	0.001478103891830539	ADA/HSPH1/MALT1/LILRB4/GPR183/ELF4/FUT7/GLI3/HMGB1/IHH/IL2RA/IL2RG/IL4/IL4R/IL6/IL6R/IL12RB1/IRF4/JAK2/KMT2A/PTGER4/PTPRC/RELB/BCL6/XCL1/PRDM1/SHH/SPN/TNFSF4/TYK2/AP3B1/RUNX3/SOCS1/TNFSF18/SOCS3/CD3G/CD28/MAPK8IP1	38
GO:1904705	regulation of vascular associated smooth muscle cell proliferation	18/1730	57/16218	1.5348897487468823e-5	0.0019038018462527119	0.001528653816249665	CALCRL/GNA13/DBH/DNMT1/ERN1/HTR1B/IGF1/IGFBP5/IL10/JAK2/JUN/MMP2/MMP9/NF1/P2RY6/PPARG/TNF/APLN	18
GO:0150077	regulation of neuroinflammatory response	13/1730	33/16218	1.6244987076415598e-5	0.0019655965632378934	0.0015782717584369773	CTSC/GRN/IGF1/IL4/IL6/MMP9/CD200/ATM/PTPRC/CX3CL1/TNF/CST7/SPHK1	13
GO:0043535	regulation of blood vessel endothelial cell migration	24/1730	90/16218	1.6403139636638714e-5	0.0019655965632378934	0.0015782717584369773	AKT3/HDAC5/AGTR2/EPHA2/AKT1/ETS1/FGFR1/GDF2/ANGPT2/HIF1A/HMGB1/HRG/MAP3K3/NF1/ATP5F1B/PPARG/PRCP/MAP2K3/NR2E1/TMSB4X/TNF/VEGFA/ITGB1BP1/KLF4	24
GO:0070302	regulation of stress-activated protein kinase signaling cascade	39/1730	183/16218	1.7883482309685688e-5	0.0021072703321579635	0.0016920284227392088	ZMPSTE24/NOD1/COPS5/CRK/DUSP1/DUSP3/FCGR2B/PHLPP1/SASH1/HGF/HMGB1/XIAP/IGBP1/IL1A/MAP3K3/MAP3K11/MAP2K2/QARS1/SERPINB3/SLAMF1/STK3/TLR3/TLR4/TNF/VEGFA/EZR/WNT5A/WNT7A/WNT7B/XDH/CAV3/TNFSF11/SPHK1/TAOK2/HAND2/MAPK8IP1/TRAF4/RASSF2/PJA2	39
GO:0003309	type B pancreatic cell differentiation	12/1730	29/16218	1.908276767437499e-5	0.0021812630887106358	0.0017514407559616554	CDK6/AKT1/GATA6/GSK3A/GSK3B/ONECUT1/INSM1/PAX6/BAD/RFX3/RHEB/WNT5A	12
GO:0043031	negative regulation of macrophage activation	9/1730	17/16218	1.9165741408593648e-5	0.0021812630887106358	0.0017514407559616554	NR1H3/VSIG4/FCGR2B/GRN/IL4/CD200/PTPRC/CX3CL1/CST7	9
GO:0150076	neuroinflammatory response	21/1730	74/16218	1.9631585741035586e-5	0.0021812630887106358	0.0017514407559616554	ADCY1/CTSC/AIF1/GRN/IGF1/IL4/IL6/ITGAM/ITGB1/ITGB2/JAK2/MMP9/CD200/ATM/PTPRC/CX3CL1/TLR2/TLR3/TNF/CST7/SPHK1	21
GO:1903038	negative regulation of leukocyte cell-cell adhesion	32/1730	139/16218	1.9745521595117495e-5	0.0021812630887106358	0.0017514407559616554	LILRB4/VSIG4/CR1/DUSP3/AKT1/FCGR2B/GLI3/HMGB1/IHH/IL2RA/IL4/IL4R/IL10/IDO1/MDK/PLA2G2A/PTPN2/RAG2/BCL6/XCL1/SDC4/SHH/SPN/TNFSF4/LAPTM5/MAD1L1/RUNX3/SOCS1/TNFSF18/SOCS6/KLF4/CD74	32
GO:0045620	negative regulation of lymphocyte differentiation	18/1730	58/16218	2.0055743437766674e-5	0.0021814477862309293	0.0017515890584595252	LILRB4/CR1/GLI3/HMGB1/IHH/IL4/IL4R/INHA/MDK/PTPN2/RAG2/BCL6/SHH/TNFSF4/RUNX3/SOCS1/TNFSF18/CD74	18
