Pathway	Direction	Technology	SquaredDeviation
positive regulation of actin cytoskeleton reorganization	Upregulated	RNAseq	0
positive regulation of actin filament binding	Upregulated	Microarray	0
positive regulation of actin filament binding	Upregulated	RNAseq	0
positive regulation of actin filament depolymerization	Upregulated	Microarray	0
positive regulation of actin filament-based movement	Upregulated	Microarray	0
positive regulation of actin filament-based movement	Upregulated	RNAseq	0
positive regulation of actin nucleation	Upregulated	RNAseq	0
positive regulation of action potential	Upregulated	Microarray	0
positive regulation of action potential	Upregulated	RNAseq	0
positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process	Upregulated	Microarray	0
positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process	Upregulated	RNAseq	0
positive regulation of activated T cell autonomous cell death	Upregulated	Microarray	0
positive regulation of activated T cell autonomous cell death	Upregulated	RNAseq	0
positive regulation of activation of Janus kinase activity	Upregulated	Microarray	0
positive regulation of activation of Janus kinase activity	Upregulated	RNAseq	0
positive regulation of activation of membrane attack complex	Upregulated	Microarray	0
positive regulation of activation of membrane attack complex	Upregulated	RNAseq	0
positive regulation of activin receptor signaling pathway	Upregulated	Microarray	0
positive regulation of acute inflammatory response to antigenic stimulus	Upregulated	Microarray	0
positive regulation of acute inflammatory response to non-antigenic stimulus	Upregulated	Microarray	0
positive regulation of acute inflammatory response to non-antigenic stimulus	Upregulated	RNAseq	0
positive regulation of acylglycerol transport	Upregulated	Microarray	0
positive regulation of acylglycerol transport	Upregulated	RNAseq	0
positive regulation of adaptive immune memory response	Upregulated	Microarray	0
positive regulation of adaptive immune memory response	Upregulated	RNAseq	0
positive regulation of adenosine receptor signaling pathway	Upregulated	Microarray	0
positive regulation of adenosine receptor signaling pathway	Upregulated	RNAseq	0
positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	Upregulated	Microarray	0
positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	Upregulated	RNAseq	0
positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway	Upregulated	Microarray	0
positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway	Upregulated	RNAseq	0
positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway	Upregulated	Microarray	0
positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway	Upregulated	RNAseq	0
positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	Upregulated	Microarray	0
positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	Upregulated	RNAseq	0
positive regulation of adherens junction organization	Upregulated	Microarray	0
positive regulation of adherens junction organization	Upregulated	RNAseq	0
positive regulation of adiponectin secretion	Upregulated	Microarray	0
positive regulation of adiponectin secretion	Upregulated	RNAseq	0
positive regulation of adipose tissue development	Upregulated	Microarray	0
positive regulation of adipose tissue development	Upregulated	RNAseq	0
positive regulation of aggrephagy	Upregulated	Microarray	0
positive regulation of aggrephagy	Upregulated	RNAseq	0
positive regulation of aldosterone biosynthetic process	Upregulated	Microarray	0
positive regulation of aldosterone biosynthetic process	Upregulated	RNAseq	0
positive regulation of aldosterone metabolic process	Upregulated	Microarray	0
positive regulation of aldosterone metabolic process	Upregulated	RNAseq	0
positive regulation of aldosterone secretion	Upregulated	Microarray	0
positive regulation of aldosterone secretion	Upregulated	RNAseq	0
positive regulation of alkaline phosphatase activity	Upregulated	Microarray	0
positive regulation of alkaline phosphatase activity	Upregulated	RNAseq	0
positive regulation of amacrine cell differentiation	Upregulated	Microarray	0
positive regulation of amacrine cell differentiation	Upregulated	RNAseq	0
positive regulation of amine metabolic process	Upregulated	RNAseq	0
positive regulation of amine transport	Upregulated	Microarray	0
positive regulation of amino acid biosynthetic process	Upregulated	Microarray	0
positive regulation of amino acid biosynthetic process	Upregulated	RNAseq	0
positive regulation of amino acid metabolic process	Upregulated	Microarray	0
positive regulation of amino acid metabolic process	Upregulated	RNAseq	0
positive regulation of amino acid transport	Upregulated	Microarray	0
positive regulation of amino acid transport	Upregulated	RNAseq	0
positive regulation of amino acid uptake involved in synaptic transmission	Upregulated	Microarray	0
positive regulation of amino acid uptake involved in synaptic transmission	Upregulated	RNAseq	0
positive regulation of aminoacyl-tRNA ligase activity	Upregulated	Microarray	0
positive regulation of aminoacyl-tRNA ligase activity	Upregulated	RNAseq	0
positive regulation of ammonia assimilation cycle	Upregulated	Microarray	0
positive regulation of ammonia assimilation cycle	Upregulated	RNAseq	0
positive regulation of amyloid precursor protein biosynthetic process	Upregulated	Microarray	0
positive regulation of amyloid precursor protein biosynthetic process	Upregulated	RNAseq	0
positive regulation of amyloid-beta clearance	Upregulated	Microarray	0
positive regulation of amyloid-beta clearance	Upregulated	RNAseq	0
positive regulation of anaphase-promoting complex-dependent catabolic process	Upregulated	Microarray	0
positive regulation of anaphase-promoting complex-dependent catabolic process	Upregulated	RNAseq	0
positive regulation of androgen receptor activity	Upregulated	Microarray	0
positive regulation of androgen receptor activity	Upregulated	RNAseq	0
positive regulation of androgen secretion	Upregulated	Microarray	0
positive regulation of androgen secretion	Upregulated	RNAseq	0
positive regulation of anion channel activity	Upregulated	Microarray	0
positive regulation of anion channel activity	Upregulated	RNAseq	0
positive regulation of anion transmembrane transport	Upregulated	Microarray	0
positive regulation of anion transmembrane transport	Upregulated	RNAseq	0
positive regulation of anoikis	Upregulated	Microarray	0
positive regulation of anterior head development	Upregulated	Microarray	0
positive regulation of anterior head development	Upregulated	RNAseq	0
positive regulation of anterograde axonal transport of mitochondrion	Upregulated	Microarray	0
positive regulation of anterograde axonal transport of mitochondrion	Upregulated	RNAseq	0
positive regulation of anterograde dense core granule transport	Upregulated	Microarray	0
positive regulation of anterograde dense core granule transport	Upregulated	RNAseq	0
positive regulation of anterograde synaptic vesicle transport	Upregulated	Microarray	0
positive regulation of anterograde synaptic vesicle transport	Upregulated	RNAseq	0
positive regulation of antibacterial peptide biosynthetic process	Upregulated	Microarray	0
positive regulation of antibacterial peptide biosynthetic process	Upregulated	RNAseq	0
positive regulation of antibacterial peptide production	Upregulated	Microarray	0
positive regulation of antibacterial peptide production	Upregulated	RNAseq	0
positive regulation of antibody-dependent cellular cytotoxicity	Upregulated	Microarray	0
positive regulation of antibody-dependent cellular cytotoxicity	Upregulated	RNAseq	0
positive regulation of antifungal innate immune response	Upregulated	Microarray	0
positive regulation of antifungal innate immune response	Upregulated	RNAseq	0
positive regulation of antigen processing and presentation	Upregulated	Microarray	0
positive regulation of antigen processing and presentation	Upregulated	RNAseq	0
positive regulation of antigen processing and presentation of peptide antigen	Upregulated	Microarray	0
positive regulation of antigen processing and presentation of peptide antigen	Upregulated	RNAseq	0
positive regulation of antigen processing and presentation of peptide antigen via MHC class II	Upregulated	Microarray	0
positive regulation of antigen processing and presentation of peptide antigen via MHC class II	Upregulated	RNAseq	0
positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	Upregulated	Microarray	0
positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	Upregulated	RNAseq	0
positive regulation of antimicrobial peptide biosynthetic process	Upregulated	Microarray	0
positive regulation of antimicrobial peptide biosynthetic process	Upregulated	RNAseq	0
positive regulation of antimicrobial peptide production	Upregulated	Microarray	0
positive regulation of antimicrobial peptide production	Upregulated	RNAseq	0
positive regulation of antral ovarian follicle growth	Upregulated	Microarray	0
positive regulation of antral ovarian follicle growth	Upregulated	RNAseq	0
positive regulation of aorta morphogenesis	Upregulated	Microarray	0
positive regulation of aorta morphogenesis	Upregulated	RNAseq	0
positive regulation of aortic smooth muscle cell differentiation	Upregulated	Microarray	0
positive regulation of aortic smooth muscle cell differentiation	Upregulated	RNAseq	0
positive regulation of apoptotic process	Upregulated	Microarray	0
positive regulation of apoptotic process	Upregulated	RNAseq	0
positive regulation of apoptotic process in bone marrow cell	Upregulated	Microarray	0
positive regulation of apoptotic process in bone marrow cell	Upregulated	RNAseq	0
positive regulation of apoptotic process involved in development	Upregulated	Microarray	0
positive regulation of apoptotic process involved in mammary gland involution	Upregulated	Microarray	0
positive regulation of apoptotic process involved in mammary gland involution	Upregulated	RNAseq	0
positive regulation of apoptotic process involved in morphogenesis	Upregulated	Microarray	0
positive regulation of appetite	Upregulated	Microarray	0
positive regulation of appetite	Upregulated	RNAseq	0
positive regulation of arachidonic acid secretion	Upregulated	RNAseq	0
positive regulation of arginase activity	Upregulated	Microarray	0
positive regulation of arginase activity	Upregulated	RNAseq	0
positive regulation of artery morphogenesis	Upregulated	Microarray	0
positive regulation of artery morphogenesis	Upregulated	RNAseq	0
positive regulation of aspartate secretion	Upregulated	Microarray	0
positive regulation of aspartate secretion	Upregulated	RNAseq	0
positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	Upregulated	Microarray	0
positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	Upregulated	RNAseq	0
positive regulation of aspartic-type peptidase activity	Upregulated	RNAseq	0
positive regulation of astrocyte activation	Upregulated	Microarray	0
positive regulation of astrocyte activation	Upregulated	RNAseq	0
positive regulation of astrocyte chemotaxis	Upregulated	Microarray	0
positive regulation of astrocyte chemotaxis	Upregulated	RNAseq	0
positive regulation of astrocyte differentiation	Upregulated	Microarray	0
positive regulation of atrial cardiac muscle cell action potential	Upregulated	Microarray	0
positive regulation of atrial cardiac muscle cell action potential	Upregulated	RNAseq	0
positive regulation of attachment of mitotic spindle microtubules to kinetochore	Upregulated	RNAseq	0
positive regulation of autophagic cell death	Upregulated	Microarray	0
positive regulation of autophagic cell death	Upregulated	RNAseq	0
positive regulation of autophagosome maturation	Upregulated	RNAseq	0
positive regulation of autophagy in response to ER overload	Upregulated	Microarray	0
positive regulation of autophagy in response to ER overload	Upregulated	RNAseq	0
positive regulation of autophagy of mitochondrion	Upregulated	Microarray	0
positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization	Upregulated	Microarray	0
positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization	Upregulated	RNAseq	0
positive regulation of axon extension involved in axon guidance	Upregulated	Microarray	0
positive regulation of axon extension involved in axon guidance	Upregulated	RNAseq	0
positive regulation of axon guidance	Upregulated	Microarray	0
positive regulation of axon guidance	Upregulated	RNAseq	0
positive regulation of axon regeneration	Upregulated	Microarray	0
positive regulation of axon regeneration	Upregulated	RNAseq	0
positive regulation of base-excision repair	Upregulated	Microarray	0
positive regulation of base-excision repair	Upregulated	RNAseq	0
positive regulation of basement membrane assembly involved in embryonic body morphogenesis	Upregulated	Microarray	0
positive regulation of basement membrane assembly involved in embryonic body morphogenesis	Upregulated	RNAseq	0
positive regulation of behavior	Upregulated	Microarray	0
positive regulation of behavior	Upregulated	RNAseq	0
positive regulation of behavioral fear response	Upregulated	Microarray	0
positive regulation of behavioral fear response	Upregulated	RNAseq	0
positive regulation of beta-galactosidase activity	Upregulated	Microarray	0
positive regulation of beta-galactosidase activity	Upregulated	RNAseq	0
positive regulation of bicellular tight junction assembly	Upregulated	RNAseq	0
positive regulation of bile acid biosynthetic process	Upregulated	Microarray	0
positive regulation of bile acid biosynthetic process	Upregulated	RNAseq	0
positive regulation of bile acid metabolic process	Upregulated	Microarray	0
positive regulation of bile acid metabolic process	Upregulated	RNAseq	0
positive regulation of bile acid secretion	Upregulated	Microarray	0
positive regulation of bile acid secretion	Upregulated	RNAseq	0
positive regulation of biological process	Upregulated	Microarray	0
positive regulation of biological process	Upregulated	RNAseq	0
positive regulation of biosynthetic process	Upregulated	Microarray	0
positive regulation of biosynthetic process	Upregulated	RNAseq	0
positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria	Upregulated	Microarray	0
positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria	Upregulated	RNAseq	0
positive regulation of bleb assembly	Upregulated	Microarray	0
positive regulation of bleb assembly	Upregulated	RNAseq	0
positive regulation of blood microparticle formation	Upregulated	Microarray	0
positive regulation of blood microparticle formation	Upregulated	RNAseq	0
positive regulation of blood pressure	Upregulated	RNAseq	0
positive regulation of blood pressure by epinephrine-norepinephrine	Upregulated	Microarray	0
positive regulation of blood pressure by epinephrine-norepinephrine	Upregulated	RNAseq	0
positive regulation of blood vessel branching	Upregulated	Microarray	0
positive regulation of blood vessel branching	Upregulated	RNAseq	0
positive regulation of blood vessel endothelial cell differentiation	Upregulated	Microarray	0
positive regulation of blood vessel endothelial cell differentiation	Upregulated	RNAseq	0
positive regulation of blood vessel remodeling	Upregulated	Microarray	0
positive regulation of blood vessel remodeling	Upregulated	RNAseq	0
positive regulation of blood-brain barrier permeability	Upregulated	Microarray	0
positive regulation of bone development	Upregulated	Microarray	0
positive regulation of bone development	Upregulated	RNAseq	0
positive regulation of bone mineralization involved in bone maturation	Upregulated	Microarray	0
positive regulation of bone mineralization involved in bone maturation	Upregulated	RNAseq	0
positive regulation of bone resorption	Upregulated	RNAseq	0
positive regulation of brain-derived neurotrophic factor receptor signaling pathway	Upregulated	Microarray	0
positive regulation of brain-derived neurotrophic factor receptor signaling pathway	Upregulated	RNAseq	0
positive regulation of branching involved in lung morphogenesis	Upregulated	Microarray	0
positive regulation of branching involved in lung morphogenesis	Upregulated	RNAseq	0
positive regulation of branching involved in ureteric bud morphogenesis	Upregulated	Microarray	0
positive regulation of branching morphogenesis of a nerve	Upregulated	Microarray	0
positive regulation of branching morphogenesis of a nerve	Upregulated	RNAseq	0
positive regulation of brown fat cell differentiation	Upregulated	RNAseq	0
positive regulation of cAMP-dependent protein kinase activity	Upregulated	Microarray	0
positive regulation of cAMP-mediated signaling	Upregulated	Microarray	0
positive regulation of cAMP-mediated signaling	Upregulated	RNAseq	0
positive regulation of cGMP-mediated signaling	Upregulated	Microarray	0
positive regulation of cGMP-mediated signaling	Upregulated	RNAseq	0
positive regulation of calcidiol 1-monooxygenase activity	Upregulated	Microarray	0
positive regulation of calcidiol 1-monooxygenase activity	Upregulated	RNAseq	0
positive regulation of calcium ion import across plasma membrane	Upregulated	Microarray	0
positive regulation of calcium ion import across plasma membrane	Upregulated	RNAseq	0
positive regulation of calcium ion import into sarcoplasmic reticulum	Upregulated	Microarray	0
positive regulation of calcium ion import into sarcoplasmic reticulum	Upregulated	RNAseq	0
positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	Upregulated	Microarray	0
positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	Upregulated	RNAseq	0
positive regulation of calcium ion-dependent exocytosis	Upregulated	Microarray	0
positive regulation of calcium ion-dependent exocytosis	Upregulated	RNAseq	0
positive regulation of calcium ion-dependent exocytosis of neurotransmitter	Upregulated	Microarray	0
positive regulation of calcium ion-dependent exocytosis of neurotransmitter	Upregulated	RNAseq	0
positive regulation of calcium-dependent ATPase activity	Upregulated	Microarray	0
positive regulation of calcium-dependent ATPase activity	Upregulated	RNAseq	0
positive regulation of calcium-dependent cell-cell adhesion	Upregulated	Microarray	0
positive regulation of calcium-dependent cell-cell adhesion	Upregulated	RNAseq	0
positive regulation of calcium-independent cell-cell adhesion	Upregulated	Microarray	0
positive regulation of calcium-independent cell-cell adhesion	Upregulated	RNAseq	0
positive regulation of calcium:sodium antiporter activity	Upregulated	Microarray	0
positive regulation of calcium:sodium antiporter activity	Upregulated	RNAseq	0
positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	Upregulated	Microarray	0
positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	Upregulated	RNAseq	0
positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation	Upregulated	Microarray	0
positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation	Upregulated	RNAseq	0
positive regulation of canonical Wnt signaling pathway involved in heart development	Upregulated	Microarray	0
positive regulation of canonical Wnt signaling pathway involved in heart development	Upregulated	RNAseq	0
positive regulation of canonical Wnt signaling pathway involved in osteoblast differentiation	Upregulated	Microarray	0
positive regulation of canonical Wnt signaling pathway involved in osteoblast differentiation	Upregulated	RNAseq	0
positive regulation of cap-dependent translational initiation	Upregulated	Microarray	0
positive regulation of cap-dependent translational initiation	Upregulated	RNAseq	0
positive regulation of cap-independent translational initiation	Upregulated	Microarray	0
positive regulation of cap-independent translational initiation	Upregulated	RNAseq	0
positive regulation of cardiac conduction	Upregulated	Microarray	0
positive regulation of cardiac conduction	Upregulated	RNAseq	0
positive regulation of cardiac endothelial to mesenchymal transition	Upregulated	Microarray	0
positive regulation of cardiac endothelial to mesenchymal transition	Upregulated	RNAseq	0
positive regulation of cardiac epithelial to mesenchymal transition	Upregulated	Microarray	0
positive regulation of cardiac epithelial to mesenchymal transition	Upregulated	RNAseq	0
positive regulation of cardiac muscle adaptation	Upregulated	Microarray	0
positive regulation of cardiac muscle adaptation	Upregulated	RNAseq	0
positive regulation of cardiac muscle cell apoptotic process	Upregulated	Microarray	0
positive regulation of cardiac muscle cell apoptotic process	Upregulated	RNAseq	0
positive regulation of cardiac muscle cell contraction	Upregulated	Microarray	0
positive regulation of cardiac muscle cell contraction	Upregulated	RNAseq	0
positive regulation of cardiac muscle cell differentiation	Upregulated	Microarray	0
positive regulation of cardiac muscle cell differentiation	Upregulated	RNAseq	0
positive regulation of cardiac muscle contraction	Upregulated	Microarray	0
positive regulation of cardiac muscle contraction	Upregulated	RNAseq	0
positive regulation of cardiac muscle fiber development	Upregulated	Microarray	0
positive regulation of cardiac muscle fiber development	Upregulated	RNAseq	0
positive regulation of cardiac muscle hypertrophy in response to stress	Upregulated	Microarray	0
positive regulation of cardiac muscle hypertrophy in response to stress	Upregulated	RNAseq	0
positive regulation of cardiac muscle myoblast proliferation	Upregulated	Microarray	0
positive regulation of cardiac muscle myoblast proliferation	Upregulated	RNAseq	0
positive regulation of cardiac muscle tissue development	Upregulated	Microarray	0
positive regulation of cardiac muscle tissue development	Upregulated	RNAseq	0
positive regulation of cardiac muscle tissue regeneration	Upregulated	Microarray	0
positive regulation of cardiac muscle tissue regeneration	Upregulated	RNAseq	0
positive regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis	Upregulated	Microarray	0
positive regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis	Upregulated	RNAseq	0
positive regulation of cardiac vascular smooth muscle cell differentiation	Upregulated	Microarray	0
positive regulation of cardiac vascular smooth muscle cell differentiation	Upregulated	RNAseq	0
positive regulation of cardiac ventricle development	Upregulated	Microarray	0
positive regulation of cardiac ventricle development	Upregulated	RNAseq	0
positive regulation of cardioblast differentiation	Upregulated	Microarray	0
positive regulation of cardioblast differentiation	Upregulated	RNAseq	0
positive regulation of cardioblast proliferation	Upregulated	Microarray	0
positive regulation of cardioblast proliferation	Upregulated	RNAseq	0
positive regulation of cardiocyte differentiation	Upregulated	RNAseq	0
positive regulation of cardiolipin metabolic process	Upregulated	Microarray	0
positive regulation of cardiolipin metabolic process	Upregulated	RNAseq	0
positive regulation of catabolic process	Upregulated	Microarray	0
positive regulation of catabolic process	Upregulated	RNAseq	0
positive regulation of catalase activity	Upregulated	Microarray	0
positive regulation of catalase activity	Upregulated	RNAseq	0
positive regulation of catalytic activity	Upregulated	Microarray	0
positive regulation of catalytic activity	Upregulated	RNAseq	0
positive regulation of catecholamine metabolic process	Upregulated	RNAseq	0
positive regulation of catecholamine secretion	Upregulated	Microarray	0
positive regulation of catecholamine uptake involved in synaptic transmission	Upregulated	Microarray	0
positive regulation of catecholamine uptake involved in synaptic transmission	Upregulated	RNAseq	0
positive regulation of caveolin-mediated endocytosis	Upregulated	Microarray	0
positive regulation of caveolin-mediated endocytosis	Upregulated	RNAseq	0
positive regulation of cell activation	Upregulated	Microarray	0
positive regulation of cell activation	Upregulated	RNAseq	0
positive regulation of cell adhesion	Upregulated	Microarray	0
positive regulation of cell adhesion	Upregulated	RNAseq	0
positive regulation of cell adhesion involved in sprouting angiogenesis	Upregulated	Microarray	0
positive regulation of cell adhesion involved in sprouting angiogenesis	Upregulated	RNAseq	0
positive regulation of cell adhesion molecule production	Upregulated	Microarray	0
positive regulation of cell adhesion molecule production	Upregulated	RNAseq	0
positive regulation of cell chemotaxis to fibroblast growth factor	Upregulated	Microarray	0
positive regulation of cell chemotaxis to fibroblast growth factor	Upregulated	RNAseq	0
positive regulation of cell communication	Upregulated	Microarray	0
positive regulation of cell communication	Upregulated	RNAseq	0
positive regulation of cell communication by chemical coupling	Upregulated	Microarray	0
positive regulation of cell communication by chemical coupling	Upregulated	RNAseq	0
positive regulation of cell communication by electrical coupling	Upregulated	Microarray	0
positive regulation of cell communication by electrical coupling	Upregulated	RNAseq	0
positive regulation of cell communication by electrical coupling involved in cardiac conduction	Upregulated	Microarray	0
positive regulation of cell communication by electrical coupling involved in cardiac conduction	Upregulated	RNAseq	0
positive regulation of cell cycle	Upregulated	Microarray	0
positive regulation of cell cycle	Upregulated	RNAseq	0
positive regulation of cell cycle checkpoint	Upregulated	RNAseq	0
positive regulation of cell cycle process	Upregulated	Microarray	0
positive regulation of cell cycle process	Upregulated	RNAseq	0
positive regulation of cell death	Upregulated	Microarray	0
positive regulation of cell death	Upregulated	RNAseq	0
positive regulation of cell development	Upregulated	Microarray	0
positive regulation of cell development	Upregulated	RNAseq	0
positive regulation of cell differentiation	Upregulated	Microarray	0
positive regulation of cell differentiation	Upregulated	RNAseq	0
positive regulation of cell differentiation involved in phenotypic switching	Upregulated	Microarray	0
positive regulation of cell differentiation involved in phenotypic switching	Upregulated	RNAseq	0
positive regulation of cell fate commitment	Upregulated	Microarray	0
positive regulation of cell fate determination	Upregulated	Microarray	0
positive regulation of cell fate determination	Upregulated	RNAseq	0
positive regulation of cell fate specification	Upregulated	Microarray	0
positive regulation of cell fate specification	Upregulated	RNAseq	0
positive regulation of cell maturation	Upregulated	Microarray	0
positive regulation of cell maturation	Upregulated	RNAseq	0
positive regulation of cell migration	Upregulated	Microarray	0
positive regulation of cell migration	Upregulated	RNAseq	0
positive regulation of cell morphogenesis involved in differentiation	Upregulated	RNAseq	0
positive regulation of cell motility	Upregulated	Microarray	0
positive regulation of cell motility	Upregulated	RNAseq	0
positive regulation of cell population proliferation	Upregulated	Microarray	0
positive regulation of cell population proliferation	Upregulated	RNAseq	0
positive regulation of cell projection organization	Upregulated	Microarray	0
positive regulation of cell projection organization	Upregulated	RNAseq	0
positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway	Upregulated	Microarray	0
positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway	Upregulated	RNAseq	0
positive regulation of cell proliferation in bone marrow	Upregulated	Microarray	0
positive regulation of cell proliferation in bone marrow	Upregulated	RNAseq	0
positive regulation of cell proliferation in midbrain	Upregulated	Microarray	0
positive regulation of cell proliferation in midbrain	Upregulated	RNAseq	0
positive regulation of cell proliferation involved in heart morphogenesis	Upregulated	Microarray	0
positive regulation of cell proliferation involved in heart valve morphogenesis	Upregulated	Microarray	0
positive regulation of cell proliferation involved in heart valve morphogenesis	Upregulated	RNAseq	0
positive regulation of cell proliferation involved in outflow tract morphogenesis	Upregulated	Microarray	0
positive regulation of cell proliferation involved in outflow tract morphogenesis	Upregulated	RNAseq	0
positive regulation of cell size	Upregulated	Microarray	0
positive regulation of cell volume	Upregulated	Microarray	0
positive regulation of cell volume	Upregulated	RNAseq	0
positive regulation of cell-cell adhesion	Upregulated	Microarray	0
positive regulation of cell-cell adhesion	Upregulated	RNAseq	0
positive regulation of cellular biosynthetic process	Upregulated	Microarray	0
positive regulation of cellular biosynthetic process	Upregulated	RNAseq	0
positive regulation of cellular carbohydrate metabolic process	Upregulated	Microarray	0
positive regulation of cellular carbohydrate metabolic process	Upregulated	RNAseq	0
positive regulation of cellular catabolic process	Upregulated	Microarray	0
positive regulation of cellular catabolic process	Upregulated	RNAseq	0
positive regulation of cellular component biogenesis	Upregulated	Microarray	0
positive regulation of cellular component biogenesis	Upregulated	RNAseq	0
positive regulation of cellular component organization	Upregulated	Microarray	0
positive regulation of cellular component organization	Upregulated	RNAseq	0
positive regulation of cellular defense response	Upregulated	Microarray	0
positive regulation of cellular defense response	Upregulated	RNAseq	0
positive regulation of cellular glucuronidation	Upregulated	Microarray	0
positive regulation of cellular glucuronidation	Upregulated	RNAseq	0
positive regulation of cellular metabolic process	Upregulated	Microarray	0
positive regulation of cellular metabolic process	Upregulated	RNAseq	0
positive regulation of cellular pH reduction	Upregulated	Microarray	0
positive regulation of cellular pH reduction	Upregulated	RNAseq	0
positive regulation of cellular process	Upregulated	Microarray	0
positive regulation of cellular process	Upregulated	RNAseq	0
positive regulation of cellular response to heat	Upregulated	Microarray	0
positive regulation of cellular response to heat	Upregulated	RNAseq	0
positive regulation of cellular response to hypoxia	Upregulated	Microarray	0
positive regulation of cellular response to hypoxia	Upregulated	RNAseq	0
positive regulation of cellular response to macrophage colony-stimulating factor stimulus	Upregulated	Microarray	0
positive regulation of cellular response to macrophage colony-stimulating factor stimulus	Upregulated	RNAseq	0
positive regulation of central B cell tolerance induction	Upregulated	Microarray	0
positive regulation of central B cell tolerance induction	Upregulated	RNAseq	0
positive regulation of central tolerance induction	Upregulated	Microarray	0
positive regulation of central tolerance induction	Upregulated	RNAseq	0
positive regulation of centriole elongation	Upregulated	Microarray	0
positive regulation of centriole elongation	Upregulated	RNAseq	0
positive regulation of centriole replication	Upregulated	RNAseq	0
positive regulation of centrosome duplication	Upregulated	Microarray	0
positive regulation of centrosome duplication	Upregulated	RNAseq	0
positive regulation of ceramide biosynthetic process	Upregulated	Microarray	0
positive regulation of cerebellar granule cell precursor proliferation	Upregulated	Microarray	0
positive regulation of cerebellar granule cell precursor proliferation	Upregulated	RNAseq	0
positive regulation of chaperone-mediated autophagy	Upregulated	Microarray	0
positive regulation of chaperone-mediated autophagy	Upregulated	RNAseq	0
positive regulation of chaperone-mediated protein complex assembly	Upregulated	Microarray	0
positive regulation of chaperone-mediated protein complex assembly	Upregulated	RNAseq	0
positive regulation of chemokine (C-C motif) ligand 1 production	Upregulated	Microarray	0
positive regulation of chemokine (C-C motif) ligand 1 production	Upregulated	RNAseq	0
positive regulation of chemokine (C-C motif) ligand 20 production	Upregulated	Microarray	0
positive regulation of chemokine (C-C motif) ligand 20 production	Upregulated	RNAseq	0
positive regulation of chemokine (C-X-C motif) ligand 1 production	Upregulated	Microarray	0
positive regulation of chemokine (C-X-C motif) ligand 1 production	Upregulated	RNAseq	0
positive regulation of chemokine-mediated signaling pathway	Upregulated	Microarray	0
positive regulation of chemokine-mediated signaling pathway	Upregulated	RNAseq	0
positive regulation of cholangiocyte proliferation	Upregulated	Microarray	0
positive regulation of cholangiocyte proliferation	Upregulated	RNAseq	0
positive regulation of cholesterol biosynthetic process	Upregulated	RNAseq	0
positive regulation of cholesterol storage	Upregulated	RNAseq	0
positive regulation of choline O-acetyltransferase activity	Upregulated	Microarray	0
positive regulation of choline O-acetyltransferase activity	Upregulated	RNAseq	0
positive regulation of chondrocyte development	Upregulated	Microarray	0
positive regulation of chondrocyte development	Upregulated	RNAseq	0
positive regulation of chondrocyte hypertrophy	Upregulated	Microarray	0
positive regulation of chondrocyte hypertrophy	Upregulated	RNAseq	0
positive regulation of chondrocyte proliferation	Upregulated	Microarray	0
positive regulation of chorionic trophoblast cell proliferation	Upregulated	Microarray	0
positive regulation of chorionic trophoblast cell proliferation	Upregulated	RNAseq	0
positive regulation of chromatin binding	Upregulated	Microarray	0
positive regulation of chromatin organization	Upregulated	RNAseq	0
positive regulation of chromosome condensation	Upregulated	RNAseq	0
positive regulation of chronic inflammatory response	Upregulated	Microarray	0
positive regulation of chronic inflammatory response	Upregulated	RNAseq	0
positive regulation of chronic inflammatory response to antigenic stimulus	Upregulated	Microarray	0
positive regulation of chronic inflammatory response to antigenic stimulus	Upregulated	RNAseq	0
positive regulation of chronic inflammatory response to non-antigenic stimulus	Upregulated	Microarray	0
