Pathway	Direction	Technology	SquaredDeviation
5'-adenylyl sulfate transmembrane transport	Downregulated	RNAseq	0
5-aminolevulinic acid import across plasma membrane	Downregulated	Microarray	0
5-aminolevulinic acid import across plasma membrane	Downregulated	RNAseq	0
5-methylcytosine catabolic process	Downregulated	Microarray	0
5-methylcytosine catabolic process	Downregulated	RNAseq	0
5-methylcytosine metabolic process	Downregulated	Microarray	0
5-methylcytosine metabolic process	Downregulated	RNAseq	0
5-phosphoribose 1-diphosphate biosynthetic process	Downregulated	Microarray	0
5-phosphoribose 1-diphosphate biosynthetic process	Downregulated	RNAseq	0
5-phosphoribose 1-diphosphate metabolic process	Downregulated	Microarray	0
5-phosphoribose 1-diphosphate metabolic process	Downregulated	RNAseq	0
5S class rRNA transcription by RNA polymerase III	Downregulated	Microarray	0
5S class rRNA transcription by RNA polymerase III	Downregulated	RNAseq	0
7,8-dihydroneopterin 3'-triphosphate biosynthetic process	Downregulated	Microarray	0
7,8-dihydroneopterin 3'-triphosphate biosynthetic process	Downregulated	RNAseq	0
7-methylguanosine RNA capping	Downregulated	RNAseq	0
7-methylguanosine cap hypermethylation	Downregulated	Microarray	0
7-methylguanosine cap hypermethylation	Downregulated	RNAseq	0
7-methylguanosine mRNA capping	Downregulated	RNAseq	0
9-cis-retinoic acid biosynthetic process	Downregulated	Microarray	0
9-cis-retinoic acid biosynthetic process	Downregulated	RNAseq	0
9-cis-retinoic acid metabolic process	Downregulated	Microarray	0
9-cis-retinoic acid metabolic process	Downregulated	RNAseq	0
90S preribosome assembly	Downregulated	Microarray	0
90S preribosome assembly	Downregulated	RNAseq	0
ADP biosynthetic process	Downregulated	Microarray	0
ADP biosynthetic process	Downregulated	RNAseq	0
ADP catabolic process	Downregulated	Microarray	0
ADP catabolic process	Downregulated	RNAseq	0
ADP transport	Downregulated	Microarray	0
AMP biosynthetic process	Downregulated	Microarray	0
AMP catabolic process	Downregulated	Microarray	0
AMP metabolic process	Downregulated	Microarray	0
AMP phosphorylation	Downregulated	Microarray	0
AMP phosphorylation	Downregulated	RNAseq	0
AMP salvage	Downregulated	Microarray	0
AMP salvage	Downregulated	RNAseq	0
AMP transport	Downregulated	Microarray	0
AMP transport	Downregulated	RNAseq	0
AMPA selective glutamate receptor signaling pathway	Downregulated	Microarray	0
AMPA selective glutamate receptor signaling pathway	Downregulated	RNAseq	0
ARF protein signal transduction	Downregulated	Microarray	0
ARF protein signal transduction	Downregulated	RNAseq	0
ATF6-mediated unfolded protein response	Downregulated	RNAseq	0
ATP biosynthetic process	Downregulated	RNAseq	0
ATP export	Downregulated	Microarray	0
ATP export	Downregulated	RNAseq	0
ATP generation from ADP	Downregulated	Microarray	0
ATP generation from ADP	Downregulated	RNAseq	0
ATP generation from poly-ADP-D-ribose	Downregulated	Microarray	0
ATP generation from poly-ADP-D-ribose	Downregulated	RNAseq	0
ATP metabolic process	Downregulated	Microarray	0
ATP metabolic process	Downregulated	RNAseq	0
ATP synthesis coupled electron transport	Downregulated	RNAseq	0
ATP transport	Downregulated	Microarray	0
AV node cell action potential	Downregulated	RNAseq	0
AV node cell to bundle of His cell communication	Downregulated	RNAseq	0
AV node cell to bundle of His cell communication by electrical coupling	Downregulated	Microarray	0
AV node cell to bundle of His cell communication by electrical coupling	Downregulated	RNAseq	0
AV node cell to bundle of His cell signaling	Downregulated	RNAseq	0
AV node cell-bundle of His cell adhesion involved in cell communication	Downregulated	Microarray	0
AV node cell-bundle of His cell adhesion involved in cell communication	Downregulated	RNAseq	0
Arp2/3 complex-mediated actin nucleation	Downregulated	RNAseq	0
B cell activation	Downregulated	Microarray	0
B cell activation	Downregulated	RNAseq	0
B cell adhesion	Downregulated	Microarray	0
B cell adhesion	Downregulated	RNAseq	0
B cell affinity maturation	Downregulated	Microarray	0
B cell affinity maturation	Downregulated	RNAseq	0
B cell antigen processing and presentation	Downregulated	Microarray	0
B cell antigen processing and presentation	Downregulated	RNAseq	0
B cell apoptotic process	Downregulated	Microarray	0
B cell apoptotic process	Downregulated	RNAseq	0
B cell chemotaxis	Downregulated	RNAseq	0
B cell costimulation	Downregulated	Microarray	0
B cell costimulation	Downregulated	RNAseq	0
B cell cytokine production	Downregulated	Microarray	0
B cell cytokine production	Downregulated	RNAseq	0
B cell homeostasis	Downregulated	Microarray	0
B cell homeostasis	Downregulated	RNAseq	0
B cell homeostatic proliferation	Downregulated	Microarray	0
B cell homeostatic proliferation	Downregulated	RNAseq	0
B cell lineage commitment	Downregulated	Microarray	0
B cell lineage commitment	Downregulated	RNAseq	0
B cell negative selection	Downregulated	Microarray	0
B cell negative selection	Downregulated	RNAseq	0
B cell proliferation involved in immune response	Downregulated	Microarray	0
B cell receptor apoptotic signaling pathway	Downregulated	Microarray	0
B cell receptor apoptotic signaling pathway	Downregulated	RNAseq	0
B cell receptor transport into membrane raft	Downregulated	Microarray	0
B cell receptor transport into membrane raft	Downregulated	RNAseq	0
B cell receptor transport within lipid bilayer	Downregulated	Microarray	0
B cell receptor transport within lipid bilayer	Downregulated	RNAseq	0
B cell selection	Downregulated	Microarray	0
B cell selection	Downregulated	RNAseq	0
B cell tolerance induction	Downregulated	Microarray	0
B cell tolerance induction	Downregulated	RNAseq	0
B-1 B cell differentiation	Downregulated	Microarray	0
B-1 B cell differentiation	Downregulated	RNAseq	0
B-1 B cell homeostasis	Downregulated	Microarray	0
B-1 B cell homeostasis	Downregulated	RNAseq	0
B-1 B cell lineage commitment	Downregulated	Microarray	0
B-1 B cell lineage commitment	Downregulated	RNAseq	0
B-1a B cell differentiation	Downregulated	Microarray	0
B-1a B cell differentiation	Downregulated	RNAseq	0
BMP secretion	Downregulated	Microarray	0
BMP secretion	Downregulated	RNAseq	0
BMP signaling pathway involved in heart development	Downregulated	Microarray	0
BMP signaling pathway involved in heart development	Downregulated	RNAseq	0
BMP signaling pathway involved in heart induction	Downregulated	Microarray	0
BMP signaling pathway involved in heart induction	Downregulated	RNAseq	0
BMP signaling pathway involved in mesodermal cell fate specification	Downregulated	Microarray	0
BMP signaling pathway involved in mesodermal cell fate specification	Downregulated	RNAseq	0
BMP signaling pathway involved in nephric duct formation	Downregulated	Microarray	0
BMP signaling pathway involved in nephric duct formation	Downregulated	RNAseq	0
BMP signaling pathway involved in renal system segmentation	Downregulated	Microarray	0
BMP signaling pathway involved in renal system segmentation	Downregulated	RNAseq	0
BMP signaling pathway involved in spinal cord dorsal/ventral patterning	Downregulated	Microarray	0
BMP signaling pathway involved in spinal cord dorsal/ventral patterning	Downregulated	RNAseq	0
BMP signaling pathway involved in ureter morphogenesis	Downregulated	Microarray	0
BMP signaling pathway involved in ureter morphogenesis	Downregulated	RNAseq	0
Bergmann glial cell differentiation	Downregulated	Microarray	0
Bergmann glial cell differentiation	Downregulated	RNAseq	0
C-5 methylation of cytosine	Downregulated	Microarray	0
C-5 methylation of cytosine	Downregulated	RNAseq	0
C-C chemokine receptor CCR7 signaling pathway	Downregulated	Microarray	0
C-C chemokine receptor CCR7 signaling pathway	Downregulated	RNAseq	0
C-terminal protein amino acid modification	Downregulated	RNAseq	0
C-terminal protein deglutamylation	Downregulated	RNAseq	0
C-terminal protein lipidation	Downregulated	Microarray	0
C-terminal protein lipidation	Downregulated	RNAseq	0
C-terminal protein methylation	Downregulated	Microarray	0
C-terminal protein methylation	Downregulated	RNAseq	0
C21-steroid hormone biosynthetic process	Downregulated	RNAseq	0
CAAX-box protein maturation	Downregulated	Microarray	0
CAAX-box protein maturation	Downregulated	RNAseq	0
CAAX-box protein processing	Downregulated	Microarray	0
CAAX-box protein processing	Downregulated	RNAseq	0
CAMKK-AMPK signaling cascade	Downregulated	Microarray	0
CAMKK-AMPK signaling cascade	Downregulated	RNAseq	0
CAT tailing	Downregulated	Microarray	0
CAT tailing	Downregulated	RNAseq	0
CD24 biosynthetic process	Downregulated	Microarray	0
CD24 biosynthetic process	Downregulated	RNAseq	0
CD4 biosynthetic process	Downregulated	Microarray	0
CD4 biosynthetic process	Downregulated	RNAseq	0
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	Downregulated	Microarray	0
CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	Downregulated	Microarray	0
CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	Downregulated	RNAseq	0
CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	Downregulated	Microarray	0
CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	Downregulated	RNAseq	0
CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment	Downregulated	Microarray	0
CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment	Downregulated	RNAseq	0
CD4-positive, alpha-beta T cell costimulation	Downregulated	Microarray	0
CD4-positive, alpha-beta T cell costimulation	Downregulated	RNAseq	0
CD4-positive, alpha-beta T cell cytokine production	Downregulated	Microarray	0
CD4-positive, alpha-beta T cell cytokine production	Downregulated	RNAseq	0
CD4-positive, alpha-beta T cell lineage commitment	Downregulated	Microarray	0
CD4-positive, alpha-beta T cell proliferation	Downregulated	Microarray	0
CD4-positive, alpha-beta T cell proliferation	Downregulated	RNAseq	0
CD40 signaling pathway	Downregulated	Microarray	0
CD40 signaling pathway	Downregulated	RNAseq	0
CD8-positive, alpha-beta T cell activation	Downregulated	RNAseq	0
CD8-positive, alpha-beta T cell differentiation	Downregulated	Microarray	0
CD8-positive, alpha-beta T cell differentiation	Downregulated	RNAseq	0
CD8-positive, alpha-beta T cell differentiation involved in immune response	Downregulated	Microarray	0
CD8-positive, alpha-beta T cell differentiation involved in immune response	Downregulated	RNAseq	0
CD8-positive, alpha-beta T cell extravasation	Downregulated	Microarray	0
CD8-positive, alpha-beta T cell extravasation	Downregulated	RNAseq	0
CD8-positive, alpha-beta T cell lineage commitment	Downregulated	Microarray	0
CD8-positive, alpha-beta T cell lineage commitment	Downregulated	RNAseq	0
CD8-positive, alpha-beta T cell proliferation	Downregulated	Microarray	0
CD8-positive, alpha-beta T cell proliferation	Downregulated	RNAseq	0
CD8-positive, alpha-beta cytotoxic T cell extravasation	Downregulated	Microarray	0
CD8-positive, alpha-beta cytotoxic T cell extravasation	Downregulated	RNAseq	0
CD8-positive, alpha-beta intraepithelial T cell differentiation	Downregulated	Microarray	0
CD8-positive, alpha-beta intraepithelial T cell differentiation	Downregulated	RNAseq	0
CD8-positive, gamma-delta intraepithelial T cell differentiation	Downregulated	Microarray	0
CD8-positive, gamma-delta intraepithelial T cell differentiation	Downregulated	RNAseq	0
CD80 biosynthetic process	Downregulated	Microarray	0
CD80 biosynthetic process	Downregulated	RNAseq	0
CD86 biosynthetic process	Downregulated	Microarray	0
CD86 biosynthetic process	Downregulated	RNAseq	0
CDP biosynthetic process	Downregulated	Microarray	0
CDP biosynthetic process	Downregulated	RNAseq	0
CDP metabolic process	Downregulated	Microarray	0
CDP metabolic process	Downregulated	RNAseq	0
CDP phosphorylation	Downregulated	Microarray	0
CDP phosphorylation	Downregulated	RNAseq	0
CDP-choline pathway	Downregulated	RNAseq	0
CDP-diacylglycerol biosynthetic process	Downregulated	Microarray	0
CDP-diacylglycerol biosynthetic process	Downregulated	RNAseq	0
CDP-diacylglycerol metabolic process	Downregulated	Microarray	0
CDP-diacylglycerol metabolic process	Downregulated	RNAseq	0
CMP biosynthetic process	Downregulated	Microarray	0
CMP biosynthetic process	Downregulated	RNAseq	0
CMP catabolic process	Downregulated	Microarray	0
CMP catabolic process	Downregulated	RNAseq	0
CMP metabolic process	Downregulated	Microarray	0
CMP metabolic process	Downregulated	RNAseq	0
CMP phosphorylation	Downregulated	Microarray	0
CMP phosphorylation	Downregulated	RNAseq	0
CMP-N-acetylneuraminate biosynthetic process	Downregulated	Microarray	0
CMP-N-acetylneuraminate biosynthetic process	Downregulated	RNAseq	0
CMP-N-acetylneuraminate metabolic process	Downregulated	Microarray	0
CMP-N-acetylneuraminate metabolic process	Downregulated	RNAseq	0
CMP-N-acetylneuraminate transmembrane transport	Downregulated	Microarray	0
CMP-N-acetylneuraminate transmembrane transport	Downregulated	RNAseq	0
COP9 signalosome assembly	Downregulated	Microarray	0
COP9 signalosome assembly	Downregulated	RNAseq	0
COPI coating of Golgi vesicle	Downregulated	RNAseq	0
COPI-coated vesicle budding	Downregulated	RNAseq	0
COPII vesicle coating	Downregulated	RNAseq	0
COPII-coated vesicle budding	Downregulated	RNAseq	0
COPII-coated vesicle cargo loading	Downregulated	RNAseq	0
CRD-mediated mRNA stabilization	Downregulated	RNAseq	0
CTP biosynthetic process	Downregulated	RNAseq	0
CTP catabolic process	Downregulated	Microarray	0
CTP catabolic process	Downregulated	RNAseq	0
CTP metabolic process	Downregulated	RNAseq	0
CTP salvage	Downregulated	Microarray	0
CTP salvage	Downregulated	RNAseq	0
CUT catabolic process	Downregulated	Microarray	0
CUT catabolic process	Downregulated	RNAseq	0
CUT metabolic process	Downregulated	Microarray	0
CUT metabolic process	Downregulated	RNAseq	0
CXCL12-activated CXCR4 signaling pathway	Downregulated	Microarray	0
CXCL12-activated CXCR4 signaling pathway	Downregulated	RNAseq	0
Cajal body organization	Downregulated	Microarray	0
Cajal body organization	Downregulated	RNAseq	0
Cajal-Retzius cell differentiation	Downregulated	Microarray	0
Cajal-Retzius cell differentiation	Downregulated	RNAseq	0
Cdc42 protein signal transduction	Downregulated	Microarray	0
Cdc42 protein signal transduction	Downregulated	RNAseq	0
D-alanine catabolic process	Downregulated	Microarray	0
D-alanine catabolic process	Downregulated	RNAseq	0
D-alanine metabolic process	Downregulated	Microarray	0
D-alanine metabolic process	Downregulated	RNAseq	0
D-alanine transport	Downregulated	Microarray	0
D-alanine transport	Downregulated	RNAseq	0
D-amino acid biosynthetic process	Downregulated	Microarray	0
D-amino acid biosynthetic process	Downregulated	RNAseq	0
D-amino acid catabolic process	Downregulated	Microarray	0
D-amino acid catabolic process	Downregulated	RNAseq	0
D-amino acid metabolic process	Downregulated	Microarray	0
D-amino acid metabolic process	Downregulated	RNAseq	0
D-amino acid transport	Downregulated	Microarray	0
D-amino acid transport	Downregulated	RNAseq	0
D-aspartate import across plasma membrane	Downregulated	Microarray	0
D-aspartate import across plasma membrane	Downregulated	RNAseq	0
D-aspartate transport	Downregulated	Microarray	0
D-aspartate transport	Downregulated	RNAseq	0
D-gluconate catabolic process	Downregulated	Microarray	0
D-gluconate catabolic process	Downregulated	RNAseq	0
D-gluconate metabolic process	Downregulated	Microarray	0
D-gluconate metabolic process	Downregulated	RNAseq	0
D-glucuronate catabolic process	Downregulated	Microarray	0
D-glucuronate catabolic process	Downregulated	RNAseq	0
D-glucuronate metabolic process	Downregulated	Microarray	0
D-glucuronate metabolic process	Downregulated	RNAseq	0
D-glucuronate transmembrane transport	Downregulated	Microarray	0
D-glucuronate transmembrane transport	Downregulated	RNAseq	0
D-ribose catabolic process	Downregulated	Microarray	0
D-ribose catabolic process	Downregulated	RNAseq	0
D-ribose metabolic process	Downregulated	Microarray	0
D-ribose metabolic process	Downregulated	RNAseq	0
D-serine biosynthetic process	Downregulated	Microarray	0
D-serine biosynthetic process	Downregulated	RNAseq	0
D-serine catabolic process	Downregulated	Microarray	0
D-serine catabolic process	Downregulated	RNAseq	0
D-serine metabolic process	Downregulated	Microarray	0
D-serine metabolic process	Downregulated	RNAseq	0
D-serine transport	Downregulated	Microarray	0
D-serine transport	Downregulated	RNAseq	0
D-xylose catabolic process	Downregulated	Microarray	0
D-xylose catabolic process	Downregulated	RNAseq	0
D-xylose metabolic process	Downregulated	Microarray	0
D-xylose metabolic process	Downregulated	RNAseq	0
DCT cell differentiation	Downregulated	Microarray	0
DCT cell differentiation	Downregulated	RNAseq	0
DN2 thymocyte differentiation	Downregulated	Microarray	0
DN2 thymocyte differentiation	Downregulated	RNAseq	0
DN3 thymocyte differentiation	Downregulated	Microarray	0
DN3 thymocyte differentiation	Downregulated	RNAseq	0
DN4 thymocyte differentiation	Downregulated	Microarray	0
DN4 thymocyte differentiation	Downregulated	RNAseq	0
DNA ADP-ribosylation	Downregulated	Microarray	0
DNA ADP-ribosylation	Downregulated	RNAseq	0
DNA alkylation	Downregulated	Microarray	0
DNA alkylation	Downregulated	RNAseq	0
DNA catabolic process, endonucleolytic	Downregulated	Microarray	0
DNA catabolic process, endonucleolytic	Downregulated	RNAseq	0
DNA catabolic process, exonucleolytic	Downregulated	Microarray	0
DNA catabolic process, exonucleolytic	Downregulated	RNAseq	0
DNA clamp unloading	Downregulated	Microarray	0
DNA clamp unloading	Downregulated	RNAseq	0
DNA cytosine deamination	Downregulated	Microarray	0
DNA cytosine deamination	Downregulated	RNAseq	0
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	Downregulated	Microarray	0
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	Downregulated	RNAseq	0
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	Downregulated	Microarray	0
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	Downregulated	RNAseq	0
DNA damage response, signal transduction resulting in transcription	Downregulated	Microarray	0
DNA damage response, signal transduction resulting in transcription	Downregulated	RNAseq	0
DNA dealkylation	Downregulated	Microarray	0
DNA dealkylation	Downregulated	RNAseq	0
DNA deamination	Downregulated	Microarray	0
DNA deamination	Downregulated	RNAseq	0
DNA demethylation	Downregulated	Microarray	0
DNA demethylation	Downregulated	RNAseq	0
DNA demethylation of male pronucleus	Downregulated	Microarray	0
DNA demethylation of male pronucleus	Downregulated	RNAseq	0
DNA double-strand break attachment to nuclear envelope	Downregulated	Microarray	0
DNA double-strand break attachment to nuclear envelope	Downregulated	RNAseq	0
DNA double-strand break processing involved in repair via single-strand annealing	Downregulated	RNAseq	0
DNA duplex unwinding	Downregulated	Microarray	0
DNA duplex unwinding	Downregulated	RNAseq	0
DNA endoreduplication	Downregulated	Microarray	0
DNA endoreduplication	Downregulated	RNAseq	0
DNA excision	Downregulated	Microarray	0
DNA excision	Downregulated	RNAseq	0
DNA hypermethylation	Downregulated	Microarray	0
DNA hypermethylation	Downregulated	RNAseq	0
DNA integration	Downregulated	Microarray	0
DNA integration	Downregulated	RNAseq	0
DNA ligation	Downregulated	Microarray	0
DNA ligation	Downregulated	RNAseq	0
DNA ligation involved in DNA recombination	Downregulated	Microarray	0
DNA ligation involved in DNA recombination	Downregulated	RNAseq	0
DNA ligation involved in DNA repair	Downregulated	Microarray	0
DNA ligation involved in DNA repair	Downregulated	RNAseq	0
DNA metabolic process	Downregulated	Microarray	0
DNA metabolic process	Downregulated	RNAseq	0
DNA methylation	Downregulated	Microarray	0
DNA methylation	Downregulated	RNAseq	0
DNA methylation involved in embryo development	Downregulated	Microarray	0
DNA methylation involved in embryo development	Downregulated	RNAseq	0
DNA methylation involved in gamete generation	Downregulated	Microarray	0
DNA methylation involved in gamete generation	Downregulated	RNAseq	0
DNA methylation on adenine	Downregulated	Microarray	0
DNA methylation on adenine	Downregulated	RNAseq	0
DNA methylation on cytosine	Downregulated	Microarray	0
DNA methylation on cytosine	Downregulated	RNAseq	0
DNA methylation on cytosine within a CG sequence	Downregulated	Microarray	0
DNA methylation on cytosine within a CG sequence	Downregulated	RNAseq	0
DNA methylation-dependent heterochromatin formation	Downregulated	RNAseq	0
DNA recombinase assembly	Downregulated	Microarray	0
DNA recombinase assembly	Downregulated	RNAseq	0
DNA recombination	Downregulated	Microarray	0
DNA recombination	Downregulated	RNAseq	0
DNA repair	Downregulated	Microarray	0
DNA repair	Downregulated	RNAseq	0
DNA repair complex assembly	Downregulated	Microarray	0
DNA repair complex assembly	Downregulated	RNAseq	0
DNA repair-dependent chromatin remodeling	Downregulated	RNAseq	0
DNA replication	Downregulated	Microarray	0
DNA replication	Downregulated	RNAseq	0
DNA replication preinitiation complex assembly	Downregulated	Microarray	0
DNA replication preinitiation complex assembly	Downregulated	RNAseq	0
DNA replication proofreading	Downregulated	Microarray	0
DNA replication proofreading	Downregulated	RNAseq	0
DNA replication termination	Downregulated	Microarray	0
DNA replication termination	Downregulated	RNAseq	0
DNA replication, Okazaki fragment processing	Downregulated	Microarray	0
DNA replication, Okazaki fragment processing	Downregulated	RNAseq	0
DNA replication, removal of RNA primer	Downregulated	Microarray	0
DNA replication, removal of RNA primer	Downregulated	RNAseq	0
DNA replication, synthesis of RNA primer	Downregulated	Microarray	0
DNA replication-dependent chromatin assembly	Downregulated	Microarray	0
DNA replication-dependent chromatin disassembly	Downregulated	Microarray	0
DNA replication-dependent chromatin disassembly	Downregulated	RNAseq	0
DNA rewinding	Downregulated	Microarray	0
DNA rewinding	Downregulated	RNAseq	0
DNA strand elongation involved in cell cycle DNA replication	Downregulated	Microarray	0
DNA strand elongation involved in cell cycle DNA replication	Downregulated	RNAseq	0
DNA strand elongation involved in mitotic DNA replication	Downregulated	Microarray	0
DNA strand elongation involved in mitotic DNA replication	Downregulated	RNAseq	0
DNA strand elongation involved in nuclear cell cycle DNA replication	Downregulated	Microarray	0
DNA strand elongation involved in nuclear cell cycle DNA replication	Downregulated	RNAseq	0
DNA strand resection involved in replication fork processing	Downregulated	Microarray	0
DNA synthesis involved in UV-damage excision repair	Downregulated	Microarray	0
DNA synthesis involved in UV-damage excision repair	Downregulated	RNAseq	0
DNA topological change	Downregulated	Microarray	0
DNA unwinding involved in DNA replication	Downregulated	Microarray	0
DNA unwinding involved in DNA replication	Downregulated	RNAseq	0
DNA-templated transcription	Downregulated	Microarray	0
DNA-templated transcription	Downregulated	RNAseq	0
DNA-templated transcription elongation	Downregulated	RNAseq	0
DNA-templated transcription open complex formation	Downregulated	Microarray	0
DNA-templated transcription open complex formation	Downregulated	RNAseq	0
DNA-templated transcriptional start site selection	Downregulated	Microarray	0
DNA-templated transcriptional start site selection	Downregulated	RNAseq	0
DNA-templated viral transcription	Downregulated	Microarray	0
DNA-templated viral transcription	Downregulated	RNAseq	0
ER overload response	Downregulated	Microarray	0
ER overload response	Downregulated	RNAseq	0
ER to Golgi ceramide transport	Downregulated	Microarray	0
ER to Golgi ceramide transport	Downregulated	RNAseq	0
ER-associated misfolded protein catabolic process	Downregulated	Microarray	0
ER-associated misfolded protein catabolic process	Downregulated	RNAseq	0
ER-dependent peroxisome localization	Downregulated	Microarray	0
ER-dependent peroxisome localization	Downregulated	RNAseq	0
ER-dependent peroxisome organization	Downregulated	Microarray	0
ER-dependent peroxisome organization	Downregulated	RNAseq	0
ER-nucleus signaling pathway	Downregulated	RNAseq	0
ERBB2 signaling pathway	Downregulated	RNAseq	0
ERBB2-EGFR signaling pathway	Downregulated	RNAseq	0
ERBB2-ERBB3 signaling pathway	Downregulated	Microarray	0
ERBB2-ERBB3 signaling pathway	Downregulated	RNAseq	0
ERBB2-ERBB4 signaling pathway	Downregulated	RNAseq	0
ERBB3 signaling pathway	Downregulated	Microarray	0
ERBB3 signaling pathway	Downregulated	RNAseq	0
ERBB4 signaling pathway	Downregulated	RNAseq	0
ERBB4-ERBB4 signaling pathway	Downregulated	RNAseq	0
ERK1 and ERK2 cascade	Downregulated	Microarray	0
ERK1 and ERK2 cascade	Downregulated	RNAseq	0
ERK5 cascade	Downregulated	Microarray	0
ERK5 cascade	Downregulated	RNAseq	0
ESCRT III complex assembly	Downregulated	Microarray	0
