GSM484450,GSM484453,GSM484454,GSM484457,GSM484462,GSM484477,GSM484479,GSM409137,GSM409138,GSM409139,GSM4147990,GSM4147991,GSM4147992,GSM4147993,GSM4147994,GSM4147995,GSM4147996,GSM4147997,GSM4147998,GSM4147999,GSM4148000,GSM4148001,GSM4148002,GSM4148003,GSM1327541,GSM1327542,GSM1327544,GSM1327546,GSM1327549,GSM1327550,GSM435905,GSM435906,GSM435907,GSM435908,GSM484603,GSM484604,GSM484612,GSM484613,GSM484622,GSM484634,GSM484644,GSM484647,GSM484369,GSM484370,GSM484371,GSM484372,GSM484373,GSM484374,GSM484375,GSM484377,GSM484378,GSM484379,GSM1646957,GSM1646961,GSM1646975,GSM1646980,GSM1647012,GSM1647013,GSM1647024,GSM1647025,GSM1647037,GSM1647038,GSM1647049,GSM1647052,GSM1647058,GSM1647064,GSM1647066,GSM1647073,GSM1647083,GSM1647087,GSM3001092,GSM3001093,GSM3001094,GSM3745998,GSM3746000,GSM3746002,GSM3746004,GSM3746007,GSM3746011,GSM4772905,GSM4772906,GSM4772907,GSM4772908,GSM4772909,GSM4772910,GSM4772911,GSM4772912,GSM4772913,GSM4772914,GSM4772915,GSM4772916,GSM4772917,GSM4772918,GSM4772919,GSM4772920,GSM4772921,GSM4772922,GSM4772923,GSM4772924,GSM4772925,GSM4772926,GSM4772927,GSM4772928,GSM4772929,GSM4772930,GSM4772931,GSM4772932,GSM4772933,GSM4772934,GSM4772935,GSM4772936,GSM4772937,GSM4772938,GSM4772939,GSM4772940,GSM4772941,GSM4772942,GSM4455463,GSM4455464,GSM4455465,GSM4455466,GSM5952187,GSM5952188,GSM5952189,GSM5952190,GSM5952191,GSM3071061,GSM3071063,GSM3071065,GSM3071067,GSM3071069,GSM3071071,GSM3071073,GSM3071075,GSM3071079,GSM3071081,GSM3071083,GSM3071085,GSM3071087,GSM3071091,GSM3071093,GSM3071095,GSM3071097,GSM3071099,GSM3071103,GSM3071105,GSM3071107,GSM3071109,GSM3071111,GSM3071115,GSM3071117,GSM3071119,GSM3071121,GSM3071123,GSM3071125,GSM3071127,GSM3071129,GSM3071131,GSM3071133,GSM3071137,GSM3071139,GSM3071141,GSM3071143,GSM3071145,GSM3071147,GSM3071149,GSM3071151,GSM2226808,GSM2226825,GSM2226829,GSM2226832,GSM3070965,GSM3070967,GSM3070969,GSM3070971,GSM3070973,GSM3070975,GSM3070977,GSM3070979,GSM3070981,GSM3070983,GSM3070985,GSM3070987,GSM3070989,GSM3070991,GSM3070993,GSM3070995,GSM3070997,GSM3070999,GSM3071001,GSM3071003,GSM3071005,GSM3071007,GSM3071009,GSM3071011,GSM3071013,GSM3071015,GSM3071017,GSM3071019,GSM3071021,GSM3071023,GSM3071025,GSM3071027,GSM3071029,GSM3071031,GSM3071033,GSM3071035,GSM3071037,GSM3071039,GSM3071041,GSM3071043,GSM3071045,GSM3071047,GSM3071049,GSM3071051,GSM3071053,GSM3071055,GSM3071057,GSM3071059
HELA,PC3,HELA,SKL.C,HUVEC,NPC,MCF7,ASC,HUVEC,HUVEC,LNCAP,LNCAP,LNCAP,LNCAP,HS578T,HCC515,HCC515,HCC515,SKBR3,HCC515,SKBR3,A375,HCC515,SKBR3,SKBR3,SKBR3,YAPC,SKBR3,HUVEC,YAPC,A375,A375,SKL,HME1,PC3,HA1E,HA1E,A375,PC3,NPC,SKL.C,HELA,HA1E,HELA,PC3,HA1E,NPC,CD34,SKL.C,PC3,SKL.C,SKL.C,HCC515,HME1,MCF10A,HEPG2,HME1,HME1,HME1,BT20,MCF10A,HCC515,HME1,HME1,HME1,SKBR3,HME1,LNCAP,ASC,ASC,ASC,A549,A549,SKBR3,A549,SKL,SKBR3,A549,A549,HS578T,BT20,BT20,BT20,HS578T,HS578T,BT20,ASC,ASC,HS578T,JURKAT,HS578T,HME1,HS578T,HS578T,BT20,BT20,HME1,MCF10A,HME1,ASC,HS578T,HME1,JURKAT,HME1,BT20,BT20,MCF10A,HME1,MCF10A,MCF10A,HME1,HUVEC,JURKAT,BT20,HS578T,HME1,ASC,SKBR3,HUVEC,HS578T,JURKAT,HUVEC,HS578T,JURKAT,MCF10A,HCC515,HME1,A549,JURKAT,CD34,LNCAP,BT20,BT20,A549,JURKAT,JURKAT,A549,A549,A549,A549,ASC,A549,HME1,A549,BT20,ASC,BT20,ASC,A549,HUVEC,BT20,HUVEC,A549,BT20,A549,A549,A549,A549,A549,A549,A549,HME1,HUVEC,BT20,BT20,BT20,CD34,A375,SKBR3,JURKAT,SKBR3,SKBR3,HME1,MCF10A,SKBR3,MCF10A,A549,SKBR3,BT20,A549,A549,BT20,SKBR3,CD34,A549,A549,BT20,JURKAT,HUVEC,A549,HUVEC,LNCAP,SKBR3,JURKAT,A549,SKBR3,A549,HUVEC,HUVEC,A549,A549,A549,CD34,HUVEC,A549,A549,A549,HUVEC,A549,A549,HUVEC,ASC,A549,ASC,A549,A549,CD34,ASC,SKBR3
HA1E,CD34,NPC,MCF7,ASC.C,A375,PC3,PC3,HUES3,HUES3,HS578T,YAPC,HCC515,SKBR3,SKBR3,SKBR3,HS578T,A375,HS578T,A375,HCC515,SKBR3,SKBR3,A375,HELA,HUVEC,HELA,HELA,SKBR3,HELA,HS578T,SKL,A375,JURKAT,A375,HELA,MCF7,PC3,A375,HELA,NPC,MCF7,MCF7,MCF7,SKL.C,PC3,PC3,PC3,NPC,NPC,HELA,CD34,HEPG2,HCC515,BT20,BT20,HUVEC,LNCAP,HEPG2,HEPG2,HEPG2,HEPG2,HUVEC,BT20,HUES3,HCC515,ASC,HME1,HUVEC,SKBR3,BT20,BT20,BT20,A549,SKBR3,HS578T,A549,HUVEC,SKBR3,JURKAT,HME1,HME1,HME1,HME1,HUVEC,HME1,HME1,HME1,HME1,HME1,HME1,BT20,BT20,HME1,HS578T,HS578T,HS578T,HUVEC,HUVEC,JURKAT,JURKAT,MCF10A,BT20,HS578T,MCF10A,ASC,ASC,HS578T,HS578T,BT20,HS578T,HS578T,MCF10A,HS578T,HUVEC,HUVEC,HME1,BT20,ASC.C,HUVEC,BT20,ASC.C,HUVEC,BT20,BT20,BT20,YAPC,SKBR3,A549,HUVEC,HCC515,YAPC,A549,SKBR3,ASC,ASC,ASC,BT20,SKBR3,ASC,A549,LNCAP,BT20,BT20,A549,A549,A549,A549,BT20,A549,A549,BT20,HUVEC,A549,BT20,BT20,BT20,BT20,SKBR3,BT20,BT20,BT20,SKBR3,HUVEC,LNCAP,HUVEC,BT20,BT20,BT20,BT20,BT20,HUES3,YAPC,HME1,HUVEC,YAPC,HUVEC,HUVEC,A549,BT20,HCC515,CD34,HUVEC,LNCAP,HUVEC,LNCAP,HUVEC,ASC,SKBR3,CD34,A549,HUVEC,HUES3,ASC,SKBR3,CD34,HUVEC,A549,A549,BT20,SKBR3,HUVEC,BT20,A549,LNCAP,HUVEC,SKBR3,SKBR3,HUVEC,HUVEC,SKBR3,JURKAT,HUVEC,A549,LNCAP,HUVEC,HUVEC,HCC515,HUVEC
ASC.C,A375,A375,PC3,SKL,PC3,CD34,A549,HS578T,HELA,SKBR3,SKBR3,SKBR3,PC3,HCC515,LNCAP,A375,HS578T,HCC515,HS578T,LNCAP,HS578T,LNCAP,HS578T,YAPC,A375,SKBR3,YAPC,YAPC,SKBR3,JURKAT,HS578T,HS578T,HELA,HELA,PC3,A375,HELA,SKL.C,PC3,HUVEC,PC3,PC3,A375,CD34,CD34,A375,SKL.C,A375,A375,A375,HELA,ASC,BT20,LNCAP,HME1,HCC515,ASC,ASC,HME1,SKBR3,LNCAP,BT20,HEPG2,HCC515,HEPG2,HCC515,ASC,HEPG2,HCC515,HUES3,NPC.TAK,NPC.TAK,HT29,HS578T,A375,HUVEC,HS578T,HT29,HUVEC,HUVEC,HUVEC,HUVEC,HUVEC,BT20,HUVEC,HUVEC,HUVEC,HUVEC,HUVEC,HUVEC,HUVEC,HUVEC,HUVEC,ASC,HUVEC,HUVEC,HME1,ASC,HUVEC,BT20,HUVEC,HUVEC,HUVEC,HS578T,HME1,HME1,HUVEC,BT20,HUVEC,ASC,ASC,HUVEC,ASC,ASC,ASC,HUVEC,NEU,LNCAP,A375,NEU,LNCAP,A375,NEU,ASC,ASC,HUVEC,BT20,CD34,A549,HUVEC,HCC515,HUVEC,BT20,A549,A549,JURKAT,HUVEC,BT20,HCC515,HCC515,HUVEC,HCC515,SKBR3,HUVEC,HUVEC,HUVEC,HUVEC,HUVEC,BT20,HUVEC,A549,HCC515,HUVEC,HCC515,HUVEC,HUVEC,YAPC,BT20,HCC515,HUVEC,YAPC,A549,A549,ASC,LNCAP,HUVEC,HS578T,ASC,ASC,A375,HUVEC,BT20,HCC515,HCC515,HUVEC,HCC515,A549,HCC515,HUVEC,HUVEC,HCC515,HCC515,BT20,BT20,HUVEC,HUES3,A549,HCC515,HUVEC,HUES3,A549,A549,A549,HCC515,HCC515,BT20,BT20,BT20,HUVEC,BT20,LNCAP,HCC515,BT20,HUVEC,LNCAP,HCC515,LNCAP,BT20,LNCAP,A549,HUVEC,HCC515,LNCAP,HUVEC,BT20,BT20,CD34,BT20
NPC,MCF7,SKL.C,A375,NPC,SKL,HUVEC,HUVEC,HCC515,HCC515,HCC515,HCC515,YAPC,YAPC,HUVEC,HS578T,HUVEC,LNCAP,HUVEC,HUVEC,HS578T,LNCAP,HS578T,LNCAP,HCC515,YAPC,HS578T,A375,A375,A375,YAPC,YAPC,YAPC,HT29,SKL.C,SKL.C,HELA,SKL.C,HELA,SKL.C,BT20,SKL.C,A375,NPC,HELA,A375,CD34,A375,HELA,HELA,PC3,SKL,LNCAP,HUVEC,HUVEC,HCC515,BT20,BT20,BT20,HCC515,HCC515,ASC,HEPG2,HUVEC,HEPG2,ASC,HUVEC,HCC515,HCC515,HEPG2,NPC.TAK,NPC.CAS9,NPC.CAS9,HUVEC,HUVEC,HUVEC,HT29,SKBR3,HS578T,HCC515,YAPC,HT29,HCC515,HCC515,YAPC,HT29,HCC515,YAPC,HT29,YAPC,YAPC,HCC515,YAPC,HCC515,HCC515,YAPC,HCC515,HCC515,HT29,YAPC,YAPC,YAPC,YAPC,YAPC,HCC515,HCC515,HT29,YAPC,HCC515,YAPC,HCC515,YAPC,HCC515,YAPC,A375,HCC515,A375,ASC,A549,HT29,SKBR3,A549,HT29,SKBR3,HS578T,A549,HCC515,HCC515,HUVEC,HUES3,YAPC,HUES3,HCC515,HCC515,HUES3,HUES3,LNCAP,HCC515,HCC515,LNCAP,HUES3,JURKAT,HUVEC,HA1E,HCC515,HCC515,HCC515,HCC515,YAPC,HCC515,HCC515,HCC515,LNCAP,LNCAP,HUVEC,HCC515,HCC515,LNCAP,HCC515,YAPC,HCC515,HUVEC,HCC515,LNCAP,JURKAT,A549,ASC,ASC,NEU,YAPC,ASC,BT20,HUVEC,A375,YAPC,HCC515,BT20,LNCAP,LNCAP,LNCAP,BT20,HUVEC,BT20,JURKAT,LNCAP,JURKAT,A549,HUES3,YAPC,JURKAT,JURKAT,HUES3,HCC515,HUVEC,BT20,HUVEC,HCC515,YAPC,LNCAP,HCC515,HCC515,YAPC,SKBR3,LNCAP,HCC515,YAPC,BT20,BT20,HCC515,YAPC,BT20,A549,BT20,HCC515,BT20,LNCAP,JURKAT,HUVEC,HCC515
SKL,HELA,CD34,HELA,ASC,MCF7,A375,HELA,SKBR3,HS578T,PC3,PC3,PC3,HCC515,LNCAP,HUVEC,LNCAP,HUVEC,LNCAP,YAPC,HUVEC,HUVEC,HUVEC,YAPC,HS578T,HS578T,A375,HS578T,JURKAT,HS578T,HT29,HT29,HT29,YAPC,ASC,ASC,CD34,ASC,ASC,ASC,NEU,ASC,HUES3,HUVEC,A375,HELA,HELA,HELA,CD34,SKL,CD34,PC3,HUVEC,HEPG2,HME1,HUVEC,HEPG2,HUES3,LNCAP,HUVEC,BT20,HUVEC,HCC515,HCC515,HUVEC,BT20,LNCAP,BT20,BT20,BT20,NPC.CAS9,NPC,NPC,HS578T,HT29,A549,HS578T,HT29,HA1E,YAPC,HT29,YAPC,YAPC,YAPC,HCC515,YAPC,YAPC,HT29,YAPC,HT29,HT29,YAPC,HCC515,YAPC,YAPC,HT29,HT29,YAPC,HCC515,HCC515,HT29,HCC515,HCC515,HCC515,YAPC,YAPC,HCC515,HT29,YAPC,HT29,HT29,HCC515,YAPC,HCC515,HCC515,YAPC,HCC515,A375,A375,YAPC,YAPC,A375,YAPC,YAPC,A375,JURKAT,LNCAP,HA1E,BT20,HCC515,HUES3,HUVEC,YAPC,YAPC,CD34,LNCAP,HUVEC,YAPC,HA1E,HUVEC,LNCAP,ASC,LNCAP,HCC515,LNCAP,LNCAP,YAPC,LNCAP,LNCAP,LNCAP,LNCAP,YAPC,BT20,YAPC,YAPC,YAPC,HEPG2,HUVEC,YAPC,HUVEC,YAPC,HCC515,HEPG2,HCC515,A549,HCC515,HUES3,NEU,A375,HCC515,NEU,YAPC,HCC515,BT20,HEPG2,HUES3,YAPC,HCC515,HUVEC,HCC515,LNCAP,HEPG2,HEPG2,HCC515,YAPC,CD34,CD34,YAPC,BT20,BT20,YAPC,JURKAT,JURKAT,YAPC,HEPG2,LNCAP,YAPC,HCC515,HCC515,YAPC,YAPC,JURKAT,YAPC,HCC515,BT20,BT20,YAPC,HCC515,YAPC,HCC515,JURKAT,YAPC,YAPC,JURKAT,HCC515,HCC515,HCC515,JURKAT,HEPG2
HUVEC,ASC,HUVEC,ASC,CD34,HUVEC,SKL,NPC,HELA,SKBR3,YAPC,HT29,HT29,HS578T,HT29,PC3,YAPC,HT29,HT29,LNCAP,PC3,HEPG2,HT29,HEPG2,A375,JURKAT,HCC515,HCC515,HS578T,HCC515,HELA,HELA,HELA,SKL,CD34,CD34,ASC,CD34,CD34,CD34,ASC,ASC.C,ASC.C,CD34,HUES3,HUES3,SKL,HUES3,HUVEC,ASC,ASC,HUVEC,HUES3,LNCAP,HCC515,LNCAP,LNCAP,HCC515,HUES3,LNCAP,HUES3,HUES3,LNCAP,LNCAP,BT20,LNCAP,BT20,HT29,LNCAP,HUES3,NPC,CD34,CD34,HA1E,HA1E,CD34,BT20,HA1E,HUVEC,A375,HCC515,HCC515,HT29,HT29,HT29,HCC515,HT29,A375,A549,HCC515,A549,HT29,HT29,HT29,A375,HCC515,YAPC,HT29,A375,HT29,HCC515,HT29,HT29,HT29,HT29,HT29,YAPC,HCC515,HT29,HCC515,YAPC,HT29,HT29,A375,YAPC,HT29,A549,HT29,HCC515,ASC,A375,HCC515,ASC,A375,HT29,YAPC,A375,YAPC,HUES3,LNCAP,CD34,HELA,HEPG2,HA1E,HCC515,HUVEC,HUES3,HEPG2,HEPG2,JURKAT,HUVEC,HCC515,YAPC,YAPC,YAPC,YAPC,A375,HUES3,HCC515,YAPC,YAPC,LNCAP,YAPC,HCC515,LNCAP,HUES3,YAPC,HCC515,HA1E,HEPG2,A375,LNCAP,YAPC,YAPC,HCC515,JURKAT,HCC515,HCC515,YAPC,NEU,HCC515,HCC515,LNCAP,HELA,LNCAP,LNCAP,A375,HUES3,HEPG2,HUES3,HEPG2,LNCAP,LNCAP,HUVEC,HCC515,BT20,MCF7,HUVEC,LNCAP,HCC515,HCC515,HCC515,BT20,HUES3,YAPC,HUES3,LNCAP,LNCAP,HUES3,LNCAP,LNCAP,BT20,LNCAP,YAPC,YAPC,HCC515,LNCAP,JURKAT,LNCAP,BT20,HUES3,BT20,HEPG2,HUVEC,JURKAT,HEPG2,A549,BT20,LNCAP
ASC,SKL,ASC,HUVEC,MCF7,ASC,HUES3,NPC.CAS9,JURKAT,JURKAT,JURKAT,HUVEC,HS578T,HT29,PC3,HT29,PC3,PC3,YAPC,PC3,HT29,YAPC,PC3,PC3,JURKAT,HCC515,HT29,JURKAT,HCC515,HT29,ASC,SKL.C,ASC,BT20,HUES3,HUES3,SKL,HUES3,HUES3,ASC.C,ASC.C,BT20,ASC,ASC,SKL,ASC,HUES3,ASC,SKL,CD34,SKL,ASC,BT20,YAPC,YAPC,HUES3,HUES3,HUVEC,HUVEC,YAPC,A375,BT20,YAPC,HUES3,HT29,HUES3,HUES3,HUVEC,HUES3,A375,HCC515,HUES3,HCC515,HELA,SKL,HT29,HA1E,SKL,HELA,HT29,A549,A375,A549,A375,A549,A375,A549,HCC515,HCC515,A549,HCC515,A549,A549,A549,HT29,A549,A375,A549,A549,A549,A549,A375,A549,A375,A549,A549,A375,A549,A375,A549,A375,A375,A549,HT29,HT29,A375,HT29,HCC515,YAPC,HCC515,HCC515,YAPC,HCC515,HCC515,YAPC,NEU,BT20,HELA,HCC515,HEPG2,BT20,HT29,LNCAP,HEPG2,HUVEC,HCC515,HCC515,A375,YAPC,HUES3,JURKAT,HUES3,HEPG2,HUES3,A375,HUES3,LNCAP,JURKAT,A375,A375,HEPG2,HEPG2,MCF7,HEPG2,HEPG2,HEPG2,LNCAP,A375,HELA,LNCAP,LNCAP,A375,A375,JURKAT,HUES3,HUES3,A549,YAPC,HCC515,A375,YAPC,LNCAP,A375,HEPG2,BT20,A375,LNCAP,HEPG2,HUES3,HEPG2,YAPC,HUES3,HUES3,YAPC,HEPG2,YAPC,YAPC,BT20,HEPG2,HUES3,BT20,YAPC,CD34,BT20,LNCAP,HEPG2,HEPG2,HEPG2,YAPC,HUES3,HEPG2,HCC515,HUES3,HEPG2,HEPG2,JURKAT,HEPG2,YAPC,HEPG2,JURKAT,HCC515,HCC515,LNCAP,YAPC,YAPC,YAPC,HUES3,HEPG2,YAPC
A375,HUVEC,SKL,SKL,A375,HELA,HELA,HCC515,YAPC,YAPC,HT29,HS578T,HEPG2,HUVEC,YAPC,HEPG2,HEPG2,HEPG2,PC3,HT29,YAPC,PC3,HEPG2,HUVEC,HUES3,HT29,JURKAT,HT29,HT29,JURKAT,SKL.C,ASC,SKL.C,ASC,HUVEC,BT20,HUES3,HUVEC,HUVEC,SKL,HELA,HUVEC,HELA,SKL,ASC,HUVEC,HUVEC,HUVEC,HUES3,HUVEC,HUES3,A375,HT29,A375,MCF7,A375,YAPC,A375,A375,HT29,LNCAP,HT29,A375,YAPC,NPC.TAK,A375,YAPC,HUES3,A375,HELA,SKBR3,HCC515,HUES3,YAPC,YAPC,ASC.C,HEPG2,SKL.C,BT20,A549,A375,A549,A375,A549,NEU,A549,A375,A549,A375,A375,A375,A375,A375,A375,A549,A375,A549,A375,YAPC,A375,A375,A549,A375,A549,A375,A375,A549,A375,A549,A375,A549,A549,A375,A549,A549,A549,YAPC,YAPC,HT29,A549,HT29,HT29,A549,HT29,HCC515,A375,HEPG2,HEPG2,YAPC,HELA,JURKAT,CD34,A375,LNCAP,YAPC,YAPC,YAPC,LNCAP,HUES3,YAPC,YAPC,MCF7,A375,HEPG2,HUES3,JURKAT,HEPG2,YAPC,HEPG2,NEU,MCF7,A375,HELA,MCF7,MCF7,A375,HUES3,HEPG2,HEPG2,A375,HEPG2,HELA,LNCAP,A375,HEPG2,YAPC,NPC.TAK,HUES3,HT29,HT29,HT29,A375,HEPG2,HUVEC,HUES3,BT20,HEPG2,YAPC,MCF7,YAPC,HUES3,MCF7,YAPC,HUES3,MCF7,NPC.TAK,HCC515,HCC515,A375,YAPC,MCF7,BT20,NPC.TAK,HCC515,HUES3,HELA,MCF7,HUES3,MCF7,HEPG2,A375,MCF7,HEPG2,HUES3,HUES3,MCF7,HA1E,A375,A375,HUES3,YAPC,HUES3,MCF7,HEPG2,HEPG2,JURKAT,YAPC,YAPC,MCF7
CD34,HUES3,HUES3,HUES3,HELA,ASC.C,ASC,A375,NEU,HT29,HUVEC,HEPG2,HELA,JURKAT,HEPG2,YAPC,HT29,YAPC,HEPG2,HEPG2,HEPG2,HT29,YAPC,HT29,HT29,HUES3,HUES3,HUES3,HUES3,HUES3,BT20,HUVEC,HUVEC,SKL.C,SKL,HUVEC,HUVEC,SKL,SKL,HUVEC,SKL,SKL,HUVEC,HUES3,HUVEC,SKL,ASC,SKL,ASC,ASC.C,HUVEC,HUES3,YAPC,HELA,HT29,HELA,HT29,HT29,YAPC,A375,HT29,A375,HELA,A375,YAPC,YAPC,NPC.TAK,YAPC,YAPC,LNCAP,YAPC,SKBR3,SKBR3,BT20,BT20,HELA,HELA,HELA,YAPC,HELA,LNCAP,LNCAP,LNCAP,NEU,A375,LNCAP,HEPG2,LNCAP,LNCAP,NEU,LNCAP,LNCAP,HELA,NEU,NEU,LNCAP,NEU,NEU,LNCAP,LNCAP,HELA,NEU,NEU,NEU,NEU,NEU,LNCAP,HELA,NEU,NEU,NEU,HELA,NEU,LNCAP,LNCAP,LNCAP,LNCAP,HELA,ASC,LNCAP,A549,ASC,LNCAP,A549,MNEU.E,HT29,HELA,HUES3,A375,HA1E,HEPG2,A375,MCF7,MCF7,A375,A375,NPC.TAK,HELA,LNCAP,A375,A375,YAPC,MCF7,MCF7,MCF7,A375,MCF7,MNEU.E,HELA,HEPG2,A375,NEU,A375,A375,A375,LNCAP,A375,HELA,MCF7,MCF7,MCF7,MCF7,MCF7,HUES3,MCF7,HEPG2,A375,HT29,HELA,A549,HUES3,MCF7,MCF7,HT29,A375,JURKAT,HELA,MCF7,YAPC,NPC.TAK,MCF7,A375,MCF7,A375,HUES3,HEPG2,NPC.TAK,MCF7,MCF7,MCF7,HELA,MCF7,YAPC,MCF7,A375,A375,HUES3,A375,HEPG2,A375,HUES3,HT29,A375,A375,HT29,A375,A375,HEPG2,MCF7,A375,HEPG2,A375,A375,MNEU.E,HUES3,MCF7,HEPG2,HUES3,A375
BT20,BT20,ASC.C,ASC.C,HUES3,HUES3,BT20,HT29,BT20,MNEU.E,HEPG2,JURKAT,JURKAT,HEPG2,JURKAT,HELA,HELA,HELA,HA1E,HELA,HELA,HELA,HELA,HELA,PC3,PC3,PC3,PC3,PC3,PC3,HUVEC,BT20,BT20,HA1E,BT20,ASC.C,ASC.C,BT20,ASC.C,HUES3,CD34,HUES3,SKL,ASC.C,ASC.C,BT20,ASC.C,HME1,SKBR3,HUES3,ASC.C,ASC.C,A375,HUES3,HELA,YAPC,A375,YAPC,NPC.TAK,MCF7,YAPC,YAPC,HUES3,HT29,ASC,HT29,A375,A375,HT29,HT29,A375,YAPC,YAPC,HEPG2,HELA,HA1E,YAPC,BT20,SKL.C,NEU,HELA,HEPG2,HELA,LNCAP,HEPG2,HELA,LNCAP,HEPG2,HELA,HEPG2,HEPG2,HELA,LNCAP,LNCAP,HELA,HELA,HELA,HEPG2,HELA,HELA,LNCAP,HELA,HELA,HELA,HELA,HELA,HELA,LNCAP,HELA,HELA,LNCAP,LNCAP,HEPG2,NEU,NEU,HELA,HEPG2,MNEU.E,NPC,NEU,MNEU.E,NPC,NEU,MNEU.E,NPC,HELA,MCF7,NPC.TAK,MCF7,YAPC,MCF7,LNCAP,HT29,HELA,NPC.TAK,NPC.TAK,MNEU.E,MCF7,MCF7,MCF7,MCF7,A375,HELA,A375,HEPG2,HEPG2,MNEU.E,A375,MCF7,MNEU.E,HELA,HUES3,JURKAT,HELA,HUES3,MCF7,MCF7,MCF7,A375,HELA,HELA,HEPG2,HA1E,HEPG2,YAPC,A375,NPC,NPC,HUES3,HELA,A549,HEPG2,HELA,LNCAP,HELA,HEPG2,HUES3,HA1E,NPC.TAK,MCF7,A375,YAPC,A375,HEPG2,HT29,HT29,A375,A375,HA1E,A375,A375,HEPG2,MCF7,A375,HA1E,MCF7,A375,HELA,A375,MCF7,HA1E,MNEU.E,NPC.TAK,MCF7,MCF7,HEPG2,MCF7,HUES3,HELA,MCF7,A375,MCF7,HT29,MCF7,MCF7,NPC.TAK,NPC.TAK,A375,HUES3
HUES3,ASC.C,BT20,BT20,BT20,HME1,ASC.C,NEU,MNEU.E,NEU,HELA,HELA,HUVEC,HELA,BT20,JURKAT,BT20,BT20,BT20,BT20,BT20,JURKAT,BT20,JURKAT,MCF7,MCF7,MCF7,MCF7,MCF7,MCF7,MCF7,MCF7,MCF7,NPC.CAS9,A549,SKL,BT20,ASC.C,MDAMB231,HME1,MDAMB231,CD34,BT20,BT20,BT20,ASC.C,BT20,SKBR3,BT20,BT20,BT20,BT20,NPC.TAK,HT29,A375,MCF7,HELA,HELA,HT29,HELA,HELA,NPC.TAK,HT29,HELA,A375,NPC.TAK,HT29,JURKAT,NPC.TAK,YAPC,HELA,HELA,HELA,HCC515,CD34,YAPC,HCC515,CD34,SKL,LNCAP,NEU,NEU,NEU,HELA,HELA,HEPG2,NEU,HELA,HEPG2,HELA,HELA,HEPG2,NEU,HELA,LNCAP,NEU,HEPG2,LNCAP,HEPG2,NEU,HEPG2,HEPG2,PC3,LNCAP,LNCAP,HEPG2,NEU,HEPG2,LNCAP,HEPG2,HELA,HEPG2,LNCAP,HELA,HELA,HEPG2,HELA,NPC,NEU,HELA,HEPG2,NEU,HELA,HEPG2,NPC.TAK,PC3,HT29,MCF7,HEPG2,NPC.TAK,A375,HA1E,HUES3,HUES3,MCF7,HEPG2,A375,HUES3,A375,MNEU.E,MNEU.E,MNEU.E,HT29,HELA,JURKAT,MCF7,HELA,HEPG2,HT29,JURKAT,HT29,HA1E,HEPG2,HA1E,HELA,HELA,HELA,HUES3,LNCAP,HT29,HUES3,HUES3,HUES3,MCF7,A375,MCF7,MNEU.E,A549,NPC,HA1E,NPC,JURKAT,HUES3,MCF7,MCF7,HT29,HA1E,NPC.TAK,NPC,JURKAT,HELA,NPC.TAK,HA1E,HELA,HELA,A375,HELA,NPC.TAK,HUES3,HEPG2,CD34,NPC.TAK,HEPG2,HT29,MCF7,HA1E,HELA,MCF7,HT29,JURKAT,MCF7,HUES3,HT29,HELA,HELA,HUES3,HUES3,MCF7,HUES3,HEPG2,MCF7,HEPG2,HELA,A375,A375,A375,HT29,MCF7,HELA
