title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell type:ch1	donor_id:ch1	infection:ch1	series_id
Sample_857_susp_Mtb	GSM3070974	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 857	cell type: susp	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	whole cell suspension  from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813230	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862183	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070974/suppl/GSM3070974_Sample_857_susp_Mtb.txt.gz	susp	857	Mtb	GSE112482
Sample_857_susp_uninf	GSM3070975	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 857	cell type: susp	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	whole cell suspension from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813229	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862184	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070975/suppl/GSM3070975_Sample_857_susp_uninf.txt.gz	susp	857	uninf	GSE112482
Sample_860_ILC1_Mtb	GSM3070976	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: ILC1	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 1 ILC from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813228	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862185	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070976/suppl/GSM3070976_Sample_860_ILC1_Mtb.txt.gz	ILC1	860	Mtb	GSE112482
Sample_860_ILC1_uninf	GSM3070977	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: ILC1	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 1 ILC from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813227	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862186	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070977/suppl/GSM3070977_Sample_860_ILC1_uninf.txt.gz	ILC1	860	uninf	GSE112482
Sample_860_ILC2_Mtb	GSM3070978	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: ILC2	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 2 ILC from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813226	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862187	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070978/suppl/GSM3070978_Sample_860_ILC2_Mtb.txt.gz	ILC2	860	Mtb	GSE112482
Sample_860_ILC2_uninf	GSM3070979	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: ILC2	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 2 ILC from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813225	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862188	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070979/suppl/GSM3070979_Sample_860_ILC2_uninf.txt.gz	ILC2	860	uninf	GSE112482
Sample_860_ILC3neg_Mtb	GSM3070980	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: ILC3neg	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 negative) from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813224	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862189	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070980/suppl/GSM3070980_Sample_860_ILC3neg_Mtb.txt.gz	ILC3neg	860	Mtb	GSE112482
Sample_860_ILC3neg_uninf	GSM3070981	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: ILC3neg	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 negative) from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813223	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862190	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070981/suppl/GSM3070981_Sample_860_ILC3neg_uninf.txt.gz	ILC3neg	860	uninf	GSE112482
Sample_860_ILC3pos_Mtb	GSM3070982	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: ILC3pos	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 positive) from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813222	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862191	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070982/suppl/GSM3070982_Sample_860_ILC3pos_Mtb.txt.gz	ILC3pos	860	Mtb	GSE112482
Sample_860_ILC3pos_uninf	GSM3070983	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: ILC3pos	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	group 3 ILC (NKp44 positive) from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813221	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862192	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070983/suppl/GSM3070983_Sample_860_ILC3pos_uninf.txt.gz	ILC3pos	860	uninf	GSE112482
Sample_860_NK_Mtb	GSM3070984	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: NK	infection: Mtb	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	natural killer cells from Mtb infected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813220	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862193	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070984/suppl/GSM3070984_Sample_860_NK_Mtb.txt.gz	NK	860	Mtb	GSE112482
Sample_860_NK_uninf	GSM3070985	Public on Jun 04 2018	Mar 29 2018	Jun 05 2018	SRA	1	Lung	Homo sapiens	donor_id: 860	cell type: NK	infection: uninf	total RNA	Cells sorted into RLT buffer and RNA extracted with Qiagen micro RNA kit.	cDNA generation and amplification with SMartSeq v4 kit. Sequence libraries prepared with Nextera XT kit.	9606	natural killer cells from uninfected lung tissue	Sequence reads were trimmed for adaptor sequence and mapped to hg19 human genome using STAR v2.5.3a	Read counts were calculated using htseq-count.	Expression analysis performed with edgeR v3.12.1	Genome_build: hg19	Supplementary_files_format_and_content: processed data files include raw counts of uniquely mapped sequence reads with ensemble transcript ID per sample.	GPL18460	Jeroen,,Maertzdorf	MPIIB	Chariteplatz 1	Berlin	10117	Germany	0	Illumina HiSeq 1500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08813219	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3862194	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3070nnn/GSM3070985/suppl/GSM3070985_Sample_860_NK_uninf.txt.gz	NK	860	uninf	GSE112482
