organism_ch1	series_id	geo_accession	CLASSIFICATION	title	SAMPLE_TYPE	CELL	TISSUE	TB	source_name_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	platform_id	cell.type.ch1	tissue.ch1	time.ch1	TIME_POINT	CONTRAST	SIGNATURE_NAME	SAMPLE_CONDITION	EXPRMAT_PATH
Homo sapiens	GSE83456	GSM2203638	healthy control without treatment	Blood Human Control rep52	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: ISC	age: 29	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203639	healthy control without treatment	Blood Human Control rep53	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: White	age: 68	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203640	healthy control without treatment	Blood Human Control rep54	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: Other	age: 20	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203641	healthy control without treatment	Blood Human Control rep55	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: White	age: 31	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203642	healthy control without treatment	Blood Human Control rep56	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: Black	age: 32	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203643	healthy control without treatment	Blood Human Control rep57	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: ISC	age: 45	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203644	healthy control without treatment	Blood Human Control rep58	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: White	age: 34	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203645	healthy control without treatment	Blood Human Control rep59	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: Black	age: 42	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203646	healthy control without treatment	Blood Human Control rep60	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: White	age: 34	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203647	healthy control without treatment	Blood Human Control rep61	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: White	age: 29	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203648	disease without treatment	Blood Human PTB rep1	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: Black	age: 40	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203649	disease without treatment	Blood Human PTB rep2	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: Black	age: 42	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203650	disease without treatment	Blood Human PTB rep3	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 62	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203651	disease without treatment	Blood Human PTB rep4	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: ISC	age: 38	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203652	disease without treatment	Blood Human PTB rep5	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: Black	age: 66	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203653	disease without treatment	Blood Human PTB rep6	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: ISC	age: 22	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203654	disease without treatment	Blood Human PTB rep7	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: ISC	age: 26	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203655	disease without treatment	Blood Human PTB rep8	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 28	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203656	disease without treatment	Blood Human PTB rep9	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: ISC	age: 27	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203657	disease without treatment	Blood Human PTB rep10	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: ISC	age: 64	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203658	disease without treatment	Blood Human PTB rep11	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: Black	age: 22	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203659	disease without treatment	Blood Human PTB rep12	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: Black	age: 31	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203660	disease without treatment	Blood Human PTB rep13	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 58	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203661	disease without treatment	Blood Human PTB rep14	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: Black	age: 41	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203662	disease without treatment	Blood Human PTB rep15	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: ISC	age: 24	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203663	disease without treatment	Blood Human PTB rep16	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: Other	age: 34	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203664	disease without treatment	Blood Human PTB rep17	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: White	age: 41	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203665	disease without treatment	Blood Human PTB rep18	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 33	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203666	disease without treatment	Blood Human PTB rep19	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: Other	age: 41	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203667	disease without treatment	Blood Human PTB rep20	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 53	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203668	disease without treatment	Blood Human PTB rep21	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: ISC	age: 61	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203669	disease without treatment	Blood Human PTB rep22	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: White	age: 54	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203670	disease without treatment	Blood Human PTB rep23	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: ISC	age: 38	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203671	disease without treatment	Blood Human PTB rep24	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: Other	age: 28	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203672	disease without treatment	Blood Human PTB rep25	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: Black	age: 43	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203673	disease without treatment	Blood Human PTB rep26	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: Other	age: 19	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203674	disease without treatment	Blood Human PTB rep27	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: White	age: 45	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203675	disease without treatment	Blood Human PTB rep28	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: ISC	age: 24	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203676	disease without treatment	Blood Human PTB rep29	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 82	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203677	disease without treatment	Blood Human PTB rep30	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: Other	age: 25	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203678	disease without treatment	Blood Human PTB rep31	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: ISC	age: 67	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203679	disease without treatment	Blood Human PTB rep32	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: White	age: 44	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203680	disease without treatment	Blood Human PTB rep33	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: Black	age: 27	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203681	disease without treatment	Blood Human PTB rep34	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 40	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203682	disease without treatment	Blood Human PTB rep35	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: ISC	age: 62	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203683	disease without treatment	Blood Human PTB rep36	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: Other	age: 26	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203684	disease without treatment	Blood Human PTB rep37	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: ISC	age: 24	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203685	disease without treatment	Blood Human PTB rep38	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 32	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203686	disease without treatment	Blood Human PTB rep39	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: Black	age: 27	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203687	disease without treatment	Blood Human PTB rep40	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: ISC	age: 21	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203688	disease without treatment	Blood Human PTB rep41	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: Black	age: 28	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203689	disease without treatment	Blood Human PTB rep42	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 40	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203690	disease without treatment	Blood Human PTB rep43	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: ISC	age: 30	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203691	disease without treatment	Blood Human PTB rep44	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: M	ethnicity: White	age: 44	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203692	disease without treatment	Blood Human PTB rep45	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human PTB	gender: F	ethnicity: White	age: 25	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE119143	GSM3359529	disease without treatment	TB patient-1	PRIMARY_SAMPLE	PBMC	BLOOD	MTB	TB patient_PBMCs	subject status: Pulmonary tuberculosis (TB) patient	tissue: whole blood	cell type: Peripheral blood mononuclear cells (PBMCs)	total RNA	GPL17586	Peripheral blood mononuclear cells (PBMCs)	whole blood			MTB_control	GSE119143_GPL17586_MTB_control_blood_pbmc	GSE119143_MTB_blood_pbmc	data/v2/microarray_data_forDE/expression_matrices/GSE119143.tsv
Homo sapiens	GSE119143	GSM3359530	disease without treatment	TB patient-2	PRIMARY_SAMPLE	PBMC	BLOOD	MTB	TB patient_PBMCs	subject status: Pulmonary tuberculosis (TB) patient	tissue: whole blood	cell type: Peripheral blood mononuclear cells (PBMCs)	total RNA	GPL17586	Peripheral blood mononuclear cells (PBMCs)	whole blood			MTB_control	GSE119143_GPL17586_MTB_control_blood_pbmc	GSE119143_MTB_blood_pbmc	data/v2/microarray_data_forDE/expression_matrices/GSE119143.tsv
Homo sapiens	GSE119143	GSM3359531	disease without treatment	TB patient-3	PRIMARY_SAMPLE	PBMC	BLOOD	MTB	TB patient_PBMCs	subject status: Pulmonary tuberculosis (TB) patient	tissue: whole blood	cell type: Peripheral blood mononuclear cells (PBMCs)	total RNA	GPL17586	Peripheral blood mononuclear cells (PBMCs)	whole blood			MTB_control	GSE119143_GPL17586_MTB_control_blood_pbmc	GSE119143_MTB_blood_pbmc	data/v2/microarray_data_forDE/expression_matrices/GSE119143.tsv
Homo sapiens	GSE119143	GSM3359532	disease without treatment	TB patient-4	PRIMARY_SAMPLE	PBMC	BLOOD	MTB	TB patient_PBMCs	subject status: Pulmonary tuberculosis (TB) patient	tissue: whole blood	cell type: Peripheral blood mononuclear cells (PBMCs)	total RNA	GPL17586	Peripheral blood mononuclear cells (PBMCs)	whole blood			MTB_control	GSE119143_GPL17586_MTB_control_blood_pbmc	GSE119143_MTB_blood_pbmc	data/v2/microarray_data_forDE/expression_matrices/GSE119143.tsv
Homo sapiens	GSE119143	GSM3359533	disease without treatment	TB patient-5	PRIMARY_SAMPLE	PBMC	BLOOD	MTB	TB patient_PBMCs	subject status: Pulmonary tuberculosis (TB) patient	tissue: whole blood	cell type: Peripheral blood mononuclear cells (PBMCs)	total RNA	GPL17586	Peripheral blood mononuclear cells (PBMCs)	whole blood			MTB_control	GSE119143_GPL17586_MTB_control_blood_pbmc	GSE119143_MTB_blood_pbmc	data/v2/microarray_data_forDE/expression_matrices/GSE119143.tsv
Homo sapiens	GSE119143	GSM3359534	disease without treatment	TB patient-6	PRIMARY_SAMPLE	PBMC	BLOOD	MTB	TB patient_PBMCs	subject status: Pulmonary tuberculosis (TB) patient	tissue: whole blood	cell type: Peripheral blood mononuclear cells (PBMCs)	total RNA	GPL17586	Peripheral blood mononuclear cells (PBMCs)	whole blood			MTB_control	GSE119143_GPL17586_MTB_control_blood_pbmc	GSE119143_MTB_blood_pbmc	data/v2/microarray_data_forDE/expression_matrices/GSE119143.tsv
