organism_ch1	series_id	geo_accession	CLASSIFICATION	title	SAMPLE_TYPE	CELL	TISSUE	TB	source_name_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	platform_id	cell.type.ch1	tissue.ch1	time.ch1	TIME_POINT	CONTRAST	SIGNATURE_NAME	SAMPLE_CONDITION	EXPRMAT_PATH
Homo sapiens	GSE39941	GSM1249301	disease without treatment	WB_30_KIL_100521	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV positive	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249302	disease without treatment	WB_30_KIL_100528	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV positive	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249303	disease without treatment	WB_30_KIL_100565	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249304	disease without treatment	WB_30_KIL_500009	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249305	disease without treatment	WB_30_KIL_500029	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV positive	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249306	disease without treatment	WB_30_KIL_500056	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV positive	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249307	disease without treatment	WB_30_KIL_500077	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249308	disease without treatment	WB_30_KIL_500088	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV positive	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249309	disease without treatment	WB_30_KIL_500089	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249310	disease without treatment	WB_30_KIL_500113	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249311	disease without treatment	WB_30_KIL_500122	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV positive	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249312	disease without treatment	WB_30_KIL_500130	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249313	disease without treatment	WB_30_KIL_500169	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249314	disease without treatment	WB_30_KIL_500190	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249315	disease without treatment	WB_30_KIL_500191	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249316	disease without treatment	WB_30_KIL_500208	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV positive	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249317	disease without treatment	WB_30_KIL_500279	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249318	disease without treatment	WB_30_KIL_500553	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249319	disease without treatment	WB_30_KIL_500583	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249320	disease without treatment	WB_30_KIL_800696	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249321	disease without treatment	WB_30_KIL_800828	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249322	disease without treatment	WB_30_KIL_800874	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249323	disease without treatment	WB_30_KIL_800911	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV negative	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE39941	GSM1249324	disease without treatment	WB_30_KIL_800980	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB_HIVpos	Whole Blood from patient with Active TB	illness: active tuberculosis (culture negative)	hiv status: HIV positive	geographical region: Kenya	total RNA	GPL10558					MTB_HIVpos_control	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood	GSE39941_MTB_HIVpos_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE39941.tsv
Homo sapiens	GSE42830	GSM1050928	healthy control without treatment	Control Sample 1 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050932	healthy control without treatment	Control Sample 5 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050934	disease without treatment	TB Sample 7 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Afro-Carribbean	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050935	healthy control without treatment	Control Sample 8 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050937	healthy control without treatment	Control Sample 10 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050938	healthy control without treatment	Control Sample 11 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050939	healthy control without treatment	Control Sample 12 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050940	healthy control without treatment	Control Sample 13 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050941	healthy control without treatment	Control Sample 14 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050942	disease without treatment	TB Sample 15 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Indian subcontinent	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050943	disease without treatment	TB Sample 16 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Afro-Carribbean	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050947	healthy control without treatment	Control Sample 20 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050948	disease without treatment	TB Sample 21 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050953	disease without treatment	TB Sample 26 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Afro-Carribbean	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050954	healthy control without treatment	Control Sample 27 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050955	disease without treatment	TB Sample 28 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050956	healthy control without treatment	Control Sample 29 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050957	healthy control without treatment	Control Sample 30 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050959	healthy control without treatment	Control Sample 32 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050962	healthy control without treatment	Control Sample 35 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050964	healthy control without treatment	Control Sample 37 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050966	disease without treatment	TB Sample 39 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050968	healthy control without treatment	Control Sample 41 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050971	disease without treatment	TB Sample 44 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050972	healthy control without treatment	Control Sample 45 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050978	healthy control without treatment	Control Sample 51 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050979	disease without treatment	TB Sample 52 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050981	healthy control without treatment	Control Sample 54 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050984	healthy control without treatment	Control Sample 57 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050987	healthy control without treatment	Control Sample 60 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050988	disease without treatment	TB Sample 61 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Afro-Carribbean	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050989	healthy control without treatment	Control Sample 62 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050991	healthy control without treatment	Control Sample 64 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050992	healthy control without treatment	Control Sample 65 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Afro-Carribbean	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050994	disease without treatment	TB Sample 67 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050995	healthy control without treatment	Control Sample 68 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050996	disease without treatment	TB Sample 69 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Indian subcontinent	disease state: TB	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050997	healthy control without treatment	Control Sample 70 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: F	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
Homo sapiens	GSE42830	GSM1050998	healthy control without treatment	Control Sample 71 training set	PRIMARY_SAMPLE	whole_blood	BLOOD	MTB	Whole Blood	gender: M	ethnicity: Caucasian	disease state: Control	total RNA	GPL10558		whole blood			MTB_control	GSE42830_GPL10558_MTB_control_blood_whole_blood	GSE42830_MTB_blood_whole_blood	data/v2/microarray_data_forDE/expression_matrices/GSE42830.tsv
