GeneID	GSE84076_MTB_control_blood_dn.tsv	GSE148171_MTB_control_blood_PBMC_dn.tsv	GSE198557_MTB_control_blood_PBMC_dn.tsv	GSE100897_MTB_control_24h_THP-1_dn.tsv	GSE100897_MTB_control_6h_THP-1_dn.tsv	GSE112482_MTB_control_lung_ILC1_dn.tsv	GSE112482_MTB_control_lung_ILC2_dn.tsv	GSE112482_MTB_control_lung_ILC3neg_dn.tsv	GSE112482_MTB_control_lung_ILC3pos_dn.tsv	GSE112482_MTB_control_lung_NK_dn.tsv	GSE112482_MTB_control_lung_susp_dn.tsv	GSE132283_MTB_control_blood_macrophage_dn.tsv	GSE143627_MTB_control_PBMC_macrophage_dn.tsv	GSE148731_MTB_control_blood_monocytes_dn.tsv	GSE174566_MTB_control_blood_PBMC_dn.tsv	GSE193777_MTB_control_blood_dn.tsv	GSE256184_MTB_control_HEPG2_HepG2_dn.tsv	GSE64179_MTB_control_blood_dendritic_cells_dn.tsv	GSE64182_MTB_control_blood_dendritic_cells_dn.tsv	GSE110564_MTB_control_blood_lymphatic_endothelial_cell_dn.tsv	GSE141656_MTB_control_blood_blood_dn.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE165708_MTB_control_BAL_bronchoalveolar_lavage_dn.tsv	GSE183912_MTB_control_blood_marcophages_dn.tsv	GSE211974_MTB_control_blood_THP-1_dn.tsv	GSE211974_MTB_control_48h_blood_THP-1_dn.tsv	GSE236156_MTB_control_BALF_alveolar_macrophage_dn.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_dn.tsv
10099	-0.6977686913581979	-0.04090943574237335	0	0	0	-0.33150403870405615	-0.33150403870405615	-0.33150403870405615	-0.33150403870405615	-0.33150403870405615	-0.33150403870405615	0	0	0	0	-0.4023308142539927	0	-0.319959270229199	-0.15005087742620024	-0.02981836997123953	0	0	-0.1919760635720496	0	0	0	0	0	0
10112	0	0	0	-2.666223135640886	-2.666223135640886	0	0	0	0	0	0	-0.6323719707713479	-2.84585355584058	-1.0193682893834926	0	0	-0.21566186927092407	0	-0.6919668964240212	-0.13393001633107965	-1.2746874663006358	-1.040440647846816	0	-0.1937128697400468	-0.01181079268832695	-0.9799018472024232	-0.9799018472024232	-1.3232675275614516	-1.3232675275614516
10123	-0.01007491461166173	-1.2636690576795535	-0.9635961186290496	0	0	0	0	0	0	0	0	-0.8887052361733049	0	-2.23608852594903	-0.4105481239077875	-0.8405357257411931	0	-0.7276332724674206	-0.4577767407387433	0	-0.1316847366253299	-0.05506358468636665	0	-0.32532224376384283	-1.0010784749638757	-0.0997893636295241	-0.0997893636295241	-1.3842888160955054	-1.3842888160955054
10131	0	-1.2654060321315417	-0.281902593323288	-1.092330828605227	-1.092330828605227	0	0	0	0	0	0	-0.06107505718885268	-0.2015436575944618	-0.05082054816853222	0	-0.27095293987771885	-0.1652908059368359	-0.5802388234778418	0	-0.04711815635422604	-0.4146617577028912	0	-0.08337126594470091	-0.00128325586914016	0	-0.1456806922852348	-0.1456806922852348	0	0
10146	-0.248276899988516	-0.2657181052181929	0	-0.02687873846791821	-0.02687873846791821	0	0	0	0	0	0	0	0	0	0	-0.5189115084284166	-0.10631640388325052	0	0	0	0	0	0	-0.0614769052516152	0	0	0	0	0
10150	-0.445245176552206	0	0	0	0	-0.01534139273393753	-0.01534139273393753	-0.01534139273393753	-0.01534139273393753	-0.01534139273393753	-0.01534139273393753	-0.8954665522450315	-0.30659204106411164	-0.394339134738173	-0.5710463610205859	-0.6469816987589475	0	0	-1.4055949583158078	-0.19727600433058023	-1.3349857758301829	-0.0294061416555189	-0.6140740005414842	-0.2919530621791891	-0.4723172040960784	0	0	-0.5766970091755048	-0.5766970091755048
10153	-0.1956618223031202	0	0	0	0	-0.5640872746869268	-0.5640872746869268	-0.5640872746869268	-0.5640872746869268	-0.5640872746869268	-0.5640872746869268	0	0	0	0	-0.6422030566204152	0	-0.38763608259776494	-1.046722535743108	0	0	0	0	0	0	0	0	0	0
10165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00890037774491357	0	-0.16687783236105294	-0.00477208310511661	0	-0.2071466439883352	0	-0.03987060064368315	-0.43918967695559424	0	0	0	0	-0.1029396483668948	-0.1029396483668948
1017	-0.17041384872912704	0	0	-0.2720644973551744	-0.2720644973551744	0	0	0	0	0	0	0	-0.8011881051616573	0	0	-0.2520151640776426	0	0	0	0	0	-0.4176299370863637	0	0	-0.0082664322663635	-0.1548204438381832	-0.1548204438381832	-0.1219081913966275	-0.1219081913966275
10174	-0.1807272512677517	-0.8361225840300966	-0.4576262310485893	0	0	0	0	0	0	0	0	-0.03570764580885903	-0.24601678547642847	-0.33014153174796346	-0.6186992177006955	-0.3300043871571392	0	-0.6157060931242038	-0.5696628645279516	-0.137011822583076	-1.256964872574608	0	-0.6692483127067909	0	0	0	0	-0.6652354756548753	-0.6652354756548753
10180	0	-0.886728760998114	-0.5077122567701025	-0.09617199898840437	-0.09617199898840437	-0.08726129252113615	-0.08726129252113615	-0.08726129252113615	-0.08726129252113615	-0.08726129252113615	-0.08726129252113615	-0.06201791333383748	0	0	-0.07622663309939813	0	0	-0.1061311162873257	-0.22325094533929457	-0.05427351946108563	0	0	0	0	-0.00965082858405728	-0.0625399450116294	-0.0625399450116294	0	0
1019	0	-0.8629531625866411	0	-0.07462464092818194	-0.07462464092818194	-0.4416631994100132	-0.4416631994100132	-0.4416631994100132	-0.4416631994100132	-0.4416631994100132	-0.4416631994100132	0	-0.3767506603813795	-0.01613803472008053	0	-0.12265362292880706	0	-0.2727077238816553	0	-0.22562277565843936	0	-0.24312513196846824	0	0	0	-0.02906604104881762	-0.02906604104881762	-0.14450142834999402	-0.14450142834999402
10190	0	0	0	-0.02226986824189571	-0.02226986824189571	-0.291763863260946	-0.291763863260946	-0.291763863260946	-0.291763863260946	-0.291763863260946	-0.291763863260946	0	0	0	0	-0.01192576514392846	0	0	0	0	0	0	-0.19884899290016195	0	-0.2604763911009155	0	0	0	0
102	-0.19420841639924472	0	0	-0.8721820226743526	-0.8721820226743526	-0.1700389027497377	-0.1700389027497377	-0.1700389027497377	-0.1700389027497377	-0.1700389027497377	-0.1700389027497377	-0.21593332470873017	-0.12118411841889296	0	-0.11421313952097122	0	0	-0.4176548603072728	-1.000644100824777	0	-0.5141322357260891	-0.10525332320967114	-0.4817644855403106	-0.11338156496017292	-0.41895606777282446	-0.05822949098774804	-0.05822949098774804	-0.0873138141433558	-0.0873138141433558
10206	-0.12061808150571808	0	0	-0.7726950290982069	-0.7726950290982069	-0.4438020112553034	-0.4438020112553034	-0.4438020112553034	-0.4438020112553034	-0.4438020112553034	-0.4438020112553034	0	0	0	-0.09838973151932924	-0.47779000711546826	-0.26662828866434124	0	0	-0.24421302163585376	0	0	-0.09869714706486894	-0.05247375028169034	-0.15170003497187454	-0.18141660410301105	-0.18141660410301105	0	0
1021	-0.2702277411858389	0	0	-1.1498034444515774	-1.1498034444515774	-0.21468999681608156	-0.21468999681608156	-0.21468999681608156	-0.21468999681608156	-0.21468999681608156	-0.21468999681608156	0	-0.33775725332228257	0	0	-0.5032931932227684	0	0	0	0	0	0	0	-0.2394962345153452	0	-0.22738960600015537	-0.22738960600015537	-0.05930885602913779	-0.05930885602913779
1022	-0.25214435938022034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.395969825794861	0	0	-0.6644923606857198	0	-0.05757776186558312	-0.05757776186558312	0	0
10221	0	0	0	-1.0369885403747652	-1.0369885403747652	0	0	0	0	0	0	0	-0.0789081935081695	0	0	0	0	0	0	0	0	-0.03396443521569129	0	0	-0.2741040592312472	-0.2718474409382711	-0.2718474409382711	0	0
10227	0	0	0	-0.4127452658302377	-0.4127452658302377	-0.2185382410230425	-0.2185382410230425	-0.2185382410230425	-0.2185382410230425	-0.2185382410230425	-0.2185382410230425	0	-0.09553285849989478	0	0	-0.00704360568464699	-0.2863852287470792	0	0	-0.1027684287104458	0	-0.28486442818454183	-0.04393573478827467	0	0	-0.2630940401856676	-0.2630940401856676	-0.2278795402464529	-0.2278795402464529
10237	0	0	0	-0.7950610356244725	-0.7950610356244725	-0.24789144358236767	-0.24789144358236767	-0.24789144358236767	-0.24789144358236767	-0.24789144358236767	-0.24789144358236767	0	0	0	0	0	0	-0.4530379261136746	0	-0.02436449567461493	-0.03289687657797576	-0.07237129507942225	-0.20286654898776688	0	0	0	0	0	0
10245	0	0	0	-0.499065079241701	-0.499065079241701	0	0	0	0	0	0	0	-0.15678210412927218	0	0	0	0	0	0	0	0	-0.0979864276832779	0	-0.01608536014940859	0	-0.16129292384424118	-0.16129292384424118	-0.5047566502540073	-0.5047566502540073
1026	0	-0.15854383454901336	-0.08287929560083954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1749836966407215	0	0	0	0	0	0
1027	-0.08755927411349407	0	0	0	0	-0.6455942464825515	-0.6455942464825515	-0.6455942464825515	-0.6455942464825515	-0.6455942464825515	-0.6455942464825515	-0.39171299575068647	0	-0.0815315935036047	-0.14315049095386587	-0.03909331163461721	0	0	0	-0.2665730045572807	-0.14080665985126042	0	0	0	0	0	0	-0.10949968564246385	-0.10949968564246385
10270	0	0	0	-0.11853285860956136	-0.11853285860956136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10273	0	-0.3717680565019425	-0.20654048233937827	-0.9742674879414256	-0.9742674879414256	0	0	0	0	0	0	0	-0.21601241608171007	-0.05407794763617393	0	0	0	-0.8121920067028071	0	-0.2497143948444536	-0.3313296302201104	-0.18195668476617177	-0.5344620453542458	-0.07056749503662553	0	-0.2045050049908902	-0.2045050049908902	0	0
10276	-0.32190843372534184	0	0	-2.000291840135198	-2.000291840135198	0	0	0	0	0	0	0	-0.728597134185743	-0.3210794729941191	0	-0.3366854658152981	0	0	0	0	0	-0.4657841765151344	0	0	-0.151274265618474	-0.5528014320031809	-0.5528014320031809	0	0
10285	-0.02050266066600494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.04183062943802742	0	0	-0.1136682353558964	0	0	0	0
1029	-0.0562178608613566	-0.07188774328102918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3016179277908279	-0.03992683106626433	-0.01933954287638806	0	0	0	0
10298	0	-0.42065724287607725	-0.2310269240359043	0	0	0	0	0	0	0	0	0	0	0	0	-0.04523154129575963	0	0	0	0	0	0	0	0	0	0	0	0	0
10318	-0.03413215913717645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10320	-0.13233270480654008	0	0	-0.3057339534466152	-0.3057339534466152	0	0	0	0	0	0	0	-0.3469984966685285	-0.2206586813684228	0	-0.1416582417831154	-0.07069048905198105	0	0	0	-0.11310127944790306	-0.1819085520705792	0	-0.1252389640894732	-0.21356964675314585	-0.13395190433545165	-0.13395190433545165	-0.23999845378076284	-0.23999845378076284
10329	-0.19628940242443887	-0.4019738956148375	-0.03075294744452553	-0.2989451757146959	-0.2989451757146959	0	0	0	0	0	0	-0.2710354768867344	-0.26865369010803286	-0.13038194370516154	0	-0.474159015837739	-0.2188277322021756	-0.42472593106046536	-0.2111487528925897	-0.1712443960335989	0	0	0	-0.06023837690018913	-0.01179747856600883	-0.07164293045806368	-0.07164293045806368	0	0
10362	0	-0.38918041453118274	-0.12069063689824087	-0.10241283011400132	-0.10241283011400132	-0.137530658736856	-0.137530658736856	-0.137530658736856	-0.137530658736856	-0.137530658736856	-0.137530658736856	0	0	0	0	0	0	0	0	-0.1606457271384016	-0.12667950206968376	0	-0.5006480482074919	0	0	-0.01282677719141777	-0.01282677719141777	0	0
10398	0	-0.15453611574385562	-0.18673098407157104	-1.7300607968315382	-1.7300607968315382	0	0	0	0	0	0	0	0	0	0	0	0	-1.6708399766394026	0	-0.5494376009034503	0	0	-0.9262572779550432	-0.24684807798604944	0	-0.33294062722138223	-0.33294062722138223	0	0
10434	0	0	0	-0.6477806854670324	-0.6477806854670324	-0.00165719567520637	-0.00165719567520637	-0.00165719567520637	-0.00165719567520637	-0.00165719567520637	-0.00165719567520637	0	0	0	0	0	-0.01402655113018171	-0.2496495207714486	0	-0.2136478481261861	-0.01260089328443817	0	-0.4390483109597996	0	-0.1802517990681584	-0.03416171185736051	-0.03416171185736051	0	0
10450	0	-0.7290708885963065	-0.32854880587557617	-0.27623755795324284	-0.27623755795324284	-0.33418944323958866	-0.33418944323958866	-0.33418944323958866	-0.33418944323958866	-0.33418944323958866	-0.33418944323958866	-0.26448194320970075	-0.08401830477206097	-0.15056551508005658	-0.03022150586091132	-0.32271376582536543	0	-0.5438747436106793	0	0	-0.12722037864514424	-0.03205167755227225	-0.07179532103817822	-0.08732109759673222	0	-0.01770078151806483	-0.01770078151806483	-0.20611767477527232	-0.20611767477527232
10451	-0.20647065163902992	0	0	0	0	0	0	0	0	0	0	0	0	-0.2650124749483495	-0.04656294807126661	0	-1.2457495948057178	0	-0.5393139017561408	-0.18367785638108372	-0.46677665297902526	-0.00666318480116404	-0.9705151187516484	0	-0.4940750176136208	0	0	-0.6663936665016552	-0.6663936665016552
10489	0	0	0	0	0	-0.14603774966899533	-0.14603774966899533	-0.14603774966899533	-0.14603774966899533	-0.14603774966899533	-0.14603774966899533	0	0	0	0	0	0	0	0	-0.06605184285109472	0	0	0	0	0	0	0	0	0
10491	0	0	0	-1.3728521775986895	-1.3728521775986895	-0.2659803856324029	-0.2659803856324029	-0.2659803856324029	-0.2659803856324029	-0.2659803856324029	-0.2659803856324029	-0.40450661636623775	-0.3410722385054881	-0.4616400781790257	-0.6133463452836254	0	0	-0.9338564287552478	-1.0149947621414166	-0.43889518047308274	-0.7769645137890336	-0.04562733514506285	-0.47454789890327903	-0.17187446992440977	-0.1933061823671492	0	0	-0.28299789498384886	-0.28299789498384886
10493	0	0	0	0	0	-0.04089509512876754	-0.04089509512876754	-0.04089509512876754	-0.04089509512876754	-0.04089509512876754	-0.04089509512876754	-0.20094733919460497	-0.21153380791518425	-0.1703045443269895	-1.1167619058029885	0	0	-0.32983005996915765	0	-0.6699731801248542	-0.5190203665967921	-0.4073228869015008	-1.1158948129086286	-0.03278308489751843	-0.00808608454728713	0	0	-0.2624820579239913	-0.2624820579239913
10494	0	-0.5637866660490983	-0.2113464339147066	-0.3428514754437784	-0.3428514754437784	-0.5502902596535196	-0.5502902596535196	-0.5502902596535196	-0.5502902596535196	-0.5502902596535196	-0.5502902596535196	0	-0.21269857708153744	-0.1025492895029796	-0.0482836687032769	-0.13799184769091444	-0.1941777135320505	0	0	-0.32984909563242504	-0.11759857095126967	-0.20709854147428464	-0.02423340066508226	-0.04245295369128732	0	-0.12500222333450972	-0.12500222333450972	-0.1885345904687686	-0.1885345904687686
1050	0	0	0	-1.0435909565595014	-1.0435909565595014	0	0	0	0	0	0	-1.136781072520772	-0.4772860726803611	-0.7750977366166147	-0.7031905488903897	0	-1.0307273660122165	-2.6262520393588	-0.4483877066802192	-1.1862894096393517	-1.2644986822711102	-0.3647676168098653	-2.011396958150547	-0.17226952786645475	-0.07974449469984655	-0.722698638542409	-0.722698638542409	-1.1689369393993765	-1.1689369393993765
10513	-0.28344762951803526	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1883143919443032	-0.17227895623807882	0	0	-0.48387795374946285	-0.02456062566575429	-0.1411581611324417	0	-0.23969401372094565	-0.0083415353300661	-0.5754725924510393	0	0	-0.21992256723120893	-0.21992256723120893
1052	0	0	0	0	0	-0.04517290917569857	-0.04517290917569857	-0.04517290917569857	-0.04517290917569857	-0.04517290917569857	-0.04517290917569857	0	0	-0.588526053887499	-0.31594557882730084	0	0	-0.10197513850822176	-0.247230455808142	0	0	-0.21791992214378816	-0.7847530099503154	0	-0.12101080618246332	0	0	0	0
10523	0	0	0	0	0	0	0	0	0	0	0	0	-0.1794789648100668	0	0	0	-0.1469267867906077	0	0	-0.19175532590779631	0	0	0	0	0	0	0	0	0
10525	-0.07534896926008988	-0.6666968111037593	-0.02530256676170008	-0.6336414958656854	-0.6336414958656854	-0.1228918285800521	-0.1228918285800521	-0.1228918285800521	-0.1228918285800521	-0.1228918285800521	-0.1228918285800521	0	0	0	0	0	-0.00644792795226748	0	0	0	0	0	0	0	0	0	0	0	0
10557	0	-0.04238682476440906	0	0	0	0	0	0	0	0	0	0	0	-0.1408868672911619	-0.00589160783870836	-0.04093827671054324	0	-0.3841926823904382	0	0	0	0	-0.0929118774374391	0	0	0	0	-0.06833861843927327	-0.06833861843927327
10559	0	0	0	0	0	0	0	0	0	0	0	-0.1355703210736594	-0.3082122792977366	-0.4106415046047228	-0.3775541703851871	-0.06223765017041234	0	-0.7158250813282082	-0.9558887410729928	-0.07991107311275085	-0.5423488071351648	-0.03893568390902668	-0.8135824309671199	-0.08808429778427353	-0.4471169014798227	-0.2204936494878339	-0.2204936494878339	-0.39318182921430334	-0.39318182921430334
10589	0	0	0	0	0	-0.066139285709013	-0.066139285709013	-0.066139285709013	-0.066139285709013	-0.066139285709013	-0.066139285709013	0	0	0	0	0	0	-1.5362017270147752	0	0	-0.1873429408760373	-0.01883215245236994	0	0	0	0	0	0	0
10606	-0.2541571194649589	-0.3333653895788048	0	-1.0497794893031829	-1.0497794893031829	-0.32435605157818875	-0.32435605157818875	-0.32435605157818875	-0.32435605157818875	-0.32435605157818875	-0.32435605157818875	0	-0.7209966925146913	0	0	-0.4768613647001414	0	0	0	-0.14238690725855782	0	0	0	0	0	-0.29961914995520283	-0.29961914995520283	0	0
10610	0	0	0	0	0	0	0	0	0	0	0	-0.5550269271120994	0	0	0	0	-0.6253946371106753	-1.1890209490615784	-1.2992943254623763	0	-0.4391214337102897	0	-0.09318370137978528	0	0	-0.13231397121866598	-0.13231397121866598	0	0
10617	0	0	0	-0.07859956663244766	-0.07859956663244766	0	0	0	0	0	0	-0.12804120765347926	0	0	0	0	0	0	0	0	-0.1615890654715361	0	0	0	0	-0.05755200044502006	-0.05755200044502006	0	0
1062	-0.12228910496504332	0	0	-1.9081654687363168	-1.9081654687363168	0	0	0	0	0	0	0	-1.9948454107159417	-0.4667550897377387	0	-0.43943656091726985	0	0	-2.119643244063325	-0.34855457200024104	-0.4850109020217227	-0.4083535913351463	0	-0.1565140126534268	-0.6542094964747063	-0.6735797877927242	-0.6735797877927242	-0.46690324071003697	-0.46690324071003697
10641	0	-0.2462996368435519	0	-0.22436609973653057	-0.22436609973653057	0	0	0	0	0	0	-0.4659471955906344	-0.3478583653431256	-0.4836422075999642	-0.22121121443994016	-0.00880624604249718	-0.2690826013034017	-0.9783378722824588	-0.1777356340049294	0	-0.26928842763343613	0	0	-0.15566060857012792	-0.06270126342365971	-0.08905459499120624	-0.08905459499120624	-0.4492077254637511	-0.4492077254637511
10644	0	0	0	-0.04051672099297226	-0.04051672099297226	0	0	0	0	0	0	0	-0.393803856060931	0	0	0	0	-0.8323750431431028	-0.6748634917703714	0	0	0	-0.32996487913800165	0	-0.13368457674350798	-0.24415358991054417	-0.24415358991054417	0	0
10652	0	0	0	-0.26013070983580927	-0.26013070983580927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.06032499360670155	0	-0.1285950180874738	-0.40308122739538377	0	0	0	0	-0.00299233181137762	-0.00299233181137762
10668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10993988490747054	0	0	0	0	-0.07564140395232433	0	0	-0.3594493434590265	-0.08213430951378363	-0.3261960585248046	0	0	-0.05488736014948164	-0.05488736014948164
10670	0	0	0	0	0	-0.09350260784458168	-0.09350260784458168	-0.09350260784458168	-0.09350260784458168	-0.09350260784458168	-0.09350260784458168	0	0	0	0	0	0	-0.18065566973451355	0	-0.19976398450472616	0	-0.10528159965737768	-0.2125151262775776	0	0	0	0	0	0
10681	-0.488563684348512	-0.46553247639448114	-0.4684407090476131	-0.3919701602753769	-0.3919701602753769	-0.4702657679087359	-0.4702657679087359	-0.4702657679087359	-0.4702657679087359	-0.4702657679087359	-0.4702657679087359	-0.08691192797374206	-0.488738803560724	-0.3185994085632862	-0.11814810340650284	-0.4167263116506472	0	0	0	-0.3247143312939828	-0.35004136876887026	-0.5964323480280997	0	-0.2389236236522412	0	-0.424252267771687	-0.424252267771687	-0.425787166854216	-0.425787166854216
10682	0	0	0	-0.7392550934050014	-0.7392550934050014	-0.22661074889887103	-0.22661074889887103	-0.22661074889887103	-0.22661074889887103	-0.22661074889887103	-0.22661074889887103	0	-0.32132516927244226	-0.30610333224679065	0	-0.19121548720438253	0	-0.6546174228045548	0	0	0	-0.09892264640335474	0	-0.08653325045875279	-0.13718969509440587	-0.08434413364392018	-0.08434413364392018	-0.24198868142167307	-0.24198868142167307
10695	0	0	0	-0.779089369043257	-0.779089369043257	-0.2943466923942526	-0.2943466923942526	-0.2943466923942526	-0.2943466923942526	-0.2943466923942526	-0.2943466923942526	-0.07115523358508877	-0.2350743256652801	-0.24483697285243863	-0.372517333509257	0	0	-1.171314933642798	-0.7463146685879993	0	-0.6471927034803028	-0.391834036281515	-0.4786536719926651	-0.07873164393867166	0	-0.04292694535533205	-0.04292694535533205	-0.22626700781787312	-0.22626700781787312
1070	-0.10808714931807228	-1.2023052744501923	0	-0.6916823370395402	-0.6916823370395402	0	0	0	0	0	0	-0.5298870618266962	0	-0.20668556856335868	0	-0.6108501482492578	0	-0.6178415421965117	-0.03047114275178288	-0.11822026904297343	-0.2517312688045495	-0.03258127465575679	0	-0.10610948367296176	-0.3013894787458948	-0.25824606686431606	-0.25824606686431606	-0.01418585575613519	-0.01418585575613519
10730	-0.02260753522436589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0741645468641657	0	-0.01733158823601645	0	0	0	0
10732	-0.14554128970594865	0	0	0	0	0	0	0	0	0	0	-0.11838851711749096	-0.7057468909716367	-0.2547881593892992	0	-0.21985918405122337	-0.28251113049852744	0	0	-0.5194744969942183	-0.2237027952026504	-0.15171104754869014	0	-0.23939912368046315	-0.08241158215990958	-0.06973816694863409	-0.06973816694863409	-0.13446472299137618	-0.13446472299137618
10765	-0.10783839517947594	0	0	0	0	-0.16492799869355895	-0.16492799869355895	-0.16492799869355895	-0.16492799869355895	-0.16492799869355895	-0.16492799869355895	-0.11954873661727394	0	0	0	0	0	0	0	-0.3882885517703624	-0.07738935229652175	0	0	-0.05295375614059904	-0.18291031765448168	0	0	0	0
10775	0	0	0	-0.04624011550594466	-0.04624011550594466	0	0	0	0	0	0	0	0	0	0	0	0	-0.3092186323587543	0	-0.01877848332647172	-0.08364637597601991	0	-0.405554923242918	-0.00160090019985406	0	0	0	0	0
