Unnamed: 0	GSM3001089	GSM3001091	GSM3001092	GSM3001093	GSM3001094
ENSG00000261426	47	27	42	33	26
ENSG00000261427	4	1	6	1	8
ENSG00000261430	3	3	1	5	8
ENSG00000261436	13	4	14	6	3
ENSG00000261440	1	2	2	1	4
ENSG00000261442	52	22	61	38	42
ENSG00000261445	4	1	1	2	3
ENSG00000261449	12	18	2	15	11
ENSG00000261451	121	51	79	66	74
ENSG00000261456	2	2	3	1	2
ENSG00000261460	66	46	76	47	57
ENSG00000261462	36	9	47	13	18
ENSG00000261465	19	7	12	6	6
ENSG00000261466	1	2	2	3	5
ENSG00000261467	74	38	90	45	69
ENSG00000261468	3449	2098	3812	2430	2650
ENSG00000261471	20	16	21	26	22
ENSG00000261474	63	28	55	27	54
ENSG00000261476	45	26	27	35	40
ENSG00000261487	527	341	299	405	378
ENSG00000261488	69	42	122	72	82
ENSG00000261502	28	11	16	13	16
ENSG00000261505	217	111	209	153	137
ENSG00000261512	631	604	796	808	751
ENSG00000261513	8	11	8	13	10
ENSG00000261519	69	24	57	51	46
ENSG00000261520	35	21	40	16	21
ENSG00000261522	53	25	58	30	22
ENSG00000261523	17	7	16	9	11
ENSG00000261526	773	379	495	424	377
ENSG00000261527	19	4	19	7	19
ENSG00000261528	24	11	27	15	10
ENSG00000261529	83	24	59	25	26
ENSG00000261535	5	6	2	7	8
ENSG00000261541	47	24	42	35	35
ENSG00000261542	183	86	132	80	94
ENSG00000261544	21	3	20	6	9
ENSG00000261546	45	31	43	46	42
ENSG00000261553	488	89	335	76	106
ENSG00000261556	824	416	641	358	401
ENSG00000261560	107	51	127	63	77
ENSG00000261572	73	49	64	28	43
ENSG00000261575	35	28	16	18	20
ENSG00000261578	81	36	58	48	43
ENSG00000261582	34	22	31	25	17
ENSG00000261584	7	3	13	13	1
ENSG00000261586	28	37	7	6	43
ENSG00000261587	11	5	10	6	3
ENSG00000261588	2	1	7	1	1
ENSG00000261592	46	8	23	12	17
ENSG00000261594	1	5	1	1	3
ENSG00000261596	50	18	58	31	31
ENSG00000261600	11	2	6	5	7
ENSG00000261606	3	2	2	2	2
ENSG00000261609	3325	1825	2269	1613	1657
ENSG00000261610	8	3	18	8	13
ENSG00000261611	140	75	121	81	115
ENSG00000261613	249	160	220	155	162
ENSG00000261616	107	72	136	102	115
ENSG00000261630	50	19	37	20	17
ENSG00000261632	10	9	10	3	11
ENSG00000261633	2	4	5	4	11
ENSG00000261635	4	3	7	1	4
ENSG00000261642	67	31	68	56	61
ENSG00000261645	12	8	7	13	6
ENSG00000261646	58	33	62	53	49
ENSG00000261649	24	13	31	27	32
PIERCE2	92	48	64	36	41
ENSG00000261653	22	6	11	14	15
ENSG00000261654	1298	479	1150	736	736
ENSG00000261656	3	5	1	1	6
ENSG00000261659	164	61	139	71	93
ECI1-AS1	61	31	54	49	47
ENSG00000261664	2	2	5	1	3
ENSG00000261668	55	20	39	22	36
ENSG00000261669	15	4	17	10	7
ENSG00000261670	59	31	87	53	53
ENSG00000261682	25	7	16	3	4
ENSG00000261684	432	145	339	150	211
ENSG00000261693	22	11	16	7	9
ENSG00000261695	17	7	16	9	11
ENSG00000261697	3	1	3	3	7
ENSG00000261701	18	6	5	5	11
ENSG00000261707	6	8	33	3	13
ENSG00000261713	44	30	41	31	21
ENSG00000261714	7	2	13	4	4
ENSG00000261716	1364	712	1117	860	872
ENSG00000261717	7	6	21	50	35
ENSG00000261723	19	11	21	9	11
ENSG00000261728	890	162	362	156	164
ENSG00000261732	417	171	403	199	235
ENSG00000261734	35	16	42	21	24
ENSG00000261736	26	11	29	16	21
ENSG00000261738	44	14	35	35	17
ENSG00000261740	6497	2529	5781	2699	2707
ENSG00000261744	12	4	9	1	4
ENSG00000261751	52	22	50	30	35
ENSG00000261752	1	2	3	3	6
ENSG00000261754	26	65	17	51	48
ENSG00000261757	2	2	2	2	1
ENSG00000261759	196	99	119	130	88
ENSG00000261760	52	58	54	28	42
ENSG00000261762	106	40	166	36	43
ENSG00000261763	124	49	88	47	59
ENSG00000261765	14	3	9	7	10
ENSG00000261766	45	13	29	22	14
ENSG00000261770	269	203	189	136	166
ENSG00000261776	21	11	30	20	17
ENSG00000261777	51	33	35	17	35
ENSG00000261782	7	3	4	8	5
ENSG00000261783	41	18	28	26	25
ENSG00000261789	70	33	69	38	42
ENSG00000261790	186	57	160	104	68
ENSG00000261794	610	397	611	411	431
ENSG00000261795	6	1	2	4	1
ENSG00000261796	10268	5337	9300	6175	6277
ENSG00000261798	3	1	3	2	4
ENSG00000261799	687	347	590	348	349
ENSG00000261800	4	5	5	6	5
ENSG00000261801	86	31	61	39	19
ENSG00000261804	233	92	209	105	112
ENSG00000261812	2	1	1	3	1
ENSG00000261816	6	3	5	2	2
ENSG00000261819	44	23	37	24	24
ENSG00000261821	20	7	30	18	12
ENSG00000261826	548	198	508	236	336
ENSG00000261829	6	2	6	1	5
ENSG00000261831	17	1	3	2	2
ENSG00000261832	162	51	53	27	66
ENSG00000261838	4	2	6	1	2
ENSG00000261839	27	14	32	21	28
ENSG00000261840	153	83	101	88	89
ENSG00000261842	10	5	6	8	4
ENSG00000261848	3	2	4	1	1
ENSG00000261857	9	2	6	7	15
ENSG00000261872	49	16	52	22	27
ENSG00000261879	113	46	89	61	61
ENSG00000261884	344	166	796	372	407
ENSG00000261888	77	33	23	20	22
ENSG00000261889	34	10	74	38	42
ENSG00000261905	84	56	67	40	47
ENSG00000261915	15	8	20	9	3
ENSG00000261916	14	7	12	10	12
ENSG00000261924	67	31	56	42	29
ENSG00000261934	706	401	365	360	387
ENSG00000261938	18	4	6	10	10
ENSG00000261970	13	9	13	8	8
ENSG00000261994	51	36	35	30	31
ENSG00000261997	38	18	69	16	12
ENSG00000262003	47	17	40	32	29
ENSG00000262020	12	3	8	5	6
ENSG00000262025	28	10	23	8	22
ENSG00000262038	14	3	5	5	4
ENSG00000262049	200	151	147	108	124
ENSG00000262050	75	38	63	41	49
ENSG00000262052	3	1	3	3	3
ENSG00000262075	31	16	23	13	15
ENSG00000262079	4	5	5	7	2
ENSG00000262089	40	44	27	21	31
ENSG00000262113	35	22	26	24	34
ENSG00000262115	6	4	4	3	4
ENSG00000262117	1	2	4	2	4
ENSG00000262118	19	14	27	19	22
ENSG00000262133	7	3	2	8	12
ENSG00000262140	9	2	15	6	9
ENSG00000262147	19	13	27	13	10
ENSG00000262171	25	9	18	25	12
ENSG00000262172	4	7	7	6	14
ENSG00000262179	9	7	23	10	8
ENSG00000262198	5	2	4	3	4
ENSG00000262202	788	354	1180	523	602
ENSG00000262209	485	298	188	268	249
ENSG00000256870	4	4	3	1	6
ENSG00000262223	109	55	246	119	136
ENSG00000262227	89	42	64	49	50
ENSG00000262228	63	10	39	26	18
ENSG00000262246	523	297	571	365	447
ENSG00000262248	4	6	2	5	5
ENSG00000262265	116	52	105	48	87
ENSG00000262267	59	20	58	26	38
ENSG00000262298	26	7	41	11	16
ENSG00000262299	10	4	11	11	10
ENSG00000262304	64	35	45	32	43
ENSG00000262312	89	34	77	42	77
ENSG00000262319	3304	1789	2793	1831	2388
ENSG00000262362	6	3	2	1	6
ENSG00000262370	621	338	673	407	452
ENSG00000262380	8	2	7	3	7
ENSG00000262410	59	27	61	40	26
ENSG00000262412	7	7	2	4	3
ENSG00000262413	18	8	23	3	4
ENSG00000262420	121	69	122	83	91
ENSG00000262434	48	19	29	33	47
ENSG00000262445	2	2	2	3	3
ENSG00000262454	180	48	133	81	93
ENSG00000262461	66	29	78	55	28
ENSG00000262476	27	10	20	9	13
ENSG00000262480	31	7	20	11	21
ENSG00000262482	8	5	9	7	4
ENSG00000262503	3	2	9	6	2
ENSG00000262514	37	30	38	26	43
ENSG00000262516	14	9	8	9	6
ENSG00000262528	23	15	31	21	17
ENSG00000262531	24	10	19	9	10
ENSG00000262533	1000	507	990	511	535
ENSG00000262576	608	426	277	315	284
ENSG00000262580	285	132	329	171	222
ENSG00000262587	121	51	120	71	67
ENSG00000255374	41	2	36	16	18
ENSG00000262623	6	4	5	8	8
ENSG00000262633	54	29	4	22	13
ENSG00000262652	14	5	5	1	6
ENSG00000262655	203	57	189	67	79
ENSG00000262662	3	2	4	2	1
ENSG00000262663	7	4	12	3	8
ENSG00000262664	2050	1450	2212	1600	1578
ENSG00000262668	162	43	171	80	79
ENSG00000262671	212	62	127	69	82
ENSG00000262681	29	8	32	16	18
ENSG00000262686	26	6	19	10	11
ENSG00000262691	66	14	46	33	35
ENSG00000262692	30	12	23	10	22
ENSG00000262700	9	4	14	4	9
ENSG00000262703	18	8	31	11	10
ENSG00000262708	6	2	2	2	1
ENSG00000262712	40	21	41	25	32
ENSG00000262728	212	101	147	86	121
ENSG00000262732	100	48	112	65	70
ENSG00000262752	5	1	6	5	4
ENSG00000262766	36	8	34	22	14
ENSG00000262777	33	21	32	28	44
ENSG00000262786	2	3	5	4	2
ENSG00000262791	27	14	20	13	22
ENSG00000262801	25	8	16	14	17
ENSG00000262803	17	4	16	12	12
ENSG00000262810	33	20	50	35	22
ENSG00000262814	1757	760	2095	667	848
ENSG00000262815	21	5	20	5	14
ENSG00000262823	16	11	36	7	19
ENSG00000262833	57	18	86	29	44
ENSG00000262837	19	11	12	7	19
ENSG00000262848	22	10	22	12	14
ENSG00000262873	56	61	32	43	47
ENSG00000262877	258	98	178	129	142
ENSG00000262879	7300	5307	4054	3608	3948
ENSG00000262898	42	16	34	8	14
ENSG00000262902	9	3	16	3	3
CTNS-AS1	119	29	104	57	79
ENSG00000262904	10	6	14	4	6
ENSG00000262919	1596	897	1396	902	880
ENSG00000262943	37	16	71	29	35
ENSG00000262950	15	12	10	12	7
ENSG00000262966	11	15	5	15	14
ENSG00000262974	5	3	5	2	2
ENSG00000262995	7	12	5	7	11
ENSG00000262999	35	16	48	20	20
ENSG00000263001	31372	18814	24628	18148	18734
ENSG00000263002	1621	1052	1399	1180	1158
ENSG00000263006	51	50	53	169	94
ENSG00000263011	11	2	7	3	2
ENSG00000263033	1	1	1	1	2
DPH1-AS1	32	12	27	9	19
ENSG00000263069	319	144	2748	946	1337
ENSG00000263080	40	15	49	13	22
ENSG00000263081	5	5	5	3	1
ENSG00000263089	217	76	174	86	117
ENSG00000263105	2	6	7	6	5
ENSG00000263110	8	2	11	10	5
ENSG00000263120	49	22	42	44	35
ENSG00000263126	76	21	47	43	35
ENSG00000263137	5	4	5	5	3
ENSG00000263142	43	11	46	16	24
ENSG00000263154	5	1	5	1	3
ENSG00000263155	15952	8739	8288	5955	5616
ENSG00000263165	98	54	238	107	165
ENSG00000263177	12	8	13	15	16
ENSG00000263189	3	1	4	3	1
ENSG00000263201	11	28	3	21	9
ENSG00000263212	66	89	104	40	32
ENSG00000263218	36	50	34	38	21
ENSG00000263220	9	6	8	2	10
ENSG00000263232	10	1	11	4	2
ENSG00000263235	29	13	45	23	29
ENSG00000263257	4	6	17	4	8
ENSG00000212659	11	1	9	5	6
ENSG00000263266	69	29	49	27	34
ENSG00000263272	485	213	388	231	268
ENSG00000263276	161	100	183	127	121
ENSG00000263280	26	9	33	11	9
ENSG00000263293	59	140	40	155	158
ENSG00000263300	13	6	10	6	12
ENSG00000263301	2	1	2	1	1
ENSG00000263307	25	6	25	16	19
ENSG00000263321	2	2	3	4	1
ENSG00000263322	51	24	16	10	14
ENSG00000263326	5	10	3	3	2
ENSG00000263327	155	65	112	43	63
ENSG00000263338	9	3	14	4	9
SGSM2-AS1	52	30	54	25	48
ENSG00000263353	15	1	16	1	4
MSANTD3P1	8	4	10	6	10
ENSG00000263370	7	3	5	2	3
ENSG00000263393	26	14	24	22	21
ENSG00000263394	372	201	251	150	224
ENSG00000263400	129	83	104	83	91
ENSG00000263410	3	4	2	2	4
ENSG00000263412	82	49	69	67	60
ENSG00000263419	259	206	976	334	433
ENSG00000263424	111	71	36	8	30
ENSG00000263426	259	206	976	334	433
ENSG00000263432	17	12	9	18	20
ENSG00000263465	5009	3674	3686	3178	3182
ENSG00000263466	28	16	24	21	20
ENSG00000263477	19	10	15	14	13
ENSG00000263479	10	1	23	7	3
ENSG00000263491	259	206	976	334	433
ENSG00000263499	9	1	10	7	5
ENSG00000263501	22	10	12	13	15
ENSG00000263513	130	38	212	25	48
ENSG00000263528	3173	1024	6082	2883	3081
ENSG00000263531	24	8	37	22	9
ENSG00000263547	1	2	3	6	4
ENSG00000263551	182	58	132	88	122
ENSG00000263558	5	2	9	7	7
ENSG00000263563	85	41	85	46	33
ENSG00000263567	8	1	4	4	2
ENSG00000263585	160	58	139	42	21
ENSG00000263586	589	393	342	320	313
ENSG00000263603	16	11	20	12	19
ENSG00000263612	10	1	6	4	3
ENSG00000263616	13	17	22	12	36
ENSG00000263620	24	16	48	31	14
ENSG00000263624	96	38	97	54	56
ENSG00000263627	31	23	15	20	16
ENSG00000263639	17	5	12	5	8
ENSG00000263647	312	134	210	180	167
ENSG00000263648	13	5	11	3	6
ENSG00000263657	36	11	33	24	23
ENSG00000263672	9	1	7	4	3
ENSG00000263698	26	10	19	15	27
ENSG00000263709	5	5	2	3	5
ENSG00000263717	5	3	3	3	2
ENSG00000263724	128	47	105	40	58
ENSG00000263731	1046	386	334	165	169
ENSG00000263740	13518	6654	14320	9007	7780
ENSG00000263745	6	2	12	6	6
ENSG00000263755	5	3	6	4	4
ENSG00000263765	3	5	1	5	6
ENSG00000263786	43	10	50	9	23
ENSG00000263794	1	1	11	3	2
ENSG00000263797	33	3	20	1	10
ENSG00000263809	34	13	16	12	31
ENSG00000263815	21	9	35	21	15
ENSG00000263818	103	38	102	49	71
ENSG00000263821	210	114	75	67	72
ENSG00000263823	230	195	221	167	168
ENSG00000263826	553	286	589	388	379
ENSG00000263843	66	33	69	37	28
ENSG00000263847	38	7	40	28	33
ENSG00000263860	1	2	1	2	2
ENSG00000263882	22	6	8	9	16
ENSG00000263883	40	22	31	17	42
ENSG00000263895	1	1	2	1	1
ENSG00000263905	76	38	88	75	76
ENSG00000263916	12	5	13	5	7
ENSG00000263917	98	115	17	55	74
ENSG00000263924	13	2	8	7	11
ENSG00000263938	32	12	61	54	63
ENSG00000263940	14	10	9	6	11
ENSG00000263941	1	1	2	2	2
ENSG00000263952	24	11	17	11	20
ENSG00000263956	2119	1044	1934	1176	1340
ENSG00000263958	7	1	4	7	6
ENSG00000263961	6	1	2	6	2
ENSG00000263968	92	13	102	82	23
ENSG00000263969	192	12	264	30	26
ENSG00000263988	21	8	24	12	45
ENSG00000263989	22	31	47	27	20
ENSG00000263990	31	7	39	15	31
AKR1C8	2	4	7	8	5
ENSG00000264007	1	2	4	2	6
ENSG00000264012	1	2	3	2	1
ENSG00000264015	12	1	10	5	2
ENSG00000264017	5	5	6	5	7
ENSG00000264019	167	130	195	75	92
ENSG00000264028	14	2	19	3	1
ENSG00000264030	12	4	7	8	6
ENSG00000264041	8	3	5	2	7
ENSG00000264044	43	14	60	22	38
ENSG00000264047	6	2	3	3	1
ENSG00000264057	26	7	15	12	5
ENSG00000264058	239	160	174	104	116
ENSG00000264066	8	3	7	7	7
ENSG00000264067	10	7	28	9	11
ENSG00000264071	9	7	10	9	9
ENSG00000264078	10	11	13	6	9
ENSG00000264083	16	7	10	11	16
ENSG00000264112	1559	592	1229	624	829
ENSG00000264113	5	3	13	9	4
ENSG00000264116	15	8	7	15	12
ENSG00000264125	19	10	9	11	7
ENSG00000264128	5	4	5	1	4
ENSG00000264150	5	4	3	2	1
ENSG00000264151	100	59	136	69	85
ENSG00000264164	1	2	2	4	4
ENSG00000264169	21	2	62	14	3
ENSG00000264177	11	6	13	8	16
ENSG00000264187	113	111	96	97	178
ENSG00000264188	20	14	26	18	16
ENSG00000264196	1	3	3	1	4
ENSG00000264207	220	101	196	132	103
ENSG00000264235	86	35	90	41	50
ENSG00000264236	8	3	5	1	5
ENSG00000264247	1304	622	1096	669	704
ENSG00000264270	32	18	45	32	25
ENSG00000264271	11	7	9	11	14
ENSG00000264273	13	5	14	2	6
ENSG00000264275	19	2	19	8	15
ENSG00000264278	68	36	67	48	43
ENSG00000264290	7	1	7	2	4
ENSG00000264296	12	1	10	2	10
ENSG00000264304	29	19	32	23	33
ENSG00000264324	24	21	11	12	20
ENSG00000264343	1002	614	1138	648	865
ENSG00000264352	7	2	20	2	17
ENSG00000264364	4881	3763	4349	3294	3576
ENSG00000264365	34	13	33	18	24
ENSG00000264400	10	1	7	2	3
ENSG00000264421	5	1	5	4	2
ENSG00000264423	6	6	14	7	11
ENSG00000264434	148	33	69	33	36
ENSG00000264448	64	23	85	43	36
ENSG00000264449	20	1	18	2	4
ENSG00000264451	14	9	5	10	9
ENSG00000264456	49	28	65	16	33
ENSG00000264458	10	3	8	1	7
ENSG00000264462|miRBase:MI0031512	89	160	124	151	128
ENSG00000264472	41	19	40	15	20
ENSG00000264484	2	1	2	2	1
ENSG00000264501	67	59	58	67	73
ENSG00000264513	46	20	43	25	36
ENSG00000264515	58	16	37	32	33
ENSG00000264520	13	8	8	8	4
ENSG00000264522	4547	2870	5351	3281	3476
ENSG00000264529	18	9	14	13	9
ENSG00000264540	7	9	1	6	12
ENSG00000264546	68	24	105	42	65
ENSG00000264548	23	13	26	19	14
ENSG00000264569	11	7	18	2	8
ENSG00000264573	111	31	374	125	63
ENSG00000264577	361	204	410	208	202
ENSG00000264578	161	45	193	92	63
ENSG00000264582	53	3	86	30	12
ENSG00000264587	18	3	17	3	5
ENSG00000264592	3	2	5	5	3
ENSG00000264596	89	46	97	55	72
ENSG00000264615	9	10	12	7	4
ENSG00000264618	307	63	435	183	119
ENSG00000264635	171	66	157	109	133
ENSG00000264647	1	1	4	1	1
ENSG00000264666	96	49	69	36	59
ENSG00000264672	7	7	45	7	16
ENSG00000264673	30	12	29	22	18
ENSG00000264705	11	9	9	2	9
ENSG00000264727	32	24	35	31	16
ENSG00000264735	9	1	7	2	1
ENSG00000264739	52	59	82	68	72
ENSG00000264743	4	1	5	1	3
ENSG00000264769	18	8	15	13	5
ENSG00000264772	442	265	1135	624	643
ENSG00000264808	20	11	28	10	12
ENSG00000264809	6	5	6	3	3
ENSG00000264812	23	4	19	13	9
ENSG00000264813	2	9	3	2	2
ENSG00000264829	16	6	16	7	11
ENSG00000264833	185	67	231	347	253
ENSG00000264840	5	1	3	1	1
ENSG00000264843	120	77	70	67	67
ENSG00000264853	105	43	125	51	85
ENSG00000264862	8	2	9	2	7
ENSG00000264866	259	206	976	334	433
ENSG00000264869	11	3	8	6	6
ENSG00000264879	22	4	19	4	12
ENSG00000264895	201	83	147	109	126
ENSG00000264914	2	3	3	2	2
ENSG00000264916	200	24	196	146	553
ENSG00000264920	553	391	479	323	403
ENSG00000264932	30	17	30	30	33
ENSG00000264937	9	7	8	2	6
ENSG00000264954	47	17	36	38	26
ENSG00000264956	199	80	179	108	104
ENSG00000264963	4	1	4	1	2
ENSG00000264968	13	7	11	9	9
ENSG00000264978	4	3	4	1	3
ENSG00000264982	2	1	6	12	13
ENSG00000264985	30	15	37	24	29
ENSG00000265000	11	11	11	12	15
ENSG00000265008	16	13	18	13	11
ENSG00000265010	7	10	8	2	11
ENSG00000265015	3	2	3	3	1
ENSG00000265018	8	5	5	2	11
ENSG00000265033	67	8	116	64	46
ENSG00000265043	95	50	69	58	64
ENSG00000265052	18	3	16	18	8
ENSG00000265055	18	9	20	13	17
ENSG00000265078	262	39	369	59	106
ENSG00000265091	8	5	9	3	5
ENSG00000265093	3	3	13	1	1
ENSG00000265100	100	40	102	64	64
ENSG00000265113	8	1	7	1	5
ENSG00000265118	14	6	17	8	3
ENSG00000265121	2	1	2	1	1
ENSG00000265123	58	4	40	5	8
ENSG00000265128	7	2	3	4	4
ENSG00000265136	2	3	4	7	5
ENSG00000265141	36	3	59	4	2
ENSG00000265142	313	85	256	126	106
ENSG00000265148	52	27	37	24	28
ENSG00000265168	27	15	34	41	14
ENSG00000265179	8	4	9	10	6
ENSG00000265190	19	12	25	17	22
ENSG00000265194	197	87	197	98	111
ENSG00000265205	32	10	19	17	29
ENSG00000265217	9	5	4	8	5
ENSG00000265218	140	59	116	54	76
ENSG00000265222	34	10	13	8	9
ENSG00000265241	11156	5874	12165	6722	6949
ENSG00000265246	7	5	13	7	7
ENSG00000265257	18	5	43	21	30
ENSG00000265261	48	13	48	31	32
ENSG00000265282	17	12	12	6	11
ENSG00000265298	919	475	677	483	581
ENSG00000265315	3	3	6	2	4
ENSG00000265316	15	7	14	7	7
ENSG00000265319	12	9	20	2	7
ENSG00000265326	259	206	976	334	433
ENSG00000265327	26	1	40	12	6
ENSG00000265334	33	15	42	11	16
ENSG00000265337	11	3	6	5	6
ENSG00000265342	9	5	7	2	4
ENSG00000265354	4571	2471	5538	2675	2956
ENSG00000265369	61	24	39	19	26
ENSG00000265386	33	1	76	5	4
ENSG00000265393	9	5	6	3	6
ENSG00000265394	54	32	55	26	34
ENSG00000265401	241	69	506	83	153
ENSG00000265411	3	3	6	2	4
ENSG00000265413	119	49	118	90	86
ENSG00000265417	3	5	10	8	5
ENSG00000265443	20	16	18	17	25
ENSG00000265445	4	9	15	12	7
ENSG00000265460	7	4	5	6	3
ENSG00000265477	38	5	22	8	9
ENSG00000265478	232	124	242	148	185
ENSG00000265479	1189	605	974	654	856
ENSG00000265484	8	3	19	13	16
ENSG00000265489	34	4	33	12	7
ENSG00000265490	10	8	7	7	4
ENSG00000265491	6373	4081	7432	4485	5032
ENSG00000265494	375	190	322	230	252
ENSG00000265496	13	9	17	5	5
ENSG00000265511	8	5	10	9	5
ENSG00000265533	3	2	1	2	1
ENSG00000265552	42	23	30	12	25
ENSG00000265559	5	3	16	18	5
ENSG00000265590	920	385	703	357	456
ENSG00000265625	43	16	37	10	18
ENSG00000265643	9	13	20	15	18
ENSG00000265646	1	1	1	1	1
ENSG00000265656	4	1	2	6	6
ENSG00000265666	718	420	504	359	409
ENSG00000265675	5	1	4	1	1
ENSG00000265678	17	9	25	9	14
ENSG00000265681	98528	71490	70513	53230	53848
ENSG00000265684	9	3	8	2	2
ENSG00000265688	94	46	90	46	38
ENSG00000265690	35	19	42	28	35
ENSG00000265702	32	15	23	20	20
ENSG00000265713	38	16	28	26	40
ENSG00000265717	16	4	12	2	7
ENSG00000265727	64	23	50	25	40
ENSG00000265728	55	22	46	32	43
ENSG00000265739	44	17	34	18	19
ENSG00000265745	7	5	6	9	3
ENSG00000265749	76	47	84	47	58
ENSG00000265750	9	5	4	7	3
ENSG00000265753	198	24	236	53	46
ENSG00000265763	27	22	41	7	16
ENSG00000265778	171	73	87	55	73
ENSG00000265784	343	52	276	27	33
ENSG00000265787	3	1	4	7	1
ENSG00000265791	24	5	15	6	10
ENSG00000265798	11	8	16	10	8
ENSG00000265799	236	25	142	33	37
ENSG00000265800	20	9	13	9	8
ENSG00000265801	20	10	11	11	9
ENSG00000265802	98	23	222	73	49
ENSG00000265808	11718	5857	12613	7230	7441
ENSG00000265813	345	31	477	83	60
ENSG00000265817	1188	461	1340	529	572
ENSG00000265840	9	8	30	9	8
ENSG00000265844	21	5	15	8	19
ENSG00000265845	19	5	13	14	9
ENSG00000265882	6	3	9	2	4
ENSG00000265885	2	2	2	1	1
ENSG00000265905	2	1	4	1	5
ENSG00000265907	217	83	222	95	116
ENSG00000265908	44	11	33	21	33
ENSG00000265912	19	7	24	6	9
ENSG00000265918	28	4	25	10	17
ENSG00000265939	13	12	6	16	8
ENSG00000265942	14	21	8	3	11
ENSG00000265943	10	6	13	2	8
ENSG00000265948	29	5	29	9	8
ENSG00000265962	9	5	10	11	13
ENSG00000265972	37989	25787	78179	47841	49553
ENSG00000265992	121	174	149	385	277
ENSG00000266010	9	7	17	16	15
ENSG00000266028	11543	6477	13801	7368	8450
ENSG00000266049	49	15	60	27	46
ENSG00000266053	110	65	86	63	79
ENSG00000266066	141	83	210	127	120
ENSG00000266074	1303	736	1586	677	944
ENSG00000266075	7	2	4	7	11
ENSG00000266086	211	64	207	135	119
ENSG00000266094	50	26	127	82	101
ENSG00000266111	29	9	22	18	15
ENSG00000266126	22	3	9	8	12
ENSG00000266127	16	12	20	7	11
ENSG00000266149	20	11	25	10	12
ENSG00000266158	38	13	48	19	17
ENSG00000266160	4	2	4	7	1
ENSG00000266171	147	60	118	104	111
ENSG00000266173	4020	3236	4032	3484	3756
ENSG00000266185	16	3	17	4	6
ENSG00000266187	103	13	138	52	19
ENSG00000266195	2	2	4	4	4
GJD3-AS1	573	397	49	1	32
ENSG00000266210	7	5	9	5	6
ENSG00000266237	13	9	8	3	14
ENSG00000266242	30	6	23	17	8
ENSG00000266268	9	5	17	6	7
ENSG00000266274	4	1	3	1	3
ENSG00000266290	21	11	37	19	20
ENSG00000266302	448	356	508	354	383
ENSG00000266308	4	1	2	1	1
ENSG00000266311	1	1	2	1	2
ENSG00000266313	47	26	48	28	29
ENSG00000266338	14070	7466	10444	6909	7901
ENSG00000266340	1443	582	1688	887	1027
ENSG00000266368	2	6	3	3	1
ENSG00000266371	132	48	96	59	77
ENSG00000266378	43	28	79	61	48
ENSG00000266381	21	8	24	12	45
ENSG00000266385	38	20	41	20	25
ENSG00000266397	25	3	21	13	18
ENSG00000266401	9	6	18	14	16
ENSG00000266402	321	228	517	199	198
ENSG00000266405	34	32	59	58	61
ENSG00000266412	41945	25467	43742	27407	26335
ENSG00000266420	89	131	215	124	91
ENSG00000266433	9	7	6	8	7
ENSG00000266439	3	2	5	1	2
ENSG00000266446	14	6	9	7	8
ENSG00000266456	127	46	112	53	56
ENSG00000266467	20	9	4	13	13
ENSG00000266472	6909	4038	6559	3842	4093
ENSG00000266489	25	8	21	11	11
ENSG00000266490	78	37	72	34	37
ENSG00000266498	49	33	47	30	25
ENSG00000266503	6	4	5	3	9
ENSG00000266505	12	10	10	7	13
ENSG00000266522	4	1	4	1	2
ENSG00000266527	31	14	32	27	30
ENSG00000266538	55	13	46	28	37
ENSG00000266541	69	18	58	35	36
ENSG00000266553	15	2	14	6	2
ENSG00000266569	10	4	20	11	6
ENSG00000266578	4	3	10	3	2
ENSG00000266588	4	1	2	2	3
ENSG00000266598	30	18	44	22	22
ENSG00000266599	7	2	6	3	2
ENSG00000266601	12	4	9	4	5
ENSG00000266602	100	36	140	55	40
ENSG00000266613	17	7	18	10	8
ENSG00000266642	385	179	224	125	169
ENSG00000266644	52	25	42	29	15
ENSG00000266651	24	12	32	8	10
ENSG00000266654	32	5	31	7	18
ENSG00000266664	3	8	4	5	14
ENSG00000266677	35	26	96	54	67
ENSG00000266680	303	125	145	92	112
ENSG00000266696	8	1	4	3	4
ENSG00000266708	23	6	34	22	25
ENSG00000266709	3	5	12	9	2
ENSG00000266710	21	5	12	5	13
ENSG00000266714	1397	1634	1077	1946	2281
ENSG00000266717	15	8	10	9	18
ENSG00000266718	130	81	142	72	85
ENSG00000266720	17	4	18	13	3
ENSG00000266728	29	35	116	77	58
ENSG00000266767	55	7	51	30	36
ENSG00000266770	4	3	3	3	6
ENSG00000266783	31	16	49	25	19
ENSG00000266801	36	9	32	19	15
ENSG00000266803	4	6	6	2	2
ENSG00000266805	54	27	63	31	41
ENSG00000266818	1	3	8	4	6
ENSG00000266821	97	36	97	47	61
ENSG00000266824	1	2	1	4	1
ENSG00000266828	10	53	8	30	31
ENSG00000266835	206	79	195	107	135
ENSG00000266844	11	8	11	3	6
ENSG00000266846	39	5	26	17	12
ENSG00000266850	17	6	24	10	13
ENSG00000266853	14	8	16	6	8
ENSG00000266863	13	1	8	4	5
ENSG00000266865	599	196	542	234	279
ENSG00000266872	59	45	34	29	25
ENSG00000266875	156	23	191	58	44
ENSG00000266877	5	5	2	5	5
ENSG00000266885	15	5	9	9	11
ENSG00000266891	5	6	5	5	7
ENSG00000266896	38	15	35	21	22
ENSG00000266897	4	2	8	2	4
