Unnamed: 0	GSM4455458	GSM4455459	GSM4455460	GSM4455461	GSM4455462	GSM4455463	GSM4455464	GSM4455465	GSM4455466
ENSG00000004838	11	11	8	35	37	30	21	30	33
ENSG00000004846	9	16	13	23	37	28	37	62	24
ENSG00000004864	219	555	441	626	572	380	293	158	485
ENSG00000004897	2475	2523	1679	3086	2784	1932	1733	843	1625
ENSG00000004939	104	153	849	436	837	139	196	252	114
ENSG00000004961	465	587	470	867	771	397	571	195	597
ENSG00000004975	132	567	338	756	649	868	1205	508	552
ENSG00000005007	2927	3714	2601	4708	3958	3004	2814	1799	2721
ENSG00000005020	14042	1939	2961	2684	3388	2645	1389	2017	4106
ENSG00000005022	1531	4397	2767	5274	5741	3527	3672	3092	3925
ENSG00000005059	250	2261	1166	2678	2251	3142	2009	1673	2858
ENSG00000005075	1309	1025	939	934	1005	734	1021	1004	746
ENSG00000005100	121	466	216	469	290	596	862	547	448
ENSG00000005102	10	36	2	6	3	42	69	29	37
ENSG00000005108	160	34	4	12	18	6	15	2	3
ENSG00000139263	243	1070	496	1112	639	1292	1084	651	978
ENSG00000005175	705	929	675	1205	1061	1090	1025	692	1064
ENSG00000005187	51	173	49	178	326	374	207	146	215
ENSG00000005189	49	39	48	35	46	37	60	25	26
ENSG00000005194	218	743	326	822	501	717	824	569	560
ENSG00000005206	263	1247	637	1261	1138	2173	2193	1424	1516
ENSG00000005238	6130	3169	1593	2024	3113	1199	1205	759	1947
ENSG00000005243	5	24	4	28	25	37	54	51	43
ENSG00000005249	156	1172	1881	1194	314	3366	111	674	2180
ENSG00000005302	9344	2655	2970	3836	3791	4173	4887	2547	3375
ENSG00000005339	3258	8321	5329	8977	8038	7625	5127	2322	5315
ENSG00000005379	504	897	1811	2911	2411	3260	741	969	1809
ENSG00000005381	313	2306	780	137	102	111	151	46	161
ENSG00000005436	73	447	210	546	439	795	838	484	475
ENSG00000005448	10	134	54	189	161	385	334	525	181
ENSG00000005469	51	114	41	184	189	346	236	188	207
ENSG00000005471	12	95	7	69	66	132	112	57	39
ENSG00000005483	8319	11869	7066	13702	17722	10093	8854	7714	6832
ENSG00000005486	2499	2312	1516	2033	1211	1366	2016	1020	1030
ENSG00000005700	216	876	336	811	527	910	1032	467	777
ENSG00000005801	386	917	527	1011	766	1316	974	569	755
ENSG00000005810	1682	4714	2670	6919	7110	6814	4885	5283	5700
ENSG00000005812	5121	2993	1773	2820	3480	2572	2614	838	1913
ENSG00000005844	8177	16261	4886	20470	12411	24361	14694	10942	21886
ENSG00000005882	60	342	170	417	294	729	588	449	466
ENSG00000005884	12	81	35	120	89	262	266	278	166
ENSG00000005889	2062	1801	1410	3153	3266	1707	1641	884	1318
ENSG00000005893	14674	6080	13086	6542	5710	2960	3459	1333	4730
ENSG00000005961	449	2461	7454	3337	914	4330	298	2570	2732
ENSG00000006007	2923	2326	1977	2238	1786	1485	1588	1387	1611
ENSG00000006015	189	449	209	637	996	1042	814	1725	875
ENSG00000006016	36	100	23	60	153	180	79	68	159
ENSG00000006025	78	1912	211	1968	1137	1673	1125	780	844
ENSG00000006062	192	2148	481	2945	1237	1844	2338	1044	1481
ENSG00000006071	15	20	16	40	34	61	50	48	30
ENSG00000006118	10	31	21	54	270	52	307	48	58
ENSG00000006125	4691	5362	3066	4865	3729	6405	5379	3054	5360
ENSG00000006194	552	1280	999	1694	1995	1260	1436	695	996
ENSG00000006210	6	15	8	16	24	28	32	30	28
ENSG00000006282	118	496	393	834	917	1347	782	641	938
ENSG00000006327	319	309	181	244	607	73	91	31	109
ENSG00000006377	3	5	2	2	2	6	7	18	4
ENSG00000006432	27	138	57	211	218	360	281	228	179
ENSG00000006451	490	1254	500	1025	1368	972	3354	698	862
ENSG00000006453	96	112	213	120	148	49	111	43	60
ENSG00000006459	3742	6946	3465	7646	4224	4517	2820	1346	4348
ENSG00000006530	201	1035	299	1146	636	1256	1042	662	744
ENSG00000006534	3768	1520	823	1830	1790	1204	680	1049	2166
ENSG00000006555	25	143	41	214	126	392	285	266	215
ENSG00000006576	762	1318	1359	1653	1858	1758	1226	739	1684
ENSG00000006607	125	1057	415	651	910	515	810	378	527
ENSG00000006625	70	296	186	269	305	370	592	267	286
ENSG00000006634	394	1275	642	1364	1666	698	925	506	518
ENSG00000006638	21	67	97	110	72	262	103	286	128
ENSG00000006652	3824	2118	5520	3028	8672	1893	1524	580	2106
ENSG00000006659	2	6	1	3	3	10	11	7	8
ENSG00000006695	84	508	138	434	345	614	415	372	394
ENSG00000006704	4	36	18	27	32	44	120	74	49
ENSG00000006712	1610	1458	3106	1822	3035	1573	1715	992	1209
ENSG00000006715	1248	1070	625	1293	1254	1586	1423	831	1632
ENSG00000006740	7	14	14	19	46	35	49	153	36
ENSG00000006744	333	1353	408	1314	814	1815	1559	1112	1237
ENSG00000006747	31	65	66	68	119	129	150	250	102
ENSG00000006756	1111	541	466	1181	1001	1093	1007	1018	1021
ENSG00000006757	75	88	41	120	114	169	205	131	117
ENSG00000006831	907	1488	2150	1871	1517	1145	1056	476	996
ENSG00000006837	16	21	50	39	26	27	31	13	16
ENSG00000007038	5	14	9	4	14	45	48	46	4
ENSG00000007047	1038	741	815	1598	1018	1171	762	412	996
ENSG00000007062	4	8	11	2	10	7	22	3	16
ENSG00000007080	309	803	352	728	640	856	1057	1000	758
ENSG00000007129	882	67	204	225	107	318	194	287	161
ENSG00000007168	6814	6641	5903	6999	7863	5908	5765	2660	5157
ENSG00000007174	6	5	1	3	5	7	13	11	7
ENSG00000007202	2851	4385	2131	6409	5756	5051	4788	2328	4958
ENSG00000007237	33203	11656	19916	12864	5748	3545	2141	1131	5106
ENSG00000007255	73	279	111	220	261	528	561	593	341
ENSG00000007264	65	891	301	1678	1561	2412	701	2396	1059
ENSG00000007312	120	1316	197	812	471	1395	1373	1918	911
ENSG00000007341	338	161	515	307	475	308	415	226	286
ENSG00000007350	42	221	47	63	169	83	14	91	118
ENSG00000007372	2	4	1	3	7	6	8	3	5
ENSG00000007376	324	352	245	699	441	623	714	681	582
ENSG00000007392	482	1265	429	1899	1865	2944	2367	2340	1905
ENSG00000007402	29	427	133	707	300	960	128	170	330
ENSG00000007516	16	294	42	170	482	318	83	480	296
ENSG00000007520	388	391	272	475	574	664	839	1041	737
ENSG00000007541	340	449	264	526	588	801	839	805	634
ENSG00000007545	446	1118	395	1109	1169	1790	1529	477	1144
ENSG00000007866	5	1	9	2	5	7	17	6	3
ENSG00000007923	139	1014	289	1268	838	1728	1761	1092	1250
ENSG00000007933	2	16	3	25	18	20	25	45	32
ENSG00000007944	1771	2382	961	1332	11042	3339	641	1571	1768
ENSG00000007968	674	304	186	510	75	171	113	283	231
ENSG00000008018	1674	2778	3175	2136	2439	2103	2728	1974	2314
ENSG00000008056	18	71	55	119	101	51	40	20	27
ENSG00000008083	1803	10570	3613	6781	4913	3367	2813	1680	3054
ENSG00000008086	393	334	559	284	375	488	535	372	450
ENSG00000008128	1158	2170	1307	2626	2164	3385	3130	2616	2678
ENSG00000008130	9932	4108	10540	4573	11848	3792	2547	2606	8179
ENSG00000008226	44	136	123	181	124	313	145	167	159
ENSG00000008256	117	583	224	753	761	688	485	232	404
ENSG00000008277	17	104	28	170	96	182	73	82	96
ENSG00000008282	1231	1648	823	1442	1250	1417	2192	557	1360
ENSG00000008283	55	895	402	821	908	1120	1189	925	904
ENSG00000008294	2519	5169	8631	4309	10735	1984	3184	957	2012
ENSG00000008300	4	128	32	170	167	230	199	64	178
ENSG00000008311	31	177	195	118	208	329	363	269	145
ENSG00000008323	47	21	143	75	78	17	8	15	13
ENSG00000008324	212	616	250	550	548	530	706	554	591
ENSG00000008382	172	268	231	306	411	350	319	425	417
ENSG00000008394	795	410	278	640	368	216	1333	180	378
ENSG00000008405	104	849	485	1173	1841	815	839	316	561
ENSG00000008438	2914	694	1640	79	197	34	34	5	17
ENSG00000008441	49	516	177	512	442	299	431	125	597
ENSG00000008513	2883	6774	7423	8159	5905	7653	7485	3845	4678
ENSG00000271447	43187	1992	11313	2622	7423	414	1067	186	371
ENSG00000008517	286	4413	946	5136	4157	12505	22484	9832	6277
ENSG00000008710	86	1005	400	1919	1609	2296	1436	1039	1805
ENSG00000008735	10	17	12	21	22	50	44	38	33
ENSG00000008838	364	1088	333	1205	792	1745	1596	1010	1201
ENSG00000008853	54	184	86	245	247	646	420	298	527
ENSG00000008869	458	1245	698	2404	1942	2641	1179	787	1611
ENSG00000008952	8760	5715	5979	6535	6312	5476	6480	6350	4562
ENSG00000008988	3946	22860	11012	23986	24867	30598	36723	33809	18550
ENSG00000009307	16109	28887	23882	29021	24164	19655	20325	8602	16538
ENSG00000009335	1257	2173	1570	3224	1856	2391	2330	948	2396
ENSG00000009413	331	1522	844	1904	2152	1393	1188	564	1144
ENSG00000009694	671	281	77	520	257	658	172	244	399
ENSG00000009724	17	210	160	344	92	350	246	74	226
ENSG00000009765	13	22	16	22	40	46	35	139	41
ENSG00000009780	157	506	268	658	647	657	584	559	571
ENSG00000009790	2088	2579	2594	5905	3563	10691	5182	6949	6076
ENSG00000009830	90	149	125	233	330	318	308	265	296
ENSG00000009844	1293	1077	924	1317	1143	1024	1314	614	1058
ENSG00000009950	17	132	50	61	90	47	54	92	42
ENSG00000009954	848	3157	961	3625	2481	3622	4464	3664	2752
ENSG00000010017	5270	2471	1647	2807	3039	2321	2325	872	1887
ENSG00000010030	158	409	1984	202	683	25	522	93	324
ENSG00000010072	573	630	609	795	1081	313	375	148	301
ENSG00000010165	121	310	106	255	184	429	973	425	391
ENSG00000010219	181	171	61	136	136	260	341	202	181
ENSG00000010244	8498	10206	6740	11769	13092	8237	7036	4842	6757
ENSG00000010256	1775	1803	940	1938	1930	1661	1789	1814	2130
ENSG00000010270	1317	1182	1905	1430	1281	1006	769	397	990
ENSG00000010278	1061	698	422	422	264	674	425	275	506
ENSG00000010292	1144	915	534	1388	823	2326	1966	1220	1731
ENSG00000010295	612	1226	557	2357	1533	1972	1280	1379	1891
ENSG00000010310	18	341	73	479	193	420	300	289	157
ENSG00000010318	70	149	108	197	186	256	304	144	189
ENSG00000010319	4	75	9	18	5	53	9	51	81
ENSG00000010322	1604	2995	1232	4759	3372	4120	2970	2220	2965
ENSG00000010327	1312	4906	2509	6915	5307	1291	739	1950	5456
ENSG00000010361	70	97	76	139	263	296	156	239	170
ENSG00000010404	7532	13006	9389	11679	9893	10082	11128	3336	7650
ENSG00000010539	1207	425	3238	410	1054	391	614	242	309
ENSG00000010610	396	5526	893	10405	5211	8874	3135	3989	10409
ENSG00000010626	72	48	44	66	82	203	235	152	101
ENSG00000010671	3601	2009	1308	2285	1704	2202	1055	1527	3125
ENSG00000010704	39	106	117	163	145	195	139	262	275
ENSG00000010803	107	414	169	477	326	600	557	280	377
ENSG00000010810	956	11114	3849	18128	6324	12676	8913	4682	8130
ENSG00000010818	1243	5822	11069	5339	2804	5318	4095	1459	2961
ENSG00000011007	506	2069	510	1662	1975	1593	1908	737	1252
ENSG00000011009	1804	1447	1476	2181	1226	1685	1977	1590	1425
ENSG00000011021	355	1326	1471	2278	1793	1368	1187	521	1532
ENSG00000011028	4	46	11	40	65	80	101	57	76
ENSG00000011052	18	31	33	17	13	23	9	18	5
ENSG00000011105	21	142	257	203	46	412	27	184	209
ENSG00000011114	246	423	297	338	530	666	711	416	460
ENSG00000011132	295	571	341	754	716	991	1523	775	668
ENSG00000011143	40	110	72	171	193	377	428	229	233
ENSG00000011198	4834	753	2284	1007	2784	727	503	541	904
ENSG00000011201	103	19	72	19	4	49	41	3	29
ENSG00000011243	1905	2779	1192	3328	2980	3509	2747	2707	2627
ENSG00000011258	739	1139	750	1655	1275	1944	1227	622	1335
ENSG00000011260	1075	741	888	1111	1518	1007	1214	665	917
ENSG00000011275	1165	2781	1351	4180	2187	4048	4492	2310	2613
ENSG00000011295	137	1079	365	1224	1560	1464	1422	1272	1440
ENSG00000011304	3115	9113	4046	9996	7503	8987	7992	4713	7723
ENSG00000011332	15	17	16	16	21	31	25	54	23
ENSG00000011376	131	571	132	560	393	539	572	293	411
ENSG00000011405	689	1855	2154	2532	2648	1359	1347	714	1125
ENSG00000011422	3992	5275	9024	4631	16681	5194	4938	1597	9098
ENSG00000011426	325	191	116	94	28	44	117	51	27
ENSG00000011451	316	1065	282	1083	850	1512	1290	692	1233
ENSG00000011454	598	1485	1272	1853	1077	1447	1356	560	1265
ENSG00000011465	1	11	9	6	19	10	20	18	17
ENSG00000011478	34	236	122	344	329	322	440	524	241
ENSG00000011485	138	581	289	928	621	1628	1203	858	1179
ENSG00000095713	707	990	413	1469	648	1458	924	629	799
ENSG00000011566	78	690	279	396	677	442	460	178	408
ENSG00000011590	15	502	32	90	59	162	203	214	87
ENSG00000011600	27015	9969	14709	9200	13856	5662	3325	5158	10070
ENSG00000011638	58	128	109	140	192	219	196	227	207
ENSG00000012048	116	247	141	228	289	377	543	546	278
ENSG00000012061	301	1157	436	1404	1340	1907	1666	1220	1595
ENSG00000012124	189	1061	133	446	1092	2470	1624	1188	857
ENSG00000012171	36	34	83	54	121	19	32	18	26
ENSG00000012174	101	297	130	313	159	298	348	174	226
ENSG00000012211	244	165	119	279	197	262	223	164	274
ENSG00000012223	25853	15761	21913	616	140	377	903	40	175
ENSG00000012232	1297	1070	1253	1531	1150	1218	941	758	965
ENSG00000012504	1	4	2	1	9	3	5	3	2
ENSG00000012660	7722	7336	6808	6025	6394	4492	4104	1690	3911
ENSG00000012779	7068	1020	3819	2529	2370	608	434	468	1071
ENSG00000012817	13	2578	449	8	12	5015	2780	247	2864
ENSG00000012822	2972	2087	1932	3759	2312	4682	2744	1630	2897
ENSG00000012963	514	1069	574	1289	476	1180	1499	568	874
ENSG00000012983	211	1516	792	1651	1283	1500	1079	487	982
ENSG00000013016	88	348	254	410	166	1082	238	344	523
ENSG00000013275	646	966	638	846	1245	783	1130	570	659
ENSG00000013288	2481	2710	1931	2912	2354	3080	2244	1161	2739
ENSG00000013293	13	21	31	51	66	73	70	120	63
ENSG00000013297	8	20	17	6	47	24	22	39	12
ENSG00000013306	351	1460	1610	1561	3466	2003	2820	2091	1442
ENSG00000013364	11626	7003	5577	5752	6684	6024	6397	5246	8625
ENSG00000013374	2167	3263	5669	3827	4037	3540	8526	1652	4194
ENSG00000013375	218	733	445	783	824	866	1145	679	547
ENSG00000013392	21	138	28	123	82	184	316	158	103
ENSG00000118004	18376	6543	6835	7652	27403	9730	4800	3775	6789
ENSG00000013503	63	158	79	178	222	289	210	107	186
ENSG00000013523	68	865	129	630	339	1157	1064	413	724
ENSG00000013561	573	676	622	911	496	820	1112	580	560
ENSG00000013563	2757	1224	987	1368	1310	808	760	407	1083
ENSG00000013573	65	837	136	623	269	2636	1163	1711	902
ENSG00000013583	174	411	264	557	583	380	563	307	670
ENSG00000013588	6	27	19	29	100	66	135	188	44
ENSG00000013619	3	131	15	56	41	101	160	32	50
ENSG00000013725	115	7114	1487	9453	2967	8172	6327	5251	4997
ENSG00000013810	3700	2241	1645	3476	2248	3186	2971	2093	2779
ENSG00000014123	987	1886	729	2109	1175	1839	2009	710	1077
ENSG00000014138	61	358	243	385	189	478	937	434	328
ENSG00000014164	1452	843	1410	932	761	1171	1030	546	1075
ENSG00000014216	8088	3138	2654	3898	3478	4938	3136	2866	4770
ENSG00000014257	2303	926	637	732	694	253	64	115	476
ENSG00000014641	925	1634	671	1533	1154	1726	2198	1270	1609
ENSG00000014824	1084	1547	922	1351	943	1473	1599	702	1277
ENSG00000014914	93	774	315	1064	1516	402	133	281	1330
ENSG00000014919	1075	636	383	647	482	1090	1351	571	894
ENSG00000015133	587	6098	1115	7482	4643	9811	4165	3191	6168
ENSG00000015153	564	1064	836	1235	1700	1115	997	1018	860
ENSG00000015171	277	1584	565	2032	1188	2844	2245	784	1384
ENSG00000015285	11885	5854	7831	5886	7181	6867	3849	3489	7300
ENSG00000015475	3800	5912	8189	2832	6588	1824	1645	1029	2880
ENSG00000015479	6985	14573	8264	15370	15320	10968	9464	5014	8802
ENSG00000015532	96	397	127	705	393	1051	903	788	698
ENSG00000015568	17	351	65	198	969	334	759	334	175
ENSG00000015676	291	839	267	1175	916	2247	1923	1093	1529
ENSG00000016391	113	92	22	45	27	88	163	116	124
ENSG00000016864	305	621	176	555	412	916	1325	571	622
ENSG00000017260	1317	1930	1105	1465	1582	1928	1985	740	1675
ENSG00000017483	65	376	233	374	280	522	408	592	353
ENSG00000135597	3661	1740	2077	2620	2452	3228	3094	2602	2758
ENSG00000163820	127	1693	638	1098	1290	1413	1337	886	1708
ENSG00000018280	24025	6315	9847	9732	12818	5274	1359	3779	13513
ENSG00000018408	6	16	13	24	24	55	136	43	37
ENSG00000018510	856	1651	1097	2047	1283	1516	1198	748	1774
ENSG00000018610	311	788	555	866	577	499	841	629	700
ENSG00000018625	5	11	6	9	20	28	19	66	10
ENSG00000018699	54	404	78	317	302	538	573	305	343
ENSG00000018869	10	48	42	76	58	100	189	37	41
ENSG00000019102	11	251	203	313	129	650	16	338	393
ENSG00000019144	32	183	78	136	198	184	184	276	142
ENSG00000019169	263	586	299	677	483	66	39	266	675
ENSG00000019485	21	303	109	454	240	430	398	129	250
ENSG00000019505	2	1	7	4	6	23	14	31	8
ENSG00000019582	7890	154242	56624	90021	103493	106714	85264	45488	143178
ENSG00000115904	6241	67	270	266	107	67	11	50	239
ENSG00000019995	1773	1803	1870	2053	3082	1275	1527	373	821
ENSG00000020129	76	439	83	431	379	591	856	383	477
ENSG00000020181	22	35	34	232	236	75	12	28	213
ENSG00000020256	54	244	70	394	219	384	366	223	300
ENSG00000020426	62	270	155	275	243	305	330	195	197
ENSG00000020577	19	177	213	105	330	151	274	204	1067
ENSG00000020633	1401	24739	5037	24875	12788	19541	15356	9461	11728
ENSG00000020922	200	794	393	1283	891	1553	1214	836	1030
ENSG00000021300	10	257	44	237	221	789	702	481	384
ENSG00000021355	75854	8383	25201	8332	8284	4749	4375	2734	6832
ENSG00000021461	3	8	6	5	16	14	15	13	14
ENSG00000021488	5	11	3	12	19	30	20	51	16
ENSG00000021574	1399	1219	710	1432	1183	1170	1058	693	1138
ENSG00000021645	2	9	6	7	12	9	22	27	20
ENSG00000021762	167	875	572	2289	1321	2343	344	573	1584
ENSG00000021776	926	2387	896	2764	1770	2259	1834	1010	1830
ENSG00000231852	34	19	28	18	31	33	32	53	26
ENSG00000022277	6728	2865	4710	2446	3534	2127	2267	1352	2254
ENSG00000022556	21	96	6	240	55	50	43	150	49
ENSG00000022567	1043	716	1692	741	1897	528	712	205	601
ENSG00000022840	35196	5330	13259	5601	9349	4429	3964	2567	4038
ENSG00000022976	618	296	181	374	542	702	722	406	401
ENSG00000023041	1155	1938	904	1722	1484	2138	2400	853	1672
ENSG00000023171	167	735	252	604	692	527	391	237	802
ENSG00000023228	637	946	495	1091	434	922	845	604	736
ENSG00000023287	5785	3972	6519	5316	6569	2564	2977	2118	2297
ENSG00000023318	5462	4308	5277	3668	5244	2377	3095	1497	2927
ENSG00000023330	10200	1149	2449	1305	2544	681	1894	339	969
ENSG00000023445	1757	11845	5070	8056	16116	8569	29278	3957	5956
ENSG00000023516	211	2131	638	2525	1110	2489	2302	648	1844
ENSG00000023572	418	367	195	426	372	784	974	457	601
ENSG00000023608	179	176	300	241	366	232	325	217	170
ENSG00000023697	566	407	400	419	508	546	464	290	575
ENSG00000151304	1556	3149	2834	2968	4344	1931	1987	1237	1823
ENSG00000023839	158	66	187	92	125	119	168	85	91
ENSG00000023892	3695	3813	2256	5577	3588	7421	4829	4805	4603
ENSG00000023902	453	8331	5188	6393	5726	5560	6558	5264	8969
ENSG00000023909	2233	438	2554	1249	496	772	1081	554	454
ENSG00000024048	3843	3996	6232	4758	5605	3494	2743	1431	3081
ENSG00000024422	12	20	22	25	24	63	67	103	37
ENSG00000024526	100	93	34	32	7	30	32	33	13
ENSG00000024862	1229	566	871	691	764	585	665	414	594
ENSG00000025039	1500	763	1259	634	869	295	432	146	411
ENSG00000025156	136	450	280	809	1046	811	582	345	419
ENSG00000025293	1446	3067	3723	4488	2695	3172	2508	2577	2533
ENSG00000025423	2	1	4	2	3	8	24	18	9
ENSG00000025434	29	70	51	62	88	140	335	145	151
ENSG00000284194	10408	9346	6659	8046	14328	4556	13044	7108	31617
ENSG00000025770	223	1485	522	1420	1587	1398	1805	1338	984
ENSG00000025772	102	315	135	207	303	425	861	242	148
ENSG00000025796	2094	4107	2831	4027	2976	3336	4354	1846	2551
ENSG00000025800	2416	3267	2242	4299	2587	3877	3700	2645	3243
ENSG00000026025	115271	74305	46203	59139	66619	29862	24517	18489	44933
ENSG00000169710	4185	3429	14621	2500	2398	1292	3393	889	1461
ENSG00000026297	9194	5459	5273	7930	9490	7741	2566	6493	8458
ENSG00000026508	51806	51877	25775	34720	29477	23733	31491	9756	23066
ENSG00000026559	3	15	9	30	30	137	124	97	16
ENSG00000026652	156	789	352	1470	1002	1075	592	501	1095
ENSG00000026751	1095	12757	10493	2892	1988	4476	24983	2699	4573
ENSG00000026950	1152	4602	3897	5424	6731	13691	9850	3403	6714
ENSG00000027001	16	86	26	86	88	181	240	102	115
ENSG00000027075	589	5528	3285	8215	5473	10362	4874	2845	5274
ENSG00000027697	23050	7193	17175	8817	9242	2539	2205	1068	4271
ENSG00000027847	84	531	131	423	335	529	597	444	415
ENSG00000027869	167	2327	871	3803	1565	1677	2041	957	861
ENSG00000028116	1029	1964	1207	1514	1160	557	965	306	1029
ENSG00000028137	19791	38888	21473	30337	15299	14485	10202	6010	25684
ENSG00000028203	307	1171	502	1129	1090	1048	1231	610	839
ENSG00000028277	575	11867	1870	6874	4936	11348	5940	8023	12284
ENSG00000028310	420	1983	798	1545	1458	2348	1821	3008	1706
ENSG00000028528	4768	2636	2182	4523	3463	3918	4006	2131	3604
ENSG00000028839	823	626	757	785	631	722	790	372	479
ENSG00000029153	111	504	227	184	207	93	1220	183	180
ENSG00000029363	5308	12362	5241	10904	13743	9758	8404	6770	7595
ENSG00000029364	1082	1778	1383	1742	1087	1504	2275	635	1371
ENSG00000029534	30	245	155	383	225	688	184	180	328
ENSG00000029639	40	82	165	124	157	279	322	221	165
ENSG00000029725	829	2225	1190	2630	1861	1840	1574	1110	1509
ENSG00000029993	200	292	222	247	271	154	235	240	82
ENSG00000030066	235	1381	588	1529	1357	1536	1258	856	1344
ENSG00000030110	659	1648	1233	1635	1451	1019	1142	888	1092
ENSG00000030304	1	2	1	3	3	4	7	9	12
ENSG00000030419	57	564	503	1800	1183	2523	798	583	1597
ENSG00000030582	17222	15638	12359	17815	14259	7323	4406	3656	20256
ENSG00000031003	1923	3102	2350	3701	3365	2590	1858	652	2110
ENSG00000031081	402	4505	2485	2908	1067	626	1362	275	1160
ENSG00000031691	70	95	119	106	49	92	204	85	76
ENSG00000031698	1331	2704	1230	2830	1705	2919	4729	2028	2346
ENSG00000031823	926	1929	707	2122	1420	2621	2718	1392	1809
ENSG00000032219	5654	3306	2225	3388	6161	3350	3040	3883	2702
ENSG00000032389	286	293	152	313	373	662	663	487	508
ENSG00000032444	7754	2241	2732	3572	3174	3124	2697	3147	3848
ENSG00000032742	88	464	205	419	379	300	281	237	266
ENSG00000033011	101	385	160	357	294	623	803	772	486
ENSG00000033030	1271	1509	504	1493	2577	1362	1661	968	1001
ENSG00000033050	190	514	313	778	622	775	889	763	733
ENSG00000033100	1753	2269	1069	2173	1540	2063	2341	1448	1883
ENSG00000033122	56	153	43	124	176	202	169	346	109
ENSG00000033170	112	334	137	306	788	932	879	1549	481
ENSG00000033178	2391	1925	2245	1992	2580	1907	1959	813	1783
ENSG00000033327	6111	6475	7839	5977	6286	1263	1400	637	2725
ENSG00000033627	1893	1894	2032	1874	3041	1258	1504	915	1796
ENSG00000033800	5899	3955	6105	4941	5342	3917	2717	1531	3905
ENSG00000033867	116	1567	556	2788	1552	2558	1138	1270	1573
ENSG00000034053	40	567	119	417	244	2219	199	84	176
ENSG00000034152	7090	4078	3945	3711	7643	2615	1752	2033	3547
ENSG00000034510	13035	33807	18287	26610	30546	31918	36075	42310	32225
ENSG00000034533	93	268	13	169	253	319	347	113	181
ENSG00000034677	3087	4851	3767	5527	7680	3614	2721	1107	2368
ENSG00000034693	81	291	87	270	205	293	483	141	200
