GeneID	GSE16250_GPL570_MTB_control_blood_PBMC_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dendritic_cell_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv
10046	-0.44111477431880375	-0.9559242001753436	-0.8547980347436239	-1.011780181574229	-0.08718050259973587
10047	-1.4764743212264813	0	-0.03917295889367356	0	0
10048	-0.3469688927227929	0	-3.4495359609920357	-2.6319803275357163	0
10049	-5.839809270828821	0	-2.4899870509190807	0	-0.2240166354229003
1005	0	-0.013849391242940684	0	-0.057557371862442586	0
10050	0	-0.003169824339902872	0	-0.1726941801134143	0
10051	0	0	0	-0.405292776710144	-0.034943404421048985
10052	0	-0.3006629243294131	-2.8045237821551137	0	-0.06189662363092363
10053	-7.38324489472769	0	-0.03917295889367356	0	-0.07751472800473534
10054	0	0	-1.0335515531887745	0	0
10055	0	0	0	0	-0.3556141235324909
10056	-1.8971015605780064	0	0	-1.7194305416596896	-0.273978612685146
10057	0	-0.02684880866208983	-1.2046207887181506	0	-0.2670672216892125
10058	-0.4753905430386026	0	0	0	-0.018393202522441407
10059	-1.7927079982199736	0	0	-0.07197134261619165	-0.0033837291777455425
1006	-1.5651702415029032	-4.970016948278922	0	0	-0.914041933250429
10060	-0.05464646668548796	-0.1827968951136425	0	-1.1389349056868672	0
10061	-1.5110807899966583	0	-1.9930208533203504	-4.469068626734972	-0.003753437529384812
10062	-0.3837270626580582	-0.1489886890089167	-0.9165556065628078	-0.011020827756287543	0
10063	-0.24100408559773057	0	0	0	-0.03312360411159154
10066	0	-8.507769036706914e-4	0	0	-0.05824062506828221
10067	0	0	-0.08089624098158721	0	0
10068	-0.2315689807469473	-0.006319130521186336	-2.454124389177083	-2.250771525812429	0
10069	-0.2141176636094688	-0.004081128584331711	-0.03917295889367356	0	0
1007	0	-0.2495855033726472	0	0	0
10071	0	0	0	0	-0.004652666514408738
10072	-0.28461138397100805	0	0	-1.3263661028788407	-0.006178021457675126
10073	0	-0.016723057748986303	0	0	0
10075	0	-0.01421937107036808	0	-0.8525571169293192	0
10076	-1.242532022023001	-0.014687069655169973	-0.03917295889367356	0	0
10077	-0.7511149862589799	-0.013861625810122874	0	0	0
10078	-1.066324950579996	-0.019016570534626603	-0.1005431430081023	0	-0.0927592381037206
10079	-6.816929347638173	0	-0.2718170749811477	0	0
1008	0	-0.06118104799632077	0	-2.296372552117877	-0.10426996454201526
10081	-15.694780789544724	0	-1.7582857035315922	-2.8160181492163217	0
10082	-0.01324187482827166	0	-0.03917295889367356	0	-0.22633777368676888
10083	-0.1448540060971446	-0.28941619766385185	-7.979379582300167	-8.680408963158804	0
10084	-0.06735073488114662	0	-1.1195611230541458	-1.6212425835163953	0
10085	0	0	0	-1.3698124380499923	0
10086	0	-0.05546073592859063	-0.03917295889367356	0	0
10087	0	0	0	-0.634022931028239	0
10089	-0.2052804231535978	0	0	0	0
1009	-0.0269312816004888	-0.04497440459712698	-0.7788441553972127	-0.6193269806416546	-0.08760079134369109
10090	0	-0.0454102909340266	-4.127180566494112	-0.6012823382686401	0
10092	-0.0696976255099304	-9.94804543828394e-4	-0.25841874372520013	-0.44749950445582887	0
10093	0	0	0	-0.0388257490258721	-0.01695186224666123
10094	-0.6348426350596132	-9.94804543828394e-4	0	0	0
10095	-0.581758243968341	0	-2.5910133202217724	-5.945370638627078	-0.07135757099288122
10096	0	-0.010138642090838064	-12.825525195679123	-11.172100227669516	-0.07081364554412704
10097	-0.11579673644934883	0	0	-0.8195646634754057	-0.09379606590043645
10098	-2.050601642170147	0	-0.7043003683747167	0	-0.06405608820533938
10099	0	0	-2.5312217458294075	0	-0.05947935616587791
101	-9.101178599516093	0	-0.9806997074319574	0	-0.19549344110637168
1010	0	0	-0.015764777862677493	-0.1987340789822576	-0.19074493398545567
10100	0	-1.2485194814262033	0	0	-0.08436822347525705
10101	-0.4475176033129778	0	0	0	0
10102	0	0	0	0	-0.06180885356062571
10103	-0.2871267370115525	0	0	0	0
10105	0	0	0	0	-0.8444963948988906
10106	0	0	-0.6077583463725316	-1.6362458317635458	0
10107	0	-0.001349658014473891	0	-0.5077144318393866	-0.05513763452326187
10109	0	-0.07261533029751194	0	0	0
1011	-1.5781984392853845	-7.017488861690846e-4	-0.7026595610330413	-2.350109332797825	-0.05082156596494902
10110	-0.34739574688081065	-0.2399311714375311	0	0	0
10111	-0.4571721940682973	-0.006383994532319415	0	0	0
10112	-3.9128621662571055	-0.009357226638564088	0	0	-0.017598069712277953
10113	0	-0.7097277078684616	-0.45622273639328137	0	0
10114	-0.1408010993072017	0	-0.06037880899288384	0	0
10116	-1.6111165682659478	-0.008129215104505788	-5.656570697700401	-4.066790663414927	0
10117	-0.4146295076042096	0	-1.485948801532349	0	0
1012	0	-0.0099847357206755	-0.30746978791972746	0	-0.01133115212466676
10120	-0.6469671451135933	0	0	0	0
10121	-0.09444799135224947	-0.9275461798180176	0	0	0
10123	0	0	0	-1.2845108956129616	0
10124	-0.3665801203878464	0	0	0	0
10125	-0.1966244055703088	0	0	-0.8183424638444231	0
10126	-1.3818454205270896	0	-2.1847676997494623	-1.7078444176371541	0
10127	0	0	0	-2.1406876837753552	0
10128	0	-0.543616811976916	0	0	0
10129	-0.0307300310052514	-0.06930094153505623	0	0	0
1013	-2.091200451182031	-0.015389141905338466	0	0	0
10130	-1.0891735362675097	-0.026671041453541933	0	-0.2093106423640452	0
10131	-1.2337106007542786	0	0	0	0
10133	-0.017485167960267327	-0.05468768007553074	-1.2360043163018024	-2.7851917591920805	0
10134	0	0	0	0	0
10135	-0.5703746588148018	-0.016540637569784328	-1.4220571478986692	0	-1.8757822332757657
10136	0	0	-0.016074202869591048	-0.2168939439756528	-0.04579895436899023
10137	-25.429620372700075	0	0	0	-0.00566389309022379
10138	-0.7146616887334512	0	-0.03917295889367356	0	-0.00427336112312178
10139	-1.1769076129984009	0	0	0	0
1014	0	-9.473392951473972	0	-1.370112527902969	0
10141	-0.04899147900657107	-0.00908938481365329	0	0	-0.028291784826698477
10142	0	0	-0.032315385880255953	0	0
10143	0	-0.004695385814868804	-0.02713705598630356	-0.9893148294942108	-0.04775631167554351
10144	-0.5968900858137367	0	0	0	0
10146	-1.4450822296452264	0	-0.03917295889367356	0	0
10147	0	-0.267626594397979	0	-1.75999890985034	0
10148	-11.883492363964564	0	-3.2573698943542344	-5.227106648404774	0
10149	-0.2178654722271629	0	-1.4215868591069976	-0.3164645822614616	0
1015	-0.5788755037195372	0	-8.348015817097917	0	0
10150	-1.0961898169485942	0	-5.80579900918049	-18.156960613053496	-0.8003360956606027
10152	0	0	-0.26520709920677366	-0.4547874762450126	-0.013981884280920063
10153	-1.1783959147845555	-0.08397949018718842	0	0	0
10154	0	-0.03247909458846543	0	0	-0.009435494419160645
10155	-0.6015042908817936	0	0	-2.511214296799436	0
10156	0	-0.009883277696254522	-0.03917295889367356	0	-0.0014615840412856018
10157	-10.429234320870767	-0.3219225082554642	0	0	0
10158	-1.1019847585955818	-0.10380671636979132	-0.4672339722589569	-0.14382012389425314	-0.07586540537895736
10159	-0.8921390528420936	0	-0.3555739071764391	0	0
1016	-0.09980803625538326	0	0	-0.7917034186550802	-0.10722907686527
10160	-2.8249964981962554	-3.3194961795969	-2.0155429573377197	-1.491585212287862	-0.035530908856011734
10162	-5.183253438028757	-0.020254980986295745	-0.2529389419700422	0	-0.13495998083701255
10163	0	-0.12440213640490992	0	0	0
10164	0	-0.3432342746624091	-1.4222614579900386	0	-0.15409277360800402
10165	-0.8196370749051223	0	-1.9105963120673803	-3.379261607803937	0
10166	-0.01237916120423782	0	-0.5383436620031545	-1.4236740317775456	0
10168	0	0	-1.0352360590899343	-0.8653504643913519	0
10169	-0.3924396746565193	-0.010415158838840234	-5.099397892064681	0	-0.604118336465628
1017	-0.2633974033735801	-0.703321314243915	0	0	-0.4275593421516346
10170	-1.674287239499947	-0.014111072288099102	-0.03917295889367356	0	0
10171	-0.03487952161166863	-0.043865484297065833	-4.556577997497228	-0.6822826511848001	0
10172	0	-0.10427434407089808	0	0	0
10174	-2.1861346794397623	0	-0.03917295889367356	0	0
10175	-0.09909000000701634	0	-0.03917295889367356	0	-0.10554183103612468
10178	-1.0717254113279706	-0.22859855661415995	-3.987630803757349	-5.322586475616775	-0.13148316698755924
10179	-0.3815578594180006	0	0	0	-0.07721527573878428
1018	0	-0.039864993429757176	0	0	0
10180	-0.1573065311247221	-0.0278061339407481	0	-2.8571013957739098	-0.009087689169432256
10181	-0.018104603420114107	-0.0291373549826674	-2.148619848753035	-1.27355631084306	-0.6530961902684427
10184	0	0	0	0	-0.07400743626819778
10186	0	-0.18736292538159627	0	0	-0.020384245524388445
10188	-1.1791028749520878	-0.01932930809908827	0	-0.27050993450359373	0
10189	-0.23700651743378287	-0.23489306083974304	0	0	-0.008164615698279587
1019	-6.662372612808682	0	0	0	0
10190	-5.011502974836026	0	0	0	0
10193	-0.17801518719454434	-0.03868573109989537	-6.34282392862165	-5.899670715614972	0
10194	-0.6926123512763982	0	-0.037904872457915184	0	0
10195	-0.4552683001983686	-0.677257653236039	0	0	0
10196	-0.07956916666183303	-0.1382290139331004	0	0	0
10197	0	-0.02545122803399419	-0.27638111437257296	0	-0.21839707101676356
10198	0	0	-9.78074935721385	-8.55409062286039	-0.22160428781321104
10199	0	-1.9298893897415332	0	0	0
102	-0.36364460667585696	0	0	0	0
1020	-1.3746757875346969	-0.025014433528433317	0	0	0
10200	-1.3511516399941532	-0.5878562362766191	-0.032315385880255953	0	0
10201	-1.1228798341056574	0	-0.1758075588257464	0	0
10202	-2.1747366747740258	0	0	-0.7959488688916756	0
10203	-1.5875972307475863	-0.5031642646947034	0	0	0
10204	-1.7858651772127976	-0.04049660135359345	-2.891606959007248	-5.462529234586882	0
10205	0	0	-0.27894473306232204	-1.6562881096312077	0
10206	0	-1.6888504607941934	0	0	-0.16329004122175828
10207	0	-0.002699440924096075	0	0	-0.13510939831564223
10208	-1.193159524441446	-0.02520230789974311	-1.3073724719437796	-4.12593613691556	-0.026818988304912805
10209	-1.5156593594955488	-0.04096299056662897	-1.0175872663938883	0	-0.1747210703826854
1021	0	-0.6623101165579466	-0.3567253834950348	-1.1090796076209772	-0.6234016796150197
10210	-0.36802900438377806	-0.5931883219624949	0	0	0
10211	-0.10015226652070676	-0.16690976169841565	0	0	0
10212	-0.005721665421891287	-0.03750633870589981	0	0	0
10213	0	-0.3410198935221413	0	0	0
10214	0	-0.022653286873670603	-0.03917295889367356	0	-0.09034152659215612
10215	-0.7830636514347671	-0.4352200158668842	0	0	0
10216	0	0	-6.783218668996068	-6.762985960273069	0
10217	0	0	-3.446710439306301	0	-0.413111350653498
10218	0	-0.3589305009441084	0	0	-0.1595117926442617
10219	0	-0.4478789253988493	-2.1930715355500485	0	-0.2914348768625228
1022	0	0	0	0	-0.017992175524795203
10220	0	-2.769581751862379	-0.03917295889367356	0	0
10221	0	-0.02229209606731841	-5.303878851475906	-15.36583464043872	-0.4945932524653773
10223	0	-0.0033710605839018803	-0.5854722422130333	-0.748814936260438	-0.004770071910905172
10224	0	-0.06104868544535691	0	0	-0.0029867015206406222
10225	0	0	0	-1.2806571151263273	0
10226	0	0	-0.8880370069418544	-0.4044585584760979	0
10227	-0.6093529570245146	-0.342562085615902	-0.23209538340200095	0	0
10228	-0.588587096529597	0	-0.23999630804890412	0	-0.02383694053037277
10229	-6.452827631246319	-0.04860092635854217	-0.03917295889367356	0	-0.027242404475998
10231	-1.2932574887046226	0	-0.21758285642746555	0	0
10232	-0.17635322334880493	0	-0.7704552665689595	0	-0.36282819795609966
10233	0	0	0	0	-0.14531771772933755
10234	-3.402903648301996	0	-0.03917295889367356	0	-0.2149754874634795
10235	0	-0.2387456452464196	-2.2635594374828667	0	0
10236	-0.08907428009183903	-0.6914441199856363	-0.7310199965069887	0	0
10237	0	0	-0.5679087098962003	-0.5882667084462903	0
10238	0	-0.17107311877892617	0	-0.6037554945024761	0
10239	0	0	-0.0110865546796175	0	0
1024	-0.6929722917305212	0	-0.03917295889367356	0	0
10240	-1.2466361260435332	0	-0.019113469304847364	0	-0.3068452508797808
10241	-0.015820094743850932	-0.015289780399293074	0	0	0
10242	0	-0.15652708041045085	0	0	-0.0219460874076537
10243	-0.6706721031023551	0	0	0	0
10244	0	-0.02570900794204256	-3.2511820488969025	-2.2097013772160072	-0.006733673481071852
10245	-0.11983724654970727	-1.1957563500518145	0	0	0
10246	-1.0590739502314035	-0.01976029221412974	-0.026121451844661525	0	-0.2384521155805768
10247	0	-0.8560041941501275	0	0	0
10248	0	-4.521229603720817	-0.28941625514320246	0	-0.21524418777211277
10249	0	0	-8.163999101071719	-0.9039590202133594	0
1025	-0.282055275440175	-0.016431738470033597	0	0	0
10250	-4.01328600211311	0	-1.9662996301318536	0	-0.04622274846711927
10251	-0.23849873596795995	-0.020205021477528007	-2.935418272769277	-0.669888863519138	-0.14333595662290222
10252	0	0	-0.037904872457915184	0	0
10253	-0.808162688072837	-2.298113731186399	0	-0.07092023194433816	-0.008947436178554202
10254	-1.5826865351861594	0	-0.957032770961192	-0.7875080319172327	0
10255	0	-0.028075180918076426	-0.024772325371177573	0	0
10256	-0.204035488160488	0	0	-2.945187798168068	0
10257	-0.14899066046706444	-0.2059735789825019	-0.2999161015717866	-1.3520692145350484	0
1026	-2.1592307236470383	0	-0.24030902274719132	-0.1493752291638224	0
10260	-0.0671318073350986	-0.02587951920265684	0	-0.7161137285840202	-0.13719688078289538
10261	-0.07681695242557651	0	0	0	-0.1684628736532493
10262	0	-0.001367457059339501	-3.2524512690852814	-2.41626213824085	-0.2929323619727376
10263	0	-0.11866211972545536	0	0	-0.2943798494685559
10265	-0.18147656309828167	0	0	0	0
10266	0	-1.0869689703647327	-0.4627573621938387	0	0
10267	-0.16186092400746044	-0.3126169014665821	0	-1.8660016481695347	-0.03891562163557129
10268	-0.5114019881252316	-0.00995248046837724	0	0	-1.0019152917243064
10269	-0.06449760686796455	-4.496977138520042e-4	-3.1980195990661304	-5.850642519070564	-0.7564550004084678
1027	0	-0.012773692260304724	0	-3.4036447524513105	0
10270	-0.440521650185322	0	-0.03917295889367356	0	-0.06543707192051099
10272	0	0	0	0	-0.32853815842614464
10273	0	0	0	0	0
10274	-0.2625230866259164	0	0	-1.298242484457679	-0.9469083237077452
10276	-0.04167820789312482	0	-0.037904872457915184	0	-0.03761301846641776
10277	-0.8913049157930448	0	0	0	0
10278	0	0	-10.399630127674053	-10.18912706196716	-0.048229214766957934
10279	0	-0.2350131007335685	-0.25065159895670575	0	-0.1079039172163624
1028	-0.387175712855288	-0.5218968324166982	-0.03917295889367356	0	-0.23333298152314308
10280	0	-0.5061591165947655	0	0	0
10281	0	0	0	0	0
10282	-0.7947063711579596	-0.1082556832012946	0	-0.005577264404223681	0
10283	0	-0.2689831853351401	0	0	0
10284	-0.1183850880046584	-0.42812561834759966	-6.059201373436823	-5.277048692399503	0
10285	-4.011546737219385	-0.22717936588018797	-0.03917295889367356	0	0
10286	-0.33123719472527924	0	0	0	0
10287	-10.845139937207769	0	-0.7594588163170672	0	-0.7825426767592205
10288	0	0	-6.115139587388926	-3.3966630874752206	-0.14180238186639027
10289	0	0	0	0	-0.02369421274777693
1029	0	-9.332498472400808e-4	-1.7344224145765186	-1.3400046535530603	0
10290	0	0	0	-0.15965688891073426	0
10291	0	-0.6671853141721209	0	0	0
10293	-0.33910576844927176	0	-0.2553276641507074	0	-0.4088962305907038
10294	0	0	0	-0.520551439446013	-0.03217523639062561
10295	-0.6956644120635214	-0.2183485257900564	0	-0.08563889295369442	0
10296	-0.3479400414343605	0	0	0	0
10297	-0.2605366981259021	0	-0.7023156183329924	-6.823681580152213	0
10298	-1.1808570584085178	-0.4876042300753287	-0.037904872457915184	0	-0.0783706878683901
10299	-1.0055837326003667	0	0	0	-0.04826013086341108
103	-0.6979863587549331	0	0	0	-0.1557134325962562
1030	0	-0.018240116580543374	0	-7.260891572247277	0
10300	-1.2722128533678634	0	0	0	0
10301	0	-0.1425655049683019	-0.03917295889367356	0	-0.034642431264307494
10302	0	-0.9502510850414996	-2.2383593350047946	-3.7724593814438103	0
10307	-0.5785631889235167	0	-0.15114305233714265	0	0
10308	0	-0.06905834018568452	-2.110582718020363	0	0
10309	-0.7636408000102841	0	0	0	-0.016604719207190533
1031	-4.132716978374589	-0.5348761696666322	-1.4040018495062538	-0.952560564137829	0
10311	0	0	-2.104500486248716	-2.3041540357549746	0
10312	0	-0.07474050922216194	0	0	-0.491827003061192
10313	0	-1.1757637230933329	-1.218892834471225	-1.54141015422581	0
10314	-0.5262146417442208	-0.09420537255921058	-0.03917295889367356	0	-0.2517984427871722
10316	0	-0.02708973933017772	0	-0.6545294059144233	-0.009661276369840044
10317	-10.006383717001349	-1.3306001889235124	0	-7.243093482945669	0
10318	0	-1.2563339427569336	-0.06646828944308703	0	-0.12994843639473275
10319	0	-1.8031158162597936	0	0	-0.036950854731250926
1032	-0.18105462763980357	0	0	0	0
10320	0	-0.5562161965198662	-0.2762403051256479	0	0
10321	-1.2215693630635962	-1.217100206260487	0	-0.008454942381301178	-0.2344624674549876
10322	0	0	-0.03917295889367356	0	0
10324	0	-0.03469298023615512	0	-0.9485665819926464	-0.025432598104353388
10325	0	-0.012359526717247687	0	0	-0.24871275967197648
10326	-0.02589258784089156	-1.2646557705557004	-0.03917295889367356	0	-0.17517758858899968
10327	0	0	-0.09310431084723136	0	0
10328	-0.4362414175433747	-1.1317489301682535	-0.6149966958506492	-0.21434137052292823	0
10329	0	0	0	0	-0.7749305479295492
1033	-0.23831119590049843	-0.5231945709340367	-0.2003413074716438	0	-0.27042914729659184
10330	0	-0.00858748780825791	-0.04915002836897386	0	-0.03690188461658003
10331	0	-0.6573890094217307	0	0	-0.17781321095947478
10332	0	0	-0.7498124273789692	-1.6416578348070572	0
10333	0	-0.013170119081455274	-0.6688448465013695	-0.010319337553893249	-0.016036174714368023
10335	-0.31345869137974924	0	0	0	0
10336	0	-0.11758312038521156	-0.11525469746919548	0	-1.009227234535278
10340	-0.3433046925828101	0	-0.037904872457915184	0	-0.5990036826976061
10342	-0.8829065378326731	-0.13069739887509835	-3.632186150784959	-1.1174653062948754	-0.7617360455787097
10343	-0.624843278935237	-0.15775441928447917	-6.318859293637406	-5.991356257932307	-1.5914244915687927
10344	-0.08028507755643377	-0.019536780674976276	-0.48817769973520697	-3.895818649366793	-0.13471378320879568
10345	0	-0.07349373341243348	-1.5106507014863522	-1.725463554462784	0
10346	0	0	-0.05948638960833463	-0.4932957505551125	-0.04712884938447581
10347	0	0	0	-0.10191372943682786	-0.04584837422227662
10349	-0.16024305877512046	0	0	0	0
10350	-3.2090700204314206	-0.11017270361792342	-0.03917295889367356	0	-0.1171730894391838
10351	0	0	0	-1.5040113407482982	-26.71011852019904
10352	0	-0.02467685710424977	0	0	-0.023293018502196144
10354	-0.01990519396252637	-0.03516737946347578	-0.0054904848636747605	-0.9432416788766412	-0.05314979729669167
1036	0	-2.2061458848339406	0	-0.6908230226526482	0
10360	-0.05354038944990691	0	0	-1.7648992696110986	0
10361	0	-2.494252521701018e-4	0	0	0
10362	-0.47091827406337294	0	0	0	0
10363	-1.6977851753135202	-2.1276993741294654	-0.03917295889367356	0	0
10365	-0.8742798390917842	-0.3353557541334827	0	0	-0.012847122722574322
10367	0	0	0	-0.31838776387266887	-0.001578703199493929
10368	0	-0.42878285986813225	-0.0638183270611774	-0.5271991142101933	-0.06193751083582288
10369	-3.626724775895172	-0.5955563369733361	0	-0.7815515598445483	0
10370	-4.392828427191318	-0.06002377174715115	0	-0.34682017630298745	0
10371	0	-0.47688534654557335	-0.03917295889367356	0	-0.12650104825002484
10376	0	-0.3634651555543509	0	0	-0.11012800025546682
10379	-0.6579328631636241	-0.16952452938796198	-0.058593078663437215	0	0
10380	-0.02793927809067576	0	-1.759869244634516	-1.606036465013711	0
10381	-0.2885365664655682	0	-1.920822891118636	-0.15952848178898227	0
10382	-0.2862137450572046	-0.03874293505277887	0	-0.011309746077235117	0
10383	0	0	-0.037904872457915184	0	0
10384	0	0	0	-1.5211566317516272	-0.06686554935400765
10385	0	-4.262510351257927	-0.4742775693966384	0	-0.09628075675539673
10388	0	-0.007952951689828125	-0.5374195034216556	-2.1372930042977947	0
10389	-0.2348531330310255	0	0	0	0
1039	-1.3143179542567207	-2.634664801037323	0	0	0
10390	-0.3997067369349864	-0.0013530103589444176	-2.4850244493729736	-2.43308959020126	0
10391	0	-0.05163569146775657	-0.24341587582844504	0	-0.15495936761652374
10393	-0.20716759964543477	-0.6922599864332772	-0.08446429813459111	0	-0.31884581513762345
10394	-0.5385780473065305	-0.6217898397307478	0	0	0
10395	-0.26886299717966505	-0.0124827179218569	-0.2797798556367664	-0.5189893513736323	0
10396	0	-0.6125078145036699	-1.3315506053034376	0	-0.26521768862256057
10397	-0.4907506068145782	-0.0657714930712529	0	0	0
10398	0	-0.20496397019136212	-0.17095475687722106	0	-0.009219365610392828
10399	-0.11099075298066492	-0.04024970437244895	-1.390238133623111	0	-0.1499057593108879
104	0	0	-0.39671693133490105	-1.2510938503751554	-0.04614137112720515
1040	-0.6335161378214379	0	-0.5552072145861575	-0.4721956185023093	0
10400	-0.21420069294480032	-0.03407263557072027	-0.9700790179221446	-3.900674013898087	-0.16043487937108614
10401	-2.877987920861337	0	-0.03917295889367356	0	-0.12391398744667216
10402	-1.0515544844691385	0	0	-0.7124272871006501	-1.0371325261742124
10403	-2.0362107505576144	0	0	-1.9141574105394357	0
10404	0	-0.044626882312794575	0	-2.9540466020044054	0
10406	-1.0789512769344598	-0.05033024222375415	-0.19633682367567	0	0
10407	-0.03434267634904072	0	0	-13.054294007366318	0
10408	-0.15558101557895831	-0.9395986768724196	0	-1.1530073648300916	-2.7152429680802017
10409	0	-0.017877090394604833	-0.07865202769863378	0	-0.23362780615117296
10410	-0.47428378627557927	-0.338346454507468	0	-0.4282784978939991	0
10411	0	0	0	-0.7768399934244641	0
10412	-0.4026664438344403	0	-0.14490792477461834	0	0
10413	0	0	0	0	-0.19822014450739325
10417	-0.4525067522086241	0	-0.1647188876700003	0	-0.06163139996768585
10418	-0.8159972273545283	0	0	0	0
10419	0	-0.14081022615783964	0	0	-0.1858877733653028
10420	0	-3.366760931539395	0	0	0
10421	0	0	-0.1558177195733087	0	0
10422	-1.521788937430753	-0.011470028739877514	0	0	-0.041984204633521066
10423	-0.49208929926095735	-0.007517471383146734	-0.03917295889367356	0	-0.08509409920310522
10424	-4.693220673244672	-0.41288041080916826	-0.17631058925689835	0	-0.23829431417931252
10425	-0.03084203596044444	0	-2.2431489228387704	-1.533703095974281	-0.11945345341238216
10426	-0.18917132387341465	0	0	0	0
10427	-0.426702483804269	-0.04685287840364594	-0.03917295889367356	0	-0.09243881125451804
10428	0	0	-2.155404204541417	-3.865418066438527	0
1043	0	-0.3238767583344544	-0.12465500689159804	0	-0.3378487198948107
10430	-0.4340257648429018	-0.016503287563051437	-0.35683471988492976	0	-0.1318076215117319
10432	-0.9847622963529788	0	-1.4505855867929436	-0.124450580696988	0
10434	0	-0.03182481871164822	-5.690819196231608	-7.091837935367083	0
10435	0	0	-0.8521780357931679	0	0
10436	-0.008959030394932788	0	0	0	0
10437	0	0	-0.8836238193906178	0	-0.04871936638263148
10438	0	-0.05048600254181945	-4.566417997965038	-4.28735675143052	-0.06547524092867185
10439	0	-1.8915575956271715	-0.1588106949199848	-0.8472409033533101	0
1044	-1.8373991387067696	-2.238168478281636	-0.8128414141981164	-0.6169538731698845	-1.974999211995121
10440	0	-2.190928869433715	0	-0.8768497289561785	0
10443	-0.5745166549152924	-1.288869733476547	-1.3269709621604902	-1.3104145892973404	0
10444	-0.07483790204425728	-0.09786391407784915	-0.03917295889367356	0	0
10445	0	-0.2846904214384418	-0.8518870299497623	0	0
10446	-1.0828009913538716	-2.1117963715840284	0	-0.09604883598939384	0
10447	-4.061030270094348	-1.0094392040561493	-0.07198685191670529	-2.087606118594369	-0.342390715261196
10449	-0.035601335399233935	-3.136530124127722	0	-0.08910436118560705	0
1045	0	-1.1314955676607994	-0.08885157811642097	-0.018229804114501924	-0.16586260928164367
10450	0	-0.26969626917224043	-1.395853130557077	0	0
10451	-1.2169991906191095	-1.0623431060249082	-0.04055228686988399	0	0
10452	0	0	0	-0.027467913508396613	0
10454	-0.9463157206595012	0	0	-0.17639846555558825	-0.17872899362259573
