ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0019646	aerobic electron transport chain	44/2279	70/8507	2.381287104568095e-10	1.463409166080029e-7	1.4611304224392945e-7	COX3/NDUFA1/NDUFA2/NDUFA6/NDUFA4/NDUFA5/NDUFA7/ND5/ND4/COX1/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/COX2/NDUFB9/NDUFS2/ND4L/SDHB/ND1/NDUFS1/CYTB/ND2/NDUFB6/NDUFA3/NDUFB8/NDUFB5/NDUFB4/NDUFB7/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8	44
GO:0009142	nucleoside triphosphate biosynthetic process	54/2279	96/8507	8.775787199941751e-10	4.943693455967187e-7	4.93599539701987e-7	LIPA/TBPL1/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/ATP5MJ/VPS9D1/ND4/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/ATP5MF/NME5/ATP6/NDUFB9/NME3/NDUFS2/ND4L/SDHB/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/ATP5PD/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8/LDHC	54
GO:0042773	ATP synthesis coupled electron transport	44/2279	75/8507	5.458841649187385e-9	2.6358406820361944e-6	2.63173628981876e-6	COX3/NDUFA1/NDUFA2/NDUFA6/NDUFA4/NDUFA5/NDUFA7/ND5/ND4/COX1/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/COX2/NDUFB9/NDUFS2/ND4L/SDHB/ND1/NDUFS1/CYTB/ND2/NDUFB6/NDUFA3/NDUFB8/NDUFB5/NDUFB4/NDUFB7/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8	44
GO:0042775	mitochondrial ATP synthesis coupled electron transport	44/2279	75/8507	5.458841649187385e-9	2.6358406820361944e-6	2.63173628981876e-6	COX3/NDUFA1/NDUFA2/NDUFA6/NDUFA4/NDUFA5/NDUFA7/ND5/ND4/COX1/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/COX2/NDUFB9/NDUFS2/ND4L/SDHB/ND1/NDUFS1/CYTB/ND2/NDUFB6/NDUFA3/NDUFB8/NDUFB5/NDUFB4/NDUFB7/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8	44
GO:0009205	purine ribonucleoside triphosphate metabolic process	61/2279	119/8507	9.724859177975768e-9	4.38266986954108e-6	4.3758454069600435e-6	LIPA/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/MYH6/ATP5MJ/VPS9D1/ND4/ND3/MYH3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/ATP5MF/NME5/GTPBP1/ATP6/ENPP3/ENPP1/RAN/NDUFB9/NME3/NDUFS2/ND4L/SDHB/OPA1/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/ATP5PD/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/MYH4/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8/LDHC	61
GO:0009199	ribonucleoside triphosphate metabolic process	62/2279	123/8507	1.6951386088820637e-8	7.161960622526719e-6	7.150808394836706e-6	LIPA/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/ENTPD4/MYH6/ATP5MJ/VPS9D1/ND4/ND3/MYH3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/ATP5MF/NME5/GTPBP1/ATP6/ENPP3/ENPP1/RAN/NDUFB9/NME3/NDUFS2/ND4L/SDHB/OPA1/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/ATP5PD/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/MYH4/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8/LDHC	62
GO:0022904	respiratory electron transport chain	49/2279	90/8507	2.2512534601935816e-8	8.952043171122713e-6	8.938103521214394e-6	COX3/NDUFA1/NDUFA2/NDUFA6/NDUFA4/NDUFA5/NDUFA7/ND5/ND4/COX1/SCO2/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/PLEC/ND6/COX2/NDUFB9/NDUFS2/ND4L/SDHB/PUM2/GPD1/ND1/NDUFS1/CYTB/ND2/NDUFB6/NDUFA3/PPARGC1A/NDUFB8/NDUFB5/NDUFB4/NDUFB7/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8	49
GO:0009144	purine nucleoside triphosphate metabolic process	61/2279	122/8507	3.257484061241936e-8	1.2233662363330826e-5	1.2214612748937599e-5	LIPA/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/MYH6/ATP5MJ/VPS9D1/ND4/ND3/MYH3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/ATP5MF/NME5/GTPBP1/ATP6/ENPP3/ENPP1/RAN/NDUFB9/NME3/NDUFS2/ND4L/SDHB/OPA1/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/ATP5PD/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/MYH4/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8/LDHC	61
GO:0046034	ATP metabolic process	54/2279	105/8507	5.915861920619732e-8	2.1048013991257574e-5	2.1015239132971594e-5	LIPA/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/MYH6/ATP5MJ/VPS9D1/ND4/ND3/MYH3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/ATP5MF/ATP6/ENPP3/ENPP1/NDUFB9/NDUFS2/ND4L/SDHB/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/PPARGC1A/ATP5PD/NDUFB8/NDUFB5/ATP8/NDUFB4/IL4/NDUFB7/MYH4/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8/LDHC	54
GO:0072522	purine-containing compound biosynthetic process	82/2279	182/8507	6.667583221235728e-8	2.2536431287776762e-5	2.25013387445071e-5	PPT2/LIPA/PPAT/SLC22A13/IDO1/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/SLC4A7/HACD1/ATP5MJ/VPS9D1/ND4/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/PNP/NOS3/NPR2/ND6/ATP5MF/NME5/ATP6/PDK4/NPPC/MTAP/PTGIS/PDHA2/PDHB/PDHA1/NNMT/NDUFB9/NME3/PDK2/NDUFS2/ND4L/NPR1/SDHB/PFAS/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/GUCY1B1/ATP5PD/HPRT1/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/SHMT2/GUCY2F/GUK1/GUCA1A/PDK3/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/GUCY1A2/GUCY2C/NDUFA9/NDUFA8/LDHC	82
GO:0009141	nucleoside triphosphate metabolic process	63/2279	132/8507	1.7684174129801658e-7	5.692619862736153e-5	5.6837556150520424e-5	LIPA/TBPL1/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/ENTPD4/MYH6/ATP5MJ/VPS9D1/ND4/ND3/MYH3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/ATP5MF/NME5/GTPBP1/ATP6/ENPP3/ENPP1/RAN/NDUFB9/NME3/NDUFS2/ND4L/SDHB/OPA1/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/ATP5PD/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/MYH4/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8/LDHC	63
GO:0006164	purine nucleotide biosynthetic process	79/2279	178/8507	2.513613602486126e-7	7.723649069457368e-5	7.711622210115332e-5	PPT2/LIPA/PPAT/SLC22A13/IDO1/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/SLC4A7/HACD1/ATP5MJ/VPS9D1/ND4/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/NOS3/NPR2/ND6/ATP5MF/NME5/ATP6/PDK4/NPPC/PTGIS/PDHA2/PDHB/PDHA1/NNMT/NDUFB9/NME3/PDK2/NDUFS2/ND4L/NPR1/SDHB/PFAS/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/GUCY1B1/ATP5PD/HPRT1/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/GUCY2F/GUK1/GUCA1A/PDK3/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/GUCY1A2/GUCY2C/NDUFA9/NDUFA8/LDHC	79
GO:0006625	protein targeting to peroxisome	13/2279	14/8507	3.7599518156138847e-7	1.0166909709419944e-4	1.0151078333354203e-4	PEX3/USP9X/PEX1/PEX6/PEX7/PEX14/TRIM37/PEX5/PEX16/PEX13/PEX12/PEX10/PEX19	13
GO:0072662	protein localization to peroxisome	13/2279	14/8507	3.7599518156138847e-7	1.0166909709419944e-4	1.0151078333354203e-4	PEX3/USP9X/PEX1/PEX6/PEX7/PEX14/TRIM37/PEX5/PEX16/PEX13/PEX12/PEX10/PEX19	13
GO:0072663	establishment of protein localization to peroxisome	13/2279	14/8507	3.7599518156138847e-7	1.0166909709419944e-4	1.0151078333354203e-4	PEX3/USP9X/PEX1/PEX6/PEX7/PEX14/TRIM37/PEX5/PEX16/PEX13/PEX12/PEX10/PEX19	13
GO:0009152	purine ribonucleotide biosynthetic process	71/2279	157/8507	4.231823021981133e-7	1.1002739857150946e-4	1.0985606970422278e-4	PPT2/LIPA/PPAT/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/HACD1/ATP5MJ/VPS9D1/ND4/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/NPR2/ND6/ATP5MF/NME5/ATP6/PDK4/NPPC/PDHA2/PDHB/PDHA1/NDUFB9/NME3/PDK2/NDUFS2/ND4L/NPR1/SDHB/PFAS/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/GUCY1B1/ATP5PD/HPRT1/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/GUCY2F/PDK3/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/GUCY1A2/GUCY2C/NDUFA9/NDUFA8/LDHC	71
GO:0030050	vesicle transport along actin filament	12/2279	13/8507	1.310717035595207e-6	3.281647096527259e-4	3.276537088591215e-4	MYO1B/MYO1A/MYO1E/MYO7B/MYO7A/MYO1C/MYO1D/WASL/MYO5A/MYO1F/MYO6/MYO5B	12
GO:1901293	nucleoside phosphate biosynthetic process	83/2279	199/8507	2.882432379698144e-6	6.959015316699805e-4	6.948179104746052e-4	PPT2/LIPA/PPAT/KARS1/SLC22A13/IDO1/TBPL1/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/SLC4A7/HACD1/ATP5MJ/VPS9D1/ND4/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/PNP/NOS3/NPR2/ND6/ATP5MF/NME5/ATP6/PDK4/NPPC/PTGIS/PDHA2/PDHB/PDHA1/NNMT/NDUFB9/NME3/TK1/PDK2/NDUFS2/ND4L/NPR1/SDHB/PFAS/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/GUCY1B1/ATP5PD/HPRT1/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/GUCY2F/GUK1/GUCA1A/PDK3/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/GUCY1A2/GUCY2C/NDUFA9/NDUFA8/LDHC	83
GO:0006119	oxidative phosphorylation	49/2279	102/8507	3.208158525810209e-6	7.247363119176696e-4	7.236077907219087e-4	COX3/NDUFA1/NDUFA2/NDUFA6/NDUFA4/NDUFA5/NDUFA7/ND5/ND4/COX1/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/ND6/ATP5MF/ATP6/COX2/NDUFB9/NDUFS2/ND4L/SDHB/ND1/NDUFS1/CYTB/ND2/NDUFB6/NDUFA3/ATP5PD/NDUFB8/NDUFB5/ATP8/NDUFB4/NDUFB7/SHMT2/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8	49
GO:0007031	peroxisome organization	17/2279	23/8507	3.216285407918652e-6	7.247363119176696e-4	7.236077907219087e-4	ACOT8/PEX3/USP9X/PEX1/PEX6/PEX7/PEX14/PEX11A/TRIM37/PEX5/PEX16/PEX13/PEX12/PEX10/ABCD3/PEX11B/PEX19	17
GO:0006661	phosphatidylinositol biosynthetic process	40/2279	78/8507	3.339788680352826e-6	7.282894025543581e-4	7.271553486730838e-4	DPM1/DPM2/SYNJ1/IP6K1/MTMR2/PIGB/SOCS5/PIK3C2G/PIK3CB/PIGK/PIGH/PIK3C2B/PDGFA/PIGC/IMPA2/PDGFB/PIK3C3/PIGF/PIGA/PIK3CA/PIK3CD/PIK3C2A/INPPL1/PIK3CG/MTM1/SOCS3/EFR3B/BPNT1/FIG4/SYNJ2/PITPNM1/HTR2A/SACM1L/INPP5F/MTMR7/PIGL/EFR3A/INPP4B/HTR2C/PTEN	40
GO:0009260	ribonucleotide biosynthetic process	71/2279	165/8507	4.0006745663367286e-6	8.45142502138634e-4	8.438264907681285e-4	PPT2/LIPA/PPAT/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/HACD1/ATP5MJ/VPS9D1/ND4/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/NPR2/ND6/ATP5MF/NME5/ATP6/PDK4/NPPC/PDHA2/PDHB/PDHA1/NDUFB9/NME3/PDK2/NDUFS2/ND4L/NPR1/SDHB/PFAS/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/GUCY1B1/ATP5PD/HPRT1/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/GUCY2F/PDK3/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/GUCY1A2/GUCY2C/NDUFA9/NDUFA8/LDHC	71
GO:0016558	protein import into peroxisome matrix	11/2279	12/8507	4.542107930248543e-6	9.143765134622861e-4	9.12952694537555e-4	USP9X/PEX1/PEX6/PEX7/PEX14/TRIM37/PEX5/PEX16/PEX13/PEX12/PEX10	11
GO:0009165	nucleotide biosynthetic process	82/2279	198/8507	4.598935126881321e-6	9.143765134622861e-4	9.12952694537555e-4	PPT2/LIPA/PPAT/KARS1/SLC22A13/IDO1/TBPL1/NDUFA1/NDUFA2/NDUFA6/NDUFA5/NDUFA7/ND5/SLC4A7/HACD1/ATP5MJ/VPS9D1/ND4/ND3/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/NDUFC2/NDUFC1/PNP/NOS3/NPR2/ND6/ATP5MF/NME5/ATP6/PDK4/NPPC/PTGIS/PDHA2/PDHB/PDHA1/NNMT/NDUFB9/NME3/PDK2/NDUFS2/ND4L/NPR1/SDHB/PFAS/ND1/NDUFS1/ND2/NDUFB6/NDUFA3/NME1/PPARGC1A/GUCY1B1/ATP5PD/HPRT1/NDUFB8/NDUFB5/NME2/ATP8/NDUFB4/IL4/NDUFB7/GUCY2F/GUK1/GUCA1A/PDK3/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/GUCY1A2/GUCY2C/NDUFA9/NDUFA8/LDHC	82
GO:0009060	aerobic respiration	62/2279	140/8507	5.281212624187808e-6	0.0010200284954145595	0.0010184401607907434	SUCLG1/COX3/NDP/NDUFA1/NDUFA2/NDUFA6/NDUFA4/NDUFA5/NDUFA7/ND5/ND4/COX1/ND3/SUCLG2/MDH2/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/OGDH/NDUFC2/NDUFC1/ND6/MTFR1/ATP5MF/ATP6/COX2/ME3/OXA1L/PDHA2/PDHB/PDHA1/SUCLA2/NDUFB9/NDUFS2/ND4L/SDHB/ND1/NDUFS1/CYTB/ND2/NDUFB6/HIF1A/NDUFA3/ATP5PD/NDUFB8/NDUFB5/ATP8/NDUFB4/NDUFB7/SHMT2/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8	62
GO:0099515	actin filament-based transport	12/2279	14/8507	6.919048159798109e-6	0.0012992434877843115	0.0012972203742872947	MYO1B/MYO1A/MYO1E/MYO7B/MYO7A/MYO1C/MYO1D/WASL/MYO5A/MYO1F/MYO6/MYO5B	12
GO:0015919	peroxisomal membrane transport	14/2279	18/8507	9.300903475890861e-6	0.0016545817762374268	0.0016520053486817788	PEX3/USP9X/PEX1/PEX6/PEX7/PEX14/TRIM37/PEX5/PEX16/PEX13/PEX12/PEX10/ABCD3/PEX19	14
GO:0043574	peroxisomal transport	14/2279	18/8507	9.300903475890861e-6	0.0016545817762374268	0.0016520053486817788	PEX3/USP9X/PEX1/PEX6/PEX7/PEX14/TRIM37/PEX5/PEX16/PEX13/PEX12/PEX10/ABCD3/PEX19	14
GO:0045333	cellular respiration	70/2279	167/8507	1.390283713829954e-5	0.0024098251039719205	0.0024060726513030132	SUCLG1/COX3/TRAP1/NDP/NDUFA1/NDUFA2/NDUFA6/NDUFA4/NDUFA5/NDUFA7/ND5/ND4/COX1/SCO2/ND3/SUCLG2/MDH2/NDUFS6/NDUFS8/NDUFS5/NDUFV3/NDUFS3/NDUFV1/NDUFS4/NDUFV2/OGDH/NDUFC2/NDUFC1/PLEC/PIK3CA/ND6/MTFR1/ATP5MF/ATP6/COX2/ME3/OXA1L/PDHA2/PDHB/PDHA1/SUCLA2/NDUFB9/NDUFS2/ND4L/SDHB/PUM2/GPD1/ND1/NDUFS1/CYTB/ND2/NDUFB6/HIF1A/NDUFA3/PPARGC1A/ATP5PD/NDUFB8/NDUFB5/ATP8/NDUFB4/IL4/NDUFB7/SHMT2/NDUFB3/NDUFB2/NDUFB1/NDUFAB1/NDUFA10/NDUFA9/NDUFA8	70
