GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_up.tsv	GSE18794_GPL6244_MTB_Cpn60.1_control_2h_blood_monocytes_up.tsv	GSE19491_GPL6947_PTB_control_blood_whole_blood_up.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_up.tsv	GSE39941_GPL10558_MTB_HIVneg_control_blood_whole_blood_up.tsv	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood_up.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_up.tsv	GSE83456_GPL10558_EPTB_control_blood_up.tsv	GSE83456_GPL10558_PTB_control_blood_up.tsv	GSE119143_GPL17586_MTB_control_blood_pbmc_up.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_up.tsv
9690	0	0	0	0	0	0	0	0	0	0	0
9695	0	0	0	0	0	0	0	1.2385948994027336	1.2385948994027336	0	0
9697	0	0	0	0	0	0	0	0	0	0	0
9702	0	0	0	0	0	0	0	0	0	0	0
9703	0	0	0	0	0	0	0	0	0	0	0
9709	0	0	1.0016847138645677	0	0	0	0	0	0	0	0
9710	0	0	0	0	0	0	0	0.7076663532118568	0.7076663532118568	0	0
9712	0	0	0	0	0	0	0	0	0	0	0
9738	0	0	0	0	0	0	0	0	0	0	0
976	0	0	0	0	0	0	0	0	0	0	0
9761	0	0	0	0	0	0	0	0	0	0.05796327489735687	0
9797	22.553411131958548	0.29942497793846323	0	0	0	0	0	0	0	0	0
9801	0	0	0	0	0	0	0	0	0	0	0
9805	0	0.1506478588331157	0	0	0	0	0	0	0	0	0
9813	0	0	0	0	0	0	0	0	0	0	0
9817	0	0	0	0	0	0	0	0	0	0	0
983	0	0	0	0	0	0	0	0	0	0	0
9833	0	0	0	0	0	0	0	0	0	0	0
9842	0	0	0	0	0	0	0	0	0	0	0
9847	0	0	0	0	0	0	0	0	0	0	0
9851	0	0	0	0	0	0	0	5.54685333042039	5.54685333042039	0	0
9854	0	0	0	0	0	0	0	0.916218331515929	0.916218331515929	0	0
9868	0	0	0	0.06482409910249126	0	0	0	0	0	0	0
9897	0	0	0	0	0	0	0	0	0	0	0
9903	0	0	0	0	0	0	0	0	0	0	0
991	1.9544045893112687	0	0	0	0	0	0	4.155618523827076	4.155618523827076	0	0
9915	0	0	0	0	0	0	0.5239283059338571	0	0	0	0
9917	0.6778572359099916	0	0	0	0	0	0	4.765007608293356	4.765007608293356	0	0
9918	0	0.08167176603084278	0	0	0	0	0	0	0	0	0
9924	0	0	0	0	0	0	0	0	0	0	0
9926	0	0	0	0	0	0	0	0	0	0	0
9928	0	0	0	0	0	0	0	0	0	0	0
993	0	0	0	0	0	0	0	0	0	0	0
994	0	0	0	0	0	0	0	0	0	0	0
9943	0	0	0	0	0	0	0	0	0	0	0
9961	0	0	0	0	0	0	0	0	0	0	0
998	1.4458925179579565	0	0	0	0	0	0	0	0	0	0
9988	0	0	0.22965550237418164	0.06623819724457392	0	0	0	0	0	0	1.04834892645767
