GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_dn.tsv	GSE18794_GPL6244_MTB_Cpn60.1_control_2h_blood_monocytes_dn.tsv	GSE19491_GPL6947_PTB_control_blood_whole_blood_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_dn.tsv	GSE39941_GPL10558_MTB_HIVneg_control_blood_whole_blood_dn.tsv	GSE39941_GPL10558_MTB_HIVpos_control_blood_whole_blood_dn.tsv	GSE42830_GPL10558_MTB_control_blood_whole_blood_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv	GSE119143_GPL17586_MTB_control_blood_pbmc_dn.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv
79643	0	0	0	0	0	0	0	0	0	0	0	0
79716	0	0	0	0	0	0	0	0	0	0	0	0
7982	-1.0644436410611542	0	0	0	0	0	0	-0.07827663454967082	0	0	0	0
79850	0	0	0	0	0	0	0	0	0	0	0	0
79902	0	0	0	0	0	0	0	0	0	0	0	0
79921	0	0	0	0	0	0	0	0	0	0	0	0
7994	-0.10745839633332022	0	0	0	0	0	0	0	0	0	-0.05550706930284499	0
79947	0	0	0	0	0	0	0	0	0	0	0	0
79961	0	0	0	0	0	0	0	0	0	0	0	0
80204	0	0	0	0	0	0	0	0	0	0	0	0
80212	0	0	0	0	0	0	0	0	0	0	0	0
80347	0	0	0	0	0	0	0	0	0	0	0	0
80349	0	0	0	0	0	0	0	0	0	0	0	0
8050	0	0	0	0	0	0	0	0	-0.8530620766135986	-0.8530620766135986	0	0
8061	0	0	0	0	0	0	0	0	0	0	0	0
80746	0	0	0	0	0	0	0	0	0	0	0	0
80758	0	0	0	0	0	0	0	0	0	0	0	0
808	0	0	0	0	0	0	0	0	0	0	0	0
8091	-0.6032578920027953	0	0	0	0	0	0	0	0	0	0	-0.055129609977470295
813	0	0	0	0	0	0	0	0	-0.2984659234091285	-0.2984659234091285	0	0
81533	0	0	0	0	0	0	0	0	0	0	0	0
81544	0	0	0	0	0	0	0	0	0	0	0	0
8202	0	0	0	0	0	0	0	0	0	0	-0.5010527745587995	0
8204	0	0	0	0	0	0	0	0	0	0	0	0
823	0	-0.45378153955363953	0	0	0	0	0	0	0	0	0	0
8243	0	0	0	0	0	0	0	0	0	0	0	0
8270	0	0	0	0	0	0	0	0	0	0	0	0
831	0	0	0	0	0	0	0	0	0	0	0	0
8312	0	0	0	0	0	0	0	0	0	0	0	0
8318	-0.1555174791779037	0	0	0	0	0	0	0	0	0	-0.6948482974022507	0
8321	0	0	0	0	0	0	0	0	0	0	0	0
8324	0	0	0	0	0	0	0	0	0	0	0	-0.7534532005283823
8349	-0.1394293221494457	0	0	0	0	0	0	0	0	0	0	0
835	-0.19029514317696283	0	0	0	0	0	0	-0.3398425696803873	0	0	0	0
836	-0.5272296035761327	0	0	0	0	0	0	0	-0.5032167866429713	-0.5032167866429713	0	0
83743	0	0	0	0	0	0	0	0	0	0	0	0
8396	0	0	0	0	0	0	0	0	0	0	0	0
840	0	-0.3424698325419694	0	0	0	0	0	-0.33244014448356296	0	0	0	0
84159	0	0	0	0	0	0	0	0	0	0	0	0
843	0	0	0	0	0	0	0	-0.04901308368050561	0	0	0	0
8440	0	0	0	0	0	0	0	0	0	0	0	0
8444	0	-1.2015537686915267	0	0	0	0	0	0	0	0	0	0
8446	-0.5272661279297169	0	0	0	0	0	0	0	0	0	0	0
84617	0	0	0	0	0	0	0	0	0	0	0	0
847	-0.4162120647709969	0	0	0	0	0	0	-0.11327852102833692	0	0	0	0
84722	0	0	0	0	0	0	0	0	0	0	0	0
8480	0	0	0	0	0	0	0	0	0	0	0	0
84890	0	0	0	0	0	0	0	0	0	0	0	0
8503	0	0	0	0	0	0	0	0	0	0	0	0
8508	0	0	0	0	0	0	0	0	0	0	0	0
8518	0	0	0	0	0	0	0	0	0	0	0	0
8520	0	0	0	0	0	0	0	0	0	0	0	0
85236	0	0	0	0	0	0	0	0	0	0	0	0
85377	0	0	0	0	0	0	0	0	0	0	0	0
8550	0	0	0	0	0	0	0	0	0	0	-0.06028257633774325	0
8553	0	0	0	0	0	0	0	0	0	0	0	0
8569	-0.2796253907912998	0	0	0	0	0	0	0	0	0	0	0
8573	0	0	0	0	0	0	0	0	0	0	0	0
8574	0	0	0	0	0	0	0	0	0	0	0	0
8607	0	-0.931394197550584	0	0	0	0	0	0	-0.2939392455699623	-0.2939392455699623	0	0
8624	0	0	0	0	0	0	0	0	0	0	0	0
8678	0	0	0	0	0	0	0	0	0	0	0	0
868	0	0	0	0	0	0	0	0	0	0	0	0
8720	0	0	0	0	0	0	0	0	0	0	0	0
8726	0	0	0	0	0	0	0	0	0	0	0	0
8727	0	0	0	0	0	0	0	0	0	0	0	0
873	0	0	0	0	0	0	0	0	0	0	0	0
8731	0	0	0	0	0	0	0	0	0	0	-0.26053061376238773	0
874	0	0	0	0	0	0	0	0	0	0	0	0
8800	0	0	0	-1.030037119569411	0	0	0	0	0	0	0	0
8804	-0.1294823391788933	0	0	0	0	0	0	0	0	0	0	0
8821	-0.6364937917081914	0	0	0	0	0	0	0	0	0	0	0
8826	0	0	0	0	0	0	0	0	0	0	0	0
8835	0	-0.11485098316646586	0	0	0	0	0	0	0	0	0	0
8837	-0.8322808559569164	0	0	0	0	0	0	0	0	0	0	0
8851	0	0	0	0	0	0	0	0	0	0	0	0
8869	0	0	0	0	0	0	0	0	0	0	0	0
8870	0	-0.1390006218908728	0	0	0	0	0	0	0	0	0	0
8878	0	0	0	0	0	0	0	0	0	0	0	0
8884	0	0	0	0	0	0	0	0	0	0	0	0
8895	0	0	0	0	0	0	0	0	0	0	0	0
890	0	0	0	0	0	0	0	0	0	0	0	0
8900	0	0	0	0	0	0	0	0	0	0	0	0
891	0	0	0	0	0	0	0	0	0	0	0	0
8914	-1.227039984527932	0	0	0	0	0	0	0	0	0	0	0
896	0	0	0	0	0	0	0	-0.5908460514443254	0	0	0	0
8974	0	0	0	0	0	0	0	-0.26852791297627565	0	0	0	0
8985	-0.12340216869913956	0	0	0	0	0	0	0	0	0	-0.0651126021228885	0
899	-0.8959103818086696	0	0	0	0	0	0	0	0	0	0	0
89910	0	0	0	0	0	0	0	0	0	0	0	0
8996	0	0	0	0	0	0	0	0	0	0	0	0
9016	0	0	0	0	0	0	0	0	0	0	0	0
9019	-0.937381846973834	0	0	0	0	0	0	0	0	0	0	0
902	-0.260598806023697	-0.07415377460014261	0	0	0	0	0	0	0	0	0	0
9053	0	0	0	0	0	0	0	0	0	0	0	0
90861	0	0	0	0	0	0	0	0	0	0	0	0
9093	-1.6330874318140751	0	0	0	0	0	0	0	0	0	0	0
9097	0	0	0	0	0	0	0	0	0	0	0	0
9112	0	0	0	0	0	0	0	0	0	0	-0.3625646635381545	0
91137	0	0	0	0	0	0	0	0	0	0	0	0
9124	0	0	0	0	0	0	0	0	0	0	0	0
9126	-0.10104198267562704	0	0	0	0	0	0	-0.008655014114481885	0	0	0	0
9128	0	0	0	0	0	0	0	0	0	0	0	0
9133	0	0	0	0	0	0	0	0	0	0	0	0
9134	0	0	0	0	0	0	0	0	0	0	0	0
9143	0	0	0	0	0	0	0	0	0	0	0	0
9170	-0.6310991794754136	0	0	0	0	0	0	0	0	0	0	0
9181	0	0	0	0	0	0	0	0	0	0	0	0
9183	0	0	0	0	0	0	-0.2005914454384049	0	0	0	0	0
91949	0	0	0	0	0	0	0	0	0	0	0	0
9212	-0.32049142508670975	-0.05522821960976221	0	0	0	0	0	0	0	0	0	0
9217	-1.457568200807602	0	0	0	0	0	0	0	0	0	0	0
9221	0	0	0	0	0	0	0	0	0	0	0	0
9246	0	0	0	0	0	0	0	0	0	0	0	0
9261	-0.1566306438479741	0	0	0	0	0	0	0	0	0	0	0
9267	0	0	0	0	0	0	0	0	0	0	0	0
9270	0	-0.342014769918324	0	0	0	0	0	0	0	0	0	0
9275	0	0	0	0	0	0	0	0	0	0	0	0
9276	0	0	0	0	0	0	0	-1.865598934349885	0	0	0	0
9289	0	0	0	0	0	0	0	0	0	0	0	0
93487	0	0	0	0	0	0	0	0	0	0	0	0
93594	0	0	0	0	0	0	0	0	0	0	0	0
9375	0	0	0	0	0	0	0	0	0	0	0	0
94239	0	0	0	0	0	0	0	0	0	0	0	0
9448	-0.2592671242382397	0	0	0	0	0	0	0	0	0	0	0
9455	0	0	0	0	0	0	0	0	0	0	0	0
9467	-0.4155614797127085	0	0	0	0	0	0	0	0	0	0	0
9488	0	0	0	0	0	0	0	0	0	0	0	0
949	0	0	0	0	0	0	0	0	0	0	0	0
9491	-0.06468992678102703	0	0	0	0	0	0	0	0	0	-0.4263836005849316	0
9517	0	0	0	0	0	0	0	0	0	0	0	0
9519	0	0	0	0	0	0	0	0	0	0	0	0
9531	0	0	0	-0.6609325908253378	0	0	0	0	0	0	0	0
9533	-0.09342169280723578	0	0	0	0	0	0	0	0	0	0	0
9552	0	0	0	0	0	0	0	0	0	0	0	0
958	-0.29682494155059513	0	0	0	0	0	0	0	0	0	0	0
960	0	-0.40040784702042775	0	0	0	0	0	0	0	0	0	0
9637	0	0	0	0	0	0	0	0	0	0	0	0
9641	0	0	0	0	0	0	0	0	0	0	0	0
965	0	0	0	0	0	0	0	0	0	0	0	0
9650	0	0	0	0	0	0	0	0	0	0	0	0
9653	0	-1.3243310521537806	0	0	0	0	0	-0.4278483938422237	0	0	0	0
9670	0	-0.06256024991448195	0	0	0	0	0	0	0	0	0	0
9686	-0.2027836494114522	0	0	0	0	0	0	0	0	0	-0.07875615341211545	0
9688	0	0	0	0	0	0	0	0	0	0	0	0
9690	0	0	0	0	0	0	0	0	0	0	0	0
9695	0	0	0	0	0	0	0	0	0	0	0	0
9697	0	0	0	0	0	0	0	-0.7143153674235971	0	0	0	0
9702	0	-0.24040486560322072	0	0	0	0	0	0	0	0	-0.03859995228435387	0
9703	0	0	0	0	0	0	0	0	0	0	-0.016082606148745016	0
9709	0	0	0	0	0	0	0	0	0	0	0	0
9710	0	0	0	0	0	0	0	0	0	0	-0.27886794080345423	0
9712	0	0	0	0	0	0	0	0	0	0	0	0
9738	0	0	0	0	0	0	0	0	0	0	0	0
976	0	0	0	0	0	0	0	0	0	0	0	0
9761	0	-0.381064890184029	0	0	0	0	0	0	0	0	0	0
9797	0	0	0	0	0	0	0	0	0	0	0	-0.26781953103088907
9801	-1.6232792891261925	-0.9022620619432368	0	0	0	0	0	-0.5498985366196105	0	0	0	-0.3378822855580541
9805	0	0	0	0	0	0	0	0	0	0	0	0
9813	0	0	0	0	0	0	0	0	0	0	0	0
9817	0	0	0	0	0	0	0	0	0	0	0	0
983	0	0	0	0	0	0	0	0	0	0	0	0
9833	-0.46614790098560815	0	0	0	0	0	0	0	0	0	0	0
9842	0	0	0	0	0	0	0	0	0	0	0	0
9847	0	-0.3810419944238912	0	0	0	0	0	0	0	0	0	0
9851	-1.180445890494355	0	0	0	0	0	0	0	0	0	0	0
9854	0	0	0	0	0	0	0	0	0	0	0	0
9868	0	0	0	0	0	0	0	0	0	0	0	0
9897	0	-0.7313180222031537	0	0	0	0	0	0	0	0	0	0
9903	0	0	0	0	0	0	0	0	0	0	0	0
991	0	0	0	0	0	0	0	0	0	0	0	0
9915	0	0	0	0	0	0	0	0	0	0	0	0
9917	0	0	0	0	0	0	0	0	0	0	-0.4361390866467483	0
9918	0	0	0	0	0	0	0	0	0	0	0	0
9924	0	-0.0660000866990591	0	0	0	0	0	0	0	0	0	0
9926	0	0	0	0	0	0	0	0	0	0	0	0
9928	0	-1.2338270515523737	0	0	0	0	0	0	0	0	0	0
993	0	0	0	0	0	0	0	0	0	0	0	0
994	0	0	0	0	0	0	0	0	0	0	0	0
9943	0	0	0	0	0	0	0	0	0	0	0	0
9961	-2.311326536077727	-1.5747943974257286	0	0	0	0	0	0	0	0	0	0
998	0	0	0	0	0	0	0	0	0	0	0	-1.3195820460864418
9988	0	0	0	0	0	0	0	0	0	0	0	0
