GeneID	GSE84076_MTB_control_blood_up.tsv	GSE148171_MTB_control_blood_PBMC_up.tsv	GSE198557_MTB_control_blood_PBMC_up.tsv	GSE132283_MTB_control_blood_macrophage_up.tsv	GSE143627_MTB_control_PBMC_macrophage_up.tsv	GSE148731_MTB_control_blood_monocytes_up.tsv	GSE174566_MTB_control_blood_PBMC_up.tsv	GSE193777_MTB_control_blood_up.tsv	GSE64179_MTB_control_blood_dendritic_cells_up.tsv	GSE64182_MTB_control_blood_dendritic_cells_up.tsv	GSE110564_MTB_control_blood_lymphatic_endothelial_cell_up.tsv	GSE141656_MTB_control_blood_blood_up.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE183912_MTB_control_blood_marcophages_up.tsv	GSE211974_MTB_control_blood_THP-1_up.tsv	GSE211974_MTB_control_48h_blood_THP-1_up.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_up.tsv
4023	2.3097109062316865	0.6352557409969409	0.939132860277042	0	0.2297071360923833	0.26544586087624616	0	0	0	1.4636562976821768	0	0.1671251266052678	0.3838352035936747	0	0	0	0	0.273969918771324
7057	2.3054590277709712	2.3274899554392814	2.509487254851244	3.572406679535246	1.1633217290614677	1.152587039745826	0	1.326416312901384	6.431274111452058	5.980501653317483	0	3.3386201962292934	1.3395593130523171	4.163398894119014	0	1.3659794246404815	1.3659794246404815	2.735551238861522
10911	2.2851763752264045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6622	2.2707191384196586	0.399339706758533	0.02548567173346283	0.06012081421751138	0	0	0	1.0366399366427153	0	0.4425269102728071	0.06926801122696738	0	0	0	0.2335757885168475	0	0	0
200132	2.199158840553769	6.542058721380801	6.007695104092439	0	0	1.7001852844909078	0.00749981810705033	0	0.7832206020734126	0	0	0.6457203450846241	0	0.41054405645631525	0.5259405323050363	0	0	0
55437	2.183872938104626	0.5295078526265877	0.8255060499761215	0	0	0	0	1.0934845483653963	0	0.05413493438519658	0	0	0	0	0	0	0	0
720	2.183061286087431	2.941188067091633	2.7911121646276467	2.259665426488306	0	0.2622855139559275	0	1.0430884180530704	0.8214765793476262	0	0.856627708995311	0	0	0	0.47685825511511976	0	0	0.6424835664911093
2039	2.1725460504005683	0	0	0	0.31603804185338136	0	0.5036225628899156	1.2808287436470267	0	0.5860728810636626	0	1.5317670881648	0	0.6976052106461215	0	0	0	0
7145	2.1721217401993185	0.30948366632561275	0.14801013660317336	0	0.648988749483062	0	0	0.7045924962403154	1.1679403443263832	2.2175820851298904	0	0	0.40611721543062906	0	0	0	0	0
80742	2.159306548909873	0.8779023802355709	0	0	0	0	0.07822615362067446	0	0	0.2717575753039692	0	0.5943565032001809	0	0.7575645597746038	0	0	0	0.5711448894070561
1088	2.1207832607269417	4.333428142632009	3.0420782252844294	0.04867534644384935	0	0.628804253701584	0	0.9857929339182642	0	0	0.12576448950105182	0	0.4874604741169821	0	0.05664056760101843	0	0	0.31788324289406283
9087	2.120449541327152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6559845019716556	0	0	0
84251	2.1000044642346394	1.1657855490277431	0.36417297256429626	0.09109653392916196	1.2276108413467213	3.022476301717074	0	0.3391797908098123	1.7513915935531734	0.03311062828867398	0	0.6667811201927785	0	0.02837060620470511	0	0.674610852469917	0.674610852469917	0
10661	2.091811341959101	0.911078070318387	0.6535671233283977	0	0	0	0.8278582231761215	1.0117272631374097	0.385853740205737	0	0	0	0	0.3953563791426402	0	0	0	0
4635	2.0718216998924044	1.1965607822999251	0	0.7430151215885905	0	0	0	1.173138792646677	0	0	0.33315039963877163	0	0	0	0	0	0	0
284422	2.071081843182333	0	0	0	0	0	0	0.7819219528851279	0	0	0	0	0	0	0	1.154347004912205	1.154347004912205	0
9560	2.062100189009396	0.02948335087564666	0	7.405985701360244	5.113890984880544	4.010742505710091	2.114017313310217	0.21567954228095887	2.7600607693580943	4.918740531413224	0	7.584798512454369	2.682165831531546	2.835165932952294	5.51858855475948	1.6735718603299152	1.6735718603299152	3.80860534448038
2766	2.057759681971969	0	0	3.356945100791762	3.21970079731796	2.364195571978452	0	1.435402451994722	1.66645033183859	0.916822662471371	2.6950937003761317	0	0.13877464427447958	0	1.8964642327654424	2.390630087739631	2.390630087739631	0
94137	2.050090549229888	0	0	0.12732571652214347	0	0	0	0	0	0	0.3229478916541727	0	0.5456997943473689	0	0	0	0	0.4231775497825293
56658	2.036291964796004	0.4157013827753673	0.8035498408988188	0.1447120631655471	0.923488864227592	0	0	1.1279220084301222	0	0.524617939832562	0	0.18000027493968934	0.796645176695653	0.5025283205908161	0.34227698242186066	0.25692727627213174	0.25692727627213174	0.2170400558969113
4680	2.0098450713079585	4.403046926470819	4.3137360947119125	0.6181442977382893	0.5849927998496073	0	0	0.6054217899998394	0	1.337130866302748	0.1994863296532529	0	0	0	0	0	0	0
388931	1.9936945941091977	0	0	0	0	0.4940807202057745	0	0.93401477379832	0	0.2546813438539372	0.42627696823203926	1.1723932743134202	0	0.2986243352957346	0	0	0	0
721	1.9851110886424497	0.49031179510785056	0.10931891811065692	1.0776663404402305	0	0.7684400911976004	0.2211050541091472	0	1.4371179812790962	0.7436944785809648	0	0.23626599132279985	0	0.02692115379603589	0	0.01739314949779866	0.01739314949779866	0
23762	1.980816704147232	0.14491843353186068	0.2494560419388916	0	0	0	0.5357432147408062	1.035070603594893	0	0	0	0	0	1.2902434918485457	0	0	0	0
3627	1.9796308131581395	0	0.4561655619406604	2.260963901905481	6.676886115398323	0	0	0.9858451363247576	5.835090837414551	3.4694136048883486	11.601789780195311	3.277300017597604	1.9104934753210825	0.996832375182404	7.711946159635798	6.553263002572611	6.553263002572611	0.3348872820652887
3934	1.978645678007584	5.991342982567445	5.203932547710386	0	0	0	0	1.4312342019056452	0.13031327908988577	0	0	0	0	0	0	0	0	0
480	1.9762506409779304	0	0	0.9342359456538204	0.8794513325370303	0.6115103362335328	0.2808357128737581	0.3139319420952475	2.1200274396881444	1.238477835512629	0.4837978706678802	0.4050795610839329	0	0.1918361702173944	0.38917724156708616	1.5481741136209366	1.5481741136209366	0.3376672621103459
6535	1.9754435951539588	1.6123808117218432	1.6271139638852796	0.0948114791646818	0	0.3912723882450947	0.2184967718749969	1.0221632566230592	0	0.26419660309338583	0	0.14446706513504254	0	0	0.04460075525918879	0	0	0
343171	1.975027607163758	0.5713978125957572	0.5195954651264726	0	0	0	0.14206682189035938	1.369679252312334	0.5673004006243172	0	0	0.9847057595924767	0	0	0	0	0	0
4057	1.971076418416721	6.304914890022438	5.538816377362875	1.3963114612141134	0	0	0	1.2466577344829064	0	0	0	2.889539992311968	0.3081457641936438	0	0	0	0	0
8531	1.9614022321819715	1.2374204433168283	1.201587860000316	0.21613785823083148	0.2808655377383075	0.5343406752301381	0	1.3327175837789238	1.080096511182361	1.1106208421799253	0.14917363126945443	0.4107118563357924	0.1646009008704742	0	0.19578358919180056	0	0	0.59917640273796
10158	1.9540957008794868	0	0	0	0	0	0	0.4277423770102735	0	0	0	0	0	0	0	0	0	0
283849	1.951437165872822	0	0	2.5823971800873973	2.646573470700995	2.226417091352298	0.5447371625059766	0	0	0	0	0.6352043855576578	0.7536430490726687	0	1.3825997324820114	1.4719716122092603	1.4719716122092603	0
2623	1.9435796779989207	0.629149594714831	0.2179314519850672	0	0	0	1.009427586224368	0.12794812073730902	0.9220507897876278	0	0	0	0	2.1151883441266897	0	0	0	0
8578	1.924741024841744	1.5573109201057689	1.1442020055089803	1.3684413004648108	1.2773902608441212	0.270557143280981	1.9574481548096343	1.2312253927033223	0	0.608753802527292	0.1362793165145377	1.2641681835913634	1.1529916607986883	0	0.11457025231237523	0	0	0.0014098331232629
3802	1.917962075987223	1.8731200810957664	1.1225169259394494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83483	1.907558255053472	0	0	0.3677639538841721	0	0	0.7876008250972523	0.19679895614864212	1.0587765621488388	0	0	0	0	0	0	0.14874925312255988	0.14874925312255988	0
566	1.90431057362252	2.245794423521116	0.4557453274209684	0	0	0	0	0.5908696390532882	0	0	0.7368331778198409	0.8861577912717995	0.10080466438616469	0	0	0.5210376624399107	0.5210376624399107	0
3042	1.9033385999550176	0	0	0	0	0	0	1.2399551644842297	0	0	0	0	0	0	0	0	0	0
6570	1.8993454911415464	0	0	1.6912467529562922	0.42074380509891707	0.4461268337633059	1.3648075911651294	0.22247345573381933	2.433969550976152	3.0907646540457856	0	0	0	0	0	0.8610874045777893	0.8610874045777893	0
124602	1.8973673856029265	0	0	0.5451618864278953	0	0	0	0	1.1649833408302197	0.522647077031796	2.2851521137170288	1.829170488547905	0	0	0	5.074254151311065e-4	5.074254151311065e-4	0.5114826152814305
1511	1.8964662509605152	3.691840714817277	3.342461846937264	0	0	0	0	0.4607528882262676	0	0	0	0	0	0	0.1644180146412012	0	0	0
161502	1.894782270592208	0	0	0.8492019671171213	0	0	0	0.7556347157557759	5.590864922265932	5.993885778378633	1.533892885700497	0	0	0	0	0	0	1.9016091453912105
6441	1.8887078539575397	0	0	0	0	0	0	0.4221620040002005	0	0	0.12927118107624952	0	0	0	0	0	0	0
6293	1.886102885133052	0	0	0	0.2056840507563712	0	0	0.05697700345231565	0	0	0	0	0	0	0	0.02897105246155605	0.02897105246155605	0.14198233519013034
5909	1.8794890916097269	3.62008096734701	2.1425042971689625	0.601366930616945	0	0	0.9409773988591132	1.956579803828224	0	0	0.8130923977669623	0	0	0	0	0.05767235118805838	0.05767235118805838	0
80127	1.878117008711241	0.1001174173949312	0.26067335427141386	0	0	0	0	0.6896552643688014	0.5226139126324956	0	0	0	0	0.26938296728197914	0	0	0	0
4317	1.8761071916481733	10.616651669095145	7.786844160527551	0.02071443371222018	5.006461634988413	0.6287863884565738	0	2.011075370797219	6.975239399756135	8.018450509120324	0	1.0283561002759751	1.620924698254925	0	0	0.8113933320641367	0.8113933320641367	0
55363	1.8760331424453136	0	0	0	0	0	0	0.3204133446707552	0.9323756069949908	0.08165942927259355	0.3799801537335119	1.449635343916947	0	0	0	0	0	0.05084314014172093
56241	1.8713729746590155	0	0	0.5399707432451495	0	0	0.4056782135306974	0	0	0.728351535394722	0.2202184822082069	0	0	0	0	0.22224945565044507	0.22224945565044507	0
7138	1.8443570074422952	1.3358156577425526	0.14207878026117324	0	0.1338105031685798	0	0	0.2987900564597426	0	0.35039279136952434	0.17569561759749744	0	0	1.3662855765722155	0	0.20059305620736417	0.20059305620736417	0
26341	1.844240921433216	0	0	0	0	0	0.4227618673130924	0	0	0	0	0	0	0	0	0	0	0.15070405516528337
1152	1.819848658375779	0	0.02848688034325761	4.660323572649846	2.2483568160287186	5.425190631067596	1.8885974961716128	0	1.8722369611719003	4.076832214571497	0	5.246621699285053	1.5574770735727708	3.0152072668295458	2.114387309099587	0.5899647746016233	0.5899647746016233	2.873661757627296
25793	1.812707738083936	0.6675905307405012	0.6749388981937547	0.4494975525368044	0.5012716272548479	0.1464612801534081	0.1128011171479467	0.7761105982257217	0.8852976409749068	0.6811295401960774	0.15585313757168243	0	0.05486585045394872	0	0.09627200436240928	0.05849998864816337	0.05849998864816337	0
6708	1.805630574196761	1.2332057092411115	1.3540110667291083	0	0	0	0.9430846310228788	1.113601245462202	1.663135299038275	0	0	2.665864308441159	0.6083684430976395	0	1.0834126878161452	2.1553810213936484	2.1553810213936484	1.110772863626418
115330	1.8005477202039415	0	0.5736560658260834	0	0	0	0	1.106871270695955	0	0	0	0	0	0	0	0	0	0
6710	1.7882961338076646	0	0	0.33924603083720595	0	0	0.15968674838444832	1.351072549692331	1.288885158135165	0	0.2734502619802532	1.6884586375266937	0	0.6511806253507975	0	0	0	0.03005989549682723
9437	1.7713820751706166	2.0830259041972283	2.101543748318281	0	0	0	0.05571002960320079	0	1.560993288329524	3.117658566829256	0	0	0	0	0	0	0	0
220001	1.7711842637665474	0	0	0	0	0.3752621234668851	0.9786614228493558	0.8804458088878141	1.887062168002348	2.1931826857254317	0	0	0.49336247272984696	0	0	0.4752490437145569	0.4752490437145569	0
9415	1.7643497975553313	0	1.1067706153994612	0.9045171275461672	0	0	0.03528081575498599	0.3439448129388655	0.8924791896968409	1.0751617741823525	1.201623345169058	0	0	0	0	0.34990971774616625	0.34990971774616625	0
80177	1.7637817935167617	0.4400488243901719	0	0.33187654577240006	0	0	0	0	0.22711888012076195	0	0.0196669666522622	0	0	0	0	0	0	0
9079	1.7634765200934244	0	0.21417973293898568	0	0	0	0	0	0.2971157670014618	0	0	0	0	0	0	0	0	0
23770	1.7604965730975235	1.0163729722538104	0.71094151070649525	0.0809927713909665	0	0	0.01193331694895887	1.0186454414428128	0	0.559674929419728	0	0	0	0	0.06959314689812306	0	0	0
56953	1.7541980093305962	0	0	0	0	0	0.13158165583069686	1.6394593493436005	0	0	0	0	0	0	0.6813295429537145	0	0	0
10644	1.7531821517143986	0.2675506236784096	0.03178449902618138	0.01923152477312533	0	0.4880545160366403	0.4669004111514719	0.8023481369581208	0	0	0.13634480084703096	0.19733186634121705	0.07267552932129913	0	0	0	0	0.35207753733528613
5979	1.751456971220969	0.5512744005790918	0.7568813636895849	1.1410435880718266	0	0	0	0.49735845138836543	0	1.3040677867957928	1.368950776449272	0	0	0	0	0.17286056819765463	0.17286056819765463	0
7052	1.749656422895252	0	0.1627763917769148	0.01789250026018591	0.7541992961770083	0.3242110307243464	1.2396090487448153	1.4363359395188289	4.51358690792412	5.273261319257233	0.3830830199908944	0.18268150232784391	0	0	0	0.6698938738013442	0.6698938738013442	0.3008401784179947
598	1.7443202777300804	0.7068127713704339	0.8199130797690698	0.4952330798551049	0.04779795791554166	0.3222087284936819	0.5180643843082041	0.8741628510680495	2.5139986377357424	2.4767577003853924	0.07392167095693775	1.10329903314733	0.00575213555668264	0	0	0.00331448253998341	0.00331448253998341	0.04855171065144528
55229	1.7430588620843102	1.5857914510839548	1.798524655111226	1.122443305360472	0.3479946077986665	0	0	0.7146948056526501	0	1.6599816985341964	0.19005668169981577	1.0975831657020336	0.3418497933472696	0	1.5223960960875442	0	0	0
116151	1.733722568939312	1.0660865994551003	0.9230393810175838	0	0.03044445349621002	0	0	1.3926732696106805	0	0	0	0	0	0	0	0	0	0
260429	1.7211875933930003	0	2.25362893975691	0	0	0	0.1060900117116771	0	0	0	0	0	0.27510724670877523	0	0	0	0	0
9636	1.721041147337747	0.0759163517786374	0	5.640650800748164	5.138711620986098	4.3519735339713215	0	0	4.001359543545525	1.2644667011092543	6.787234794060119	0.31438186550504343	1.2368670575003942	1.8921066592833835	3.612807432853729	4.069768092594025	4.069768092594025	0.19611138834324737
122416	1.7156777091666302	0.17969937464276595	0	0.14618138102641243	0	0	0	1.6428431138413455	0	0.2695436123847966	0.07553793276013106	0	0	0	0	0	0	0
2995	1.7136749988925923	0.8088611485828966	0.6051240911538616	0	1.2055577285343797	0.2705267787415949	0.1677103094346726	1.1754372818415983	2.1339592154017137	3.615542843513363	0.5492899923233892	0.03771942707951494	0.6387057869814078	0.6750022759434389	0	0	0	0
57801	1.7046230422971242	0	0	3.904724142806121	3.2914097549687744	3.82453566221884	2.521362164480373	0	5.493522034053727	2.011058099264293	3.248990897815061	3.1586074604666403	0	3.760266581445302	1.2430188413764809	1.55207454477714	1.55207454477714	1.9124925903287089
2900	1.7041185472776783	0	0.3958002734907858	0	0	0	0	0	0	0	2.0726764462401728	0.7698002111246944	0	0	0	0.6041487034169009	0.6041487034169009	0
102723701	1.6968177432681593	1.645405884270328	0.9450626225071992	0	0	0	0	0.48215678454080113	0	0	0	0	0.41549555168495206	0	0	0.171306005793417	0.171306005793417	0
3852	1.6939894226444203	0	0.12167113321332444	0	0	0	0	0	3.1954061481975	0	0	0	0	0	0	0	0	0
55600	1.6938246532302736	1.5852750488262894	1.2539709657528917	0	0	0	0	1.0741954033432544	0	0	0	0	0	0	0	0	0	0
642778	1.6901462484541725	0	0.07027429675265492	0	0	0	0	0.11960553428489876	0.5419490079257233	0.02101271762544594	0.1444889224993496	0	0	0	0	0	0	0
573	1.6785298771243768	0.9748103435126532	0.5926329976588762	0.6842183788380077	0.3040244255429061	0.30102159715150884	0.03613561139931869	0.5543588651026627	0	0.21872107513985492	0	0.09147693901131312	0.04712885983257427	0	0.38037780771455376	0.2714190711478878	0.2714190711478878	0.2677897640653389
1308	1.6743071183090197	7.100277636546543	5.415643070141455	0.16695072540331124	0	0	0	1.49997097627347	0	0	0.1665851087440267	0	0	0	0	0	0	0
107984948	1.671422205975837	0	0	0.3487846552508324	0	0.20229514131111448	0	0.7931867129246662	0.6669643149654524	0.205597858252906	0	0	0	0	0.10106449753752564	0	0	0.11858095887040258
84530	1.6567271640351506	0	0	0.16042293086036818	0.2235496654372012	1.056374773263931	0	0	0	0	0.7586227771030848	0.10010861598255837	0	0.1592041787873356	0	0	0	0.26416921234729335
7849	1.6529415488617107	0	0.605996572089866	0.6002111963674271	0.5212001735104986	0.00497631197962455	0	0.8288901597599353	0.2675288237920177	0	0	0	0.2458823472156415	0	0	0.3442113333703814	0.3442113333703814	0.02839709038204305
9911	1.6508269684730912	0	0	0	0.6609341839119165	0	0.4440923362883719	1.262297659564766	3.512070080477445	3.000088143115066	0	2.115208851618432	0	1.3491243881900734	0	0	0	0.3772562332724555
3792	1.6494927133844854	0.2280669535766029	0.25130998271082344	0	0	0.07026289949835035	0.25109740674205594	1.4619344660789366	1.1840336520290085	0	0	0.9969975492814708	0.14988753814904443	0	0.2763551839071634	1.561574903788164	1.561574903788164	0
80832	1.6472770060263264	2.5880497483476583	2.149514927557559	0.4744134453737461	0	0.5829218415328177	0.30714358459964325	1.8974948383602888	0	0	0.4356410375981203	0.4665474507264806	0	0	0	0.6746113268244469	0.6746113268244469	1.0331872897669896
165530	1.6456709634044664	0	0	1.9122854483316205	0	0	0	0.022024325162749	3.314770391182076	2.637241088268184	0	0	0	0	0	0	0	0
