GeneID	GSE148171_MTB_control	GSE157657_PTB_control	GSE112482_MTBilc1_control	GSE112482_MTBilc2_control	GSE112482_MTBilc3neg_control	GSE112482_MTBilc3pos_control	GSE112482_MTBnk_control	GSE112483_MTBam_control	GSE112483_MTBendo_control	GSE112483_MTBmait_control	GSE112483_MTBnkt_control	GSE129270_MTB72h_control	GSE129270_MTB120h_control	GSE198557_MTB_control	GSE67427_MTBrv4h_control	GSE67427_MTBrv18h_control	GSE110564_MTB_control
10010	2.6365505936071596	0	0	0	0	0	0	0	0	0	0	0	0	2.264674851743986	0	1.4808347932229418	0
100101267	0	-0.2496976059849097	0	0	0	0	0	0	0	0	0	-0.9761915439471996	0	0	0	0	0
10011	0	0.43185088834348706	0	0	0	0	0	0.8702698146233395	0	0	0	0	0	0	0	0	0
100113386	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.1008366428807936	0	0	0
100124412	0	1.6208233117583617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100124534	0	0	0	0	0	0	0	0	0	0	0	-2.064383615399975	0	-3.351702563999805	0	0	0
100124535	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.125114132201116	0	0	0
100124539	0	0.8419162039305077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100125288	0	0.43498793957944115	0	0	0	0	0	1.7620374261046028	0	0	0	0	0	-1.4240222201167179	0	-1.3074199573177558	0
100126311	0	0.9871488028682086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126328	0	0.3791598591000327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126351	0	0.5492872143409432	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.022048323169222	0
100126791	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.4751077662388634	0	0	0
100126793	0	0	-4.03487282707406	0	0	0	0	0	0	0	0	-0.8266792865968174	0	-2.0034323732837964	0	0	0
100127888	0	0	0	0	0	0	0	0	0	0	0	0	0	2.816518436685238	0	2.388988800268441	0
100127967	0	-0.45068816198150985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100127983	0	0	0	0	0	0	0	2.1130788456964384	0	0	0	0	0	2.608122107531437	0	0	0
100128055	2.436988955034509	0	0	0	0	0	0	0	0	0	0	0	0	1.7698755565057154	0	1.5145001366190505	-0.48144080397021405
100128071	0	0.9813532497090518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128098	0	0	0	0	0	0	0	0	0	0	0	-2.116547233796936	0	0	0	0	0
100128164	0	1.0390018414058755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128191	0	0	0	0	0	0	0	0	0	0	0	0.5779219778692866	0	0	0	0	0
100128233	0	1.136178404307885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128239	-1.9327682580076073	0	0	0	0	0	0	0	0	0	0	0	0	-2.2128091584430356	0	0	0
100128252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6821639036006274
100128260	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.545566835307295	0	0	0
100128327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.192480229665629
100128385	0	1.226969842510485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128494	0	-0.4394323114720202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128590	0	0.8950946432086956	0	0	0	0	0	0	0	0	0	0	0	-4.713422960396525	0	0	0
100128731	0	0.34465209184080076	0	0	0	0	0	0	0	0	1.7935691192211694	0	0	0	0	0	0
100128770	0	0.4431632578736434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128788	0	0.4319026962401468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128881	0	0.5629612470450961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128890	-1.523914658388105	-0.551044470882743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128905	5.047341956282072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128927	-1.8280805008218421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.2287824428249285
100129029	0	-0.3815929980945438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129060	0	0.1999856505347598	0	0	0	0	0	0	0	0	-2.1350919302459785	0	0	0	0	0	0
100129195	0	0.15590275762495853	0	0	0	0	0	1.701311416754155	0	0	0	0	0	0	0	-1.0761532666779836	0
100129196	0	-0.3640500253182997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129250	0	0.23823145032112206	0	0	0	0	0	1.948711321031848	0	0	0	0	0	0	0	0	0
100129361	0	0	0	0	0	0	0	0	0	0	0	0.5458207662012744	0	0	0	0	0
100129396	0	0	0	0	0	0	0	0	0	0	0	-2.492288628867693	0	0	0	0	0
100129461	-1.1914532266686184	0	0	0	0	0	0	0	0	0	0	0	0	-1.533463986889679	0	0	0
100129480	-2.0201697998799335	0	0	0	0	0	0	0	0	0	0	0	0	-2.78115718088188	0	-1.9511444952932775	0
100129482	-0.9442545030142411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129534	-2.700583275047504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.557085267283931
100129550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.751673660021416
100129722	0	0.4112531284892302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129724	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.7245831830247615	0	0	0
100129792	-1.9060106268437753	-0.514921696692879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129827	3.776502821095888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129842	0	-0.41199229743314203	0	0	0	0	0	0	0	0	0	1.6580800159087306	0	0	0	0	0
100129858	-1.9006184748365056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.3888244519986275	0
100129940	0	0.8986642629138495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130015	0	0.6366794504151273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130197	1.0894000796719314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130231	0	-0.30699222513788177	0	0	0	0	0	0	0	0	0	-1.6603619875231124	0	0	0	0	0
100130264	0	0	0	0	0	0	0	0	0	0	0	-1.6134841688286239	0	0	0	0	0
100130283	0	0.39114459722305517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130311	2.4389458001122652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130348	0	0.4445256731438198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130357	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.9083168147942176	0	0	0
100130476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.775923992902167
100130691	-1.0912384170568268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130733	2.901181986839893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130742	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.631165813559962	0	0	0
100130776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9013301541699605	0
100130880	0	0	0	0	0	0	0	0	0	0	0	-1.784157904739777	0	0	0	0	0
100130890	-1.1387420689194296	0	0	0	0	0	0	0	0	0	0	0	0	-1.6719734343751598	0	0	0
100130933	0	0.8680883787345417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130958	0	0.29989573028696337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131017	0	0	0	0	0	0	0	-0.9955622179890383	0	0	0	0	0	0	0	0	0
100131067	-2.154907860351297	-0.41232738668475344	0	0	0	0	0	0	0	0	0	0	0	-1.539114133126002	0	0	0
100131089	-1.055825240390613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131187	0	0	0	0	0	0	0	0	0	0	0	-0.8960122811490356	0	0	0	-1.3418607318790905	0
100131205	0	0	0	0	0	0	0	0	0	0	0	0.9194619006148727	0	-1.7935310180078399	0	0	0
100131211	0	-0.16437471382528027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131213	2.9847817954940847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8783139149625268	0
100131378	3.4177384167663942	0.5832001282051503	0	0	0	0	0	0	0	0	3.5696349971005823	0	0	0	0	0	0
100131439	3.4278219780633776	0.7108597895306957	0	0	0	0	0	0	0	0	0	0	0	3.035740438306781	0	3.307197709943049	0
100131496	0	0	0	0	0	0	0	0	0	0	0	-1.3908050531647698	0	0	0	0	0
100131551	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.253384921294711	0	0	0
100131604	-1.8223786069856776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131655	0	0.4691731931256298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131691	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.894040701518342	0	0.9940340741150561	0
100131755	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0830808890030565	0	0	0
100131801	0	0.23967879581250381	0	0	0	0	0	0	0	0	3.9726300453552326	0	0	0	0	0	0
100131827	-1.0706501474073118	-0.20077820121189022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131897	0	0.7466003106084179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100132057	0	0	0	0	0	0	0	0	0	0	0	-0.9328059466960202	0	0	0	0	-0.591471708027595
100132116	0	0.5734018514933346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100132169	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.1199290687018233	0	0	0
100132247	0	0	0	0	0	0	0	0	0	0	0	-1.0364467012936933	0	0	0	0	0
100132288	0	0.5636017392265102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100132341	0	-0.40759252607242474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100132417	4.555499785107693	1.9991864789475216	0	0	0	0	0	1.2102557336183355	0	0	0	0	0	4.437965646065276	0	0	0
100132526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5064946500975593	0
100132891	0	-0.37474387822010774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.3320436485353135
100133319	-3.200275246657566	0	0	0	0	0	0	0	0	0	0	0	0	-4.048870318641389	0	0	0
100133941	4.88573084646102	0	0	0	0	0	0	0	0	0	0	0	0	4.60859712865022	0	0	0
100133957	0	0	0	0	0	0	0	1.3448022607798213	0	0	0	0	0	0	0	0	0
100133985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.1135161246266057	0
100134015	0	0.22184261509408273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100134229	0	0.47514970822645636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100134713	0	0.18114342465024086	0	0	0	0	0	1.637537229409133	0	0	2.168620069002022	0	0	0	0	0	0
100134934	0	0.14997848324151378	0	0	0	0	0	0.9974526661552189	0	0	0	0	0	0	0	0	0
100137049	0	0.1296953013973537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10014	0	0.1542170859166317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100141515	0	0.9466738419686591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100142659	0	-0.3033761848469937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100144603	-1.98809349803539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100144748	2.0769864789531964	0	0	0	0	0	0	0	0	0	0	0.8939509759359521	0	0	0	0	0
100151684	0	0	0	0	0	0	0	0	0	0	0	-7.911736998925834	0	0	0	0	0
10016	0	0.10389128107819855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100169989	-2.719413546700137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100170229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9300889507361768	0
100170841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0141222733860473
100174949	0	-0.2762176750501382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10018	0	0	0	0	0	0	0	0	0	0	0	-0.6010915324084873	0	0	0	0	0
100188893	0	0	0	0	0	0	0	1.6199866217917025	0	0	1.9617489493140285	0.5193643158053067	0	0	0	-0.8873419104724773	0
100188954	2.3054426548256157	0	0	0	0	0	0	0	0	0	0	0	0	1.92322186479432	0	0	0
10019	0	0	0	0	0	0	0	0	0	0	0	-0.7304857655142499	0	0	0	0	-0.6394512244516343
100190940	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.107633211314632	0	0	0
100192204	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.9116629500858817	0	0	0
10020	0	-0.28405145771386864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100233209	0	-0.1873380504888561	0	0	0	-4.283824180978091	0	1.4128837026930974	0	0	0	0	0	0	0	-2.1168336118428996	0
10024	0	0.5633144486825138	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0992720478062843	0
10025	0	0.4104798344650261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10026	0	-0.4250682791270709	0	0	0	0	0	0	0	0	0	0.5841451113850513	0	0	0	0	0
100271835	1.829116007882303	0	0	0	0	0	0	0	0	0	0	-1.1120851681931376	0	1.6795425465229674	0	1.4688539439237227	0
100271836	1.4459846092068265	0	0	0	0	0	0	0	0	0	0	0	0	1.1419421168724473	0	1.0607279287348117	0
100271849	0	0.5896654059489176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100271873	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.758882821189878	0	0	0
100272147	0	0	0	0	0	0	0	1.0942959692061334	0	0	1.451904694615328	0.7636286351014137	0	0	0	0	0
100286844	0	-0.279030183061077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100286979	0	-0.49745034840773766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287015	0	0.27757629330118694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287042	0	0.20695465634755558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287083	0	2.146699184576741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287102	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.845737669089765	0	0	0
100287482	-2.358981164682596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287559	1.6868353644062057	0.3884271492274807	0	0	0	0	0	0	0	0	0	0	0	1.3232428897565007	0	1.4558855116556049	0
100287569	0	0.26294662519868894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.2472530273439277
100287722	0	-0.21551440460922805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287792	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.976328500220784	0	0	0
100287837	0	1.1235792362350305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287898	-1.689849058559644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287902	3.280497169434065	0.45421172044955044	0	0	0	0	0	0	0	0	0	0	0	3.005157654249578	0	1.0793619823972045	0
100287932	0	0.15859935221935265	0	0	0	0	0	0.8457061614960082	0	0	0	0	0	0	0	0	0
100288077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.750630558929451	-4.101417251398191
100288122	-3.804649675942866	0	0	0	0	0	0	0	0	0	0	0	0	-4.782122039836534	0	0	0
100288142	0	-0.18653126692722938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100288175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.8932319601975087	2.1773860668577156	0
100288198	0	0	0	0	0	0	0	0	0	0	0	0.7613900234025863	0	0	0	0	0
100288332	0	-0.3286854453895917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100288637	0	0	0	0	0	0	0	0	0	0	0	-0.5206891558227316	0	0	0	0	-1.2319011221993725
100288695	0	0	0	0	0	0	0	0	0	0	0	-0.867317444069623	0	0	0	0	0
100288778	0	0.5947263223817458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100288846	2.4386333612398143	0	0	0	0	0	0	0	0	0	0	0	0	1.8345106844977277	0	0	0
100289097	0	0	0	0	0	0	0	0	0	0	0	0.5058849296497545	0	-1.310285374452925	0	0	0
100289137	-2.0566646155565858	0	0	0	0	0	0	0	0	0	0	0	0	-2.167458585693418	0	2.175437722154017	0
100289187	0	-0.1600291205385556	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8245252047799578	0
100289279	7.25022068894618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100289373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.089701966168608	0
100289388	0	-0.3253260097639054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100289473	3.4082095754780046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100291105	0	0.9467724489963554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100293516	0	-0.17152828954979077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100294362	0	0.5049240706684366	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8132979912909843	-2.9337976756014794
1003	2.909256041843877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302122	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.1135051768517594	0	0	0
100302132	0	0	0	0	0	0	0	1.1931315945725671	0	0	0	0	0	0	0	0	0
100302137	-1.4388868841813023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302156	0	0.461133332145043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302182	0	-0.45574630522965004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302210	0	0.34841391268415944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302221	0	0	0	0	0	0	0	0	0	0	0	-3.4980779592704048	0	0	0	0	0
100302224	2.8772425713381713	0	0	0	0	0	0	0	0	0	0	0	0	2.6975985005846437	0	0	0
100302229	5.075218462514844	0	0	0	0	0	0	0	0	0	0	0	0	4.580338750970538	0	0	0
100302232	0	0.6452086962156866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302237	1.9414228287790243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9508244355172923	0
100302254	0	0.4948058995689233	0	0	0	0	0	0	0	0	3.072166169717681	0	0	0	0	0	0
100302282	0	0.620638146574071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302283	0	0.5153929173043452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302285	0	0	0	0	0	0	0	1.2702432337462035	0	0	2.324432249637027	0.519476893298794	0	0	0	0	0
100302522	2.062253712039512	0.5821476011989676	0	0	0	0	0	0	0	0	0	0	0	1.9149737517943715	0	0	0
100302736	1.985360235286822	0.25531270245848176	0	0	0	0	0	0	0	0	0	0	0	2.058980322123361	0	0	0
100302743	0	0	0	0	0	0	0	0	0	0	0	-1.5655735778968876	0	0	0	0	0
100303453	1.783050355963223	0.2517997692498565	0	0	0	0	0	0	0	0	0	0.37217290640664846	0	1.9337113385676556	0	0.8872677763149711	0
100303491	1.8550157835090868	0.4788911948759332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100309464	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.665060721743421	0	0	0
100310812	-1.2595048084976828	0	0	0	0	0	0	0	0	0	0	-0.7868560514630935	0	-1.748524460671805	0	0	0
100310846	0	0	0	0	0	0	0	0	0	0	0	-1.0206231874666678	0	0	0	0	0
100313837	0	0.38957164253868465	0	0	0	0	0	0	0	0	2.0177970092413506	0	0	0	0	0	0
100316904	0	0.5579533683253967	0	0	0	0	0	0	0	0	0	0	0	-1.1784565907826619	0	0	0
100359394	0	0	0	0	0	0	0	0	0	0	0	-2.577461160733091	0	0	0	0	0
10036	0	0.6810857044820321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100379132	0	0	0	0	0	0	0	0	0	0	0	-2.8414106952848432	0	0	0	0	0
100379345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.7140241879851765	0
100381270	1.9643977436250795	0.5046480957130485	0	0	0	0	0	0	0	0	0	-0.6378984517140711	0	0	0	3.4060371010699315	0
10039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5816652357726344
1004	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.2080320326314027	0	0	0
10042	0	-0.1543146045353062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100420587	-2.417801931397535	0	0	0	0	0	0	0	0	0	0	0	0	-2.5419979963059425	0	0	0
100421577	1.1302975954129852	0	0	0	0	0	0	0	0	0	0	0	0	1.1096327745029104	0	0	0
100422558	1.102261156653687	0	0	0	0	0	0	0	0	0	0	0	0	1.101499366768455	0	0	0
100422860	0	0	0	0	0	0	0	0	0	0	0	0	0	1.379317802843132	0	0	0
100422872	0	-0.33057022064734765	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.21453766165178	0
100422885	0	0	0	0	0	0	0	1.0768042669976938	0	0	2.5504938689653116	0	0	0	0	0	0
100422889	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.098315446286895	0	0	0
100422910	0	0.9875292950649653	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9503330993231671	0
100422952	0	0.2620383755629891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422961	1.901877990239376	0	0	0	0	0	0	0	0	0	0	0	0	1.7360134905717974	0	1.8452124974967334	0
100422971	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.08777293170884	0	0	0
100422991	0	0.5706529671663753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422995	0	1.250342868716001	0	0	0	0	0	0	0	0	0	0	0	-5.171124929379973	0	0	0
100422997	0	0.4619095604928949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100423004	2.112672677592636	0	0	0	0	0	0	0	0	0	0	0	0	1.9273539881235082	0	0	0
10043	1.697460391229295	0.4745902320233449	0	0	0	0	0	0	0	0	0	-0.5655386913372296	0	0	0	0	0
10044	0	0.2124374950461046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2823391617465587	0
100462977	0	3.5270047139063263	0	0	0	0	0	0	0	0	2.2811379081605674	0	0	0	-0.4603839358223842	0	0
100462983	0	0	0	0	0	0	-5.7642681099614945	0	0	0	0	0	0	0	0	0	0
100463285	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.5395272855613156	0	0	0
100463488	0	5.400907940519048	0	0	0	0	0	0	0	0	2.297966417234008	0	0	0	0	0	0
10048	0	-0.2267870788606533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10049	1.619665182878025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100499177	0	0	0	0	0	0	0	0	0	0	0	0.6161337643095338	0	0	0	0	0
100499467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9931458144677643	0
100500804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0236748126179134	0
100500808	0	-0.45759132761201027	0	0	0	0	0	0	0	0	0	1.2536286342689071	0	0	0	0	0
100500819	0	0	0	0	0	0	0	0	0	0	0	-1.5636707229322522	0	0	0	0	0
100500820	1.287456736786781	-0.2760237936139646	0	0	0	0	0	0	0	0	0	0.8073270998196027	0	0	0	0	0
100500827	3.0952292281958016	0	0	0	0	0	0	0	0	0	0	0	0	2.6095139107868923	0	1.651258803943395	-1.0525303377213022
100500842	0	-0.4143203414506935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100500849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3837099599523401	0
100500850	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.482387206340287	0	0	0
100500851	1.2422759518218591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100500853	3.5906624060527905	0	0	0	0	0	0	0	0	0	0	0	0	3.5685699839456957	0	0	0
100500862	0	1.6108868316659493	0	-4.917151074247174	0	0	0	0	0	0	0	1.4786869902143631	0	0	0	0	0
100500895	-3.004740924177627	0	0	0	0	0	0	0	0	0	0	0	0	-3.0119989223503096	0	0	0
100500905	2.5715365671965063	0	0	0	0	0	0	0	0	0	0	0	0	2.7872873157517017	0	0	0
100500914	2.0389709186149902	0	0	0	0	0	0	0	0	0	0	0	0	2.306417227381873	0	0	0
100500918	0	0	0	0	0	0	0	0	0	0	0	-2.4839008266090286	0	-3.4628388953132756	0	0	0
100505385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.9090932242539957	0	-0.5878207852788461
