pert	cell	pearson
repaglinide	VCAP	-0.16876719823402056
clomifene	HA1E	-0.16863373205724794
fostamatinib	HA1E	-0.1684720200201399
ranitidine	NPC	-0.16843318661393722
levocabastine	SKB	-0.16825737756961598
tibolone	PC3	-0.1680418369618821
metyrapone	A549	-0.16771862830013162
methylergometrine	HCC515	-0.16758855103015866
tubocurarine	PHH	-0.16750810233684324
letrozole	MCF7	-0.16748724726955286
cholic-acid	NPC	-0.16720543492093382
ubenimex	VCAP	-0.16719512747385165
probucol	NPC	-0.16712318925460687
xylazine	NPC	-0.16703595609728708
sulfasalazine	VCAP	-0.16703412571979148
chloroquine	HT29	-0.16696700637831471
risperidone	HCC515	-0.16677986609793685
valproic-acid	A549	-0.1667337974249541
tolbutamide	HCC515	-0.16667891572379184
fluocinonide	PC3	-0.1666499629027216
imatinib	VCAP	-0.16661100594767858
clonidine	A375	-0.16599964698379316
bicalutamide	NPC	-0.1659581186067068
diphenidol	PC3	-0.16578469965206685
carbamazepine	HCC515	-0.1657809699588251
oxybuprocaine	VCAP	-0.16572156769238275
lovastatin	HA1E	-0.16438847975978366
diclofenac	HCC515	-0.1643719546361163
sitagliptin	VCAP	-0.16380864276284737
isoxsuprine	NPC	-0.16373542997970034
sorafenib	HS578T	-0.16365522966389107
quinine	A375	-0.16347751295179805
oxymetazoline	NPC	-0.16339054450400756
flecainide	VCAP	-0.16333996465479805
ketanserin	A549	-0.1632946037667486
triamcinolone	A375	-0.1631811235818314
urapidil	A549	-0.1628795095809638
leflunomide	PC3	-0.16282164181535097
alimemazine	HA1E	-0.162780446193607
spiperone	HCC515	-0.16259443589430295
famotidine	MCF7	-0.16248058672330598
quinidine	A549	-0.16235033852563352
lovastatin	NPC	-0.16221966234560709
mephentermine	HCC515	-0.16190553887500103
cimetidine	VCAP	-0.16179678649821672
capecitabine	ASC	-0.16175098941335944
levocabastine	NEU	-0.16172343090058414
tolazamide	A375	-0.16085362322878866
fluphenazine	HCC515	-0.160851262805955
tranylcypromine	A549	-0.16079771956765443
treprostinil	VCAP	-0.1607689728174535
voriconazole	A549	-0.1607370041864089
noscapine	MCF7	-0.16071137220187426
NECA	PHH	-0.16066722186677987
fluconazole	MCF7	-0.1606517837822131
lisuride	A549	-0.1605249574589372
verapamil	NPC	-0.1602991251008011
yohimbine	MCF7	-0.16014506046098256
diclofenac	NPC	-0.15978726233695617
bifemelane	MCF7	-0.15971946723564318
tianeptine	HA1E	-0.1591352399487616
phloretin	A549	-0.1588089330659205
cholic-acid	MCF7	-0.1584817009165802
protriptyline	HA1E	-0.15822652254034147
nimesulide	HCC515	-0.15784382790093418
citalopram	PC3	-0.15783145780646538
acetyl-farnesyl-cysteine	A549	-0.1577755550221444
procyclidine	VCAP	-0.15756367721378606
acetyl-farnesyl-cysteine	PC3	-0.15725290710875153
perindopril	HCC515	-0.15723062216239692
rivaroxaban	NEU	-0.15719232263791133
thalidomide	VCAP	-0.15694526616987425
bucladesine	HA1E	-0.1568351734873216
azithromycin	PC3	-0.15676224756646276
nitrendipine	A549	-0.15669704438126547
isradipine	PC3	-0.1560203838025107
methantheline	ASC	-0.1560186175201753
flecainide	HCC515	-0.1559183186342083
maraviroc	VCAP	-0.15578158849679308
pirfenidone	HCC515	-0.15577633204962626
diltiazem	A549	-0.15569378136439907
pravastatin	MCF7	-0.15558787253731232
molindone	PC3	-0.15554087709207604
phenylbutyrate	VCAP	-0.1554792817562458
trimebutine	VCAP	-0.1553812144450772
dopamine	A549	-0.1553177631504517
mexiletine	HA1E	-0.15509791808249643
galantamine	MCF7	-0.1550214868931478
betahistine	MCF7	-0.1549513691805977
nabumetone	HT29	-0.1548775076230956
ephedrine	NPC	-0.15455423816340796
tretinoin	NEU	-0.15448118928628146
flunisolide	VCAP	-0.15447763467802494
methantheline	MCF7	-0.15433716079604176
nemonapride	FIBRNPC	-0.15428169888400378
phenoxybenzamine	HCC515	-0.15396046007020597
dantrolene	PC3	-0.1538775183573715
terbutaline	VCAP	-0.15386526054513566
safinamide	MCF7	-0.15385843087559026
diethylcarbamazine	HCC515	-0.15384500651660976
capecitabine	A549	-0.15368034887328014
zuclopenthixol	NPC	-0.15363934184913905
telmisartan	VCAP	-0.1534513764744784
propofol	MCF7	-0.15332619259094882
dexamethasone	VCAP	-0.15290790151612174
ribavirin	A549	-0.1527376566570207
levomepromazine	PC3	-0.1522516790026666
norgestrel	MCF7	-0.15223412111195156
riluzole	PC3	-0.1517572139846421
valproic-acid	HCC515	-0.15162151104598232
sorafenib	SKBR3	-0.15147625344051996
rosmarinic-acid	NPC	-0.15142213970165044
flupirtine	ASC	-0.15135064142849056
deferiprone	MCF7	-0.15080177038481607
ipratropium	A549	-0.1507659280898125
flavoxate	A549	-0.15061258378310824
mupirocin	PC3	-0.1505797953181029
noscapine	VCAP	-0.15040628250712493
molsidomine	ASC	-0.15039118539339197
febuxostat	MCF7	-0.1502582348518906
tibolone	MCF7	-0.1502289715666071
topiramate	MCF7	-0.149905035655746
thalidomide	PHH	-0.14956530228697687
tizanidine	PC3	-0.1494383933738652
curcumin	A375	-0.14940424228227328
thalidomide	A549	-0.14939342942922068
ethisterone	ASC	-0.1491156656997965
estrone	FIBRNPC	-0.14889981279892522
mosapride	NPC	-0.14884301001688344
citalopram	A549	-0.14878854983403778
bendroflumethiazide	A549	-0.14873149802337748
etomidate	SKB	-0.14853369651060244
fenoldopam	A549	-0.14848553566554745
sildenafil	HCC515	-0.14834102826534806
doxepin	HCC515	-0.14800261443848542
milrinone	VCAP	-0.14791313414915233
imiquimod	HT29	-0.14786849762422327
urapidil	PC3	-0.14784934742781355
resorcinol	VCAP	-0.1478418314363998
glycopyrrolate	PC3	-0.14773342687580335
clonidine	A549	-0.1475720941160013
bisoprolol	A549	-0.1474809792537625
piroxicam	HCC515	-0.14746422934467782
hydrocortisone	MCF7	-0.1473359606147955
itraconazole	HCC515	-0.14725790950023804
betahistine	HCC515	-0.14713678308324818
verapamil	HT29	-0.14708490041218447
lidocaine	HCC515	-0.14702228889574626
gefitinib	NEU	-0.1468438883092607
metolazone	HCC515	-0.14672796260080187
nevirapine	PC3	-0.14656254862974885
synephrine	VCAP	-0.1463698479067304
guanfacine	MCF7	-0.1462856265176097
iloperidone	A549	-0.14615009981999424
aniracetam	FIBRNPC	-0.14586111756967826
rifaximin	VCAP	-0.14564150517842409
lomerizine	VCAP	-0.14553419761299466
azaperone	NPC	-0.14552185231198742
thalidomide	HT29	-0.14546101054440483
warfarin	HA1E	-0.14517719837098447
carbinoxamine	A549	-0.14512379903094363
pregnenolone	FIBRNPC	-0.1449385928879739
dienestrol	HEPG2	-0.14478918346441838
hesperidin	A549	-0.14449826037548613
capecitabine	VCAP	-0.1443420733762152
azelastine	MCF7	-0.14391700991083226
prednisone	NPC	-0.1438792491219141
irsogladine	HA1E	-0.14384711399120448
cilostazol	MCF7	-0.14380454374698848
chenodeoxycholic-acid	A549	-0.14370615483019836
finasteride	HA1E	-0.14362967139757762
estriol	HCC515	-0.14356804723497155
rilmenidine	FIBRNPC	-0.14320195230887986
brinzolamide	VCAP	-0.14292064572488494
lofepramine	MCF7	-0.14286272506126269
nifedipine	MCF7	-0.14248264059736968
prazosin	NPC	-0.14247023755199978
alprenolol	A549	-0.14243519774826574
etilefrine	A549	-0.1423520824043539
procainamide	A549	-0.14234165231685084
perindopril	PC3	-0.14234095076298345
prednisolone	MCF7	-0.14203173562233526
cetirizine	A549	-0.14180264610768936
molindone	VCAP	-0.14164147892536794
ozagrel	VCAP	-0.1413708046937037
rutin	MCF7	-0.14109525535662223
triamterene	VCAP	-0.14069719071617665
ofloxacin	PC3	-0.14067495827612045
capecitabine	MCF7	-0.1404369018955854
sulpiride	MCF7	-0.14026479451011967
tianeptine	PC3	-0.14020521323367216
alprenolol	PC3	-0.1400453717062135
molsidomine	MCF7	-0.14004052087295216
temozolomide	HA1E	-0.13993060708487415
noretynodrel	MCF7	-0.13990760299944252
forskolin	VCAP	-0.1392277588148532
iloperidone	MCF7	-0.13919648040915844
pentoxifylline	PC3	-0.1391018498327632
scopolamine	ASC	-0.13903287226370897
resveratrol	FIBRNPC	-0.13848823673589924
dactinomycin	SKB	-0.13845756321727126
diphenidol	A549	-0.13828653615078254
thiethylperazine	HA1E	-0.13819951593065416
clomifene	NPC	-0.138154190764852
chloroquine	A375	-0.13797913846395565
felbamate	VCAP	-0.13790276051565856
metoprolol	NPC	-0.13789042439306204
moexipril	MCF7	-0.1377319068786408
felodipine	VCAP	-0.13766714093029483
clarithromycin	MCF7	-0.1376631583521438
betamethasone	VCAP	-0.13743131753552937
oxybenzone	PC3	-0.1373693027310822
benazepril	NPC	-0.13733554245450894
oxybutynin	MCF7	-0.13720836205470036
budesonide	SKB	-0.1371237474645388
cilastatin	PC3	-0.13685098946670834
aminoglutethimide	NPC	-0.13684851308271315
mianserin	ASC	-0.13662650938565646
verapamil	HCC515	-0.136408327637337
bezafibrate	VCAP	-0.13628125794713167
nafcillin	VCAP	-0.13627650809371664
primidone	PHH	-0.1362597079939617
meptazinol	MCF7	-0.13622317430696484
metoclopramide	A549	-0.1360543035088694
primidone	HCC515	-0.13600256177930428
finasteride	VCAP	-0.13599214286298553
verapamil	PHH	-0.13579550729316964
bucladesine	ASC	-0.1357914999183222
ranitidine	PHH	-0.13558768536929788
lidocaine	VCAP	-0.13557284325679983
anastrozole	MCF7	-0.13550752084017376
fenofibrate	HCC515	-0.13549411285056717
estropipate	A375	-0.13544441472837931
altrenogest	HA1E	-0.13532335771832155
pantoprazole	NPC	-0.13501703110335023
niacin	HUH7	-0.13496019309114918
valsartan	A549	-0.1349576823346137
trapidil	SKB	-0.1349293460789874
rosuvastatin	A549	-0.13467250935781033
doxercalciferol	NPC	-0.13434295094029505
clonidine	HT29	-0.13432811873488484
propantheline	MCF7	-0.13432335261719755
clebopride	A549	-0.13413257669174067
tretinoin	NKDBA	-0.13407429821755268
fostamatinib	BT20	-0.13403454795531333
curcumin	PC3	-0.13385009784208624
coumarin	MCF7	-0.13359473173575084
betamethasone	MCF7	-0.13330251683446637
scopolamine	SKB	-0.1332207261366298
naftopidil	VCAP	-0.13318127346541053
rabeprazole	A549	-0.13308017262624883
telmisartan	HA1E	-0.13307123057082343
ketanserin	NEU	-0.1330133484427729
perindopril	MCF7	-0.13300646139339772
salmeterol	HA1E	-0.13288360362461438
ribavirin	VCAP	-0.1326807568140701
loxapine	MCF7	-0.13264480116373323
tropicamide	VCAP	-0.13258417260489722
niacin	HEPG2	-0.13232699988809918
dienestrol	NPC	-0.1323205515205488
sumatriptan	MCF7	-0.13228411536776874
vinburnine	VCAP	-0.13212048754164296
tacrolimus	NEU	-0.1318276123011748
carbenoxolone	ASC	-0.13172632774501356
naloxone	A549	-0.1313543899907464
axitinib	SKB	-0.1306296358373398
methysergide	PC3	-0.13060554370142227
warfarin	NEU	-0.13040958089963062
rimexolone	VCAP	-0.1303626733189169
pravastatin	FIBRNPC	-0.13027665760104554
terazosin	A549	-0.1302729197175709
coumarin	HCC515	-0.13020117681823987
nicotinamide	PC3	-0.1299463314456979
lisuride	ASC	-0.12989220164604817
rutin	ASC	-0.1298621252830736
panobinostat	PHH	-0.12979045969178515
irsogladine	HCC515	-0.1295309159686478
tranilast	VCAP	-0.12922856570889726
ciprofibrate	HA1E	-0.12907792921441386
clomipramine	PHH	-0.12888275496997334
carteolol	VCAP	-0.1288213185772209
gemfibrozil	A549	-0.12877894920432378
resorcinol	MCF7	-0.1287574384533583
treprostinil	PC3	-0.12863120993958205
enalapril	PHH	-0.12856077993464407
terguride	NPC	-0.12855370538510888
ropinirole	MCF7	-0.12846796599835011
aprepitant	VCAP	-0.1284449536326918
trifluoperazine	HA1E	-0.12836138318111895
clofibric-acid	MCF7	-0.12834377366911373
nimesulide	NEU	-0.1282092899021545
coumarin	PC3	-0.12817778242181
cefotaxime	PC3	-0.12812783527205526
pyrazinamide	PC3	-0.12810002496729964
olmesartan	PC3	-0.12809228787949234
resveratrol	NPC	-0.12782601026390478
sumatriptan	VCAP	-0.12782556712875093
GR-235	NEU	-0.12782013485496
chlorphenamine	PC3	-0.12759264786334656
propofol	A549	-0.12755492296315707
terguride	HCC515	-0.12698648039629437
estradiol-valerate	SKB	-0.12693819266342063
nabumetone	MCF7	-0.1269010504613702
tofacitinib	NEU	-0.12689136562417477
imiquimod	HCC515	-0.12678253091781305
retinol	VCAP	-0.12669336487457794
quetiapine	A549	-0.126489283280559
zonisamide	VCAP	-0.1264522616092616
zafirlukast	VCAP	-0.1264510944373168
scopolamine	NEU	-0.126275084602906
lamotrigine	NPC	-0.12598075803076086
tivozanib	PC3	-0.12588613413837416
bifemelane	PC3	-0.12570740382419082
oxprenolol	A549	-0.1256451716965283
noretynodrel	HEK293T	-0.12562446687618609
verapamil	A375	-0.1255579296784037
phenazopyridine	HA1E	-0.1253021184400127
formoterol	NEU	-0.1252022899593261
betamethasone	ASC	-0.1247512338551634
irsogladine	MCF7	-0.1245152350988152
chlorphenamine	PHH	-0.12438704172101989
imiquimod	VCAP	-0.124339066706247
dobutamine	HCC515	-0.12429234803859632
diclofenamide	HCC515	-0.12427589520396352
nadolol	PHH	-0.1241380485232192
curcumin	HT29	-0.12412935055068108
lenalidomide	VCAP	-0.12401275945293756
