pert	cell	spearman
lenalidomide	PC3	-0.22580305843540077
aniracetam	VCAP	-0.22525799074022423
carbamazepine	A549	-0.2251735211851238
flupirtine	A549	-0.22417582417582416
amcinonide	PC3	-0.2237136322705576
rosuvastatin	A549	-0.22358134975973992
telmisartan	VCAP	-0.22343879680244536
irsogladine	HCC515	-0.22280359234673955
diflunisal	ASC	-0.2227525918606412
betahistine	NPC	-0.2226904350182088
fostamatinib	HCC515	-0.2226219031150141
curcumin	PC3	-0.22259002781120257
levetiracetam	VCAP	-0.22240036975352423
piroxicam	NPC	-0.2223828383364279
treprostinil	A549	-0.22229039995537456
lenalidomide	MCF7	-0.22099785638581868
hydroquinidine	HCC515	-0.22092454318705224
nitrendipine	A375	-0.22082254221485548
zolmitriptan	HCC515	-0.22049103905521605
methantheline	MCF7	-0.2202822558152508
methysergide	HCC515	-0.2198184701447936
tofacitinib	PC3	-0.21950131087186925
labetalol	VCAP	-0.219131557347656
flavoxate	NPC	-0.21891002398616613
methantheline	NPC	-0.2183952378296106
diclofenamide	HCC515	-0.21838726900365768
milrinone	HCC515	-0.21820239224155105
ropivacaine	MCF7	-0.2180812660870674
quinidine	A549	-0.2180732972611145
ubenimex	VCAP	-0.2180732972611145
tolazamide	HT29	-0.21778482576162053
thalidomide	PHH	-0.2176477619552312
triamterene	MCF7	-0.21707241272143377
ketorolac	A549	-0.21703097482647885
streptozotocin	VCAP	-0.21693056761947263
diphenhydramine	VCAP	-0.21688912972451768
chenodeoxycholic-acid	MCF7	-0.2158452135246914
pioglitazone	PHH	-0.21546934249552305
danazol	HCC515	-0.21539258421056828
itraconazole	HCC515	-0.2153830216194248
procainamide	A549	-0.21518698850098417
nilutamide	VCAP	-0.215172644614269
betamethasone	VCAP	-0.21494632995720744
benzthiazide	VCAP	-0.21426260469045091
naltrexone	MCF7	-0.214135103475205
disopyramide	HCC515	-0.21380997537632784
famotidine	MCF7	-0.2137631296473913
tianeptine	PC3	-0.21355178541545475
methoxsalen	PC3	-0.21332865828877437
bucladesine	A549	-0.21314378152666769
simvastatin	HEPG2	-0.21283299731450567
verapamil	HCC515	-0.2128074970714565
dexamethasone	A375	-0.21278040306321672
niacin	HEPG2	-0.2124552749643395
eprosartan	VCAP	-0.21199786435464463
irbesartan	VCAP	-0.21132370167903164
imiquimod	HT29	-0.21128704507964843
mupirocin	MCF7	-0.2111962004637857
escitalopram	HCC515	-0.21115954386440244
thioproperazine	PC3	-0.21072285220218503
fenoldopam	A549	-0.210614476169226
fenofibrate	HCC515	-0.2101618468551029
flutamide	PC3	-0.21008534612595528
carbinoxamine	VCAP	-0.20991003195499208
dydrogesterone	VCAP	-0.20983512499103507
memantine	MCF7	-0.20964546693335676
esmolol	VCAP	-0.20944465251934435
bifemelane	MCF7	-0.2093059949477644
nevirapine	PC3	-0.20927571340914344
talipexole	ASC	-0.2092406505749508
chloroquine	HT29	-0.2091290870116106
nadolol	MCF7	-0.20910677429894256
thalidomide	A549	-0.20888364717226213
pravastatin	HCC515	-0.2088406155121166
nitrendipine	HT29	-0.20823498473969831
tolbutamide	PC3	-0.2081409525934544
methazolamide	MCF7	-0.20812660870673924
ozagrel	VCAP	-0.20804213915163883
coumarin	HCC515	-0.2078301683812924
hydrocortisone	MCF7	-0.2077855429559563
irsogladine	HA1E	-0.20777279283443173
thalidomide	A375	-0.20773294870466733
levocabastine	SKB	-0.20760225995904025
rosmarinic-acid	NPC	-0.2072309126696364
methysergide	NPC	-0.2065439998724988
sumatriptan	MCF7	-0.2058937436747444
tolbutamide	HCC515	-0.20579014893735703
lovastatin	NPC	-0.2055988971144881
gliquidone	MCF7	-0.2055064587334348
amlexanox	VCAP	-0.20549689614229136
aminoglutethimide	VCAP	-0.20538533257895117
clonidine	MCF7	-0.20528492537194493
fluconazole	SKB	-0.2052578313637052
diphenidol	A549	-0.20496625400086657
haloperidol	HT29	-0.2048562025356804
piperidolate	NPC	-0.2047685454501988
perindopril	MCF7	-0.20466973200838323
clomifene	HA1E	-0.20465379435647743
trazodone	HCC515	-0.2042792595366925
flunarizine	VCAP	-0.20415653961701824
doxycycline	VCAP	-0.2041103204264916
flupirtine	MCF7	-0.2041103204264916
verapamil	A549	-0.20397963168086444
tranilast	VCAP	-0.2039286311947661
pefloxacin	VCAP	-0.2033214066571572
clofibrate	NPC	-0.20325606228434365
sirolimus	HT29	-0.2032544685191531
talniflumate	MCF7	-0.2031269673039071
oxybuprocaine	VCAP	-0.20242092932448263
triamcinolone	A375	-0.2022233024408514
verapamil	A375	-0.20199539401859928
estriol	HCC515	-0.2018997681071648
sulfacetamide	VCAP	-0.20149813927914
sorafenib	HS578T	-0.20138179442022808
acetyl-farnesyl-cysteine	VCAP	-0.201209667779646
bicalutamide	NPC	-0.20112997952011727
mefenamic-acid	NPC	-0.20104072866944517
albendazole	VCAP	-0.20103116607830168
protriptyline	HA1E	-0.20101522842639596
naftopidil	VCAP	-0.20088932097634055
toremifene	HA1E	-0.20073950704842655
ketanserin	ASC	-0.2005195674521273
maraviroc	VCAP	-0.20050362980022157
synephrine	VCAP	-0.20049884850464983
imiquimod	VCAP	-0.2004765357919818
cefazolin	VCAP	-0.20043350413183628
mefenamic-acid	VCAP	-0.20039206623688133
moexipril	MCF7	-0.20004303166014556
acetyl-farnesyl-cysteine	PC3	-0.20002709400823976
maraviroc	A375	-0.1997975918207971
lypressin	VCAP	-0.19974181003912692
palonosetron	PC3	-0.1997051534397437
amantadine	MCF7	-0.1995951836415941
dantrolene	PC3	-0.19938161910605712
cimetidine	VCAP	-0.19928918072500384
dopamine	MCF7	-0.1992333989433337
pizotifen	MCF7	-0.19922702388257135
capecitabine	MCF7	-0.19878555092478223
dienestrol	HEPG2	-0.19874251926463676
phenazopyridine	HA1E	-0.19842057869614071
sorafenib	FIBRNPC	-0.19789782371363224
nafcillin	VCAP	-0.1977097594211445
risperidone	HCC515	-0.19756153925842107
mephentermine	MCF7	-0.1975519766672776
clarithromycin	MCF7	-0.1968189231004161
halcinonide	PC3	-0.19673915642008463
bupropion	VCAP	-0.1967088748814637
isoxsuprine	VCAP	-0.1966562806301748
lidocaine	HCC515	-0.19661484273521984
quinidine	NPC	-0.1959056172254142
diclofenac	NPC	-0.19589924216465188
capecitabine	ASC	-0.19589127333869905
flucytosine	PC3	-0.19587533568679324
sulindac	VCAP	-0.19585939803488756
ipratropium	A549	-0.1958195539051232
norgestrel	MCF7	-0.19579086613169283
topiramate	MCF7	-0.1957334905848321
primidone	HCC515	-0.19569683398544893
naproxen	HCC515	-0.19551514475372345
dobutamine	VCAP	-0.195280861270709
dapsone	PC3	-0.19447919737985003
doconexent	HCC515	-0.19441544677222705
rutin	MCF7	-0.19387762826927735
tibolone	MCF7	-0.19358668887312835
imiquimod	HCC515	-0.19351337567436191
clonidine	HCC515	-0.1934336874148332
piroxicam	PC3	-0.19340978093697456
finasteride	HA1E	-0.1933077799647778
terbutaline	VCAP	-0.1931531847412921
gliquidone	PC3	-0.19305437129947647
perindopril	HCC515	-0.19291730749308705
niacin	HUH7	-0.19254277267330203
propranolol	PC3	-0.19236267720676717
acepromazine	NPC	-0.19218576927061337
prazosin	NPC	-0.1918654224673079
lidocaine	VCAP	-0.1915976699152914
chenodeoxycholic-acid	VCAP	-0.19105897728087723
mosapride	NPC	-0.1909745077257768
prednisolone	MCF7	-0.19087250675358
cabergoline	HCC515	-0.1907673182510021
palmitoylethanolamide	VCAP	-0.1906677838965256
phenoxybenzamine	HCC515	-0.1904788467515081
alimemazine	HA1E	-0.18997521695128652
tofacitinib	MCF7	-0.18990668504809183
atorvastatin	A549	-0.1896612452087434
clofibrate	MCF7	-0.18951302504602
griseofulvin	VCAP	-0.1895002749244954
chlorphenamine	PC3	-0.1893169919275793
methylprednisolone	PC3	-0.189138490226235
parecoxib	VCAP	-0.18912892763509156
imiquimod	PC3	-0.1891145837483764
zonisamide	VCAP	-0.189074739618612
dexamethasone	VCAP	-0.1890364892540382
hydralazine	PC3	-0.1888627688482656
lofexidine	MCF7	-0.18820295005936777
lypressin	NEU	-0.1879695383537903
ephedrine	MCF7	-0.18794635386368527
carbetocin	VCAP	-0.187587756695806
dopamine	A549	-0.18752574928943896
gemfibrozil	A549	-0.18742519264636745
citalopram	PC3	-0.18707297053925043
minoxidil	A375	-0.18678609280494707
propafenone	HA1E	-0.186774936448613
rivaroxaban	PC3	-0.18585374016846096
synephrine	MCF7	-0.18574377037031137
temozolomide	VCAP	-0.18570073871016585
safinamide	MCF7	-0.1854776115834854
tranylcypromine	A549	-0.18531982882961853
salmeterol	HA1E	-0.18531345376885625
repaglinide	VCAP	-0.18499629449593197
prednisone	NPC	-0.18488951222816344
esomeprazole	VCAP	-0.184505414817235
betahistine	MCF7	-0.1843715385412268
rizatriptan	VCAP	-0.18432053805512835
spiperone	HCC515	-0.18423925603040903
flecainide	HCC515	-0.1838105331941445
dactinomycin	SKB	-0.1836259490889168
felodipine	VCAP	-0.18355871829403372
clonidine	HT29	-0.1833610914104025
triclabendazole	VCAP	-0.18335152881925904
moexipril	NPC	-0.1832989345679701
diltiazem	A549	-0.18327821562049265
flumazenil	HCC515	-0.1830248069551913
fostamatinib	HA1E	-0.18291324339185108
tropicamide	HA1E	-0.18290846209627937
finasteride	VCAP	-0.18290208703551705
maraviroc	PC3	-0.1828431177234658
caffeine	VCAP	-0.1826263656575477
hexylresorcinol	HT29	-0.1825881152929739
atovaquone	MCF7	-0.1825450836328284
nalbuphine	A375	-0.18221517423837943
terguride	MCF7	-0.1821562049263282
tamoxifen	HA1E	-0.18200957852879537
loxapine	MCF7	-0.18167104819635235
doxercalciferol	NPC	-0.18135294727027867
montelukast	VCAP	-0.18114894532588516
methylergometrine	HCC515	-0.18101506904987688
warfarin	VCAP	-0.1807106598984772
argatroban	MCF7	-0.1806596594123788
quinine	PC3	-0.1806086589262804
enalapril	PC3	-0.1805321581971328
norepinephrine	VCAP	-0.18051303301484592
molindone	PC3	-0.1804970953629402
imiquimod	NPC	-0.1803520627305979
homochlorcyclizine	HA1E	-0.17916630142881051
maraviroc	HCC515	-0.17857979583867908
ribavirin	A549	-0.17845707591900486
dolasetron	PC3	-0.17832001211261544
pinacidil	HA1E	-0.17823235502713386
methocarbamol	MCF7	-0.17814151041127113
flavoxate	A549	-0.17810166628150675
talniflumate	VCAP	-0.177550223525568
fluphenazine	VCAP	-0.17722350166150025
metolazone	HCC515	-0.17709759421144486
nadolol	NPC	-0.17693503016200626
lamivudine	MCF7	-0.17691112368414763
nabumetone	VCAP	-0.1765573078118401
acetyl-farnesyl-cysteine	ASC	-0.17620986700029487
ziprasidone	MCF7	-0.1761461163926719
ozagrel	MCF7	-0.17609670967176405
carteolol	VCAP	-0.17609120165561792
dobutamine	MCF7	-0.17573651873869425
sulpiride	MCF7	-0.1756647993051184
treprostinil	PC3	-0.17558670481078023
sunitinib	ASC	-0.17557873598482737
clofibrate	VCAP	-0.1754576098303437
capsaicin	MCF7	-0.1753859602777914
clofazimine	VCAP	-0.17537154651005268
biotin	PC3	-0.17520420116504237
clofibric-acid	NPC	-0.1749157296655484
aniracetam	MCF7	-0.1746846337129151
quinidine	NEU	-0.1745332260198105
isoxsuprine	MCF7	-0.1744965694204273
oxymetazoline	NPC	-0.17446628788180638
naphazoline	PC3	-0.17434197419694158
ketoprofen	PC3	-0.17433241160579813
atorvastatin	HT29	-0.17409494059240252
estradiol-valerate	SKB	-0.17397474995801965
tubocurarine	PHH	-0.17385587581381637
ticlopidine	HCC515	-0.17364071751308882
molsidomine	VCAP	-0.17354987289722604
coumarin	VCAP	-0.17331399564902103
nemonapride	FIBRNPC	-0.17326937022368497
propantheline	VCAP	-0.1729856800197627
irsogladine	MCF7	-0.17297771119380984
glycopyrrolate	PC3	-0.1729187418817586
lansoprazole	VCAP	-0.17288846034313765
meptazinol	MCF7	-0.1728613663348979
acitretin	NEU	-0.17182701272621506
haloperidol	HA1E	-0.17166126114639532
cinacalcet	VCAP	-0.17163416713815552
fenoldopam	PC3	-0.1715114472184813
temsirolimus	HA1E	-0.17117675652846068
cinacalcet	PC3	-0.1707512212225773
sildenafil	HCC515	-0.17072093968395635
sumatriptan	VCAP	-0.17042131182812836
rivaroxaban	VCAP	-0.17025556024830862
sulindac	FIBRNPC	-0.16981089976013836
coumarin	MCF7	-0.16972164890946617
vidarabine	VCAP	-0.16966427336260548
alprenolol	A549	-0.16933277020296603
pirenzepine	HCC515	-0.1692451131174844
dimercaptosuccinic-acid	MCF7	-0.16917498744909917
rimexolone	VCAP	-0.16891540563177643
pancuronium	VCAP	-0.16872554566535714
minoxidil	HT29	-0.16867135764887758
estropipate	PC3	-0.1683526046107627
brinzolamide	VCAP	-0.16820438444803928
zuclopenthixol	HCC515	-0.1681517901967503
retinol	PC3	-0.168134258779654
vinburnine	HA1E	-0.16792388177449816
naftopidil	MCF7	-0.16775016136872556
droperidol	NPC	-0.16743140833061068
prilocaine	VCAP	-0.16732940735841392
raloxifene	HA1E	-0.16673333917713903
diclofenac	MCF7	-0.1664799968443569
yohimbine	MCF7	-0.1664799305118377
temsirolimus	HT29	-0.16634446047063886
aniracetam	FIBRNPC	-0.16634054233461718
estrone	FIBRNPC	-0.1661165520483867
cyclopentolate	HCC515	-0.1660384575540486
valproic-acid	VCAP	-0.16585039326156076
amantadine	A549	-0.16575157981974517
hesperidin	HCC515	-0.16566551649945413
enalapril	HCC515	-0.16552048386711185
sitagliptin	VCAP	-0.1654137015993434
forskolin	HT29	-0.1653021380360032
tadalafil	VCAP	-0.16519057447266297
ibuprofen	MCF7	-0.1650869797352756
xylazine	NPC	-0.16498497876307883
betahistine	SKB	-0.16494672839850505
sitagliptin	MCF7	-0.16493397827698048
betamethasone	MCF7	-0.1649260094510276
rosuvastatin	HA1E	-0.16475866410601728
talipexole	SKB	-0.1646694132553451
perindopril	PC3	-0.164314003617847
pantoprazole	NPC	-0.16381196758281605
azelastine	MCF7	-0.16377371721824224
simvastatin	HUH7	-0.1637705296878611
aprepitant	VCAP	-0.16332746296488138
mepivacaine	MCF7	-0.16314099243758418
ruxolitinib	SKB	-0.163029428874244
lamotrigine	NEU	-0.1629465530843341
mestranol	VCAP	-0.16279514539122952
diphenidol	HCC515	-0.16279195786084838
flupirtine	PC3	-0.16272820725322537
procarbazine	NPC	-0.16269951947979505
doconexent	FIBRNPC	-0.1626819880626987
febuxostat	MCF7	-0.1619424810142722
tripelennamine	NPC	-0.1617289164787352
pirfenidone	ASC	-0.16137510060642765
cyclopentolate	A549	-0.16128903728613664
trazodone	VCAP	-0.1610977854632677
raclopride	MCF7	-0.16109306835383996
ethisterone	ASC	-0.1610722852202185
voriconazole	NEU	-0.16101490967335785
diflunisal	MCF7	-0.1609145024663516
verapamil	NPC	-0.1607535321821036
racecadotril	MCF7	-0.16075047275102744
fluvastatin	HA1E	-0.16062051678655054
ropinirole	PC3	-0.16044115420475105
acyclovir	PC3	-0.16041884149208296
dihydroergocristine	HCC515	-0.16039812254460553
levocabastine	VCAP	-0.16035668464965058
galantamine	MCF7	-0.16028177768569357
pipamperone	HA1E	-0.16025308991226322
curcumin	HT29	-0.160194120600212
nabumetone	A375	-0.16015905776601932
meloxicam	VCAP	-0.16003793161153568
diflunisal	VCAP	-0.1600363378463451
phenylbutyrate	VCAP	-0.16000765007291476
triamterene	VCAP	-0.1599527289056255
diazoxide	PC3	-0.15991839922224255
tofacitinib	NEU	-0.15974713311412356
sertaconazole	PC3	-0.1597367099905171
yohimbine	NPC	-0.15959486488855598
alprenolol	HCC515	-0.15952952051574243
azasetron	PC3	-0.15952314545498011
bendroflumethiazide	SKB	-0.1595183641594084
milrinone	VCAP	-0.15944026966507024
pentoxifylline	PC3	-0.1594370821346891
icosapent	NPC	-0.15912311039214594
pinacidil	PHH	-0.15888085808317862
sulindac	NPC	-0.1587947947628876
methantheline	ASC	-0.1587565443983138
metformin	NPC	-0.1586513558957359
brimonidine	A549	-0.15835332180509845
pindolol	PHH	-0.15834057168357388
tibolone	PC3	-0.15815250739108608
ascorbic-acid	MCF7	-0.1579134426124999
doxycycline	MCF7	-0.15786722342197326
riluzole	PC3	-0.15772856585039327
celecoxib	MCF7	-0.15760743969590962
trifluoperazine	HA1E	-0.15748471977623538
acamprosate	NPC	-0.1574703758895202
probucol	NPC	-0.15744965694204274
dipyridamole	HCC515	-0.15744168811608986
imatinib	VCAP	-0.15743531305532757
ranitidine	HCC515	-0.15736678115213287
bumetanide	A549	-0.1573141869008439
clopidogrel	PC3	-0.1572392799368869
ipratropium	VCAP	-0.15694443337663064
voriconazole	A549	-0.1568249009873375
oxprenolol	A549	-0.15674288453287372
resveratrol	ASC	-0.15661611774737227
molsidomine	MCF7	-0.15658264867837024
mitotane	ASC	-0.15658105491317964
diazoxide	A549	-0.1565093354796038
ziprasidone	ASC	-0.1565093354796038
flecainide	VCAP	-0.15649339782769806
procaterol	MCF7	-0.1563228649523066
oxybenzone	NPC	-0.15619376997187004
trapidil	SKB	-0.1561842073807266
sulpiride	PC3	-0.15588776705527974
mexiletine	MCF7	-0.15588298575970802
nimesulide	NEU	-0.15587979822932688
tolazamide	PC3	-0.15585589175146827
mirtazapine	NPC	-0.15581126632613218
thiocolchicoside	PC3	-0.15576504713560552
losartan	PC3	-0.15568057758050508
mupirocin	PC3	-0.15564870227669358
medetomidine	A375	-0.15559451426021406
valproic-acid	HCC515	-0.15537457466391477
cilostazol	MCF7	-0.15534269936010328
hesperidin	PC3	-0.15469881822311118
flunisolide	VCAP	-0.1545553793559595
pargyline	HCC515	-0.15452828534771973
levocabastine	HCC515	-0.15449959757428938
levomepromazine	MCF7	-0.15438962777613974
maraviroc	A549	-0.15424459514379749
thalidomide	VCAP	-0.15415693805831587
biperiden	NPC	-0.15412506275450438
duloxetine	NPC	-0.15412187522412324
noscapine	PC3	-0.1540374056690228
mianserin	ASC	-0.15397843635697153
fasudil	SKB	-0.15370112121381158
flunarizine	HA1E	-0.15351783821689552
procainamide	NPC	-0.15350986939094266
triprolidine	HT29	-0.15343336866179508
fipronil	VCAP	-0.15340786841874587
resveratrol	FIBRNPC	-0.15307636525910637
finasteride	NPC	-0.1529823331128625
tolbutamide	MCF7	-0.15288989473180917
benazepril	VCAP	-0.15287873837547516
edrophonium	MCF7	-0.15282773788937676
balsalazide	PC3	-0.1527990501159464
ramipril	MCF7	-0.15276876857732552
fasudil	VCAP	-0.15270820550008368
molindone	HT29	-0.15267314266589105
mephenytoin	HT29	-0.1526572050139853
retinol	VCAP	-0.15233367068029868
abiraterone	VCAP	-0.15221891958657732
oxybenzone	PC3	-0.15213285626628628
pirfenidone	NEU	-0.15212488744033342
mafenide	PC3	-0.15203563658966124
fludarabine	SKB	-0.15194160444341737
daunorubicin	SKB	-0.1519145104351776
aminoglutethimide	NPC	-0.15188422889655667
metoprolol	HCC515	-0.15188422889655667
capecitabine	VCAP	-0.15162922646606475
naltrexone	A375	-0.15157981974515697
doxylamine	ASC	-0.1515320067894397
carbamazepine	HCC515	-0.15136147391404825
sulfasalazine	VCAP	-0.1513582863836671
terazosin	MCF7	-0.1513519113229048
naftifine	PC3	-0.15132481731466504
naltrexone	VCAP	-0.15123875399437403
bifemelane	HA1E	-0.15107778371012598
panobinostat	HA1E	-0.15107618994493544
tubocurarine	HCC515	-0.15102518945883703
escitalopram	VCAP	-0.15090406330435338
valproic-acid	PC3	-0.15088175059168535
acetyl-farnesyl-cysteine	A549	-0.15071599901186558
bisoprolol	PHH	-0.15044824645984908
isoxsuprine	NPC	-0.15044824645984908
etomidate	SKB	-0.15041324355651634
pioglitazone	MCF7	-0.15025386697395665
dienestrol	NPC	-0.1502219318027875
pyrazinamide	PC3	-0.14998605455458247
medroxyprogesterone	PC3	-0.1494664871024552
fludroxycortide	PC3	-0.14945054945054947
fasudil	MCF7	-0.14937086119102072
tofacitinib	SKB	-0.14934695471316212
deferiprone	PC3	-0.14933898588720926
zafirlukast	VCAP	-0.1492561100972994
clebopride	A375	-0.14917164054219892
