Description	GSE139871_GPL10558_s5_d4	GSE16250_GPL570_s3_d2	GSE34151_GPL10558_s4_d3	GSE63548_GPL10558_s6_d5	GSE83456_GPL10558_s1_d1	GSE83456_GPL10558_s2_d1	GSE132283_s20_d17	GSE132283_s21_d17	GSE141656_s8_d7	GSE143627_s17_d14	GSE143731_s23_d19	GSE148171_s14_d11	GSE148731_s11_d10	GSE148731_s12_d10	GSE148731_s13_d10	GSE164287_s24_d20	GSE165708_s28_d23	GSE174566_s15_d12	GSE183912_s22_d18	GSE193777_s9_d8	GSE198557_s16_d13	GSE211974_s7_d6	GSE236156_s25_d21	GSE256184_s26_d22	GSE256184_s27_d22	GSE64179_s18_d15	GSE64182_s19_d16	GSE84076_s10_d9	aggregated_microarray	aggregated_RNAseq
2'-deoxyribonucleotide metabolic process	0	0	0.509312369768784	0.4731156860547458	0	0.4457807542685592	0.18774948599863844	0.6026524674064115	0.3168699527961718	0.4305851439566245	0	0.40561034016973674	0	0.634407965585346	0.4605758004052266	0.1940449180895648	0.41276246702833785	1.798565208097451	0	0.8554941161310857	0.9178522893946336	0.47918168998477434	0.7815270159740064	0.8971190431567636	0.978318620982744	0.7185874503661104	0.794892551076313	0.6257461637072769	0.8714465698459279	0.8681717363858067
2-oxoglutarate metabolic process	0	0	0.388841212143578	0.6822693318392834	0	0	0	0.9846421254457418	0	0	0	0	0	0.4886865018586582	0.4605758004052266	0	0	0.733601917838945	0	1.164202347707118	0	0.6904224792763219	0	1.033062379780453	1.1206693419275562	0.8371789798479791	0.921483693963408	0	0.8714465698459279	0.8132628408478844
3'-UTR-mediated mRNA destabilization	0	0.9230623499848306	0.6302661895678181	0	0	0	0.6006158641786183	1.0757627101083895	1.265369639866255	0.692566478335161	0.587467760492347	0.9197937057294072	0.935155071447833	1.3087796655051884	1.103595607628995	0.32382057514655166	1.7751774063469734	1.1097731996615805	1.063887326411696	1.2628390024815952	0.4305030280182973	0.7635391250394994	1.170807842861734	1.126436776577563	1.318152316074099	1.2402827463804769	0.8031346468826379	0	0.860433772600594	0.894859272412392
3'-UTR-mediated mRNA stabilization	0	0	0	0.8432945323751111	0	0.8002783434700663	1.6654725500209226	0.8722369189405379	1.641846385880492	1.068946679192853	0	1.4479593351745148	1.0359688442059871	0.6142568367018213	1.3696957462237749	0.36820587913786784	0.747311719575394	1.2195572565348307	0.6764936502558203	1.749164295618744	1.2069197845693749	0.8527399102876714	1.6465349052691702	0.7238221783832466	1.2176875603225428	1.492426983207053	1.1143324366654246	1.0705658987977686	1.1531128129957149	0.894859272412392
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
3'-phosphoadenosine 5'-phosphosulfate metabolic process	0	1.4959143127795265	0.9646549096309028	0.7547706882832291	0	1.2248013875418822	0	0.21428879671555992	0.519962860520769	0	0	0.9197937057294072	0	0	0.7365626002973474	0	0	0	0	0.7429027144911098	1.0976760822831135	0	0.35669779072628666	0.33855286499980775	0.5499959803515546	0.9202593311129031	0.2932146352767565	0	1.2823672744048191	0.8495297451618139
3'-phosphoadenosine 5'-phosphosulfate transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
3-keto-sphinganine metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
4-hydroxyproline catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2823672744048191	0.894859272412392
4-hydroxyproline metabolic process	0	0	0	0.9534847925331064	1.701404702788814	1.4758638163473563	0	0.5479806353283669	0.6729852865952477	0	0	0	0	0	0.6653587437795819	0	0	0	0	0.9396755401715372	0	0	0	0	0.9009069033886934	0	0.7273166236468114	0	1.1830662800049896	0.7707059848055414
4-nitrophenol metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0
5'-adenylyl sulfate transmembrane transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
5-aminolevulinic acid import across plasma membrane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
5S class rRNA transcription by RNA polymerase III	0	0	1.013501326405758	0	0	0	0.7711193673597232	0.9846421254457418	1.1666457035829847	0	0	0	0	0.7031621092122162	0.6653587437795819	0	0	1.017121137103511	0	0	0	0	0	0	0.9009069033886934	0.655811079655436	0.7273166236468114	0	1.3738827045609578	0.894859272412392
7-methylguanosine RNA capping	0	0	0	0	0	0	0	0.5479806353283669	0.6729852865952477	0.8806891765123687	0	0	0	0.7031621092122162	1.507359033183502	0.7929449231293002	1.402936050019944	0	1.3016656439891758	0.9396755401715372	0	0.9636639871418496	1.417843759665484	0	1.217687560322543	0.655811079655436	0	0	0.9565624786645074	0.894859272412392
7-methylguanosine cap hypermethylation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
7-methylguanosine mRNA capping	0	0	0	0	0	0	0	0.5479806353283669	0.6729852865952477	0.8806891765123687	0	0	0	0.7031621092122162	1.507359033183502	0.7929449231293002	1.402936050019944	0	1.3016656439891758	0.9396755401715372	0	0.9636639871418496	1.417843759665484	0	1.217687560322543	0.655811079655436	0	0	0.9565624786645074	0.894859272412392
9-cis-retinoic acid biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
9-cis-retinoic acid metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
ADP biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
ADP catabolic process	0	0.6829417792507521	0.8354686141592383	0.9853362137046806	0.6454440308388694	1.5143477100924931	0.2199216458785723	0.6940028320906199	0.1880074299281724	0.25775357586558917	0	0.8661818962763335	0	0.7293156928624501	0.8334332670572301	0.4437415090598216	0	0.30859037124797256	0	1.1461915659973665	1.2189711658363167	0	0.25079567286189997	0.8529198499067658	0.9317242247317872	0.9514667893858836	1.4741210414913155	0	1.4114939865224914	0.6234843738021403
ADP metabolic process	0	0.6580340767393519	0.8067149871850572	0.9534847925331064	0.6215931017675619	1.4758638163473563	0.2108944753185217	0.6687918348106235	0.18025929818400768	0.24723176078784392	0	0.8367401117991169	0	0.7031621092122162	0.8047262450307925	0.4263149032801268	0	0.29610261307965474	0	1.1116921106526862	1.1834769044936442	0	0.24054684742687812	0.8237717483226132	0.9009069033886934	0.9202593311129031	1.435959601160125	0	1.3738827045609578	0.6357435679324202
ADP transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6847321079204794	0.894859272412392
AIM2 inflammasome complex assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
AMP biosynthetic process	0	1.6180567033633029	0	1.3950698398216137	0	0	0	0.4754444691810805	1.3811783408781868	0	0	0.7356911610325882	0	0.6142568367018213	0.5802200920780867	0	0	2.1235162779428824	0	0	0.8917191606047646	0	0	0.7238221783832466	0.7946668557033437	1.0201825719337885	0.6360806830379094	0	1.3987390998669782	0.894859272412392
AMP catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1830662800049896	0.894859272412392
AMP metabolic process	0	1.7620205459973943	0	0.9534847925331064	0	0	0.7711193673597232	0.7816637089213846	1.356432861224434	0.8806891765123687	0	0.8367401117991169	0.6676437396527174	0.9795144478642566	0.9322832138867236	0	0	1.9942752487696345	0	0	1.0055598715076546	0.5341784216494038	0.861072057881969	0.8237717483226132	0.9009069033886934	1.3306531418791758	1.0093862943343417	0	1.2823672744048191	0.894859272412392
AMP transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
AMPA glutamate receptor clustering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.4897653822707065
AMPA selective glutamate receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
ARF protein signal transduction	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
ATF6-mediated unfolded protein response	0	0	0.5671703378410662	0.9534847925331064	1.701404702788814	0	0	1.3146605247148968	1.519201725219165	0	0	1.3866275008930258	0	1.208613137712286	1.507359033183502	0	0	0	0	0.9396755401715372	1.0055598715076546	0	0.861072057881969	0	1.217687560322543	0	0.7273166236468114	0	1.1830662800049896	0.894859272412392
ATP biosynthetic process	0	0.8032813506650301	0.5399691537780369	1.1352896373585322	0	1.0841307576006245	0.5138331171178209	1.0617978592821722	0.6418135660579801	0.3104719220792134	0	0.8002895513450377	0	0.855132272568258	0.8117274352646908	0	0	0.3709479601535732	0	1.1201334440003972	0.691276016896072	0.3466657711425815	0.3021680849078566	1.4587481339623058	1.2610417494426032	0.2204753024924596	0.6942770633410686	0.458015174517717	1.3831038529102515	0.817673311497748
ATP export	0	0	0	0.9534847925331064	0	0	0	0.5479806353283669	0.6729852865952477	0	0	0.8367401117991169	0	0.7031621092122162	0	0	0	0	0	0.9396755401715372	1.0055598715076546	0	0.861072057881969	0	0.4936171547002242	0.655811079655436	0	0	0.6847321079204794	0.894859272412392
ATP generation from poly-ADP-D-ribose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2823672744048191	0.894859272412392
ATP metabolic process	0	0.748614401223553	0.6000024881343325	1.1929034987178428	0.25368386670182613	0.8835784934847073	0.5478777469437468	0.9600593959845508	0.5353147208274942	0.4663177315255686	0.1597956333257587	0.6739016692759587	0.13859353071310349	0.7418200454625489	0.8090211843384633	0.2524152883785716	0	0.7436550554726109	0	0.9862841691693548	0.7341731984154944	0.1081659252314722	0.4542894591240697	0.9885515547376932	1.0118654674683922	0.6925478614402573	1.0338486097810924	0.144811945583409	1.412925030138386	0.7748767281170391
ATP synthesis coupled electron transport	0	0	0.597128341588891	0.3806261740674946	0.8347705295235297	0	0.2956206657884851	1.0283235478173784	0.2531515532813624	0	0	0	0	0.5151815843150601	0.4857632269025994	0	0	0.41237519220511915	0	0.7053552507407183	0	0.3856281331464039	0.33649388477832326	1.2615299976455066	1.3571203356138062	0	0.5341160794196097	0	1.230833198728912	0.8522363241368653
ATP transport	0	0	0	0.8952321042960605	0	0	0.3828171792021754	0.7305503284391254	0.6272377080845283	0.4461434845188095	0	0.4203655805277812	0	0.655857246440011	0.3245271597875633	0	0.7952977771469825	0.5295719824402833	0	0.8819379663020781	0.522296159537196	0	1.1056790893466526	0.4128570319660037	1.006942528945335	0.863262906873738	0	0	0.7737330424852831	0.894859272412392
AV node cell action potential	0	0	0.5671703378410662	1.5335187873143044	0	0	0	0.5479806353283669	0	0	0	0	0	0	0.6653587437795819	0	0	0	0	0.9396755401715372	0	0	0	1.3698492822016723	0.4936171547002242	0.655811079655436	1.2417084359969768	0	1.1830662800049896	0.7707059848055414
AV node cell to bundle of His cell communication	0	0	0.49248206417869744	1.3950698398216137	1.5586909115484853	0	0	0.4754444691810805	0	0	0	0	0	0	0.5802200920780867	0	0	0	0	0.8304967280666118	0	0	0	1.2369470214917726	0.7946668557033437	0.571646572320965	1.1143324366654246	0	1.24082454535704	0.7890909654450426
AV node cell to bundle of His cell communication by electrical coupling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
AV node cell to bundle of His cell signaling	0	0	0.5671703378410662	1.5335187873143044	0	0	0	0.5479806353283669	0	0	0	0	0	0	0.6653587437795819	0	0	0	0	0.9396755401715372	0	0	0	1.3698492822016723	0.4936171547002242	0.655811079655436	1.2417084359969768	0	1.1830662800049896	0.7707059848055414
Arp2/3 complex-mediated actin nucleation	0	0	0.6132701517868332	0	1.1639991675211798	0.970901133626266	0.8288776748763986	1.051544351837191	0.7255095200356834	0	0	1.6684802415889832	0	0.757369102045273	1.5868185424865848	0	0	0	0	1.3378138575304812	1.88834253629438	0	0.5077989122918959	1.6507567079547625	1.4265999336156834	0	0.4201599419350919	0	1.357777065890794	0.7588912646462735
B cell activation	0.9822693005411048	0.4221560337287949	0.8899182563538974	0.49000255483682287	0.3971120220539678	1.0635869021963211	0.6143465003672556	0.7983326519643821	0.8840401603858546	0.9340248751608506	0	0.28470848585089165	0.42880597820991706	0.9986790066359928	0.6200129324670589	0.13477504403812696	0.7952977771469824	0.95662069682223	0	0.4815688125980291	0.3566374062149509	0.4962539238093443	0.9136839127162248	0.770758923213888	0.8446690570229269	0.9387500575547352	0.6788026108895586	0	1.3325472142464474	0.8388625860667103
B cell activation involved in immune response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2823672744048191	0.894859272412392
B cell adhesion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
B cell antigen processing and presentation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
B cell apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
B cell chemotaxis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5372986417938648	0.6357435679324202
B cell costimulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
B cell differentiation	0	0	0.5671703378410661	0.3603724319854542	0	0.6453097013696301	0.2796234843313892	0.5479806353283669	0.857556367953555	0.6246082714426909	0	0.3077376982821596	0	0.4886865018586582	0.6653587437795819	0	0.6001867295546013	0.733601917838945	0	0.939675540171537	0.3850164968477719	0.6904224792763219	0.861072057881969	1.033062379780453	0.7761927462532198	0.655811079655436	0.5067971042391991	0	1.3738827045609578	0.894859272412392
B cell lineage commitment	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
B cell mediated immunity	0	0	0.9200235532767352	0.716791015575164	0	0	0.5687311077227362	1.2626022454256922	0.7071617108075643	0.34567425696738263	0	1.0930173132527672	0	0.7384461785741518	0.8885590179940508	0.30535903056823877	0	1.299120865111733	0	1.568662134183492	1.482767877171495	0.3856281331464039	0	0.3193062934110452	0.35523998006860535	0.8768827510328134	0.5341160794196097	0.5078696063212826	1.299053340289963	0.8083179889980422
B cell proliferation	0	0	1.5472165415785242	0	1.4378989674131677	1.2248013875418822	1.6654725500209226	0.7816637089213846	1.7254773462598842	1.549273332788626	0	0	1.5109150596365246	1.3087796655051884	0.9322832138867234	0.6187708351396312	0	1.7204528874811125	0	0	0	0	1.5237937625321216	1.126436776577563	0.7097537730388745	1.2402827463804769	1.3429399786615708	0	1.537298641793865	0.894859272412392
B cell proliferation involved in immune response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
B cell receptor apoptotic signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
B cell receptor signaling pathway	1.4592385922539004	1.2176138671596348	0.47164892602647257	0.811704414553664	1.1639991675211798	0.970901133626266	0.8288776748763986	1.051544351837191	0.3857854817167309	0.7461901117319104	0	0.7069576035674796	0.38244215420013344	1.0462302644837864	0.7174472620347091	0.4626089825511921	1.2293373958285934	1.085169225099438	0.44886566058616817	1.0048904537620775	0.8589683731259578	1.0297938998563745	0.7286481845087748	0.4829120960010139	0.5347713724401123	0.8526490204530989	0.6103415945902463	0	1.357777065890794	0.7588912646462735
B cell receptor transport into membrane raft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
B cell receptor transport within lipid bilayer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
B cell tolerance induction	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537298641793865	0.894859272412392
BMP signaling pathway	0	0.4221560337287949	0.527289748306543	0.49000255483682287	1.4605718775480907	1.2461734329811245	0.5016721282040979	0.8632018438938285	0.8840401603858546	0.5814650321841424	0	0.986372844751227	0.2192728481115156	0.557284979231928	0.7944346479711393	0.2671768293502716	0.28986599826813103	0.95662069682223	0	0.7589971205722664	0.6758515205695955	0.1714503868805544	1.0132072918968056	0.5396682709386265	0.6621156430783747	1.142439988336774	0.9491482035749936	0.2290122475948254	1.2750184322541602	0.8388625860667103
C-C chemokine receptor CCR7 signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5372986417938648	0.894859272412392
C-X-C chemokine receptor CXCR4 signaling pathway	0	0	1.158370525705951	1.0939662087084423	0	0	0.8953150731762369	1.1274565710344346	0.7863544328990428	1.015229538335877	0	0.9673418336718144	1.3129589781521411	0.820024852815863	0.7778213554131798	0.9193430504061526	1.5673838759974317	0	0	1.6844879861518245	1.149873603499776	0	0.9938882075423812	0	1.0371684544653412	1.2953420477430293	1.3996641249418933	0	1.3381456209624607	0.894859272412392
C-terminal protein amino acid modification	0	0	0	0.9534847925331064	0	0	0	0	0	0	0	0.8367401117991169	0	0.7031621092122162	0.6653587437795819	0	0	0	0	0	1.0055598715076546	0	0.861072057881969	0.8237717483226132	0.9009069033886934	0.655811079655436	0	0	0.3618082058354975	0.894859272412392
C-terminal protein deglutamylation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9565624786645076	0.894859272412392
C-terminal protein lipidation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
C-terminal protein methylation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.894859272412392
C21-steroid hormone biosynthetic process	0	1.3905992658357291	1.2462542650782988	1.1796326182647874	1.334008276439274	1.1275203655100965	0.5399426313083537	0	0.4662242500519409	0.6246082714426909	0	0	0	0.4886865018586582	0.4605758004052266	0.5566059934274519	0	0.733601917838945	0	0.6712440265259036	0	0	0	0	0.33623428746394296	0	0	0	1.537298641793865	0.6357435679324202
