pert	cell	spearman
nabumetone	VCAP	-0.17091453666039305
thalidomide	A375	-0.17082549126748026
bucladesine	HA1E	-0.1706271628923563
levetiracetam	A549	-0.16940683625766503
febuxostat	VCAP	-0.16931981462368206
icosapent	A375	-0.1690202983020663
dipivefrine	HA1E	-0.16900006071276794
temozolomide	A549	-0.16892720539129383
rilmenidine	HT29	-0.16865602169469576
mitotane	A549	-0.1677939003905855
lamotrigine	NPC	-0.16764009471191796
moexipril	HCC515	-0.1676097383279704
prednisolone	ASC	-0.16741545747070613
dydrogesterone	VCAP	-0.1673142695242143
tranylcypromine	FIBRNPC	-0.1670603723010213
propylthiouracil	PC3	-0.16705522838119527
bezafibrate	VCAP	-0.1670471333454759
ozagrel	A375	-0.16661202517556112
nimesulide	VCAP	-0.16653714609515718
clomifene	NPC	-0.16651893226478864
nifedipine	PC3	-0.16628012871106795
phentolamine	A549	-0.1661202517556109
nateglinide	HCC515	-0.16607572905915452
talniflumate	VCAP	-0.16606358650557548
betamethasone	HCC515	-0.16602918260376828
hydrocortisone	VCAP	-0.1658693056483112
pravastatin	HCC515	-0.165723595005363
risperidone	NPC	-0.16543014996053673
betaxolol	HCC515	-0.16535324712120297
sulfasalazine	A549	-0.16519539392467572
hydrocortisone	HA1E	-0.16509833702587318
lonidamine	HCC515	-0.1650658733531662
cyclopentolate	MCF7	-0.16500516058527112
diclofenamide	PC3	-0.1649363527816567
pioglitazone	MCF7	-0.1649039726387793
diclofenac	HCC515	-0.16488171129055113
propentofylline	VCAP	-0.16488171129055113
benzthiazide	HA1E	-0.1646246939064619
repaglinide	VCAP	-0.1637645963612815
mestranol	VCAP	-0.16368364600408802
temozolomide	HT29	-0.16351769777184144
mifepristone	A549	-0.16319996761985717
etodolac	HCC515	-0.1631008034322952
valproic-acid	A549	-0.16303604314654044
resveratrol	VCAP	-0.1629125938518204
metolazone	HCC515	-0.16273450306599482
biperiden	A549	-0.1625705785926781
tranylcypromine	VCAP	-0.16223463461032525
trimebutine	A549	-0.1619189282172708
moexipril	NPC	-0.16182785906542818
naproxen	NPC	-0.16164774452067274
flecainide	ASC	-0.16135227571691663
irsogladine	HA1E	-0.16119644627931926
galantamine	MCF7	-0.1610709732256694
oxymetazoline	NPC	-0.1609374051363002
imatinib	SKB	-0.16079371825228184
dilazep	A549	-0.16078562321656248
rutin	HA1E	-0.1607283526818752
tropisetron	A549	-0.16054884342177164
betaxolol	HA1E	-0.16047202177163014
amiodarone	HCC515	-0.16004695120717224
cyclopentolate	HCC515	-0.15963815190334532
droperidol	HCC515	-0.15936494444781743
moxonidine	ASC	-0.15898447776900818
valproic-acid	A375	-0.15887519478679704
diclofenac	HA1E	-0.15865865258130454
forskolin	HT29	-0.158616153643778
verapamil	A375	-0.15841377775079435
olaparib	HS578T	-0.1583490174650396
primidone	MCF7	-0.15823163944710908
bisoprolol	A549	-0.15792200433084416
azaperone	MCF7	-0.15788962418796676
acitretin	MCF7	-0.1578410539736507
icosapent	NPC	-0.15775403233966775
dexamethasone	HCC515	-0.15740392204480608
sirolimus	HT29	-0.15717928480359425
eugenol	HA1E	-0.15649930180316923
scopolamine	SKB	-0.1564790642138709
aspirin	MCF7	-0.1557990812134459
cimetidine	VCAP	-0.1557990812134459
thalidomide	NEU	-0.15557242021330422
proguanil	VCAP	-0.15547527978467207
nadolol	MCF7	-0.15528504644526747
danazol	HCC515	-0.15516159715054748
lidocaine	HCC515	-0.1550907655880032
procarbazine	A549	-0.15507255175763465
loperamide	NEU	-0.15501183898973958
xylazine	NPC	-0.15487422338251072
nemonapride	PC3	-0.15480743933782612
dicycloverine	HCC515	-0.15475279784672052
amiloride	A549	-0.15453827940015788
imiquimod	HCC515	-0.15439661627506934
budesonide	HA1E	-0.154277214498209
naftifine	VCAP	-0.1542670957035598
aniracetam	FIBRNPC	-0.15374294214073222
sertaconazole	HA1E	-0.15371056199785485
benzylpenicillin	SKB	-0.1536802056139073
cholic-acid	A549	-0.1535304474530994
gefitinib	A549	-0.15350413858701156
terguride	MCF7	-0.15343533078339713
chlorpromazine	A375	-0.15336854673871253
vemurafenib	VCAP	-0.1533402141136948
acetyl-farnesyl-cysteine	A549	-0.15333819035476498
fexofenadine	HA1E	-0.1531499807742902
haloperidol	A375	-0.1531054580778338
flecainide	MCF7	-0.15275737154190197
bezafibrate	NEU	-0.15268451622042786
hyoscyamine	HCC515	-0.15268451622042786
torasemide	A375	-0.1526642786311295
moexipril	HA1E	-0.1522353187599201
dobutamine	A549	-0.1519296541395989
phentolamine	MCF7	-0.15187501264849337
palbociclib	NEU	-0.15183165546691385
curcumin	MCF7	-0.15171108817517662
rosmarinic-acid	VCAP	-0.15144799951429788
rimexolone	HCC515	-0.1510472952461903
amiodarone	MCF7	-0.1509238459514703
nifedipine	VCAP	-0.15086718070143487
papaverine	PC3	-0.15086515694250505
brinzolamide	MCF7	-0.15077611154959225
mitotane	ASC	-0.15071539878169715
rosmarinic-acid	HA1E	-0.15069920871025846
decitabine	NEU	-0.15054742679052074
cholic-acid	NEU	-0.15043814380830958
trazodone	HA1E	-0.1502216016028171
thalidomide	HCC515	-0.15009208103130758
coumarin	ASC	-0.15000101187946496
aniracetam	HCC515	-0.1496630441381823
methysergide	NPC	-0.14950316718272522
felodipine	ASC	-0.14944447817375997
cilastatin	MCF7	-0.1493797178880052
temozolomide	HA1E	-0.14935948029870685
betamethasone	HA1E	-0.14934733774512784
isradipine	HA1E	-0.14891830085200253
rosmarinic-acid	HCC515	-0.14880294659300186
hexylcaine	MCF7	-0.1485803331107199
oxymetazoline	MCF7	-0.14854592920891269
procarbazine	ASC	-0.14838807601238543
iloprost	VCAP	-0.14834355331592902
fasudil	MCF7	-0.14830510189626214
triprolidine	MCF7	-0.14802784692287457
ubenimex	HA1E	-0.14786703289977857
ambroxol	HCC515	-0.14778094833343455
fluconazole	HA1E	-0.1476494787047518
cetirizine	MCF7	-0.14749668482824468
quinine	HA1E	-0.14747333697609943
tolazamide	HT29	-0.1473154837795722
piroxicam	NPC	-0.1472304859045191
tolazoline	MCF7	-0.147058466395483
warfarin	HT29	-0.14692894582397348
safinamide	ASC	-0.1468500192257099
carbamazepine	HCC515	-0.1466395482970069
valsartan	NPC	-0.146489790136199
hydrocortisone	MCF7	-0.14613967984133736
flunisolide	HCC515	-0.14613360856454782
metolazone	HA1E	-0.1459919454394593
sunitinib	ASC	-0.1458705199036691
safinamide	PC3	-0.14586444862687958
palmitoylethanolamide	HCC515	-0.1458037358589845
dienestrol	VCAP	-0.14541112662659628
methantheline	HA1E	-0.14527958229615692
aminoglutethimide	NPC	-0.1447149535547326
fluorometholone	HA1E	-0.1444923400724506
fludroxycortide	MCF7	-0.1443081780098355
mepivacaine	VCAP	-0.1441847287151155
desoximetasone	ASC	-0.14415437233116793
brimonidine	A549	-0.14364843259870888
terconazole	SKB	-0.14335296379495277
estriol	HCC515	-0.14316070669661832
sulfinpyrazone	PC3	-0.14313844534839013
capecitabine	VCAP	-0.14277619249994944
betamethasone	VCAP	-0.14274785987493174
dihydroergotamine	ASC	-0.14273166980349303
prednicarbate	HCC515	-0.14268512334810682
yohimbine	A375	-0.14265476696415924
cetirizine	HA1E	-0.14252524639264974
chenodeoxycholic-acid	A549	-0.14208609070487527
