Unnamed: 0	GSM4455458	GSM4455459	GSM4455460	GSM4455461	GSM4455462	GSM4455463	GSM4455464	GSM4455465	GSM4455466
IRGQ	401	1643	676	1288	4326	1065	1178	689	1457
ZNF226	100	325	189	443	184	628	769	307	379
ZNF180	133	274	141	356	263	441	451	191	271
POM121L3P	0	0	0	0	0	0	0	0	0
PPP2R3B	29	72	21	164	191	264	119	19	135
ZNF668	204	305	626	1792	644	226	213	105	362
ZNF646	1189	1090	782	1562	1140	892	1369	299	751
VKORC1	405	309	208	330	315	554	606	577	512
GNG8	2	23	26	14	6	40	90	67	20
LPO	3	16	24	18	22	8	15	38	18
CA4	6111	80	393	18	198	0	9	1	0
SMG8	605	341	452	329	168	464	491	143	327
LINC00905	0	0	0	0	0	0	0	0	0
TPM4	20339	22268	16812	13690	11352	12477	7899	5199	13885
RAB8A	4631	4710	4356	4522	3597	3154	3323	1761	4658
GPX4	694	3706	1975	3034	3778	2768	8063	3628	3122
MIDN	11432	10707	6643	14823	14421	8497	2608	3096	11636
JSRP1	10	22	15	51	87	57	31	125	24
NIBAN3	119	898	136	664	1270	2425	818	1879	1418
KLHL26	88	248	78	320	312	354	350	271	315
GATAD2A	5075	6065	4891	6273	4983	5718	4609	2293	4112
NOS2P2	0	0	0	0	0	0	0	0	0
MVD	304	1200	940	2054	1300	960	1132	1010	727
CDT1	76	266	108	190	56	130	326	295	73
TRAPPC2L	147	501	225	498	438	520	619	740	445
ANKRD11	4396	8353	4446	10621	7065	12988	12361	11192	8574
SPATA33	21	64	32	94	85	174	163	175	121
RSKR	199	349	332	588	797	1086	951	924	902
PROCA1	24	49	55	103	187	190	188	272	151
RPL13	5929	33016	11976	41012	48650	48860	46888	87043	29129
ZNF641	1065	1420	988	1971	1149	1623	1365	565	1284
LALBA	0	0	0	0	0	0	0	0	0
CACNB3	10	80	44	149	115	146	82	139	126
DHRS13	858	92	167	180	259	164	196	142	122
TP53I13	110	710	157	760	877	1762	980	1840	1098
KMT2D	2953	6896	5205	8988	5335	7292	5403	1764	5105
CORO6	124	55	18	91	48	93	23	39	40
RHEBL1	13	46	77	79	158	97	132	86	50
TUBA1A	18238	5997	5215	4020	9377	4514	2481	2533	7151
TUBA1C	1299	3605	1038	1505	1784	1248	2722	627	758
ZNF610	5	25	4	11	34	40	57	36	21
ZNF528	50	299	49	254	252	439	342	175	209
ZNF701	449	225	408	285	306	319	453	150	223
SERTAD3	1429	1184	669	1644	2371	956	526	709	917
NCKAP5L	942	1351	569	2051	1585	855	559	542	1176
RAB4B	1503	632	835	696	1336	1508	1681	1355	1639
AQP2	0	0	0	0	0	0	0	0	2
GPD1	3	4	8	7	10	11	16	10	10
PROSER3	222	714	267	697	461	1160	1400	848	782
CYP2S1	18	62	8	114	225	169	108	71	267
AXL	86	92	76	144	200	220	141	488	267
NFKBID	849	2995	1739	1147	5937	2208	1256	970	3195
TMC4	61	8	28	1	14	4	7	5	0
ANKRD33	0	1	1	0	1	0	2	0	0
LAIR1	1192	1705	1023	471	302	457	351	1236	524
TTYH1	1	1	7	3	26	22	38	1	59
LENG8	2224	17478	2397	17005	11613	20429	10805	9878	15802
CDC42EP5	0	0	0	0	0	0	0	0	0
LAIR2	13	0	7	10	46	125	15	6	5
TMEM145	31	34	29	31	83	47	77	273	52
ZNF526	160	349	114	451	181	384	563	335	264
TRAPPC9	867	1029	336	1363	1010	1449	831	808	1199
KIR3DL1	0	10	0	6	0	13	16	10	7
NLRP7	14	7	6	16	19	20	16	33	8
ZNF146	321	3047	1117	2554	1259	2437	3735	764	1736
ZNF283	31	132	42	178	119	234	304	320	153
PPP1R14A	10	32	9	30	13	67	9	115	60
SPINT2	1285	828	1056	893	1127	929	1405	751	1183
C19orf33	31	53	4	16	15	14	0	60	11
YIF1B	630	516	379	726	816	880	679	1283	741
DNAAF3	1	6	0	0	0	16	0	6	1
PSCA	0	0	1	3	1	2	6	4	4
ATCAY	17	29	32	43	60	69	108	140	62
LY6D	0	0	0	0	0	0	0	0	0
DAPK3	381	525	378	669	864	479	716	565	520
EEF2	16077	75870	37601	84515	83582	79927	74151	46352	54893
TMIGD2	32	158	68	163	279	476	939	703	251
CHAF1A	211	576	236	696	512	527	630	481	447
UBXN6	1498	2318	2699	2960	3102	2119	2288	2149	2171
HDGFL2	1334	740	523	1118	819	1211	1377	1161	969
PLIN4	435	218	2333	233	560	111	82	25	118
SEMA6B	782	10031	1219	8394	692	526	1563	442	1034
ZNF444	193	270	160	523	290	740	938	880	531
NXN	23	31	26	26	29	90	46	81	43
TLCD3A	16	28	8	16	39	49	93	26	34
GLOD4	219	1493	306	1532	598	1808	1686	1014	1289
MFSD3	4	15	10	51	62	115	91	206	103
GPT	2	30	6	53	20	52	37	24	37
KIFC2	57	863	157	1235	1157	1586	557	1699	1334
SLC43A2	1082	8253	3172	3377	3418	2344	1933	1497	3755
RILP	58	160	118	132	306	70	118	61	236
SERPINF2	2	14	9	33	21	48	36	64	0
WDR81	134	1577	285	1490	458	615	65	89	868
SRR	21	146	78	201	77	230	341	113	123
TSR1	145	1380	257	1057	773	1181	1616	833	946
TRPV3	14	151	30	61	93	88	86	108	65
HSD11B1L	32	29	27	72	97	101	100	124	77
CYB5D2	233	214	188	205	158	319	500	272	244
GGT6	3	6	6	6	23	20	29	50	5
C19orf48	53	473	127	378	339	519	801	619	306
KLK1	2	12	3	9	11	15	18	30	26
KLK4	0	1	1	2	0	3	8	9	6
KLK2	3	16	9	14	17	22	55	102	20
KLK5	0	0	0	0	0	0	0	0	0
KLK6	0	0	0	0	0	0	1	0	0
KLK11	1	17	1	12	14	32	21	56	21
KLK13	0	0	0	0	0	2	0	0	0
ZNF83	385	1089	537	1683	2311	3230	2023	1128	2132
KRT80	2	2	1	18	9	2	2	0	1
KRT1	0	6	39	110	46	12	1	0	6
ACER1	3	3	7	12	26	27	16	62	40
OTUB1	1849	2326	1550	2364	2318	2741	2414	2628	2410
RCOR2	1	1	1	0	13	5	0	2	2
ANGPTL4	6	17	1	17	29	14	26	52	15
ENSG00000167774	55	28	8	0	34	21	30	4	20
CD320	40	230	140	281	280	463	536	686	252
SPRYD3	798	957	333	840	431	1152	1877	895	932
IGFBP6	1	6	3	4	5	20	4	18	6
SOAT2	0	6	0	7	13	35	7	50	4
ZNF558	378	440	153	533	546	992	829	424	676
CABP2	0	0	0	0	0	0	0	0	0
NDUFV1	428	1724	683	1952	2055	3151	3282	3697	2081
CDK2AP2	822	871	236	793	979	1071	3683	1274	1004
C3P1	0	0	3	1	8	8	7	7	8
NUDT8	1	6	3	13	28	23	39	37	16
TBX10	0	1	1	0	0	2	0	0	0
ENSG00000167807	9	17	18	31	55	92	83	80	64
PRDX2	115	739	375	732	701	1451	1449	1401	784
OR8J3	3	2	1	5	5	3	6	10	4
OR5I1	0	0	0	0	0	0	0	0	0
ZNF232	101	59	105	116	128	167	296	108	89
MIS12	200	683	222	642	597	912	1999	419	598
CD300C	818	1033	183	617	808	333	94	230	1377
CD300A	2621	3488	5063	3859	3304	2678	703	2009	3996
TEKT1	5	0	10	4	1	1	1	1	0
HID1	10	150	41	98	58	208	298	241	78
MRPL58	117	260	85	287	160	383	449	271	284
ATP5PD	1590	1590	1030	1491	1331	1625	1810	1543	1727
TMEM88	68	102	99	75	203	212	53	48	223
EVPL	2	8	13	17	5	13	9	14	10
SRP68	643	2017	322	1472	1292	1878	3007	1368	1463
MGAT5B	0	15	3	15	3	20	620	4	16
TMC8	1719	5961	1520	10987	7416	19247	4421	12018	10964
TK1	204	278	174	190	42	144	278	294	83
TMEM68	110	279	166	354	165	332	497	220	236
CYP7A1	2	0	13	2	1	0	2	1	1
TOX-DT	58	68	15	112	60	134	93	54	81
GSDMA	17	44	35	34	72	45	43	110	63
KRT24	0	0	0	0	0	0	0	0	0
KRT10-AS1	34	40	16	100	52	70	163	98	68
GHDC	182	316	258	553	508	664	690	539	640
FAM234A	410	577	281	693	657	870	979	600	774
SOST	0	0	0	1	3	2	3	2	4
ZNF598	621	1757	705	1947	1858	1747	1955	991	1326
RAB26	0	1	2	1	6	9	3	12	0
MLST8	132	495	212	576	442	617	830	863	465
E4F1	356	826	310	906	1057	1111	844	917	768
DNASE1L2	4	8	5	7	14	8	4	19	5
ECI1	71	233	138	346	357	324	409	404	376
CASKIN1	2	2	1	4	2	1	1	5	2
ABCA3	20	121	82	179	154	339	201	166	184
KCTD5	1282	1228	956	1988	1029	1048	1098	492	1059
SRRM2	11470	39319	12392	46734	37105	58909	30029	19851	33811
ZNF597	245	278	147	295	471	185	326	76	156
NLRC3	230	2378	592	3173	1959	5194	3829	1894	2759
SDHAF2	1053	940	928	792	985	864	1167	776	778
DDB1	1356	3954	1153	3676	2343	4593	5415	3041	3469
VPS37C	515	721	351	655	1104	462	703	196	750
VWCE	1	9	14	12	39	15	53	80	6
RAB3IL1	890	8	20	10	10	2	6	2	4
BEST1	1809	1026	2844	778	1399	1099	534	633	2196
FTH1	70913	164681	337331	120572	157608	81078	211249	63705	145814
BSCL2	145	150	201	181	234	308	390	638	253
POLR2G	771	1146	818	1161	996	1123	1225	1173	1082
SLC3A2	2902	3967	2020	3747	9405	2465	8249	1771	3091
PLAAT5	1	35	11	25	19	16	18	7	4
SPINDOC	65	265	102	342	227	341	506	231	215
ATG16L2	3103	2647	4019	3440	9304	5467	1729	3415	6243
C2CD3	563	1300	771	1446	2159	1805	1586	1240	1391
TRANK1	570	3355	1875	3697	4031	5026	5012	1788	4663
TTC21A	20	95	68	103	265	224	137	211	311
RPSA	3346	24356	10026	20919	20511	28321	36316	32311	18900
ENTPD3	1	4	3	6	2	0	6	7	2
CTNNB1	7078	10716	3805	7109	14243	6516	4739	2306	6760
ULK4	50	266	191	188	377	159	174	95	118
FADD	1072	299	431	322	285	223	463	188	310
LTBP3	98	1034	239	1677	1631	4534	2802	4287	1883
NAALADL1	43	103	31	76	101	222	237	170	136
SAC3D1	11	35	10	61	51	69	117	240	84
BATF2	295	235	3149	44	229	23	288	27	228
SLC22A11	2	1	0	2	3	3	0	1	0
SF1	12735	16776	9439	19451	22189	20002	12806	8084	13435
MAP4K2	790	1780	874	2028	1684	3672	2520	2526	2371
MAJIN	1	0	8	0	5	12	13	12	0
CCDC88B	3451	4356	2517	5353	6939	6952	5377	7557	7014
SCARA3	0	0	0	0	0	0	1	0	0
PBK	12	73	45	27	10	21	67	52	11
SCARA5	0	2	1	2	1	12	1	1	2
PNOC	14	89	15	32	57	142	55	171	77
COPS6	591	1132	380	1021	1070	1371	1314	1437	1155
PAFAH1B2	3661	2895	2057	2902	3468	2107	2619	1385	1923
ANKS3	36	144	76	230	309	454	464	584	349
NUDT16L1	274	490	309	812	735	629	613	697	509
KIAA1586	143	285	54	296	372	246	203	136	157
RAB4A	628	721	609	1049	921	957	634	601	864
ZNF355P	2	0	0	1	0	1	0	0	0
OR1F1	0	0	2	0	0	0	0	0	0
OR2W6P	2	0	1	1	4	0	1	0	1
DHFRP3	0	0	0	0	0	0	0	0	0
OR2B2	7	3	3	1	0	2	0	2	3
KCNJ4	1	0	0	1	0	1	0	0	1
SETD5	3509	5488	3700	5640	5293	5775	6120	3115	3495
VASN	29	71	22	69	203	69	24	49	39
FAM83B	5	18	17	7	26	35	43	52	16
H3-4	0	0	0	0	1	2	0	0	0
THAP9	49	95	236	286	212	125	139	43	97
OR2C1	0	0	0	0	1	3	2	2	2
RNF187	117	651	255	943	649	896	688	596	834
HOOK3	1765	3235	1671	3696	2493	3501	2805	3197	3714
MAPK1IP1L	3456	6215	2402	4525	4869	4496	3773	1824	3758
DDIT4	2634	7233	1662	7281	4666	7665	3133	3901	5538
RBPJ	8338	7952	11781	6302	7518	3496	5178	2257	3838
LMBRD1	2924	1351	1172	1849	1980	1749	1635	1002	1515
ZCCHC4	65	269	160	344	298	470	396	207	249
PTGDR	37	35	34	257	190	555	100	168	257
TTC39C	199	2216	466	2536	1795	3102	3533	1683	2154
GLYCTK	274	477	196	444	487	584	328	598	475
GNG4	19	30	28	27	30	34	122	89	57
UBTD2	401	339	366	377	389	212	501	107	248
POLR2J3	791	1095	974	1325	720	2002	1431	641	615
NKIRAS2	1475	2460	1022	1895	1457	1277	1487	833	1592
DNAJC7	2272	3328	2075	3779	4034	2935	2989	3111	3210
KCNV2	0	0	0	0	0	3	3	1	2
IRF2BP2	3987	12496	5882	11100	9855	6616	7436	2568	8676
PTF1A	0	0	0	0	0	0	2	0	0
NT5DC2	71	699	132	317	109	245	587	714	156
FOXI1	3	5	12	12	8	0	1	7	4
SMIM4	29	167	56	196	91	137	152	134	94
COA6	339	141	608	373	278	180	329	197	281
KIF5C	96	369	208	330	530	535	546	526	428
MGAT2	554	1537	450	932	1016	865	1702	575	933
BMI1	462	1758	658	1865	1295	2299	2336	804	1597
THAP11	179	505	202	906	426	969	1213	785	792
MMADHC	6490	1468	3448	1562	2143	1351	1738	887	1261
PDHB	711	1168	685	1539	817	1538	1256	1039	1360
PXK	4110	1529	1109	2063	1594	1005	822	312	1020
H1-4	45	25	24	29	220	45	30	26	38
PCMTD1	2915	1111	1613	1767	1535	2443	2269	1039	2184
KCTD6	88	185	67	199	280	253	292	225	275
MPLKIP	431	421	229	417	554	677	832	845	639
ACOX2	14	36	16	32	35	4	2	1	8
FAM107A	1	8	6	6	8	10	17	28	11
IRF2	4217	2019	5171	2736	1230	2979	3725	1168	2464
MOBP	12	19	21	18	37	52	67	133	45
CX3CR1	378	2154	820	3662	622	5231	491	988	5234
PPDPFL	0	0	0	0	0	0	0	0	0
XIRP1	0	0	2	1	6	2	19	1	0
INSM2	0	0	0	0	0	0	0	0	0
DEGS2	1	7	2	13	6	22	17	15	19
SCN11A	5	17	6	10	16	23	48	31	10
LINC00917	0	0	0	0	0	0	1	0	0
ARF4	5209	4482	5831	4459	7929	2262	4557	1416	2388
HLA-DPB2	0	37	0	100	17	0	2	4	1
HLA-DPA1	14	730	456	412	489	172	44	0	175
SEPTIN2	3564	11627	6205	9741	4779	8635	12269	3881	7638
FILIP1L	18	22	30	69	257	50	48	84	46
MFSD2A	45	506	149	142	1741	161	318	100	274
DTYMK	54	154	41	158	202	322	442	461	258
TAP1	10171	8212	35956	4883	11676	4091	15528	2917	8574
ING5	321	705	433	1126	893	1440	1580	1177	1021
ATG4B	723	1108	616	1420	1704	2053	1769	1648	1503
BDKRB2	0	0	0	0	1	1	0	0	0
MLKL	7441	955	5094	1604	3116	1180	715	1026	2255
CMAHP	2353	641	813	901	679	793	738	443	750
RFWD3	459	1236	561	1224	1843	907	1701	445	668
MTNR1A	13	30	26	47	67	95	149	174	92
KCNG4	15	20	25	33	45	67	61	209	64
RHOH	3600	1847	3141	2048	3899	2687	3299	1766	1485
KLHL30	2	9	7	15	24	16	14	25	20
COG7	280	362	271	476	419	635	522	602	470
CDC40	4273	1743	1937	3198	2889	1672	1510	1437	1867
STIP1	4013	2105	1370	1899	2325	1984	2942	1315	1655
SCNN1B	0	2	0	4	0	1	1	1	1
PPT2	6	2	5	2	2	17	13	25	2
HR	0	0	1	2	3	4	0	3	3
TXNDC2	83	30	164	35	8	7	9	6	11
RAB31	24452	8438	16155	7648	4562	3921	3136	2779	6658
ATF6B	1104	1400	365	753	1954	3260	1137	860	148
REEP4	352	624	219	839	495	601	491	620	830
TNXB	1	10	12	24	6	51	34	16	27
LGI3	0	0	0	0	0	0	2	0	0
SFTPC	0	1	2	0	1	0	0	0	0
BMP1	36	165	92	215	174	176	156	116	184
ATXN2L	2378	6595	1848	7019	7850	8498	9443	2622	5906
PHYHIP	0	0	0	1	0	0	1	0	0
CCDC110	1	9	12	4	3	7	13	15	6
POLR3D	78	901	513	916	733	1080	1121	392	853
FEN1	95	437	131	340	379	358	1026	434	220
CAVIN2	327	3921	3992	4159	1019	10524	234	4927	6553
MTCL1	2	12	2	17	19	46	29	42	24
GBX2	0	0	0	0	0	0	0	0	0
HJV	0	0	1	0	0	1	2	1	1
SCGB1D1	0	0	0	0	0	0	0	0	0
HEXIM2	18	44	20	75	41	112	55	125	84
FNTA	1397	1666	973	2431	2173	2288	2280	1385	1752
SERINC2	240	100	2	137	108	21	155	14	173
MYL1	0	0	0	0	0	0	0	0	0
TRAPPC11	1381	1874	1229	2202	1183	1284	1378	532	1279
CHRM1	0	0	0	0	10	0	0	0	1
COL3A1	1	0	0	0	0	0	0	0	0
GFRA2	3	18	10	39	43	49	6	11	44
ING2	389	226	148	204	524	224	356	183	181
CDKN2AIP	676	1300	891	2471	2311	1015	1092	391	613
SNRNP48	393	699	251	729	484	752	700	515	483
TMEM223	62	246	83	364	159	388	372	310	281
SLC20A2	106	613	208	787	454	703	981	305	456
CRYGA	0	0	2	0	0	0	0	0	0
DYNLRB2	0	0	0	0	0	6	14	8	3
TMUB2	3570	1927	3623	2468	2702	1872	1583	1215	1776
ADAM29	6	14	8	13	18	40	24	69	32
STAT3	17528	11907	19606	10905	10477	7113	11181	4420	8566
ZSWIM1	128	274	152	292	276	265	458	286	239
ADAM9	4732	3065	3071	2854	1709	521	958	240	617
ADAM18	0	0	0	0	0	0	0	0	0
GDNF	2	4	0	10	10	12	22	31	12
SPINT5P	0	0	0	0	0	0	0	0	0
MUCL3	0	0	0	0	0	0	0	0	0
WFDC13	1	0	1	0	0	0	0	0	0
AXIN2	23	345	67	272	580	506	202	309	377
NDUFS5	729	1628	693	1445	1072	1152	1604	1596	1030
VWA3B	4	5	7	7	13	6	10	10	4
ZNF30	6	50	10	67	63	152	154	71	85
UGT3A2	0	4	1	0	1	0	2	1	1
LRATD2	40	433	102	762	489	441	1087	197	242
LDLRAD4	698	929	302	1403	734	1305	1639	482	1262
KCTD19	7	12	4	22	30	37	35	161	33
SLC16A4	75	25	15	35	88	59	71	153	44
IL7R	1175	16169	5461	30525	19582	30968	19302	16863	17996
TMEM208	234	503	429	381	359	363	626	625	455
LRP1B	1	0	0	0	3	2	0	1	2
WFDC12	1	0	7	4	2	4	1	1	4
AHCYL1	2350	1479	2283	2346	2323	2081	2695	1367	2193
DNAJC21	586	1590	723	1514	1961	1765	2167	1354	1379
PKIG	45	302	174	144	157	424	764	218	183
NPNT	0	0	0	2	0	5	5	0	2
LINC01620	2	5	5	3	9	2	6	3	1
CA7	0	0	0	2	1	2	0	1	1
FAM178B	1	13	6	10	50	30	44	41	29
TSPY2	0	0	0	0	0	0	0	0	0
SEMA4C	138	1041	137	1417	885	1582	934	778	894
CNNM3	157	1202	380	2255	966	2327	1677	1009	1385
GSTM4	64	374	38	294	68	652	238	183	201
TET2	11059	4988	10490	5773	9214	2094	1122	659	3140
CXXC4	1	21	6	7	7	20	16	29	12
TCTN2	7	154	33	96	139	266	331	237	117
SHOX2	14	0	4	2	1	20	3	37	2
PPIP5K1	75	400	101	394	477	742	585	302	458
TSPAN5	45	222	105	375	228	476	725	355	314
ABHD15	63	716	108	512	476	1345	784	717	992
ZBTB5	194	992	529	1052	1568	722	1289	239	528
CHTF8	383	865	536	1043	707	1446	1724	1022	1571
ADAL	20	98	29	53	139	177	360	163	132
LCMT2	72	141	74	125	221	270	538	262	214
SNTB2	946	553	583	1174	629	1186	607	833	998
IL12A	2	50	21	46	85	76	32	70	37
ZNF507	227	1216	254	1138	577	1509	1127	566	823
STX18	496	1073	645	1120	896	930	968	560	677
NSG1	13	198	28	229	146	602	201	617	403
ZBTB49	222	277	213	370	528	360	313	121	151
GFM1	421	1507	584	1560	834	1309	1422	831	923
OR13J1	0	0	0	0	0	0	0	0	0
HTR1E	0	0	0	0	0	0	0	0	0
FSTL5	0	0	0	0	0	0	2	0	0
TPTE2P5	1	4	5	13	13	48	37	13	17
DDX19A	287	1502	578	1646	1185	1613	1610	1176	1230
ATOH8	11	8	1	14	109	23	0	106	113
SOX14	0	0	0	0	0	0	0	0	0
ANKRD49	800	1232	729	1124	1141	1675	1677	1238	964
SFTPB	9	40	21	24	30	57	40	50	40
USP39	1408	1573	1139	1915	1698	1446	1696	952	1213
TNIP2	1431	1880	1031	1355	1645	1038	2178	896	1127
C2orf68	1598	1093	991	1846	806	1900	2059	1347	1475
TMEM150A	31	122	92	219	202	285	375	168	265
RNF181	1197	701	1333	894	777	709	1300	730	735
VAMP5	597	1024	1763	471	666	511	562	776	1227
BTNL3	0	0	0	0	112	3	2	0	0
LRRC28	200	332	266	364	372	577	582	530	512
MAT2A	4435	4282	3488	8448	8603	5695	5055	2275	6645
PLA2G4F	6	6	3	7	2	8	8	3	9
ENHO	0	4	1	19	44	67	6	57	46
ZNF608	101	110	67	39	40	89	124	40	16
SLC35G2	5	20	17	17	14	35	33	41	22
INPP5D	3712	3576	1931	6365	4258	4529	2204	2439	3979
LETM1	171	987	329	996	818	1415	1471	1026	1120
CTRB1	0	4	2	2	6	24	8	39	10
CTRB2	0	0	0	0	0	0	0	0	2
TRIM49	0	0	0	0	0	0	0	0	0
TMEM129	311	389	204	782	477	896	895	591	628
PPIC	0	0	2	0	2	0	2	1	1
SPRY3	240	60	133	99	123	95	61	43	81
CEP120	439	2411	715	3123	1453	2403	2936	738	1396
STXBP6	0	7	3	3	5	12	5	4	4
TM4SF20	12	4	28	14	13	8	19	65	11
MFF	3575	1528	2015	1463	1261	1695	1782	1130	1219
GRM5	0	0	0	1	1	0	2	0	1
LGALS9	5027	4208	3494	5072	7171	3908	2775	3229	10394
PMCHL1	1	8	11	10	3	8	11	14	5
JMJD7-PLA2G4B	37	574	184	961	819	1626	873	666	1029
OR7E102P	0	0	0	0	0	1	0	0	0
CPLX1	0	34	4	16	14	17	11	20	20
PXDC1	11	91	37	58	250	55	367	29	53
SIGLEC7	1340	335	221	504	561	274	161	185	520
NTSR2	0	0	0	0	0	0	0	0	0
E2F6	73	406	411	740	503	291	558	210	276
FEM1B	1607	2509	654	2375	2432	2239	2379	788	1780
COMMD8	786	534	694	507	226	524	511	322	569
ATP5ME	382	692	457	633	709	730	765	1376	651
UQCRFS1	1301	1408	614	1310	1342	1150	1207	1122	1404
SLC49A3	232	169	153	225	333	108	104	150	353
COL4A3	10	120	11	64	62	138	82	119	155
MAP2K1	2627	2159	2745	2977	2840	2286	2133	1108	2489
KLK7	0	11	0	5	5	4	7	11	12
PMCHL2	0	0	0	0	0	26	12	21	6
HNRNPH1	4033	23986	5880	19973	22660	29913	19046	13076	20475
IRS1	13	141	149	156	104	276	233	119	229
MECP2	2016	4495	2574	6123	4344	4256	3602	2044	3001
VCX3A	0	0	1	0	0	0	0	0	0
UPF3A	440	1392	833	1766	1286	2934	3518	3192	1567
ZBBX	16	2	27	1	7	0	1	4	2
ACTBL2	1	0	0	0	0	0	0	0	0
ROR2	1	4	0	6	6	7	10	22	4
BRD7P3	0	2	1	2	3	6	5	1	3
AR	2	12	33	16	10	63	9	42	39
DHRSX	513	253	346	284	360	347	525	252	425
VXN	0	0	0	7	2	6	18	8	0
HSPBAP1	765	473	802	587	1187	967	737	451	881
ASMTL	548	644	430	772	727	927	1222	602	662
SLC25A6	2256	12663	7689	13804	14521	12371	12685	11976	11718
CHST14	54	143	26	150	144	264	430	118	254
PARM1	15	176	37	84	35	296	87	337	105
CSNK1G1	1290	1322	960	1387	996	1465	1311	666	1212
FAM110B	663	31	120	49	47	35	23	13	104
ODAD2	1	1	2	2	2	1	8	2	1
AFAP1L2	8	26	36	65	43	122	111	49	77
ZNF354A	1404	305	162	469	418	633	751	339	450
ATF5	206	2214	828	961	1448	705	4187	634	1751
UBE2V2	776	1088	1002	1135	463	1278	1538	1085	1086
GOT1L1	0	0	0	0	0	0	0	0	0
ZBTB43	1481	2994	1787	2868	5428	1585	1256	682	1696
ENSG00000169164	0	0	0	0	0	0	0	0	0
CPT1C	13	40	25	43	95	79	82	158	67
PCSK9	538	1	3	0	0	0	0	0	1
XPO6	40770	9332	21964	7949	17370	7638	7417	3388	5740
GSG1L	5	4	11	5	7	4	3	2	2
MN1	7	288	24	694	104	81	155	15	70
APEX2	170	388	110	352	251	600	1008	503	528
NSMCE1	580	478	244	472	568	987	759	952	687
CCDC126	1033	247	331	391	258	182	298	70	187
IL13	0	2	1	8	5	4	169	5	3
NPIPB12	208	772	152	1209	1028	1473	183	106	357
OR10G3	18	36	25	44	67	74	68	87	39
RAB3B	17	53	32	46	67	72	86	184	61
OR6F1	0	0	0	0	0	0	0	0	0
CD2BP2	2830	1939	2034	3150	2681	2236	2584	1573	1749
RSPO1	0	1	0	0	0	0	0	0	0
RGS14	4624	1087	657	2299	2277	2279	1421	1897	1763
TBC1D10B	2407	1775	2010	2475	2250	1855	2225	1222	1935
LMAN2	3779	3274	2316	2845	2474	3455	5048	3574	3224
GCSAML	23	326	332	294	162	288	179	25	247
RAB24	3010	2203	3999	2449	4972	2134	1530	2643	3868
PRELID1	4761	4939	4756	3722	6390	2699	2478	2587	4300
THBS3	375	355	341	384	452	711	725	389	415
CA5B	277	605	361	1082	1048	1834	595	1379	1220
SLC50A1	391	734	452	597	979	938	2141	1195	808
EFNA1	155	14	18	15	70	42	52	12	22
CXCL10	59	285	1155	16	141	90	1655	67	1135
NPIPB3	961	5137	1602	5686	7700	17670	11734	5685	7356
SH3TC2	8	60	156	74	27	175	24	76	130
CXCL11	2	20	36	8	7	5	310	2	38
ZRSR2	714	874	478	1348	1331	1340	1078	2699	1752
NMD3	649	2248	1662	2442	2646	1423	1534	998	1354
ADRB2	649	217	425	477	529	483	152	213	258
ENSG00000169253	0	0	1	0	0	0	3	0	0
B3GALNT1	25	401	75	118	71	71	145	150	44
GPRIN1	20	42	32	44	18	52	36	34	34
ZNF311	0	0	0	0	0	0	1	11	0
HSPB3	0	0	2	3	0	5	0	0	1
KCNAB1	3	67	18	94	24	45	48	24	34
MRPL1	183	444	183	527	439	454	447	501	340
SHE	22	45	49	54	65	96	117	148	99
NR0B1	0	0	0	0	0	0	0	0	0
PGM2	3532	567	432	635	731	732	542	340	935
STK32A	0	0	1	6	3	2	2	5	3
IL1RAPL1	1	1	0	1	1	2	0	8	3
P2RY12	77	182	166	212	46	376	11	101	377
C22orf15	0	0	0	0	2	14	0	5	0
GUSBP12	0	0	0	0	0	0	0	0	0
OR5AU1	7	26	24	32	36	47	41	53	51
MINAR1	10	27	22	45	23	43	41	16	28
PDILT	0	5	0	3	4	8	13	14	4
UMOD	0	0	0	0	0	0	1	0	0
GP2	3	6	3	6	22	11	16	27	7
SLC33A1	668	736	534	1146	668	1043	2199	836	754
SNUPN	148	257	110	330	224	440	480	435	456
CRADD	279	108	113	95	178	147	132	112	138
SIN3A	1571	4188	1617	3927	4542	4009	4689	1281	2833
ARL13B	55	157	209	194	435	257	479	173	245
RNASE2	2532	1204	594	795	475	182	77	73	574
ELSPBP1	0	0	0	0	0	0	0	0	0
RNASE3	360	144	44	23	8	4	7	4	26
PTK2	42	329	119	441	638	653	620	448	605
RSPH10B2	9	16	7	14	25	27	33	78	21
PTAFR	10527	7971	27805	5699	8240	1898	6563	1835	3096
PTPN9	971	1140	506	1332	676	1380	1092	530	1229
RNASE6	280	546	238	1254	910	665	91	723	976
NPR1	0	1	0	1	1	4	139	0	0
KCNK9	1	2	0	7	1	6	6	1	5
CXCL8	16524	41590	322880	35967	70622	8309	135849	1184	15329
SCN9A	228	52	134	74	103	85	42	45	113
RASSF6	4	90	16	83	41	63	99	84	54
COL22A1	0	0	0	0	0	1	2	0	0
SDC2	56	2777	301	217	226	27	1161	5	27
CD52	714	6405	1166	4642	5487	10341	2863	10312	7085
MMGT1	2145	2010	1284	2226	2142	1586	1962	795	1653
SPRR1B	0	0	0	0	0	0	0	0	0
SPRR1A	0	0	0	0	0	0	0	0	0
OR4K14	0	0	0	0	0	0	0	0	0
OR4K15	0	0	0	0	0	0	0	0	0
TM2D2	684	491	756	593	648	630	806	388	554
HTRA4	18	34	45	15	34	15	46	20	10
