Description	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	up_aggregated_RNAseq_0.8	up_aggregated_RNAseq_DE	up_aggregated_RNAseq
iron import into cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
iron ion transmembrane transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005373134328358209	NA
iron ion transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008955223880597015	NA
iron-sulfur cluster assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0036068530207394047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ISG15-protein conjugation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.416195856873823e-4	NA	9.99000999000999e-4	NA	0.0010820559062218215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
isoleucine transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001791044776119403	NA
isoprenoid biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
isotype switching	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005178907721280603	NA	NA	0.0053612116338292454	NA	NA	0.004988360492184902	NA	NA	NA	NA	NA	0.00516327100195367	NA	NA	NA	NA	NA
JNK cascade	0.013825584928593133	0.013825584928593133	NA	NA	NA	NA	NA	NA	NA	NA	0.013982926111274654	NA	NA	0.013631200302915562	NA	NA	0.01381951381951382	NA	NA	0.013718296379007816	0.012969737279680744	NA	NA	NA	NA	NA	NA	NA	NA	0.041237113402061855	0.0191044776119403	0.061855670103092786
keratan sulfate biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018832391713747645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
keratinocyte differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	0.014328358208955224	NA
keratinocyte proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007761194029850746	NA
kidney epithelium development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015522388059701492	NA
kidney morphogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010746268656716417	NA
kidney vasculature development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	NA	0.041237113402061855
killing by host of symbiont cells	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0031903014834901897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
killing of cells of another organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011940298507462687	NA
kinetochore assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0021708792060784617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kinetochore organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002791130407815165	NA	NA	NA	NA	0.0019953441968739607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kynurenine metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
L-glutamate import	0.004102096627164996	0.004102096627164996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L-leucine import across plasma membrane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001791044776119403	NA
lamellipodium morphogenesis	0.002127013065937405	0.002127013065937405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002233211038443133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	0.020618556701030927
lamellipodium organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007337693412027437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
late endosome to lysosome transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002488722974023954	NA	0.002145651899533005	0.0023540489642184556	NA	0.002664002664002664	NA	NA	0.0030307864093156805	0.0019953441968739607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
late endosome to vacuole transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003733084461035931	NA	0.0034078000757288905	0.004080351537978657	NA	0.004495504495504496	0.0036188178528347406	NA	0.004625937151060775	0.003547278572220375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
late endosome to vacuole transport via multivesicular body sorting pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003138731952291274	NA	0.0034965034965034965	0.0026806058169146227	NA	0.0031903014834901897	0.0025496064737833943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lateral ventricle development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014743331993030426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
learning	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04639175257731959	NA	0.05154639175257732
lens fiber cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005373134328358209	NA
leucine import across plasma membrane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001791044776119403	NA
leukocyte activation involved in inflammatory response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004666355576294913	NA	0.0041650889814464215	NA	NA	NA	NA	NA	0.005263997447758813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010149253731343283	NA
leukocyte adhesion to vascular endothelial cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00955223880597015	NA
leukocyte aggregation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001726302573760201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	0.020618556701030927
leukocyte apoptotic process	0.01078699483439684	0.01078699483439684	NA	0.013759431868619618	0.013759431868619618	0.013759431868619618	0.013759431868619618	0.013759431868619618	0.013759431868619618	0.009736747205192933	0.010008831321754489	0.010732617825478302	0.010351651697366418	NA	0.010671688637790333	0.009768956427353079	0.011322011322011322	0.00938212035920118	0.011722272317403066	0.009889934598819589	0.009311606252078483	0.010351651697366418	0.010351651697366418	NA	NA	NA	NA	0.009873417721518988	NA	0.030927835051546393	0.02447761194029851	0.05154639175257732
leukocyte chemotaxis involved in inflammatory response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
leukocyte degranulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007068029786696958	NA	NA	NA	NA	NA	0.008294783857074493	0.006761999778295089	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010746268656716417	NA
leukocyte homeostasis	0.009419629292008508	0.009419629292008508	NA	0.015534842432312472	0.015534842432312472	0.015534842432312472	0.015534842432312472	0.015534842432312472	0.015534842432312472	NA	NA	0.009643801524342821	0.00974273100928604	0.009592326139088728	0.009416195856873822	NA	0.01048951048951049	0.008845999195818254	NA	0.010049449672994098	0.009533311162842256	NA	NA	NA	NA	NA	0.009070611219648339	NA	NA	0.030927835051546393	0.020298507462686566	0.041237113402061855
leukocyte mediated cytotoxicity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011963630563088213	0.011196097993570558	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020298507462686566	NA
leukocyte migration involved in inflammatory response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
leukocyte tethering or rolling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005373134328358209	NA
lipid droplet organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003828361780188228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lipid export from cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005004415660877244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.00835820895522388	0.030927835051546393
lipid import into cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002233211038443133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lipid storage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007932804479701353	NA	0.00782531869241449	0.008317639673571877	NA	0.007992007992007992	NA	NA	0.008613814005423513	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	0.01373134328358209	NA
lipid transport across blood-brain barrier	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.57090445047057e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lipophagy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0010097185409567084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lipopolysaccharide-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004928476980406299	NA	NA	NA	0.005301022340022719	NA	NA	0.005328005328005328	NA	0.005410279531109108	0.005902057744456851	0.0048775080368030155	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	0.013134328358208954	0.041237113402061855
lipoprotein biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004922377887163953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lipoprotein metabolic process	0.00850805226374962	0.00850805226374962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01224105461393597	NA	0.011655011655011656	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011722020653084008	NA	NA	0.030927835051546393	0.01671641791044776	NA
liver morphogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002824858757062147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005970149253731343	NA
liver regeneration	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003295668549905838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
long-chain fatty acid import across plasma membrane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0015951507417450949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
long-chain fatty acid import into cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0020736959642686232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
long-term synaptic potentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03608247422680412	NA	0.041237113402061855
lung development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0191044776119403	NA
lymphocyte apoptotic process	0.007596475235490732	0.007596475235490732	NA	0.01154016866400355	0.01154016866400355	0.01154016866400355	0.01154016866400355	0.01154016866400355	0.01154016866400355	NA	NA	0.007155078550318867	0.0074592784289846245	NA	NA	0.0072879516204062645	0.007825507825507826	NA	0.008115419296663661	NA	0.006540294867531316	NA	NA	NA	NA	NA	NA	0.007088607594936709	NA	0.02577319587628866	0.015522388059701492	0.041237113402061855
lymphocyte chemotaxis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015522388059701492	NA
lymphocyte costimulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004995004995004995	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004465531677365337	0.0046835443037974685	NA	NA	0.010746268656716417	NA
lymphocyte homeostasis	NA	NA	NA	0.011984021304926764	0.011984021304926764	0.011984021304926764	0.011984021304926764	0.011984021304926764	0.011984021304926764	NA	NA	NA	0.00730704825696453	0.007068029786696958	NA	NA	0.007492507492507493	NA	NA	0.006859148189503908	0.00709455714444075	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	0.011940298507462687	0.041237113402061855
lymphocyte migration	NA	NA	0.009073887368572663	NA	NA	NA	NA	NA	NA	NA	NA	0.00917716596671333	NA	NA	NA	0.009148705225616375	0.00999000999000999	NA	NA	0.008932844153772532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02208955223880597	NA
lymphoid progenitor cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0027443207806068	0.0027443207806068	NA	NA	NA	NA	NA	NA	0.020618556701030927
lysosomal lumen acidification	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0031109037175299425	NA	0.0026505111700113595	NA	NA	0.0028305028305028305	NA	NA	0.0031903014834901897	0.0024387540184015078	NA	NA	NA	NA	NA	NA	NA	0.0027432861680623736	NA	NA	NA
lysosomal membrane organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018665422305179655	NA	NA	0.0018832391713747645	NA	0.002331002331002331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lysosomal transport	0.01109085384381647	0.01109085384381647	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012754705241872765	NA	0.011737978038621734	NA	NA	0.011655011655011656	NA	NA	0.012920721008135268	0.010530983261279237	0.011417262901507078	0.011417262901507078	NA	NA	NA	NA	NA	0.011695062084897487	NA	NA	NA
lysosome localization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007446674239555724	NA	NA	NA	NA	NA	0.008454298931249002	0.00709455714444075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lysosome organization	0.011546642357945914	0.011546642357945914	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011199253383107793	NA	0.010854474315284614	0.009573132454488386	NA	0.010156510156510156	NA	0.009558160504959423	0.013239751156484288	0.009755016073606031	0.011417262901507078	0.011417262901507078	NA	NA	NA	NA	NA	0.010973144672249495	NA	NA	NA
lytic vacuole organization	0.011546642357945914	0.011546642357945914	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011199253383107793	NA	0.010854474315284614	0.009573132454488386	NA	0.010156510156510156	NA	0.009558160504959423	0.013239751156484288	0.009755016073606031	0.011417262901507078	0.011417262901507078	NA	NA	NA	NA	NA	0.010973144672249495	NA	NA	NA
macromolecule methylation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010891963497203415	NA	NA	NA	NA	0.010544270429523958	NA	0.011124514140195683	0.012623985572587917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
macrophage activation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009643801524342821	NA	0.008835037233371198	0.009259259259259259	NA	0.00949050949050949	NA	NA	0.010527994895517626	0.008313934153641503	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	0.020895522388059702	NA
macrophage activation involved in immune response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
macrophage chemotaxis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00835820895522388	NA
macrophage colony-stimulating factor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
macrophage cytokine production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0034078000757288905	NA	NA	0.0038295038295038295	NA	NA	0.0041473919285372465	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.008955223880597015	NA
macrophage derived foam cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007761194029850746	NA
macrophage differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005431770313712449	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	0.01253731343283582	NA
macrophage migration	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010746268656716417	NA
maintenance of cell number	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014718869590815425	NA	NA	NA	0.014281230382925298	0.016901845247325166	NA	0.013805119957110307	NA	NA	NA	NA	NA	0.015856075621283734	0.015856075621283734	NA	0.014373430086519676	NA	NA	NA	NA	NA
maintenance of mitotic sister chromatid cohesion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013302294645826404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maintenance of protein localization in organelle	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0038466161798293066	NA	NA	NA	0.004038874163826834	0.00423728813559322	NA	NA	NA	NA	NA	0.004101540849129808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maintenance of protein location	NA	NA	NA	0.011096316023080338	0.011096316023080338	0.011096316023080338	0.011096316023080338	0.011096316023080338	0.011096316023080338	0.008294266137756943	NA	NA	NA	0.008203963145273255	0.00847457627118644	NA	NA	NA	NA	0.008294783857074493	0.008203081698259616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maintenance of protein location in cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00576992426974396	NA	NA	NA	0.005679666792881484	NA	NA	NA	NA	NA	0.005902057744456851	0.005986032590621883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maintenance of protein location in nucleus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0022170491076377342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maintenance of sister chromatid cohesion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013302294645826404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mammary gland alveolus development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.004776119402985075	0.020618556701030927
mammary gland development	0.01078699483439684	0.01078699483439684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03608247422680412	0.015522388059701492	NA
mammary gland duct morphogenesis	0.003342449103615922	0.003342449103615922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mammary gland epithelium development	0.006684898207231844	0.006684898207231844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.008955223880597015	NA
mammary gland lobule development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.004776119402985075	0.020618556701030927
manganese ion transmembrane transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014985014985014985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
manganese ion transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001665001665001665	NA	NA	NA	NA	0.0015223017202009438	0.0015223017202009438	NA	NA	NA	NA	0.0013924050632911392	NA	NA	NA	NA
mast cell activation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005553451975261896	NA	NA	NA	NA	NA	0.005902057744456851	0.005320917858330562	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011343283582089553	NA
mast cell activation involved in immune response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0044340982152754685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maternal placenta development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005970149253731343	NA
maternal process involved in female pregnancy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008955223880597015	NA
maternal process involved in parturition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
maturation of 5.8S rRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004121283485428319	NA	NA	NA	0.0036095417451349654	0.004186695611722748	NA	0.004020908725371934	0.004147880973850316	NA	NA	NA	NA	0.003964018905320933	0.003964018905320933	NA	NA	NA	NA	NA	NA	NA
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0026493965263467765	NA	NA	NA	NA	0.0031012560086835167	NA	0.0028146361077603537	0.0030658250676284943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maturation of LSU-rRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0032381513099793936	NA	0.0030446034404018876	NA	0.002824858757062147	0.003256318809117693	NA	0.002948666398606085	0.0034265103697024347	NA	NA	NA	NA	0.0032017075773745998	0.0032017075773745998	NA	NA	NA	NA	NA	NA	NA
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002207830438622314	NA	0.0021312224082813214	NA	NA	0.002015816405644286	NA	0.0018764240718402358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
