Description	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	up_aggregated_RNAseq_0.8	up_aggregated_RNAseq_DE	up_aggregated_RNAseq
positive regulation of CD8-positive, alpha-beta T cell activation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
positive regulation of CD8-positive, alpha-beta T cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001791044776119403	NA
positive regulation of cell cycle checkpoint	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0024810048069468134	NA	0.0021444846535316983	NA	NA	0.001884491741492074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of cell cycle G1/S phase transition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00517480752240313	NA	NA	NA	0.0056292722155207075	NA	NA	0.005099212947566789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of cell cycle G2/M phase transition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003256318809117693	NA	0.003350757271143278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of cell cycle phase transition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00946611132146914	NA	0.009148705225616375	NA	0.011124514140195683	NA	NA	0.009200753796696597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of cell fate commitment	NA	NA	0.0015843295405444332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of cell growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015522388059701492	NA
positive regulation of cell killing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006299423669749364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011343283582089553	NA
positive regulation of cell migration involved in sprouting angiogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
positive regulation of cell proliferation involved in kidney development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	0.0029850746268656717	0.020618556701030927
positive regulation of cell-cell adhesion mediated by cadherin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
positive regulation of cellular extravasation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002233211038443133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of cellular respiration	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014410819199645272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of cellular response to insulin stimulus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	NA	0.020618556701030927
positive regulation of centriole replication	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.976720984369804e-4	NA	NA	NA	NA	NA	0.0012559307842590008	NA	NA	NA	NA	NA
positive regulation of chemokine production	NA	NA	0.006625378078640358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00605831124574025	NA	NA	0.006327006327006327	NA	NA	0.006859148189503908	0.005542622769094336	NA	NA	NA	NA	NA	NA	NA	NA	0.041237113402061855	0.01791044776119403	0.05154639175257732
positive regulation of chemotaxis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	0.02507462686567164	0.05154639175257732
positive regulation of chromosome condensation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0010722423267658491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of chromosome organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010008831321754489	NA	NA	NA	NA	0.012715149635602418	NA	0.010856453558504222	NA	NA	0.009976720984369804	NA	NA	NA	NA	0.008861174926156876	NA	NA	NA	NA	NA	NA
positive regulation of chromosome segregation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0035664444099860445	NA	0.003216726980297547	NA	NA	0.0029930162953109413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of chromosome separation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0031012560086835167	NA	0.003350757271143278	NA	NA	0.0028821638399290543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of coagulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003138731952291274	NA	NA	NA	NA	0.0031903014834901897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
positive regulation of cold-induced thermogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008932844153772532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of complement activation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001791044776119403	NA
positive regulation of cysteine-type endopeptidase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009339896503849553	0.009259259259259259	NA	NA	NA	0.009558160504959423	0.009570904450470569	0.00908990134131471	NA	NA	NA	NA	NA	NA	NA	NA	0.04639175257731959	0.016119402985074627	NA
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007951533510034078	NA	NA	NA	NA	0.008476104598737601	0.007975753708725474	0.007648819421350183	NA	NA	NA	NA	NA	NA	NA	NA	0.041237113402061855	0.01253731343283582	NA
positive regulation of cytokine production involved in immune response	0.008052263749620175	0.008052263749620175	0.008641797493878728	NA	NA	NA	NA	NA	NA	0.007332612092799616	NA	0.00808834966557785	0.00730704825696453	0.006815600151457781	0.0073760200878844944	NA	0.010156510156510156	NA	0.008656447249774572	0.008294783857074493	0.006983704689058862	0.0074592784289846245	0.0074592784289846245	0.007318188748284799	0.007318188748284799	NA	0.007256488975718672	NA	NA	0.02577319587628866	0.023283582089552238	NA
positive regulation of cytokine production involved in inflammatory response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002885482416591524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.005970149253731343	0.030927835051546393
positive regulation of cytokine-mediated signaling pathway	0.005925250683682771	0.005925250683682771	NA	NA	NA	NA	NA	NA	NA	0.00516889049164563	NA	0.0055996266915538965	NA	0.00517480752240313	NA	0.0054271980151961545	0.006826506826506827	NA	0.005951307484220018	0.005902057744456851	NA	0.005936976708783681	0.005936976708783681	NA	NA	NA	0.006140106056377337	NA	NA	0.020618556701030927	0.014925373134328358	0.041237113402061855
positive regulation of cytokinesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004341758412156923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of cytoplasmic translation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018832391713747645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of cytoskeleton organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014124293785310734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014792073681272676	NA	NA	NA	0.017313432835820895	NA
positive regulation of cytosolic calcium ion concentration	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02507462686567164	NA
positive regulation of defense response to virus by host	0.0036463081130355514	0.0036463081130355514	0.0034567189975514907	NA	NA	NA	NA	NA	NA	0.0032455824017309774	NA	0.0035775392751594337	0.003653524128482265	0.003029155622870125	0.0036095417451349654	0.003876570010854396	0.004162504162504163	0.003350757271143278	0.003787195671776375	NA	NA	0.0035012939564621707	0.0035012939564621707	NA	NA	NA	0.003628244487859336	NA	NA	NA	0.010149253731343283	NA
positive regulation of dendritic cell cytokine production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
positive regulation of DNA binding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00339131386062794	NA	NA	NA	NA	0.007164179104477612	NA
positive regulation of DNA biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005737323616064506	0.004995004995004995	0.005495241924674977	NA	NA	0.004766655581421128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of DNA damage response, signal transduction by p53 class mediator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
positive regulation of DNA recombination	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008218328423011319	NA	0.006969575123978019	NA	NA	0.007205409599822636	NA	NA	NA	NA	NA	0.006419201786212671	NA	NA	NA	NA	NA
positive regulation of DNA repair	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010602044680045438	NA	0.013180338036904946	NA	0.012866907921190189	NA	NA	0.011306950448952444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of DNA replication	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004341758412156923	NA	0.004422999597909127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of DNA-templated DNA replication	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016083634901487736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of DNA-templated transcription initiation	NA	NA	NA	0.00887705281846427	0.00887705281846427	0.00887705281846427	0.00887705281846427	0.00887705281846427	0.00887705281846427	0.005890131025363625	0.006476302619958787	NA	0.006850357740904247	0.007320459421936135	0.006434400502197113	0.006822763219103737	NA	0.006567484251440826	NA	NA	0.006540294867531316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of DNA-templated transcription, elongation	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005409304002884962	0.005298793052693553	NA	0.005480286192723398	0.0065631705162186044	0.00549278091650973	0.0062025120173670335	NA	0.00589733279721217	NA	NA	0.005986032590621883	0.005480286192723398	0.005480286192723398	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of double-strand break repair	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009148705225616375	NA	0.008980029486663986	NA	NA	0.008203081698259616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of double-strand break repair via homologous recombination	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003966822935448972	0.003974094789520165	NA	NA	NA	NA	0.005117072414327802	NA	0.003886878434526203	NA	NA	0.0042123933045116945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of double-strand break repair via nonhomologous end joining	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002010454362685967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of endocytosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013399266230658798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02208955223880597	NA
positive regulation of endopeptidase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011106903950523791	0.010828625235404897	NA	0.01098901098901099	NA	0.011181244364292155	0.011963630563088213	0.010863540627424898	NA	NA	NA	NA	NA	NA	NA	NA	0.06701030927835051	0.0191044776119403	0.05154639175257732
positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	NA	0.020618556701030927
positive regulation of endothelial cell apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393
positive regulation of endothelial cell migration	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008414472893376608	NA	0.00917716596671333	NA	NA	NA	NA	NA	NA	NA	0.008773329079598022	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05154639175257732	0.015522388059701492	0.08247422680412371
positive regulation of endothelial cell proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015522388059701492	NA
positive regulation of epidermal growth factor receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	NA	NA
positive regulation of epithelial cell apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0021312224082813214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	0.005373134328358209	NA
positive regulation of epithelial cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00835820895522388	NA
positive regulation of epithelial cell migration	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004038874163826834	NA	NA	NA	NA	NA	NA	0.003879835938366035	NA	NA	NA	NA	NA	NA	NA	NA	0.061855670103092786	0.020895522388059702	NA
positive regulation of epithelial cell proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03608247422680412	0.028656716417910448	NA
positive regulation of epithelial to mesenchymal transition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005151604356785399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008955223880597015	NA
positive regulation of ERAD pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023540489642184556	NA	NA	NA	NA	NA	NA	NA	NA	0.0021344717182497333	0.0021344717182497333	NA	NA	NA	NA	NA	NA	NA
positive regulation of ERBB signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	NA	NA
positive regulation of ERK1 and ERK2 cascade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061855670103092786
positive regulation of erythrocyte differentiation	NA	NA	NA	0.006657789613848202	0.006657789613848202	0.006657789613848202	0.006657789613848202	0.006657789613848202	0.006657789613848202	NA	NA	0.0031109037175299425	NA	NA	NA	NA	NA	NA	NA	0.0031903014834901897	0.002660458929165281	NA	NA	NA	NA	NA	NA	NA	NA	0.02577319587628866	0.005970149253731343	0.030927835051546393
positive regulation of establishment of protein localization to mitochondrion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003912659346207245	NA	NA	0.004162504162504163	0.0036188178528347406	NA	0.003828361780188228	0.003436426116838488	NA	NA	NA	NA	NA	NA	0.0035443037974683543	NA	NA	NA	NA
positive regulation of exocytosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007178178337852927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of exosomal secretion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001914180890094114	0.001551934375346414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of extracellular matrix disassembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0011163829193413341	NA	NA	NA	0.0023880597014925373	NA
positive regulation of extracellular matrix organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
positive regulation of extrinsic apoptotic signaling pathway	0.005773321178972957	0.005773321178972957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005048592704783542	NA	NA	0.005661005661005661	0.005093151052137783	0.005590622182146078	0.005742542670282342	0.004655803126039242	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007761194029850746	NA
positive regulation of fat cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02577319587628866	0.00835820895522388	NA
positive regulation of fatty acid biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
positive regulation of fatty acid transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015463917525773196	0.005373134328358209	0.020618556701030927
positive regulation of fever generation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	0.0023880597014925373	0.020618556701030927
positive regulation of fibroblast apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
positive regulation of fibroblast proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.00835820895522388	NA
positive regulation of G1/S transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0041650889814464215	NA	NA	NA	0.00469106017960059	NA	NA	0.004101540849129808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of G2/M transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002948666398606085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of gene expression, epigenetic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005328056020703303	NA	NA	0.005272135214761979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of glial cell differentiation	0.00425402613187481	0.00425402613187481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007164179104477612	NA
positive regulation of glial cell proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	0.020618556701030927
positive regulation of gliogenesis	0.0062291096931024	0.0062291096931024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02577319587628866	0.011343283582089553	0.041237113402061855
positive regulation of glomerular mesangial cell proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	0.0023880597014925373	0.020618556701030927
positive regulation of glucose metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393
positive regulation of glycolytic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
positive regulation of granulocyte chemotaxis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005970149253731343	NA
positive regulation of granulocyte macrophage colony-stimulating factor production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
positive regulation of GTPase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010722423267658491	NA	NA	0.010198425895133577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of hair follicle development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
positive regulation of heart rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
positive regulation of heat generation	0.0015192950470981465	0.0015192950470981465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	0.0023880597014925373	0.020618556701030927
positive regulation of hemopoiesis	NA	NA	0.01569926544721302	0.020417221482467822	0.020417221482467822	0.020417221482467822	0.020417221482467822	0.020417221482467822	0.020417221482467822	0.014905637696838562	0.015013246982631734	0.016332244517032198	NA	0.015019563296731037	0.015379786566227243	NA	0.017815517815517816	0.014877362283876157	NA	0.01579199234327644	0.01551934375346414	NA	NA	0.017075773745997867	0.017075773745997867	NA	0.01465252581635501	NA	NA	0.041237113402061855	0.03044776119402985	NA
positive regulation of hemostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002824858757062147	NA	NA	NA	NA	0.002871271335141171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
positive regulation of hepatocyte proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	0.003582089552238806	NA
positive regulation of heterotypic cell-cell adhesion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	0.020618556701030927
positive regulation of hormone biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001276120593396076	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	0.0023880597014925373	0.020618556701030927
positive regulation of hormone metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0017546658159196043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
positive regulation of hormone secretion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014328358208955224	NA
positive regulation of humoral immune response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
