Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	up_aggregated_microarray	up_aggregated_RNAseq	up_aggregated_RNAseq_blood	up_aggregated_RNAseq_lung	up_aggregated_RNAseq_mixed
negative regulation of dopaminergic neuron differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of double-strand break repair	0	0	0.25453798165714336	0	0	0	0.9349174391141356	0.9349174391141356	0.5608583142359063	0	0	0	0	0	0	0.7554942653100069	0.474332679422283	0.8403357019445241	0	0.8800580521019369	1.3368523742875242	1.1946920409648782	0.5433397525922596	1.7730081019320036	0	0.5743692031793884	1.095578423333416	0.7781043747915504	0.7781043747915504	1.1078808345223816	1.1078808345223816	0.9872640870371449	0.9882534985567076	1.0652111970117644	0	0.5579597466659724	0.9996937377448398	0.4892934860056985	0.8102982984469633	0.6612341005043126
negative regulation of double-strand break repair via homologous recombination	0	0	0.1264460551158361	0	0	0	1.012305210058302	1.012305210058302	0.788851642040974	0	0	0	0	0	0	0.8233641791074733	0.6752749882970882	0.6500795209879843	0	1.0347812917932806	1.6908103245599675	1.3733587921951484	0.7661279070949896	1.9153808670016728	0	0.56683919872502	1.1795023063994845	0.768631550729697	0.768631550729697	1.0961839439095025	1.0961839439095025	0.9284534506339612	1.0968810656394887	1.201315715342746	0	0.42154287597032614	1.0799236013217657	0	1.0985819898612768	0
negative regulation of double-strand break repair via nonhomologous end joining	0	0	0.7583431610526715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9801600731821082	0	0	0	0	0	1.4364774462612786	0	0.8685253261144356	0.7377028152635751	1.1326315342919215	1.1326315342919215	0	0	0.6540101260651413	0.5897170258781448	1.0425058174243842	0	1.1532638054941606	0	1.038986598184234	0	1.570523452944883
negative regulation of double-strand break repair via single-strand annealing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of double-stranded telomeric DNA binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
negative regulation of early endosome to late endosome transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of eating behavior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of ectodermal cell fate specification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of elastin biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of elastin catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of electron transfer activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
negative regulation of embryonic development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endocytic recycling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endocytosis	0	0.978098852526971	0.5302341391869494	0.8599345861241254	0.8793615030720929	0.8793615030720929	0.7879190620760211	0.7879190620760211	0.461636653225844	0	0	0	0	0	0	1.200722689364846	0	0.7036821583554422	0.3240583989860025	1.0236503331559503	1.2563560018338382	0	0.8263206787661282	0.3249264802725639	2.107527403556512	1.6903393550237016	1.1827807696342492	1.1326315342919218	1.1326315342919218	0.6754093465345715	0.6754093465345715	1.0700955724079813	0.980222660852726	0.8320281995638207	0.39099501197005937	1.3989023163992922	0.8462763712315339	0.20461410392838103	1.7930098561109982	0.19056241396620888
negative regulation of endodeoxyribonuclease activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endodermal cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endodermal cell fate specification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endopeptidase activity	0	1.097791600022847	0.8614390216115575	0	0.553047640876131	0.553047640876131	0	0	0.5323998498908452	0	0	0	0	0	0	1.33211510005374	0.650579764345643	1.099982652254223	0	1.592662829240462	1.6511590981957585	1.147561430723068	0	0.9883866696912104	0	1.7745091702346067	1.389459009330864	0.7414744002422817	0.7414744002422817	1.664840924724367	1.664840924724367	1.0336942525837371	0.6759228176935389	0.672562077781781	0	1.9174773142229329	1.9174773142229329	0.6699129125630244	0	1.103816436465684
negative regulation of endoplasmic reticulum calcium ion concentration	0	0	0	0	1.323426273440371	1.323426273440371	0	0	1.2874242865124843	0	0	0	0	0	0	0	0	0	0	1.1461111542158235	0	0	0	1.3189505744102068	0	1.948181289413049	0	0	0	0	0	1.0336942525837371	0.9455419862958728	0.9413290963771808	0	1.6458555306206983	1.6458555306206983	0	2.053440053387676	0
negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	0	0	0.9103705147441502	1.0457330686678985	0.8793615030720929	0.8793615030720929	0	0	0.461636653225844	0	0	0	0	0	0	1.450039252735332	0	0.5450213845028746	0	1.4525645812576826	1.5095907599951686	0.57489579551711	0	0.4776413941611432	0	1.1796181230229883	1.760803491631552	1.1326315342919215	1.1326315342919215	2.180230982403096	2.180230982403096	0.917986919984948	0.5897170258781448	1.3805428485083342	1.017957097500052	1.1532638054941606	1.1532638054941606	0	0.9471119574536888	0.547402846611625
negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endoplasmic reticulum unfolded protein response	0	1.5007929842201309	0.9942879214270168	0.7137594886968333	0.4499979018696942	0.4499979018696942	1.0292326370415514	1.0292326370415514	0	0	0	0	0	0	0	1.7599693463915749	0.9610181284363242	1.7090150004370732	0	1.5552033832594214	1.6511590981957585	0.9725204179483912	0	1.375312232329511	0	1.36630870580211	1.5534351030522324	1.07728820222197	1.07728820222197	2.113098926648562	2.113098926648562	1.2685158883657606	1.1707622137089913	1.166052074488009	0	1.4423103675794395	2.0932751158273715	0	0	0.513891057681294
negative regulation of endoribonuclease activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endosome organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endothelial cell apoptotic process	1.2102046786328235	0	0.7454886293491317	0.8318140407249947	1.1356660196254966	1.1356660196254966	1.1751802767366837	1.1751802767366837	0.7353136863873303	0	0	0	0	0	0	1.2967890761857472	1.1020747892831344	1.0675475167661104	0	1.1130114361206132	1.6133431027652818	0.8953841657240991	0	1.2837603436878615	2.333207864755814	0.9501728833172668	0.8112676691773715	1.2263557665557754	1.2263557665557754	1.6269469207821563	1.6269469207821563	0.7215709908725991	1.2349787391220193	0.9115744400068548	0	1.6080703070275253	1.878449391268307	1.1290108115390811	1.6297236698838995	1.254498297820296
negative regulation of endothelial cell chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endothelial cell chemotaxis to fibroblast growth factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endothelial cell chemotaxis to vascular endothelial growth factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
negative regulation of endothelial cell development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endothelial cell differentiation	0	1.8788842845921907	0.994287921427017	0.992649099477936	0	0	2.0094180440643195	2.0094180440643195	0	0	0	0	0	0	0	0	1.9230395820802648	0	0	0	1.822459574542627	1.93779720957956	0	1.7456895846062432	0	1.1231744453689887	0	1.4197429459766229	1.4197429459766229	1.8364330792600496	1.8364330792600496	0.8688000542246348	1.6919277668787198	1.6865869937524942	0	1.4423103675794395	2.490318307497672	0	0	0
negative regulation of endothelial cell migration	0	0.6363313482998718	0.7853448189501272	0.4769792124971283	0.687187243933327	0.687187243933327	0.5554315881287852	0.5554315881287852	0.41529445824839967	0	0	0	0	0	0	0.6931694237363796	0.5116080807930549	0.4914860080036269	0	0.8547837327326677	0.9649023666247452	0.6716845292667922	0.7523507282036854	1.0964498975432082	0	0.8980298622643615	0.76419244559619	0.9064024002662558	0.9064024002662558	0.8641257689956857	0.8641257689956857	1.1136190853600505	0.6884056020456252	0.7577066383586485	0	1.4036005842073678	1.497970355044406	0.5275609181206983	1.6872661920701562	0.4936692874439327
negative regulation of endothelial cell proliferation	0	0.4543149597730448	0.4942241255185128	0.49323679443292606	1.0361612718725115	1.0361612718725115	0.9349174391141356	0.9349174391141356	0.5608583142359063	0	0	0	0	0	0	0.907159386679732	0.474332679422283	0.45548132306790967	0	0.6241133113587377	0.6233992714048371	0.4811735697414527	0.9776092766238644	0.8962849201649201	1.0486628597636334	0.7393955384585922	0.4795172570417974	0.98052900084882	0.98052900084882	1.1078808345223816	1.1078808345223816	0.889262614985823	0.8088745662066182	0.8050555458935079	0	1.1771119907117389	1.5898220823622733	0.2518549761230297	1.3523105140871736	0.6612341005043126
negative regulation of endothelial cell-matrix adhesion via fibronectin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of endothelial tube morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of entry of bacterium into host cell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of eosinophil activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of eosinophil degranulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of eosinophil extravasation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of eosinophil migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of ephrin receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of epidermal cell differentiation	0	1.7064507759465182	0.8614390216115575	0.8599345861241254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8402619380534676	0	0	0	0	0	0.9806520342843394	0	0	0	1.664840924724367	1.664840924724367	0	0	0	0	1.9174773142229329	0	0	0	0
negative regulation of epidermal growth factor receptor signaling pathway	0	1.248113364370862	0.5543683816940552	0.28701556490535013	0.34228205995318994	0.34228205995318994	0.44315841851517696	0.44315841851517696	0.3287901210759054	0	0	0	0	0	0	0.921480407986214	1.0509729320009231	0.7337385591050252	0	1.1461111542158235	1.3900278431159514	0.4131125361455765	0	0.9105019154945738	0	1.3100849662554117	1.2975510474574488	1.172569217308931	1.172569217308931	1.8364330792600496	1.8364330792600496	1.1799425230764269	0.9455419862958728	1.0808670309605766	0	0.8803262303402704	1.4423103675794395	0.4202173653907051	0.7064041716555582	0.3924552350734657
negative regulation of epidermal growth factor receptor signaling pathway involved in heart process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA
negative regulation of epidermal growth factor-activated receptor activity	0	0	0	0	0	0	0.9799634175782124	0.9799634175782124	0	0	0	0	0	0	0	0	0.913654690907908	0	0	1.4964954543556264	1.3900278431159516	0	0	0.784906497985446	0	0.7782108027813096	1.4947467839446331	1.0267873214484076	1.0267873214484076	0	0	0.5807377651551531	0.9455419862958728	1.2647548391785248	0	0	1.0464363066316646	0	0	0
negative regulation of epidermis development	0	1.7064507759465182	0.8614390216115575	0.8599345861241254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8402619380534676	0	0	0	0	0	0.9806520342843394	0	0	0	1.664840924724367	1.664840924724367	0	0	0	0	1.9174773142229329	0	0	0	0
negative regulation of epinephrine secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of epithelial cell apoptotic process	0	1.5636275857111197	0.7583431610526715	0.7569616511914309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2574523376866122	0.9340851867911378	0	0	0	0	0.8685253261144356	1.2558085104065893	0	0	0	0	1.1398877916192591	1.0469643141814813	0	0	1.770877701416634	1.1532638054941606	1.038986598184234	1.5256779766762991	0.9837676833776414
negative regulation of epithelial cell differentiation	0	1.7883293378828609	0.9234234234128446	0.9218530500754136	0	0	1.282810137111719	1.282810137111719	0	0	0	0	0	0	0	0	1.2067503384281966	0	0	0.4938707494729888	1.1200758444147505	1.2196434215025056	0	1.0554240652864544	0	1.0474093376651257	0	0.797723682136258	0.797723682136258	1.7462859983292376	1.7462859983292376	0.4328545771904792	1.010983849185624	1.0066081896514554	0	1.7270911792413464	1.7270911792413464	0.7222621248827896	0	0.6786959434113748
negative regulation of epithelial cell differentiation involved in kidney development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of epithelial cell migration	1.874891386900575	0	0.2406711535802032	0.4677140222847509	0	0	0.7035237434879335	0.7035237434879335	0	0	0	0	0	0	0	0	0	0	0	1.1461111542158235	0	0	0	0	0	0.9806520342843394	1.144532942284151	0	0	0	0	0.7471117329910685	1.1707622137089913	0.672562077781781	1.1400833515274893	1.2825253347519858	0	0.6699129125630244	0	0.6287574453486912
negative regulation of epithelial cell proliferation	0.5582483079579642	0.24348833602112543	0.6303461769888058	0.5142169517256333	0.6945087014305171	0.6945087014305171	1.1429915462998057	1.1429915462998057	0.4945824733777845	0	0	0	0	0	0	1.1438109537881065	0.4946261813799897	0.4750779259276523	0	0.6495006083763744	1.1324383586415605	0.8202008185922334	0.8052954720822679	1.0674273990511531	0.6151961934123182	0.7681521811431647	0.7182699569983528	1.0148461101045574	1.0148461101045574	1.2732565845156545	1.2732565845156545	1.021709844501312	0.9791688690493268	0.8355192369382953	0	1.214668134813619	1.509050353243491	0.7317466117328771	1.5935080080055308	0.7842529874693752
negative regulation of epithelial cell proliferation involved in lung morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of epithelial cell proliferation involved in prostate gland development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of epithelial to mesenchymal transition	0	0.5619398451601717	0.3185850755068813	0	0.49640434749219153	0.49640434749219153	0.6347425939403549	0.6347425939403549	0	0	0	0	0	0	0	0.9124807710925787	0.5858643738928793	0	0	0.9145180793982184	0.7611970487161491	0.30980809564931777	0	0.49403843031551337	0	0.4893714467123555	1.0503945246396895	1.1623398803168046	1.1623398803168046	0.9719392123683954	0.9719392123683954	0.6751528884538123	0.9725931142194972	0.6061312421947846	0.5891515745300384	0.9566994494930784	1.183219048778689	1.2503452245273807	0.5410876200936912	1.0114270196110853
negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of epithelium regeneration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of erythrocyte apoptotic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of erythrocyte differentiation	0	1.8788842845921907	0	0.992649099477936	0	0	1.365506212061436	1.365506212061436	1.1019983032575886	0	0	0	0	0	0	1.1438109537881065	0	0	0	0.971189446536264	1.1982844960872283	0	0	0	0	2.124363354065706	0	1.4197429459766229	1.4197429459766229	2.5104686679295254	2.5104686679295254	1.427688299517769	0.789638583246544	0	0	1.4423103675794395	1.4423103675794395	2.349476301662427	1.839284104197398	2.27880320722487
negative regulation of establishment of RNA localization to telomere	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of establishment of Sertoli cell barrier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of establishment of T cell polarity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of establishment of blood-brain barrier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of establishment of endothelial barrier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of establishment of protein localization	0.9341526151972516	0.6323663997506956	0.61719284891799	0.3991377797910118	0.5601167213795367	0.5601167213795367	0.6068577946638976	0.6068577946638976	0.5392505240851426	0	0	0	0	0	0	0.4780767032879802	0.4555931182755917	0.5380123442088083	0.1938528954654432	1.111120033951277	0.5998611929208648	0.6675521645454179	0.522294448500788	0.7941111882448342	1.0152200672675291	1.167909124589612	1.1095650543756377	0.9483143012705152	0.9483143012705152	0.9344718996123698	0.9344718996123698	1.0005106162611974	0.9140074804310748	0.8668070647391859	0	1.057381133662224	0.8703392899192828	0.5768928943091105	0.9366708689612046	0.636588113145362
negative regulation of establishment of protein localization to mitochondrion	2.7308118873937	0	0.5543683816940552	0.992649099477936	1.1356660196254966	1.1356660196254966	0	0	1.1019983032575886	0	0	0	0	0	0	1.1438109537881065	0	1.2504358120559989	0	1.9360937299588392	1.1982844960872283	1.3007466939897636	0	1.131473404022884	0	1.1231744453689887	1.9342391069073916	1.4197429459766229	1.4197429459766229	0	0	0.8688000542246348	0.789638583246544	0	0	1.4423103675794395	1.4423103675794395	0	0	0
negative regulation of establishment of protein localization to telomere	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of establishment of protein-containing complex localization to telomere	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of excitatory postsynaptic potential	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.734217978028121	0
negative regulation of excitatory synapse assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of execution phase of apoptosis	0	0	1.1712420468071605	1.1694616652184904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0336942525837371	0.9455419862958728	0.9413290963771808	2.1446230669644257	0	0	1.5144398183074337	2.053440053387676	1.4494508704864346
negative regulation of exit from mitosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of exo-alpha-sialidase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of exocytosis	0	0	0.7404612149673948	0.6083759684522907	0.37866845117092374	0.37866845117092374	0.4889567834468973	0.4889567834468973	0.6882441416619115	0	0	0	0	0	0	0.3823004627352943	0	0	0	1.5294973348593353	1.2874242865124843	0.45619313510169746	0	0	0	1.709626694116933	1.65056072424728	0.938011105572638	0.938011105572638	0.7706800682505152	0.7706800682505152	1.2685158883657606	0.46840291215347474	0.2391880115681108	0.8352013674915724	0.5296234117470853	1.2825253347519858	1.1623328810550686	1.6676333546575743	1.1038164364656842
negative regulation of exonuclease activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of exosomal secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of extracellular matrix assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of extracellular matrix constituent secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of extracellular matrix disassembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of extracellular matrix organization	0	0	1.1712420468071605	0	0	0	0.9799634175782124	0.9799634175782124	0.7611970487161491	0	0	0	0	0	0	0.7948895609867035	0	0	0	1.1461111542158235	0	0.9248222830950744	0	1.3189505744102068	0	0.7782108027813096	0	0	0	0	0	0	1.5237434389691702	1.2647548391785248	1.4898138348092944	0	2.030792987849173	0	0	0
negative regulation of extrinsic apoptotic signaling pathway	0.609097638747732	0.9392925304383803	0.6862207007142205	0.5617879606410751	0.842999305049703	0.842999305049703	1.5182811373048726	1.5182811373048726	0.973509956227232	0	0	0	0	0	0	1.5584212905207493	1.0641618802532562	1.5185183532293325	0.45375670857937817	0.983828025396304	1.7123644141556689	1.1613300770597024	0.8716089608205817	1.4440196571250958	1.7815389701429998	1.381091036456152	1.2629891174954968	1.18647365390007	1.18647365390007	1.5829203479102638	1.5829203479102638	1.0977688194604645	1.225403271415893	1.1378296488236417	1.3073376401836203	1.5975918747891658	1.884497707447627	0.7939689868632508	1.3596984220496493	0.6381765890519042
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	1.4483433133917791	0.7645496791216033	1.1270472590764369	0.8228201683432432	0.6809000074665992	0.6809000074665992	1.613089217692358	1.613089217692358	1.331747985487072	0	0	0	0	0	0	1.8084478641939776	1.5306891927628137	1.8032919509699823	1.1711734766525763	0.5648609676168612	1.9841515810076515	1.345242583784778	1.4621241252251749	1.526715294002529	2.20495981049287	0.6718235815346784	0.5638724850875967	0.8988090909102817	0.8988090909102817	1.2538178806243336	1.2538178806243336	1.4736360600982497	1.570588757439033	1.2497050219043933	1.7048876250647085	1.8658162816638233	2.361327950046332	1.1182976464211944	1.6174699499803766	0.7694036845841558
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	0	0	0.30232256055671997	0	1.3682061737318467	1.3682061737318467	1.613089217692358	1.613089217692358	1.1434666687817747	0	0	0	0	0	0	1.5405302045119202	0.794673612632779	1.6585528969319323	0	1.343692796927228	1.744742579107308	1.1037957930168008	0	1.7940886337011903	2.20495981049287	1.6591603445441203	1.4787689851213015	1.2152313061667974	1.2152313061667974	1.8853022361097609	1.8853022361097609	1.2227213753706498	1.126575961297846	1.2497050219043933	1.3372485962898035	1.6936347709277604	1.6936347709277604	0	1.6174699499803766	0
negative regulation of eye pigmentation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
