Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	up_aggregated_microarray_0.8	up_aggregated_microarray_DE	up_aggregated_microarray
positive regulation of transcription initiation by RNA polymerase II	0.00680106873937333	0.006246746486205101	NA	NA	0.006659505907626208	0.006659505907626208	NA	NA	NA
positive regulation of transcription regulatory region DNA binding	NA	0.0028630921395106715	NA	NA	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
positive regulation of transforming growth factor beta production	NA	NA	0.002472187886279357	NA	NA	NA	NA	NA	NA
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	NA	0.00989068193649141	0.009641532756489494	0.010622887493964268	NA	NA	NA	NA	NA
positive regulation of tumor necrosis factor production	0.009230021860578091	0.010671525247267048	0.009641532756489494	0.010864316755190728	0.010311493018259935	0.010311493018259935	NA	NA	NA
positive regulation of tumor necrosis factor superfamily cytokine production	0.009472917172698566	0.010671525247267048	0.010135970333745364	0.01134717527764365	0.010311493018259935	0.010311493018259935	NA	NA	NA
positive regulation of tumor necrosis factor-mediated signaling pathway	NA	NA	0.001977750309023486	0.001931434089811685	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
positive regulation of type 2 immune response	0.002428953121204761	0.0026028110359187923	NA	NA	NA	NA	NA	0.004046242774566474	NA
positive regulation of type I interferon production	NA	0.007027589796980739	NA	NA	NA	NA	NA	NA	NA
positive regulation of type II interferon production	NA	0.007287870900572618	0.007416563658838072	0.00748430709802028	0.00816326530612245	0.00816326530612245	NA	NA	NA
positive regulation of ubiquitin-dependent protein catabolic process	NA	NA	0.009394313967861558	NA	NA	NA	0.035897435897435895	NA	NA
positive regulation of uterine smooth muscle contraction	0.0014573718727228565	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of vascular associated smooth muscle cell migration	NA	NA	0.0022249690976514215	NA	0.002363050483351235	0.002363050483351235	NA	NA	NA
positive regulation of vascular associated smooth muscle cell proliferation	0.0043721156181685695	0.004945340968245705	0.004944375772558714	0.0043457267020762915	0.004940923737916219	0.004940923737916219	NA	0.008092485549132947	NA
positive regulation of vascular endothelial cell proliferation	NA	NA	NA	NA	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
positive regulation of vascular endothelial growth factor production	0.0038863249939276173	NA	0.0034610630407911	0.0036214389183969096	NA	NA	NA	NA	NA
positive regulation of vascular endothelial growth factor receptor signaling pathway	NA	NA	NA	0.0024142926122646064	NA	NA	0.015384615384615385	NA	NA
positive regulation of vasculature development	0.014573718727228565	0.015616866215512754	0.018046971569839306	0.01496861419604056	0.015252416756176154	0.015252416756176154	NA	0.017919075144508672	NA
positive regulation of vasoconstriction	0.004129220306048093	NA	0.00519159456118665	NA	0.004081632653061225	0.004081632653061225	NA	NA	NA
positive regulation of viral entry into host cell	NA	NA	NA	NA	NA	NA	NA	0.003468208092485549	NA
positive regulation of viral life cycle	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
positive regulation of viral process	NA	0.007287870900572618	NA	NA	0.006229860365198711	0.006229860365198711	NA	0.009248554913294798	NA
positive regulation of vitamin D receptor signaling pathway	NA	NA	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
positive regulation of wound healing	0.00680106873937333	0.0075481520041644976	0.007169344870210136	0.006277160791887977	0.00644468313641246	0.00644468313641246	NA	NA	NA
positive T cell selection	0.006315278115132378	0.0052056220718375845	0.005438813349814586	0.005794302269435055	0.0051557465091299675	0.0051557465091299675	NA	0.006936416184971098	NA
positive thymic T cell selection	0.002914743745445713	NA	0.002472187886279357	0.0024142926122646064	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
post-chaperonin tubulin folding pathway	NA	NA	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	0.0023121387283236996	NA
post-embryonic camera-type eye development	NA	0.0015616866215512754	0.0014833127317676143	NA	NA	NA	NA	NA	NA
post-embryonic development	0.010201603109059995	0.009109838625715773	0.008899876390605686	0.008208594881699663	0.0079484425349087	0.0079484425349087	NA	NA	NA
post-Golgi vesicle-mediated transport	NA	NA	NA	NA	0.00945220193340494	0.00945220193340494	NA	NA	NA
postreplication repair	0.004129220306048093	NA	NA	NA	NA	NA	NA	NA	NA
postsynapse organization	NA	NA	NA	NA	NA	NA	0.041025641025641026	NA	NA
postsynaptic density organization	NA	NA	0.005438813349814586	NA	NA	NA	NA	NA	NA
postsynaptic density protein 95 clustering	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
postsynaptic modulation of chemical synaptic transmission	0.0038863249939276173	NA	0.003955500618046972	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
postsynaptic signal transduction	NA	0.006246746486205101	0.005686032138442522	0.006277160791887977	NA	NA	NA	NA	NA
postsynaptic specialization organization	NA	NA	0.006427688504326329	NA	0.005585392051557465	0.005585392051557465	NA	NA	NA
potassium ion homeostasis	NA	0.0039042165538781884	NA	NA	NA	NA	NA	NA	NA
potassium ion import across plasma membrane	0.005343696866650474	0.004945340968245705	0.004944375772558714	0.005552873008208595	0.00472610096670247	0.00472610096670247	NA	NA	NA
potassium ion transmembrane transport	0.017488462472674278	NA	0.018788627935723116	NA	0.016541353383458645	0.016541353383458645	NA	NA	NA
presynaptic dense core vesicle exocytosis	0.0014573718727228565	NA	NA	NA	NA	NA	NA	NA	NA
presynaptic endocytosis	0.008987126548457614	0.00989068193649141	0.007663782447466007	0.00748430709802028	0.008807733619763695	0.008807733619763695	NA	NA	NA
presynaptic modulation of chemical synaptic transmission	NA	0.005465903175429464	NA	0.004104297440849831	0.004296455424274973	0.004296455424274973	NA	0.005780346820809248	NA
primary alcohol biosynthetic process	NA	0.002082248828735034	0.0022249690976514215	NA	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
primary alcohol metabolic process	NA	NA	NA	0.009898599710284886	0.008592910848549946	0.008592910848549946	NA	NA	NA
primary miRNA processing	NA	NA	NA	0.0024142926122646064	NA	NA	NA	NA	NA
primary neural tube formation	0.008501335924216662	NA	0.008405438813349814	NA	NA	NA	NA	NA	NA
primitive streak formation	NA	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
production of molecular mediator involved in inflammatory response	NA	NA	NA	NA	0.007518796992481203	0.007518796992481203	NA	NA	NA
progesterone metabolic process	NA	NA	NA	0.0024142926122646064	0.002363050483351235	0.002363050483351235	NA	NA	NA
programmed necrotic cell death	NA	NA	NA	NA	NA	NA	0.03076923076923077	NA	NA
prostaglandin biosynthetic process	NA	NA	NA	0.003380009657170449	NA	NA	NA	NA	NA
prostaglandin metabolic process	0.004857906242409522	0.004945340968245705	0.004697156983930779	0.004828585224529213	NA	NA	NA	NA	NA
prostaglandin transport	NA	NA	0.003708281829419036	NA	NA	NA	NA	NA	NA
prostanoid biosynthetic process	NA	NA	NA	0.003380009657170449	NA	NA	NA	NA	NA
prostanoid metabolic process	0.005100801554529998	0.0052056220718375845	0.004944375772558714	0.004828585224529213	NA	NA	NA	NA	NA
prostate gland development	0.005829487490891426	0.007808433107756377	0.0069221260815822	0.006035731530661516	0.004940923737916219	0.004940923737916219	NA	NA	NA
prostate gland epithelium morphogenesis	0.0043721156181685695	0.004424778761061947	0.004202719406674907	0.00386286817962337	NA	NA	NA	NA	NA
prostate gland morphogenesis	0.0043721156181685695	0.004685059864653826	0.004697156983930779	0.0043457267020762915	NA	NA	NA	NA	NA
prostate glandular acinus development	NA	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
prostatic bud formation	NA	0.0015616866215512754	NA	0.0016900048285852245	NA	NA	NA	0.002890173410404624	NA
protein activation cascade	0.002671848433325237	0.0031233732431025507	0.0029666254635352285	NA	0.0027926960257787323	0.0027926960257787323	NA	0.004046242774566474	NA
protein autophosphorylation	0.018217148409035707	0.018219677251431546	0.018046971569839306	0.017382906808305166	0.018474758324382383	0.018474758324382383	NA	0.02254335260115607	NA
protein dephosphorylation	0.013359242166626184	NA	NA	NA	NA	NA	NA	NA	NA
protein export from nucleus	NA	0.00676730869338886	0.006180469715698393	NA	NA	NA	NA	NA	NA
protein heterotetramerization	NA	NA	0.002719406674907293	NA	NA	NA	NA	NA	NA
protein homotetramerization	NA	NA	NA	0.006518590053114438	NA	NA	NA	NA	NA
protein hydroxylation	NA	NA	NA	NA	NA	NA	NA	0.004624277456647399	NA
protein import into nucleus	0.01603109059995142	0.01353461738677772	0.01334981458590853	NA	NA	NA	NA	NA	NA
protein import into peroxisome matrix	NA	NA	0.002472187886279357	NA	NA	NA	NA	NA	NA
protein import into peroxisome matrix, receptor recycling	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
protein import into peroxisome matrix, substrate release	NA	NA	0.0012360939431396785	NA	NA	NA	NA	NA	NA
protein kinase A signaling	NA	0.0026028110359187923	NA	0.002655721873491067	NA	NA	NA	NA	NA
protein localization to cell junction	0.01044449842118047	0.011712649661634565	0.011124845488257108	0.010864316755190728	0.010096670247046188	0.010096670247046188	NA	NA	NA
protein localization to cell surface	NA	NA	0.006674907292954265	0.006760019314340898	NA	NA	NA	NA	NA
protein localization to CENP-A containing chromatin	NA	NA	0.002472187886279357	NA	0.002363050483351235	0.002363050483351235	NA	NA	NA
protein localization to chromosome, centromeric region	0.004615010930289046	NA	NA	NA	NA	NA	NA	NA	NA
protein localization to peroxisome	NA	NA	0.002719406674907293	NA	NA	NA	NA	NA	NA
protein localization to postsynaptic membrane	NA	0.0052056220718375845	NA	NA	NA	NA	NA	NA	NA
protein localization to postsynaptic specialization membrane	NA	0.0039042165538781884	NA	NA	NA	NA	NA	NA	NA
protein localization to presynapse	0.0017002671848433326	NA	NA	NA	NA	NA	NA	NA	NA
protein localization to synapse	0.008501335924216662	0.009370119729307652	0.008158220024721878	0.008691453404152583	0.007733619763694952	0.007733619763694952	NA	NA	NA
protein refolding	NA	NA	0.0032138442521631645	0.004104297440849831	NA	NA	NA	NA	NA
protein tetramerization	NA	NA	0.009641532756489494	0.009898599710284886	0.009022556390977444	0.009022556390977444	NA	NA	NA
protein transmembrane transport	NA	NA	0.007911001236093944	NA	NA	NA	NA	NA	NA
protein-containing complex remodeling	0.004129220306048093	0.0039042165538781884	NA	NA	NA	NA	NA	NA	NA
protein-lipid complex assembly	NA	0.0039042165538781884	NA	NA	NA	NA	NA	NA	NA
protein-lipid complex organization	0.005343696866650474	0.006246746486205101	NA	NA	0.004940923737916219	0.004940923737916219	NA	NA	NA
protein-lipid complex remodeling	0.004129220306048093	0.0039042165538781884	NA	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
proteinogenic amino acid biosynthetic process	NA	NA	NA	NA	0.005585392051557465	0.005585392051557465	NA	NA	NA
proteinogenic amino acid catabolic process	NA	0.00676730869338886	NA	NA	NA	NA	NA	NA	NA
proteinogenic amino acid metabolic process	NA	0.014836022904737116	NA	NA	NA	NA	NA	NA	NA
proteoglycan catabolic process	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
proton motive force-driven ATP synthesis	0.009958707796939519	NA	0.009888751545117428	NA	0.009022556390977444	0.009022556390977444	NA	NA	NA
proton motive force-driven mitochondrial ATP synthesis	0.008258440612096187	NA	0.008899876390605686	NA	0.007733619763694952	0.007733619763694952	NA	NA	NA
proton transmembrane transport	0.019431624969638087	NA	0.019530284301606922	NA	0.016970998925886143	0.016970998925886143	NA	NA	NA
protoporphyrinogen IX biosynthetic process	0.0017002671848433326	NA	NA	NA	NA	NA	NA	NA	NA
protoporphyrinogen IX metabolic process	0.0019431624969638087	NA	NA	NA	NA	NA	NA	NA	NA
proximal tubule development	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
pteridine-containing compound metabolic process	0.0038863249939276173	NA	NA	NA	NA	NA	NA	NA	NA
pulmonary valve development	0.002914743745445713	NA	0.0029666254635352285	NA	0.0027926960257787323	0.0027926960257787323	NA	NA	NA
purine nucleobase metabolic process	0.002428953121204761	NA	0.002719406674907293	NA	0.002363050483351235	0.002363050483351235	NA	NA	NA
purine nucleoside diphosphate catabolic process	NA	0.010671525247267048	0.009394313967861558	NA	0.00945220193340494	0.00945220193340494	NA	NA	NA
purine nucleoside diphosphate metabolic process	0.009958707796939519	0.012233211868818324	0.0103831891223733	NA	0.010741138560687433	0.010741138560687433	NA	NA	NA
purine nucleoside monophosphate biosynthetic process	0.003157639057566189	NA	NA	0.0031385803959439883	0.0027926960257787323	0.0027926960257787323	NA	NA	NA
purine nucleoside monophosphate metabolic process	0.006315278115132378	NA	NA	0.005070014485755674	0.004296455424274973	0.004296455424274973	NA	NA	NA
purine nucleoside triphosphate biosynthetic process	0.013116346854505708	NA	0.013102595797280594	0.009657170449058426	0.012030075187969926	0.012030075187969926	NA	NA	NA
purine nucleotide biosynthetic process	0.019917415593879037	NA	0.018788627935723116	0.017141477547078707	0.021052631578947368	0.021052631578947368	NA	NA	NA
purine nucleotide catabolic process	NA	0.01327433628318584	0.012855377008652658	0.01158860453887011	NA	NA	NA	NA	NA
purine ribonucleoside diphosphate catabolic process	NA	0.010671525247267048	0.009394313967861558	NA	0.00945220193340494	0.00945220193340494	NA	NA	NA
purine ribonucleoside diphosphate metabolic process	0.009958707796939519	0.012233211868818324	0.0103831891223733	NA	0.010741138560687433	0.010741138560687433	NA	NA	NA
purine ribonucleoside monophosphate biosynthetic process	0.003157639057566189	NA	NA	0.002655721873491067	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
purine ribonucleoside monophosphate metabolic process	0.006315278115132378	NA	NA	0.0045871559633027525	0.004081632653061225	0.004081632653061225	NA	NA	NA
purine ribonucleoside triphosphate biosynthetic process	0.013116346854505708	NA	0.013102595797280594	0.009415741187831965	0.011815252416756176	0.011815252416756176	NA	NA	NA
purine ribonucleotide biosynthetic process	0.018460043721156182	0.01353461738677772	0.016316440049443756	0.0147271849348141	0.018474758324382383	0.018474758324382383	NA	NA	NA
purine ribonucleotide catabolic process	0.010930289045421423	0.013014055179593961	0.012608158220024722	0.01158860453887011	0.010955961331901182	0.010955961331901182	NA	NA	NA
purine ribonucleotide salvage	0.0014573718727228565	NA	NA	NA	NA	NA	NA	NA	NA
purine-containing compound catabolic process	NA	0.014575741801145237	0.014585908529048208	0.013037180106228875	NA	NA	NA	NA	NA
purinergic nucleotide receptor signaling pathway	NA	NA	NA	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
pyridine nucleotide catabolic process	NA	0.01015096304008329	0.009641532756489494	NA	0.009237379162191191	0.009237379162191191	NA	NA	NA
pyridine nucleotide metabolic process	NA	0.01639770952628839	0.01508034610630408	NA	0.015252416756176154	0.015252416756176154	NA	NA	NA
pyridine-containing compound catabolic process	NA	0.010411244143675169	0.009641532756489494	NA	0.009237379162191191	0.009237379162191191	NA	NA	NA
pyridine-containing compound metabolic process	NA	0.01717855283706403	0.01557478368355995	NA	0.015467239527389903	0.015467239527389903	NA	NA	NA
pyrimidine dimer repair	0.0014573718727228565	NA	NA	NA	NA	NA	NA	NA	NA
pyrimidine nucleobase metabolic process	0.0021860578090842847	NA	NA	NA	NA	NA	NA	NA	NA
pyruvate metabolic process	NA	0.01327433628318584	0.012855377008652658	NA	0.011815252416756176	0.011815252416756176	NA	NA	NA
Ras protein signal transduction	NA	0.011452368558042686	0.011124845488257108	0.01110574601641719	NA	NA	NA	NA	NA
