GeneID	GSE84076_MTB_control_blood_dn.tsv	GSE148171_MTB_control_blood_PBMC_dn.tsv	GSE198557_MTB_control_blood_PBMC_dn.tsv	GSE112482_MTB_control_lung_ILC2_dn.tsv	GSE132283_MTB_control_2h_blood_macrophage_dn.tsv	GSE132283_MTB_control_48h_blood_macrophage_dn.tsv	GSE143627_MTB_control_PBMC_macrophage_dn.tsv	GSE148731_MTB_control_blood_monocytes_dn.tsv	GSE174566_MTB_control_blood_PBMC_dn.tsv	GSE193777_MTB_control_blood_dn.tsv	GSE256184_MTB_control_0h_HEPG2_HepG2_dn.tsv	GSE256184_MTB_4control_48h_HEPG2_HepG2_dn.tsv	GSE64179_MTB_control_blood_dendritic_cells_dn.tsv	GSE64182_MTB_control_blood_dendritic_cells_dn.tsv	GSE141656_MTB_control_blood_blood_dn.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_dn.tsv	GSE165708_MTB_control_BAL_bronchoalveolar_lavage_dn.tsv	GSE183912_MTB_control_blood_marcophages_dn.tsv	GSE211974_MTB_control_blood_THP-1_dn.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_dn.tsv
10237	0	0	0	0	0	0	0	0	0	0	0	0	-0.43517575616610304	0	0	0	0	0	0	0	0
10245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1027	0	0	0	0	-0.7985247786238302	0	0	0	0	0	0	0	0	0	-0.8688156047990586	0	0	0	0	0	0
10270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10273	0	0	0	0	0	0	0	0	0	0	0	0	-0.7993744792098475	0	0	0	-0.50822201751578	0	0	0	0
10276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10320	0	0	0	0	0	0	-0.3452906253003428	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.319407905739982
10329	0	0	0	0	0	-0.6200968098514944	0	0	0	-0.47961555936865335	0	-0.4549633514509563	0	0	0	0	0	0	0	0	0
10362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2412122395886283	0
10434	0	0	0	0	0	0	0	0	0	0	0	-0.3316486089360151	0	0	0	0	-0.4136636508761282	0	0	0	0
10450	0	0	0	0	0	-0.4423080768469858	0	0	0	-0.3258014410960866	0	0	-0.5251893153834958	0	0	0	0	0	0	0	-0.2749659369591647
10451	0	0	0	0	0	0	0	0	0	0	0	-2.2177813523576213	0	0	0	0	0	0	0	0	-0.5491402178050617
10489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10491	0	0	0	0	0	-1.1882412627682797	0	0	-0.6377092065577751	0	0	0	-0.9141409978982828	-1.0885762095860732	-0.7115959184537014	0	0	0	0	0	0
10493	0	0	0	0	0	-0.6606676764531504	0	0	-1.1293774017592644	0	0	0	0	0	0	0	-1.0888512077623154	0	0	0	0
10494	0	-0.7166862566661898	0	0	0	0	0	0	0	0	-0.15055752841723308	-0.43349518186547087	0	0	0	0	0	0	0	0	0
1050	0	0	0	0	-1.4722242375903556	-1.905779698266445	0	-0.7728063126135458	0	0	-0.9638640894737568	-1.2442853272134438	-2.623722488435761	0	-2.808968458410732	0	-1.985208768374644	0	0	-0.7653570449724669	-2.124957339685177
10513	0	0	0	0	0	0	0	0	-0.22436349515290832	0	0	0	0	0	0	0	0	0	0	0	-0.5105852414462552
1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7452228869779242	0	0	0	0	0	0
10523	0	0	0	0	0	0	0	0	0	0	-0.309564961930937	-0.1276226192246898	0	0	0	0	0	0	0	0	0
10525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10559	0	0	0	0	0	0	0	-0.411292224568589	-0.4094676719749747	0	0	0	-0.6885327792854401	-1.0274712599495583	-1.6202899014539467	0	-0.785986541297616	0	0	0	-0.7779417246921216
10589	0	0	0	0	0	0	0	0	0	0	0	0	-1.5240869748820252	0	0	0	0	0	0	0	0
10606	0	0	0	0	0	0	0	0	0	-0.4791650676857488	0	-0.19778840433667477	0	0	0	0	0	0	0	0	0
10610	0	0	0	0	0	-2.103178146710336	0	0	0	0	-0.9376038045108176	0	-1.180701495336168	0	0	0	0	0	0	0	0
10617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1062	0	0	0	0	0	-0.4805905218650201	-1.9897610486433108	-0.46571303435093225	0	0	0	0	0	-2.184686879403051	-0.9911765414415458	0	0	0	0	0	0
10641	0	0	0	0	-0.660381964227665	-0.7371783552980051	0	-0.4848861520877016	-0.2599230496559032	0	0	-0.7077471531280106	-0.9636224350521267	0	-1.4641543991131416	0	0	0	0	0	-0.9667579681224931
10644	0	0	0	0	0	0	0	0	0	0	0	0	-0.8154519270982363	0	0	0	0	0	0	0	0
10652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10681	0	0	0	0	0	0	0	-0.3181681683790099	0	-0.4226560858712443	0	-0.17037983473910046	0	0	0	0	0	0	0	-0.2755592276987957	0
10682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10695	0	0	0	0	0	-0.28470079552270894	0	-0.2437223291669864	-0.3980076801173893	0	0	0	-1.1543457620110469	-0.8124762125356562	-0.5650073407826322	0	0	0	0	0	-0.4003472573146022
1070	0	-1.376711963730873	0	0	0	-0.7191264564787937	0	0	0	0	0	0	-0.5975016339308515	0	0	0	0	0	0	0	0
10730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10732	0	0	0	0	0	0	0	0	0	0	-0.203726238779655	-0.5490668065607697	0	0	-0.905422074807336	0	0	0	0	0	0
10765	0	0	0	0	0	-0.4525792701721533	0	0	0	0	-0.2811971754503261	0	0	0	0	0	0	0	0	0	0
10775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10776	0	0	0	0	0	-0.2066259468913187	0	0	0	-0.3761433773155496	0	-0.4857521084745428	0	0	0	0	0	0	0	0	0
10782	0	0	0	0	0	0	0	0	-0.2396717215067932	0	0	0	0	0	0	0	0	0	0	0	0
10797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10810	0	0	0	0	0	-2.137559454691729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10813	0	0	0	0	0	0	0	0	0	0	0	0	-0.5577578507459269	0	0	0	0	0	0	0	0
10818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5779291010875651	0	0	0	0	0	0
10857	0	0	0	0	0	-0.2591220434915923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10892	0	0	0	0	0	0	0	0	0	-0.6674413690224006	0	-0.3297386657257629	0	0	0	0	0	0	0	0	0
10898	0	-0.7384093010674232	0	0	0	0	0	0	0	-0.33664503732208934	0	-0.21665494706930025	-0.5538509085541133	0	-0.39700381318244105	0	0	0	0	0	-0.4876257867951947
10904	0	0	0	0	0	0	0	0	-0.22445262974848293	0	-0.17440191446850914	-0.4371799732046607	-1.2149239832040544	0	0	0	-0.9522480586716228	0	0	0	-0.6567176596756666
10915	0	0	0	0	0	0	0	0	0	0	0	-0.343437727935418	0	0	0	0	0	0	0	0	0
10921	0	0	0	0	0	0	0	0	0	0	-0.17166914225998617	0	0	0	0	0	0	0	0	0	0
10953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10962	0	0	0	0	0	0	0	0	0	0	0	-0.948895521551034	0	0	0	0	0	0	0	0	0
10969	0	0	0	0	0	-0.7336958949300955	0	0	0	0	0	0	-0.9380382094523104	0	0	0	0	0	0	0	0
10972	0	0	0	0	0	0	0	0	0	0	0	0	-0.616116679408745	0	-0.4112548642530677	0	-0.7404183669887378	0	0	0	0
10973	0	0	0	0	0	-0.2326381535058652	0	0	0	0	0	-0.33140574934956696	0	0	0	0	0	0	0	0	0
11000	0	0	0	0	0	0	0	0	0	0	0	0	-2.9142090230091986	0	0	0	0	0	0	0	0
11004	0	0	0	0	0	-1.640140108804247	-2.328645980889344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11007	0	0	0	0	0	0	0	0	0	0	0	0	-2.633368462495632	0	0	0	0	0	0	0	-0.6917598247180151
11011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11014	0	0	0	0	0	-0.7408945592280689	0	-0.2337350708036265	-0.17385471013427978	-0.2963804803271408	-0.1610534155225974	-0.34503661886924714	0	0	0	0	0	0	0	0	0
11031	0	0	0	0	0	-0.2652877461173413	0	0	0	0	0	0	-0.9805566850689316	0	-0.49392071561059053	0	0	0	0	0	0
11041	0	-1.6281842733090437	0	0	0	-0.8718055743848706	-0.7598526373266993	-0.6602698427969885	-0.2261550275351617	0	0	-0.3302062738529074	-2.074520484771212	-1.354176712515203	-1.553871700170509	0	0	0	0	0	-1.575266288276624
11044	0	0	0	0	0	0	0	0	0	0	-0.2152993480075721	-0.3673071933294864	0	0	0	0	0	0	0	0	0
11065	0	0	0	0	0	-2.409434599529804	-2.570606235169528	0	0	0	0	-0.34927369714018264	0	0	0	0	0	0	0	0	0
11072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11073	0	0	0	0	0	0	-0.6422984097826645	0	0	0	0	-0.2564017142931008	0	0	0	0	0	0	0	0	0
11098	0	0	0	0	0	0	0	0	-1.0655698992519955	0	-0.2846949360675033	0	0	0	0	0	-0.8935369244055459	0	0	0	0
1111	0	0	0	0	0	-0.5044586573679294	-0.9775303632697376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11151	0	0	0	0	0	-1.6276664463674464	0	-0.609682203253709	0	0	-0.97574449886088	-1.0366149853992788	-1.8419589866708097	0	-0.9683787881326196	0	0	0	0	-0.37355033782326136	-1.9777296856778992
11157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11168	0	-0.8351516577790977	-0.8443217769256859	0	0	-0.68906577479248	-1.0890991421890228	-0.6512111120480777	0	-0.5617556066661865	0	0	0	0	0	0	0	0	0	-0.6707338320807729	0
11182	0	0	0	0	0	0	0	0	0	0	0	-0.5193340443600754	0	0	0	0	0	0	0	0	0
11188	0	0	0	0	-0.743173484830095	-0.9444587464981334	0	-0.7739063512542559	-0.37045822581016	0	-0.1854009716728889	-0.7389242725681334	-0.9779247034124094	0	-1.1669059462954343	0	0	0	0	0	-1.7265095776345047
11200	0	0	0	0	-0.967906372420242	0	0	0	0	-0.4461819630961397	0	0	0	-2.343406572382292	-1.1939801327791983	0	-1.200429016756353	0	0	0	0
1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0723522051937773	0	0	0	0	0	-0.5639032244989
11261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11284	0	0	0	0	0	0	0	0	0	0	0	-0.4127076210973412	0	0	0	0	0	0	0	0	0
11319	0	0	0	0	0	0	0	0	0	0	0	0	-0.43386410820925664	0	0	0	0	0	0	0	0
11325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6344716333712174	0	-0.8120628352801634	0	0	0	0
1153	0	0	0	0	0	0	0	0	0	0	-0.31263779288878474	-0.5921496495013455	0	0	0	0	0	0	0	0	0
116832	0	-1.2466365682599714	0	0	0	0	0	0	0	0	0	0	-1.1050708221886023	0	-1.588717133004803	0	0	0	0	0	0
1212	0	0	0	0	0	0	0	0	0	0	0	0	-1.7555009408415192	0	0	0	-0.4404636518324548	0	0	0	0
1213	0	0	0	0	0	-0.21085613016312263	0	0	0	0	0	0	0	-0.8260009066377059	0	0	-0.6323779618771919	0	0	0	0
124583	0	0	0	0	0	0	0	0	0	0	-0.3636248995069366	0	0	0	0	0	0	0	0	0	0
1277	0	0	0	0	0	0	0	0	0	0	0	-0.7063844977010825	0	0	0	0	0	0	0	0	0
128	0	0	0	0	0	0	0	0	-0.23727674637442903	0	0	0	0	0	-0.8139843326476182	0	-0.590950619704297	0	0	0	-0.5631811333504552
1282	0	0	-1.8896161669299945	0	0	-0.5349441866525995	0	0	0	-2.5510752199168243	0	0	0	0	0	0	0	0	0	0	0
1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1398	0	0	0	0	0	0	0	0	0	0	0	-0.0920148002591847	0	0	0	0	0	0	0	0	0
1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	0	-1.0495876149020178	0	0	0	0	0	-0.5212559525044884	0	0	0	-0.457224518285388	0	0	-0.6441919732024187	0	0	0	0	-0.25514194947105373	-0.6537099932681117
1429	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.1238576397811846	0	0	0	0	0	0	0
1445	0	0	0	0	0	0	0	0	0	0	-0.3012796288694885	-0.21507113282484883	-0.9357509637827912	0	-0.3161498263673408	0	0	0	0	-0.2787298271420658	-0.754380947273115
1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1454	0	0	0	0	0	-0.516341140003206	0	0	0	-0.40105763581938114	0	-0.4139387675219596	0	0	0	0	0	0	0	0	0
1459	0	0	0	0	0	-0.4974457341274384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1465	0	0	0	0	0	-0.4707156328404568	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.21238259789218952	-1.5402703745225927
147179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1509	0	0	0	0	0	0	0	0	-1.3533674544040837	0	0	0	0	0	0	0	-1.3037404909638952	0	0	0	0
1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1534	0	0	0	0	0	0	0	0	0	0	-0.3711425444335005	-0.9090214924418222	0	0	0	0	0	0	0	0	0
154	0	0	0	0	-1.6134724881597164	-1.823209119546901	-2.3174882468626734	0	-0.9190741932264228	0	0	-0.4426588551497454	0	-3.370427677837727	0	0	0	0	0	-1.7020902657993675	0
16	0	0	0	0	0	-0.4176325978374183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1605	0	0	0	0	0	0	0	0	0	0	-0.33991642528961624	0	0	0	0	0	-0.7905911099306955	0	0	0	0
1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1633	0	0	0	0	0	0	0	0	0	-0.7096797612935514	0	0	0	0	-0.7640688302456888	0	0	0	0	0	0
1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1643	0	0	0	0	0	0	0	-0.27824665998551273	0	0	0	-0.17816199616471737	0	0	-1.1014199728132128	0	0	0	0	0	0
1647	0	0	0	0	0	-0.6743797543649508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1662	0	-1.2231854229677372	-1.3775866201130849	0	0	0	0	0	0	0	0	0	-0.7961323488728332	0	0	0	0	0	0	0	0
1666	0	0	0	0	0	0	0	0	0	0	0	0	-1.2370463596303758	0	0	0	-0.8153103407845604	0	0	0	0
1676	0	-1.2692008767726612	-1.3010845906788149	0	0	-0.6430237180577474	0	-0.2392085870529924	0	-0.25847946199801725	0	-0.7184783416400352	0	0	0	0	0	0	0	-0.2674112526930429	0
1677	0	0	-0.941099426521569	0	-0.9077589886457929	0	0	0	-0.22702282329456197	-0.3805451300907845	0	-0.9013045447177742	0	0	0	0	0	0	0	0	0
1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1759	0	0	-1.2393443009843852	0	0	-1.9721096626766617	0	0	0	0	0	-0.8242935015405698	-4.536980279240359	-3.547206830412444	0	0	0	0	0	-0.7819196523169878	0
178	0	0	0	0	0	-0.30821852133286615	0	0	0	-0.7206643233668505	0	-0.5228024808191232	0	-0.9862741190465512	0	0	0	0	0	0	-0.4562253384173371
1786	0	0	0	0	0	0	-0.729278861006793	0	0	0	0	0	-1.596893681860806	-1.0640945229716154	-0.7635350867680698	0	0	0	0	0	-0.4777077890736684
1788	0	0	0	0	0	-1.136084210963876	-0.9053701818935068	-0.5608744742520573	0	0	0	0	0	0	-0.8114289022387696	0	0	0	0	0	-1.296927543832119
1802	0	0	0	0	0	0	0	0	0	-0.28895424564232525	-0.3295052720828131	-0.27511249866878623	-0.509904234320119	0	0	0	0	0	0	0	0
1829	0	-1.8132887484693752	-2.203593805988726	0	0	0	0	0	0	-1.241924744876503	0	0	0	0	0	0	0	0	0	0	0
1831	0	0	0	0	-1.4957281847633974	0	0	-0.8204434726994969	0	0	0	-0.3853876825311026	-0.8112602639624578	-0.8893570231986435	-1.5571204652380386	0	0	0	0	0	-1.243066356890997
1845	0	0	0	0	0	0	0	0	0	0	0	-0.13314810429366605	0	0	0	0	-0.9621740419911172	0	0	0	0
1846	0	0	0	0	0	-0.9340370511005572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1870	0	0	0	0	0	-1.3454576618451632	-2.771706898154127	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.041790982105512
1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5982794418158943	0	0	0	0	0	0
1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	0	0	0	0	0	0	0	0	0	0	0	-0.4648738422436425	0	0	0	0	0	0	0	0	0
1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1978	0	0	0	0	0	-1.5686552022489355	-0.750209949877802	0	0	0	0	0	-2.84986186971902	0	-0.7032865747228544	0	0	0	0	0	0
1981	0	0	0	0	0	0	0	0	0	0	-0.344908335071049	-0.1370191871161869	0	0	0	0	0	0	0	0	0
1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	0	0	0	0	0	0	0	0	0	0	0	-0.12503962062090865	0	0	0	0	0	0	0	0	0
200081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200734	0	0	0	0	0	-0.6592032796786679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2042	0	0	-2.621829169912203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2048	0	0	0	0	0	0	0	0	-2.362566402577789	0	-0.7979922760315151	0	0	0	-1.253522889369187	0	0	0	0	0	-1.1897493633629066
2058	0	0	0	0	0	-0.49437264822328136	0	0	0	0	0	-0.3482531911186505	0	0	0	0	0	0	0	0	0
2063	0	0	0	0	0	0	0	0	0	0	-0.12291877142568068	0	-1.7185925917885991	0	-0.9429223330050956	0	-0.7649802209460898	0	0	0	-1.2641833299590528
2064	0	0	-1.1196105788119224	0	0	-0.9242255699451156	0	0	0	0	-0.1613555566227661	0	-0.4574848736859847	0	-1.3373466870118988	0	0	0	0	0	0
2065	0	-1.2850432984863391	-3.0205335442445818	0	0	0	0	0	-0.6195492605340162	0	0	0	0	0	0	0	0	0	0	0	0
207	0	0	0	0	0	0	0	0	0	0	0	0	-0.30551192983394404	0	0	0	-0.28665476244366933	0	0	0	0
2109	0	0	0	0	0	-0.3088798020499228	0	0	0	0	0	0	-2.030319904769654	0	-0.37123654172182347	0	0	0	0	0	0
211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2113	0	0	0	0	0	0	0	0	0	-0.8393894475953725	0	-0.7565705059464817	0	0	0	0	0	0	0	0	0
2115	0	0	0	0	-1.2695169669408568	-2.299620065311339	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8192174211225132	0
2131	0	0	0	0	0	0	0	0	0	0	0	0	-0.9993669779168434	0	0	0	0	0	0	-0.6907291597473785	0
2146	0	0	0	0	0	0	-0.7415613169139428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2184	0	0	0	0	0	0	0	-0.3451129375563607	0	0	0	0	-1.8304846819889449	0	0	0	0	0	0	0	-0.7933021267097273
2185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4853240869523404
2195	0	0	-2.82231578625973	0	0	0	0	0	0	0	-0.533508374030556	-0.714422693921535	0	0	0	0	0	0	0	-0.5328320782355913	0
2222	0	0	0	0	0	0	0	0	0	0	0	-0.8132935675593527	0	0	0	0	0	0	0	0	-0.7435725993063428
226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2263	0	0	-2.029283450889476	0	0	0	0	0	0	-1.8646869916060187	0	-0.6527450007323486	0	0	0	0	0	0	0	0	0
2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
