gene1,gene2,weight
POLR2B,BRF1,0.287
DYRK1B,MAPK1,0.606
DYRK1B,GLCCI1,0.461
DYRK1B,EGR1,0.188208
DYRK1B,PDE6A,0.153
DYRK1B,RRAS2,0.3
DYRK1B,HNF1A,0.808
DYRK1B,RBL2,0.462
DYRK1B,RHEB,0.166
DYRK1B,ZNF423,0.188208
DYRK1B,EP300,0.462
DYRK1B,YWHAE,0.298
DYRK1B,MECOM,0.188208
DYRK1B,RB1,0.461
DYRK1B,AKT1,0.199
DYRK1B,PAK1,0.343
DYRK1B,PKN3,0.224739
DYRK1B,PCBD1,0.566
DYRK1B,DDB1,0.461
DYRK1B,BUB1,0.185506
DYRK1B,DCAF7,0.9949959999999999
DYRK1B,YWHAZ,0.298
DYRK1B,HRAS,0.166
DYRK1B,POLR2B,0.265
DYRK1B,CDC42,0.166
DYRK1B,POLR2A,0.24
DYRK1B,HSP90AA1,0.234
DYRK1B,PKN1,0.224739
DYRK1B,UBC,0.356
DYRK1B,RAC1,0.166
DYRK1B,PDE6C,0.153
DYRK1B,RBL1,0.462
DYRK1B,HIVEP1,0.188208
DYRK1B,MBP,0.576
DYRK1B,PPP3CA,0.202576
DYRK1B,MYO9B,0.292672
DYRK1B,RHOA,0.221
DYRK1B,PDE6B,0.153
DYRK1B,HSF1,0.286528
CDC42,MAPK1,0.239
CDC42,BMPR1A,0.178
CDC42,BIRC2,0.607
CDC42,EIF2AK2,0.567
CDC42,CDKN1A,0.844
CDC42,TRAF2,0.569
CDC42,RAF1,0.224
CDC42,RRAS2,0.498
CDC42,EIF2S1,0.176534
CDC42,RHEB,0.241
CDC42,PHLPP1,0.298
CDC42,PLD2,0.24
CDC42,PIK3CA,0.466
CDC42,CBL,0.808
CDC42,YWHAE,0.196
CDC42,IQGAP1,0.999
CDC42,ARRB2,0.227
CDC42,AKT1,0.157
CDC42,PIK3R1,0.917
CDC42,PAK1,0.999
CDC42,PKN3,0.302
CDC42,MAP2K1,0.25
CDC42,GNB2,0.238355
CDC42,YWHAZ,0.196
CDC42,HRAS,0.29413
CDC42,ARHGAP1,0.999
CDC42,DYRK1B,0.166
CDC42,GRB2,0.224
CDC42,PLD1,0.663
CDC42,PKN1,0.302
CDC42,UBC,0.972
CDC42,RAC1,0.61911
CDC42,MT-CO1,0.226
CDC42,MTOR,0.153
CDC42,MT-CO2,0.169
CDC42,EPRS,0.538
CDC42,GOPC,0.599
CDC42,MYO6,0.379
CDC42,GNB1,0.238355
CDC42,PCNA,0.269
CDC42,ITSN1,0.993
CDC42,PPP3CA,0.161
CDC42,TGFB1I1,0.243
CDC42,MYO9B,0.364
CDC42,UBE2D2,0.25906399999999996
CDC42,RHOA,0.300288
CDC42,ARRB1,0.167
TSC22D3,RAF1,0.809
TSC22D3,MAD1L1,0.341
TSC22D3,TP53,0.566
TSC22D3,UBC,0.495
TSC22D3,HDAC1,0.564
TSC22D3,MDM2,0.566
POLR2A,FKBP4,0.2008
POLR2A,SIRT1,0.468
POLR2A,POLR2E,0.9994620000000001
POLR2A,MAPK1,0.297
POLR2A,TBP,0.99
POLR2A,CPSF3,0.832456
POLR2A,CDKN1A,0.723
POLR2A,NEDD8,0.386
POLR2A,RRAS2,0.362
POLR2A,ATP5B,0.389
POLR2A,RHEB,0.22
POLR2A,PLD2,0.248
POLR2A,SMARCB1,0.889
POLR2A,EP300,0.777
POLR2A,GTF3C3,0.304
POLR2A,CAD,0.553
POLR2A,ERCC8,0.556
POLR2A,CDK2,0.563
POLR2A,RPS27A,0.164
POLR2A,PDCD4,0.181
POLR2A,ATP5A1,0.289
POLR2A,YAP1,0.719119
POLR2A,USP25,0.24601399999999998
POLR2A,DLG4,0.18009
POLR2A,CPSF2,0.686
POLR2A,DDB1,0.593296
POLR2A,PRPF8,0.288
POLR2A,HRAS,0.22
POLR2A,POLR2B,0.9999520000000001
POLR2A,DYRK1B,0.24
POLR2A,DNMT3B,0.545
POLR2A,SIRT7,0.391
POLR2A,GRB2,0.158
POLR2A,PLD1,0.248
POLR2A,USP7,0.24601399999999998
POLR2A,UBC,0.999
POLR2A,RPL27A,0.654172
POLR2A,ERCC6,0.966
POLR2A,ATP5C1,0.28
POLR2A,CHD4,0.351093
POLR2A,ACTB,0.915
POLR2A,SMARCA4,0.9962559999999999
POLR2A,EPRS,0.288
POLR2A,KDM5B,0.17391500000000001
POLR2A,EIF3A,0.165
POLR2A,MYO6,0.576
POLR2A,RPL5,0.6978479999999999
POLR2A,GTF2B,0.9972129999999999
POLR2A,CDC5L,0.18101099999999998
POLR2A,HDAC1,0.31203000000000003
POLR2A,MRTO4,0.562068
POLR2A,KDM5C,0.17391500000000001
POLR2A,SUV39H1,0.271
POLR2A,TP73,0.384
POLR2A,PCNA,0.573
POLR2A,FKBP1A,0.2008
POLR2A,GTF2F1,0.999
POLR2A,UBE2D2,0.361
POLR2A,NOP2,0.162
POLR2A,CXCR4,0.424
POLR2A,CHEK1,0.161
POLR2A,ACTL6A,0.484
POLR2A,EWSR1,0.576
POLR2A,CPS1,0.289
POLR2A,CDK5,0.306
POLR2A,GMPS,0.455
POLR2A,RPS3,0.8342959999999999
POLR2A,BRF1,0.284
CDK5R1,HSPA8,0.222
CDK5R1,CDKN1A,0.571
CDK5R1,CDK2,0.709
CDK5R1,PAK1,0.576
CDK5R1,HSP90AA1,0.57
CDK5R1,CTNNB1,0.812
CDK5R1,UBC,0.564
CDK5R1,HDAC1,0.576
CDK5R1,CAMK2A,0.569
CDK5R1,CDK5,0.999
KCND3,HSPA8,0.488
KCND3,YWHAE,0.165
KCND3,UQCRC2,0.487
KCND3,DDB1,0.487
KCND3,YWHAZ,0.165
KCND3,SRC,0.612464
KCND3,KCNIP1,0.956
KCND3,EWSR1,0.487
CALR,HSPA8,0.157
CALR,APOB,0.808
CALR,CANX,0.643788
CALR,PRKCSH,0.9991110000000001
CALR,EEF2K,0.426
CALR,SMARCB1,0.17
CALR,YWHAE,0.23506
CALR,CDK2,0.309
CALR,APP,0.938
CALR,STT3B,0.16
CALR,HSP90B1,0.99974
CALR,MAP2K1,0.564
CALR,YWHAZ,0.271784
CALR,SIRT7,0.313
CALR,HSP90AA1,0.520459
CALR,UBC,0.849
CALR,RNF2,0.321
CALR,ACTR2,0.389
CALR,HM13,0.446
CALR,B2M,0.865
NCOA1,ESRRA,0.618
NCOA1,ESR1,0.999
NCOA1,MAPK1,0.576
NCOA1,TBP,0.576
NCOA1,RARA,0.999
NCOA1,EP300,0.91
NCOA1,STAT3,0.807
NCOA1,PPARGC1A,0.576
NCOA1,TP53,0.576
NCOA1,PPARG,0.999
NCOA1,PGR,0.983
NCOA1,NR1I2,0.962
NCOA1,HIF1A,0.564
NCOA1,UBC,0.576
NCOA1,COPS5,0.576
NCOA1,SMARCA4,0.564
NCOA1,TEAD1,0.576
NCOA1,GTF2B,0.576
NCOA1,ESRRG,0.576
LPA,CANX,0.917
LPA,SERPINC1,0.297578
CDC25C,MAPK1,0.675
CDC25C,CCNB1,0.854092
CDC25C,CCNE1,0.282607
CDC25C,POLR1A,0.248
CDC25C,YWHAE,0.967
CDC25C,CDK2,0.923308
CDC25C,TP53,0.576
CDC25C,EGFR,0.425
CDC25C,MELK,0.29254600000000003
CDC25C,CDC20,0.524487
CDC25C,YWHAZ,0.93
CDC25C,HRAS,0.681
CDC25C,GSK3B,0.231
CDC25C,HSP90AA1,0.567
CDC25C,PKN1,0.57
CDC25C,CTNNB1,0.262
CDC25C,UBC,0.991
CDC25C,SRC,0.614
CDC25C,CDC5L,0.238
CDC25C,TFDP1,0.151
CDC25C,PCNA,0.828616
CDC25C,CHEK1,0.999
CDC25C,CDK5,0.301
SULT1A1,SLC12A2,0.253
SULT1A1,YAP1,0.644
SULT1A1,UBC,0.483
SULT1A1,SRXN1,0.924
SULT1A1,SLC12A3,0.288
HMGCS1,FDFT1,0.252
HMGCS1,CYP3A5,0.173768
HMGCS1,ACTA2,0.255
HMGCS1,NEDD8,0.191
HMGCS1,CAD,0.224
HMGCS1,RPS27A,0.191
HMGCS1,HMGCR,0.5921960000000001
HMGCS1,ACTC1,0.254
HMGCS1,CYP3A7,0.173768
HMGCS1,UBC,0.979
HMGCS1,ACTB,0.255
HMGCS1,ACTA1,0.255
HMGCS1,PPP3CA,0.179
ZYX,PAPOLA,0.538
ZYX,ACTA2,0.644
ZYX,NEDD8,0.528
ZYX,ACTN4,0.209
ZYX,CNN2,0.975
ZYX,EPHA5,0.167
ZYX,PPARG,0.573
ZYX,UBC,0.721
ZYX,EPHA2,0.167
ZYX,HIST1H4A,0.388
ZYX,NOS1AP,0.666
ZYX,ACTN2,0.647
ZYX,PARP1,0.161
ZYX,SPTA1,0.209
ZYX,EPHA6,0.167
ZYX,PPIA,0.573
GSK3B,MAPK1,0.643
GSK3B,BIRC2,0.57
GSK3B,FZD3,0.22
GSK3B,TRAF2,0.714
GSK3B,APC,0.986
GSK3B,CCNE1,0.938
GSK3B,PHLPP1,0.85472
GSK3B,EP300,0.213
GSK3B,YWHAE,0.168
GSK3B,PPARGC1A,0.576
GSK3B,FBXW11,0.408
GSK3B,TP53,0.917
GSK3B,AKT1,0.999
GSK3B,PIK3R1,0.595
GSK3B,APP,0.814
GSK3B,FZD1,0.71
GSK3B,PDF,0.461
GSK3B,DLG4,0.503426
GSK3B,MAP2K1,0.239
GSK3B,GNB2,0.18811
GSK3B,SMAD1,0.881
GSK3B,YWHAZ,0.632
GSK3B,POLR2B,0.173
GSK3B,CDC25C,0.231
GSK3B,CUL1,0.223888
GSK3B,HSP90AA1,0.595
GSK3B,PTK2,0.592
GSK3B,CTNNB1,0.999
GSK3B,INSIG1,0.183
GSK3B,UBC,0.966
GSK3B,E2F1,0.59
GSK3B,SREBF1,0.576
GSK3B,COPS5,0.57
GSK3B,SMARCA4,0.269
GSK3B,EPM2A,0.613
GSK3B,BTRC,0.991
GSK3B,PTPN1,0.59
GSK3B,GNB1,0.18811
GSK3B,ATXN3,0.592
GSK3B,PPP3CA,0.2899
GSK3B,NFE2L2,0.576
GSK3B,NOP2,0.462
GSK3B,CHEK1,0.199011
GSK3B,ARRB1,0.576
GSK3B,MDM2,0.564
GSK3B,CDK5,0.605
PGR,ESR1,0.812
PGR,MAPK1,0.601
PGR,TBP,0.576
PGR,CDKN1A,0.567
PGR,EP300,0.576
PGR,STAT3,0.805
PGR,CDK2,0.808
PGR,NCOA1,0.983
PGR,HSP90AA1,0.593
PGR,UBC,0.812
PGR,COPS5,0.576
PGR,SRC,0.916
PGR,PARP1,0.569
PGR,BCAS2,0.567
SRSF7,SF3A2,0.895
SRSF7,MSH2,0.644
SRSF7,TFPI,0.894
SRSF7,NEDD8,0.153
SRSF7,HNF1A,0.575
SRSF7,PRPF6,0.568
SRSF7,CDK2,0.309
SRSF7,STT3B,0.644
SRSF7,UBC,0.924
SRSF7,COPS5,0.153
SRSF7,MAGOH,0.9966719999999999
SRSF7,CDC5L,0.233
SRSF7,ALYREF,0.9556
CUL1,SIRT1,0.233787
CUL1,HSPA8,0.208
CUL1,CDKN1A,0.564
CUL1,NEDD8,0.9990760000000001
CUL1,CCNB1,0.534144
CUL1,RBL2,0.564
CUL1,CCNE1,0.631
CUL1,YWHAE,0.355
CUL1,FBXW11,0.999072
CUL1,ANK1,0.25519000000000003
CUL1,CDK2,0.694561
CUL1,RPS27A,0.308
CUL1,SKP2,0.999
CUL1,PAK1,0.297
CUL1,MELK,0.159435
CUL1,DDB1,0.798841
CUL1,MAP2K1,0.232
CUL1,ANKK1,0.186
CUL1,YWHAZ,0.313
CUL1,GSK3B,0.223888
CUL1,DNMT3B,0.57
CUL1,PLA2G6,0.186
CUL1,HSP90AA1,0.245
CUL1,CTNNB1,0.8785629999999999
CUL1,UBC,0.999
CUL1,E2F1,0.818
CUL1,CHD4,0.173152
CUL1,ANAPC11,0.40759
CUL1,ACTB,0.18145899999999998
CUL1,COPS5,0.999
CUL1,SMARCA4,0.305
CUL1,HIST1H4A,0.528
CUL1,EPRS,0.20338
CUL1,BTRC,0.999072
CUL1,RPL5,0.19003
CUL1,CDC5L,0.384154
CUL1,CUL4A,0.384
CUL1,SUGT1,0.357
CUL1,TP73,0.564
CUL1,PPP3CA,0.2647
CUL1,UBE2D2,0.293371
CUL1,CHEK1,0.96
CUL1,MDM2,0.809
CUL1,CDK5,0.236853
NRIP1,ESRRA,0.604
NRIP1,ESR1,0.988
NRIP1,RARA,0.998
NRIP1,PPARGC1A,0.564
NRIP1,PPARG,0.766
NRIP1,CTBP1,0.988
NRIP1,DNMT3B,0.566
NRIP1,UBC,0.626
NRIP1,E2F1,0.812
NRIP1,MAP3K7,0.576
NRIP1,HDAC1,0.576
NRIP1,ESRRG,0.604
PDE6G,GNGT1,0.667
PDE6G,PDE6A,0.59638
PDE6G,GNAO1,0.595828
PDE6G,GRB2,0.569
PDE6G,DNM2,0.809
PDE6G,SRC,0.569
PDE6G,PDE6C,0.2839
PDE6G,PDE6B,0.59638
KCNA4,SIRT1,0.566
KCNA4,YWHAE,0.166
KCNA4,APP,0.43
KCNA4,DLG4,0.999
KCNA4,YWHAZ,0.165
KCNA4,SCN5A,0.302
KCNA4,FYN,0.606066
KCNA4,SRC,0.606066
KCNA4,ACTN2,0.576
DNMT3B,ESR1,0.566
DNMT3B,CBX5,0.961
DNMT3B,NEDD8,0.592
DNMT3B,TRIM28,0.57
DNMT3B,POLR2A,0.545
DNMT3B,CUL1,0.57
DNMT3B,NRIP1,0.566
DNMT3B,UBC,0.842
DNMT3B,CHD4,0.574
DNMT3B,HDAC1,0.982
DNMT3B,CUL4A,0.57
DNMT3B,SUV39H1,0.569
SCN5A,CBL,0.615
SCN5A,CALM2,0.981
SCN5A,KCNA4,0.302
SCN5A,UBC,0.924
SCN5A,CALM1,0.922
GP1BA,GNA11,0.154
GP1BA,MAPK1,0.188
GP1BA,SF3A2,0.167
GP1BA,PDE6A,0.203
GP1BA,GNAO1,0.242
GP1BA,YWHAE,0.597
GP1BA,PRPF6,0.167
GP1BA,HSP90B1,0.256
GP1BA,PRPF8,0.244
GP1BA,F2,0.991
GP1BA,YWHAZ,0.992
GP1BA,HSP90AA1,0.336
GP1BA,SF3B1,0.244
GP1BA,PDE6C,0.203
GP1BA,CDC5L,0.184
GP1BA,SUGT1,0.282
GP1BA,PDE6B,0.203
GP1BA,PLRG1,0.167
GP1BA,CNOT4,0.167
SIRT7,FKBP4,0.313
SIRT7,GNA11,0.173
SIRT7,SIRT4,0.164
SIRT7,UQCRC1,0.313
SIRT7,SART3,0.313
SIRT7,LTF,0.313
SIRT7,MSH2,0.344
SIRT7,MSH6,0.344
SIRT7,CPSF3,0.313
SIRT7,CANX,0.313
SIRT7,ACTN4,0.313
SIRT7,GNAO1,0.173
SIRT7,POLR1A,0.875
SIRT7,GTF3C3,0.313
SIRT7,CAD,0.379824
SIRT7,PRPF6,0.313
SIRT7,IQGAP1,0.313
SIRT7,UQCRC2,0.313
SIRT7,TP53,0.313
SIRT7,MKI67IP,0.313
SIRT7,HMGCR,0.23
SIRT7,EIF4A1,0.313
SIRT7,USP24,0.36040300000000003
SIRT7,NSA2,0.313
SIRT7,DDB1,0.689
SIRT7,PRPF8,0.313
SIRT7,POLR2A,0.391
SIRT7,CALR,0.313
SIRT7,HDAC6,0.276
SIRT7,SF3B1,0.313
SIRT7,USP7,0.313
SIRT7,DNM2,0.328
SIRT7,CHD4,0.313
SIRT7,SMARCA4,0.363
SIRT7,HIST1H4A,0.595
SIRT7,MTOR,0.313
SIRT7,KIF14,0.313
SIRT7,MKI67,0.313
SIRT7,RPL5,0.313
SIRT7,HDAC1,0.276
SIRT7,MRTO4,0.313
SIRT7,ACTR2,0.313
SIRT7,DSP,0.313
SIRT7,NOP2,0.313
SIRT7,CHEK1,0.161
SIRT7,EWSR1,0.313
SIRT7,CPS1,0.281
SIRT7,GMPS,0.313
SIRT7,ALYREF,0.313
SIRT7,CHERP,0.313
PDE1A,NCALD,0.566
PDE1A,APOA1,0.566
PDE1A,YWHAZ,0.573
PDE1A,UBC,0.296
PDE1A,CALM1,0.576
GRIN2A,PLCG1,0.586
GRIN2A,GRIN2B,0.726
GRIN2A,DLG4,0.998
GRIN2A,UBC,0.296
GRIN2A,FYN,0.962
GRIN2A,SRC,0.917
GRIN2A,CAMK2A,0.604
GRIN2A,CDK5,0.576
CYP2A13,FDFT1,0.289647
CYP2A13,CYP3A5,0.178
CYP2A13,FDX1,0.223
CYP2A13,CAD,0.33663200000000004
CYP2A13,CYP3A7,0.181
CYP2A13,CYB5A,0.16858
CYP2A13,CPS1,0.204372
PLA2G6,PHLPP1,0.299
PLA2G6,CUL1,0.186
PLA2G6,CUL4A,0.186
PLA2G6,POR,0.176
PLA2G6,RPS3,0.18
HDAC6,SIRT4,0.276
HDAC6,SIRT1,0.508
HDAC6,MLH1,0.24027199999999999
HDAC6,MSH2,0.721663
HDAC6,MSH6,0.254345
HDAC6,RBL2,0.24
HDAC6,EP300,0.23
HDAC6,POLR1A,0.178314
HDAC6,YWHAE,0.232
HDAC6,PMS2,0.175
HDAC6,RB1,0.24
HDAC6,RPS27A,0.906
HDAC6,TUBA1A,0.165
HDAC6,YWHAZ,0.232
HDAC6,SIRT7,0.276
HDAC6,SIRT6,0.32306
HDAC6,FOXO3,0.252
HDAC6,KAT5,0.308
HDAC6,INSIG1,0.27
HDAC6,CHD4,0.163
HDAC6,SMARCA4,0.564
HDAC6,HIST1H4A,0.423122
HDAC6,HDAC1,0.458
HDAC6,RBL1,0.24
HDAC6,SUV39H1,0.26914
MT1F,UBC,0.296
MT1F,NOP2,0.608
HSP90AA1,FKBP4,0.990243
HSP90AA1,CFTR,0.9339350000000001
HSP90AA1,UQCRC1,0.18399400000000002
HSP90AA1,ESR1,0.999
HSP90AA1,SIRT1,0.665
HSP90AA1,POLR2E,0.662
HSP90AA1,MAPK1,0.734
HSP90AA1,BMPR1A,0.408
HSP90AA1,ACTA2,0.17936
HSP90AA1,HSPA8,0.991978
HSP90AA1,EIF2AK2,0.651
HSP90AA1,MSH2,0.604528
HSP90AA1,APOB,0.576
HSP90AA1,MSH6,0.19455
HSP90AA1,CDKN1A,0.564
HSP90AA1,CANX,0.736
HSP90AA1,TRAF2,0.156
HSP90AA1,NEDD8,0.326
HSP90AA1,RAF1,0.999
HSP90AA1,PRKCSH,0.24019200000000002
HSP90AA1,RIPK1,0.873
HSP90AA1,ABCC9,0.1855
HSP90AA1,PDGFRB,0.277
HSP90AA1,ATP5B,0.963149
HSP90AA1,PHLPP1,0.484
HSP90AA1,EP300,0.576
HSP90AA1,POLR1A,0.167944
HSP90AA1,YWHAE,0.185676
HSP90AA1,STAT3,0.576
HSP90AA1,FBXW11,0.234
HSP90AA1,SLIT1,0.167
HSP90AA1,CDK2,0.655
HSP90AA1,SPG7,0.507652
HSP90AA1,TP53,0.997
HSP90AA1,AKT1,0.994
HSP90AA1,RPS27A,0.298
HSP90AA1,SKP2,0.389
HSP90AA1,EGFR,0.99
HSP90AA1,PAK1,0.227
HSP90AA1,ATP5A1,0.830201
HSP90AA1,TOMM70A,0.9264459999999999
HSP90AA1,APP,0.583
HSP90AA1,ATP5O,0.62707
HSP90AA1,ACTC1,0.17936
HSP90AA1,EIF4A1,0.3025
HSP90AA1,STT3B,0.172
HSP90AA1,CPSF2,0.364
HSP90AA1,HSP90B1,0.6087279999999999
HSP90AA1,TUBA1A,0.732803
HSP90AA1,PRPF8,0.557
HSP90AA1,YWHAZ,0.219458
HSP90AA1,IQCB1,0.451
HSP90AA1,POLR2B,0.274016
HSP90AA1,DYRK1B,0.234
HSP90AA1,CDK5R1,0.57
HSP90AA1,CALR,0.520459
HSP90AA1,CDC25C,0.567
HSP90AA1,GSK3B,0.595
HSP90AA1,PGR,0.593
HSP90AA1,CUL1,0.245
HSP90AA1,GP1BA,0.336
HSP90AA1,NR1I2,0.21
HSP90AA1,HIF1A,0.999
HSP90AA1,GRB2,0.369
HSP90AA1,KAT5,0.234
HSP90AA1,PTK2,0.234
HSP90AA1,TUBB4B,0.400231
HSP90AA1,ERBB4,0.777
HSP90AA1,PKN1,0.234
HSP90AA1,UBC,0.999135
HSP90AA1,NHLRC1,0.234
HSP90AA1,FYN,0.665
HSP90AA1,SREBF1,0.234
HSP90AA1,CALM1,0.807
HSP90AA1,ACTB,0.2732
HSP90AA1,SRC,0.819
HSP90AA1,EPHA2,0.277
HSP90AA1,ACTA1,0.17936
HSP90AA1,EPRS,0.67508
HSP90AA1,DDR2,0.234
HSP90AA1,EIF3A,0.264736
HSP90AA1,MAP3K7,0.663
HSP90AA1,MYO6,0.244
HSP90AA1,BTRC,0.234
HSP90AA1,RPL5,0.67198
HSP90AA1,CDC5L,0.291292
HSP90AA1,CUL4A,0.63
HSP90AA1,SYK,0.31
HSP90AA1,SUGT1,0.999959
HSP90AA1,MIS12,0.572
HSP90AA1,PPP3CA,0.238
HSP90AA1,TGFB1I1,0.507
HSP90AA1,MYO9B,0.244
HSP90AA1,GRK4,0.234
HSP90AA1,HM13,0.288
HSP90AA1,CAMK2A,0.234
HSP90AA1,UBE2D2,0.644
HSP90AA1,CHEK1,0.84283
HSP90AA1,SLC12A3,0.57
HSP90AA1,MDM2,0.924
HSP90AA1,PPIA,0.325272
HSP90AA1,CDK5,0.364
HSP90AA1,GMPS,0.24952
HSP90AA1,EIF3H,0.16204200000000002
HSP90AA1,HSF1,0.813
HSP90AA1,RPS3,0.638912
HSP90AA1,LDHA,0.16204200000000002
SF3B1,SIRT1,0.319671
SF3B1,SF3A2,0.999
SF3B1,SART3,0.603394
SF3B1,TFPI,0.644
SF3B1,THOC1,0.554
SF3B1,CCNE1,0.551
SF3B1,PHLPP1,0.244
SF3B1,POLR1A,0.162
SF3B1,CAD,0.61
SF3B1,SLIT1,0.244
SF3B1,PRPF6,0.960256
SF3B1,MKI67IP,0.984
SF3B1,LSM6,0.288224
SF3B1,MELK,0.569
SF3B1,APBB1,0.228
SF3B1,SNRPD1,0.665
SF3B1,DDB1,0.967888
SF3B1,PRPF8,0.9549700000000001
SF3B1,SMAD1,0.192
SF3B1,YWHAZ,0.154
SF3B1,POLR2B,0.428
SF3B1,GP1BA,0.244
SF3B1,SIRT7,0.313
SF3B1,SNRPD2,0.9204399999999999
SF3B1,UBC,0.98
SF3B1,EPRS,0.629364
SF3B1,RNF2,0.347
SF3B1,EIF3A,0.157
SF3B1,BCAS2,0.574
SF3B1,MAGOH,0.996252
SF3B1,CDC5L,0.98831
SF3B1,HDAC1,0.301263
SF3B1,PRPF4,0.7976439999999999
SF3B1,CPS1,0.577
SF3B1,MDM2,0.169
SF3B1,GMPS,0.24
SF3B1,PLRG1,0.9991120000000001
CASC5,BUB1B,0.9666
CASC5,MAD2L1,0.167
CASC5,BUB1,0.99916
CASC5,CDC20,0.157
CASC5,UBC,0.795
CASC5,CDC5L,0.213
CASC5,MIS12,0.9990829999999999
CCK,BIRC2,0.556
CCK,TRAF2,0.846
CCK,UBC,0.296
NR1I2,PPARGC1A,0.613
NR1I2,DDB1,0.566
NR1I2,NCOA1,0.962
NR1I2,HSP90AA1,0.21
NR1I2,UBC,0.803
NR1I2,SRC,0.611
SIRT6,GNA11,0.173
SIRT6,SIRT4,0.161
SIRT6,HSPA8,0.267
SIRT6,GNAO1,0.173
SIRT6,CAD,0.379824
SIRT6,AKT1,0.594
SIRT6,SKP2,0.574
SIRT6,HMGCR,0.23
SIRT6,HDAC6,0.32306
SIRT6,UBC,0.945
SIRT6,HDAC1,0.276
SIRT6,CHEK1,0.161
SIRT6,CPS1,0.281
SIRT6,MDM2,0.576
CYP3A7,FDFT1,0.289647
CYP3A7,FDX1,0.223
CYP3A7,CAD,0.33663200000000004
CYP3A7,HMGCS1,0.173768
CYP3A7,CYP2A13,0.181
CYP3A7,CYB5A,0.16858
CYP3A7,CYP2D6,0.185
CYP3A7,CPS1,0.204372
CYP3A7,POR,0.345
HIF1A,ESRRA,0.576
HIF1A,HSPA8,0.564
HIF1A,SART3,0.574
HIF1A,NEDD8,0.576
HIF1A,TRIM28,0.564
HIF1A,EP300,0.999
HIF1A,STAT3,0.808
HIF1A,RB1,0.576
HIF1A,TP53,0.963
HIF1A,CBX4,0.566
HIF1A,NCOA1,0.564
HIF1A,HSP90AA1,0.999
HIF1A,FOXO3,0.576
HIF1A,CTNNB1,0.576
HIF1A,UBC,0.999
HIF1A,COPS5,0.812
HIF1A,SMARCA4,0.576
HIF1A,SRC,0.566
HIF1A,PARP1,0.576
HIF1A,HDAC1,0.986
HIF1A,CAMK2A,0.297
HIF1A,ARRB1,0.576
HIF1A,MDM2,0.917
HIF1A,LDHA,0.575
GRB2,ESR1,0.595
GRB2,MAPK1,0.576
GRB2,HSPA8,0.444
GRB2,PLCG1,0.981
GRB2,ACTN4,0.719
GRB2,PDGFRA,0.832
GRB2,PDGFRB,0.965
GRB2,PRDX1,0.155
GRB2,PLD2,0.812
GRB2,EP300,0.298
GRB2,PIK3CA,0.668
GRB2,CBL,0.999
GRB2,YWHAE,0.517
GRB2,CAD,0.317
GRB2,EGF,0.576
GRB2,IQGAP1,0.452
GRB2,TP53,0.353
GRB2,PIK3R1,0.999
GRB2,RASA1,0.576
GRB2,EGFR,0.999
GRB2,PAK1,0.576
GRB2,ATP5A1,0.154
GRB2,APP,0.576
GRB2,KIT,0.998
GRB2,NCK1,0.574
GRB2,ACTC1,0.155
GRB2,CCL5,0.576
GRB2,DLG4,0.291
GRB2,EIF4A1,0.155
GRB2,FABP1,0.158
GRB2,SNRPD1,0.154
GRB2,CRK,0.972
GRB2,INSR,0.623
GRB2,IRS1,0.993
GRB2,ADRB2,0.576
GRB2,YWHAZ,0.517
GRB2,HRAS,0.64069
GRB2,CDC42,0.224
GRB2,POLR2A,0.158
GRB2,PDE6G,0.569
GRB2,HSP90AA1,0.369
GRB2,NISCH,0.517
GRB2,PTK2,0.996
GRB2,TUBB4B,0.444
GRB2,ERBB4,0.819
GRB2,SNRPD2,0.154
GRB2,UBC,0.939
GRB2,RPL27A,0.155
GRB2,CRKL,0.564
GRB2,FYN,0.776728
GRB2,DNM2,0.956
GRB2,ACTB,0.379
GRB2,SRC,0.9548139999999999
GRB2,EPHA2,0.623
GRB2,HIST1H4A,0.155
GRB2,KRT19,0.317
GRB2,ACTN2,0.682
GRB2,SPTA1,0.303
GRB2,MYO6,0.155
GRB2,PPP1R3D,0.154
GRB2,PTPN1,0.965
GRB2,ALOX5,0.576
GRB2,SYK,0.922
GRB2,ACTR2,0.155
GRB2,TEK,0.629
GRB2,SPTB,0.303
GRB2,PPP3CA,0.458
GRB2,GRB10,0.308
GRB2,ACTL6A,0.317
GRB2,PPIA,0.155
GRB2,RPS3,0.154
GRB2,B2M,0.158
HLA-DQA1,UBC,0.683
FOXO3,FKBP4,0.92
FOXO3,ESR1,0.812
FOXO3,SIRT1,0.995
FOXO3,MAPK1,0.576
FOXO3,SMAD2,0.573
FOXO3,EP300,0.816
FOXO3,YWHAE,0.369
FOXO3,MAD1L1,0.164
FOXO3,CDK2,0.206
FOXO3,TP53,0.857
FOXO3,AKT1,0.985
FOXO3,SKP2,0.808
FOXO3,PKN3,0.186
FOXO3,MAD2L1,0.251
FOXO3,SMAD1,0.566
FOXO3,YWHAZ,0.602
FOXO3,HDAC6,0.252
FOXO3,HIF1A,0.576
FOXO3,PKN1,0.186
FOXO3,USP7,0.576
FOXO3,CTNNB1,0.601
FOXO3,UBC,0.962
FOXO3,BTRC,0.576
FOXO3,HDAC1,0.16
FOXO3,PRPF4,0.195
FOXO3,PCNA,0.564
FOXO3,MDM2,0.8237909999999999
FOXO3,CDK5,0.206
NISCH,HSPA8,0.222
NISCH,IRS1,0.569
NISCH,GRB2,0.517
