Node,BC_Score
EIF3H,0.004228329809725159
POLR1A,0.004228329809725159
F2,0.004228329809725159
IRF2BP2,0.004228329809725159
KCND3,0.004228329809725159
SLC12A2,0.004228329809725159
MAPK1,0.004228329809725159
TNFRSF1B,0.004228329809725159
DSP,0.004228329809725159
DOK2,0.004228329809725159
RPS27A,0.004228329809725159
CNOT4,0.004228329809725159
NOP2,0.004228329809725159
ZYX,0.004228329809725159
PIK3CA,0.004228329809725159
SIRT1,0.004228329809725159
YAP1,0.004228329809725159
CELA3A,0.004228329809725159
EIF4A1,0.004228329809725159
ZNF593,0.004228329809725159
ERCC8,0.004228329809725159
CPS1,0.004228329809725159
INSIG1,0.004228329809725159
CHERP,0.004228329809725159
CYB5A,0.004228329809725159
FBXW11,0.004228329809725159
TGFB1I1,0.004228329809725159
EPRS,0.004228329809725159
CD2,0.004228329809725159
MT-CO1,0.004228329809725159
APOA1,0.004228329809725159
GIPC1,0.004228329809725159
ARRB2,0.004228329809725159
MBD1,0.004228329809725159
COPS5,0.004228329809725159
VAPA,0.004228329809725159
NHLRC1,0.004228329809725159
CCR3,0.004228329809725159
CHEK1,0.004228329809725159
THOC1,0.004228329809725159
APOB,0.004228329809725159
ROBO1,0.004228329809725159
SPTB,0.004228329809725159
ADRB2,0.004228329809725159
YWHAE,0.004228329809725159
EIF2B1,0.004228329809725159
PCBD1,0.004228329809725159
E2F4,0.004228329809725159
POR,0.004228329809725159
GNA11,0.004228329809725159
ACTA1,0.004228329809725159
EIF4EBP1,0.004228329809725159
GNGT1,0.004228329809725159
ESRRG,0.004228329809725159
CALM1,0.004228329809725159
NCALD,0.004228329809725159
DNM2,0.004228329809725159
GNAO1,0.004228329809725159
CDK5,0.004228329809725159
GRIN2B,0.004228329809725159
DYRK1B,0.004228329809725159
APP,0.004228329809725159
B2M,0.004228329809725159
FDX1,0.004228329809725159
STT3B,0.004228329809725159
IQCB1,0.004228329809725159
PDF,0.004228329809725159
SIRPG,0.004228329809725159
KDM5B,0.004228329809725159
BMPR1A,0.004228329809725159
RHEB,0.004228329809725159
IDE,0.004228329809725159
PDZD3,0.004228329809725159
CRKL,0.004228329809725159
POT1,0.004228329809725159
ITSN1,0.004228329809725159
KCNJ3,0.004228329809725159
ARRB1,0.004228329809725159
CPSF3,0.004228329809725159
NFE2L2,0.004228329809725159
CSTA,0.004228329809725159
LDHA,0.004228329809725159
SMAD1,0.004219371483857097
PMS2,0.004219371483857097
SRXN1,0.003457913785071846
CDK2,0.0026695811086824097
SART1,0.002051456623786147
EFTUD2,0.0020424982979180854
IRS1,0.001869453303233358
NCK1,0.001651915290070592
CREBBP,0.0012292813830062546
SOS1,0.0011436796024892203
GP1BA,0.0009854158454867955
LSM7,0.0009854158454867955
APBB1,0.000922707564410363
UBA2,0.000761457698785251
PRKCSH,0.0005912495072920773
NRIP1,0.0005016662486114595
GLRX5,0.00024187479843766797
MAPT,0.0001522915397570502
ANAPC4,0.00010749991041674133
CDC16,3.583330347224711e-05
ANKK1,0.0
CDC25C,0.0
CAMK2A,0.0
PDGFA,0.0
TUBA1A,0.0
SCN5A,0.0
FDFT1,0.0
SLC2A3,0.0
CYP2D6,0.0
ACTL6A,0.0
CYP11A1,0.0
PDE6G,0.0
USP24,0.0
PDE6H,0.0
BIRC2,0.0
S100A10,0.0
SUV39H1,0.0
PDE6A,0.0
ABCC9,0.0
TIGD1,0.0
SIRT4,0.0
CD1A,0.0
CHD4,0.0
PAPOLA,0.0
SIRT7,0.0
SREBF1,0.0
EDEM1,0.0
EGR1,0.0
EIF4E2,0.0
FABP1,0.0
ZNF423,0.0
SMAD2,0.0
EIF4E,0.0
PGR,0.0
GRB10,0.0
HTR2A,0.0
TSC22D3,0.0
MYO9B,0.0
DSCAM,0.0
GFER,0.0
FOXO3,0.0
NR1I2,0.0
CD34,0.0
THBD,0.0
NTS,0.0
PLEKHH2,0.0
TEAD1,0.0
DFFB,0.0
HNMT,0.0
APC,0.0
PDE6B,0.0
MAD1L1,0.0
TUBB4B,0.0
SPTA1,0.0
UBR1,0.0
SDS,0.0
CYP2A13,0.0
MECOM,0.0
EPM2A,0.0
KCNJ1,0.0
FZD3,0.0
DYNC2H1,0.0
CEL,0.0
CDK5R1,0.0
CYP3A5,0.0
PLD2,0.0
SYK,0.0
PDE1B,0.0
RBL2,0.0
MT1F,0.0
FGD4,0.0
CACNA2D1,0.0
FKBP4,0.0
MKI67,0.0
SLC15A1,0.0
KCNIP1,0.0
IAPP,0.0
PTGER4,0.0
PDE6D,0.0
PLD1,0.0
EEF2K,0.0
HRH1,0.0
SULT1C4,0.0
FMO1,0.0
ARHGEF10,0.0
ASS1,0.0
PDE1A,0.0
AGTR1,0.0
ERCC6,0.0
KRT19,0.0
CHST3,0.0
STAT3,0.0
HMGCS1,0.0
GNPDA1,0.0
SULT1A1,0.0
KIT,0.0
SMARCB1,0.0
COQ2,0.0
DRD2,0.0
ICMT,0.0
TEK,0.0
RIPK1,0.0
SLC12A3,0.0
ALAS1,0.0
HSF1,0.0
PDGFD,0.0
GLP1R,0.0
CCL11,0.0
RRAS2,0.0
LIPC,0.0
SIRT6,0.0
DPEP1,0.0
KDM5C,0.0
CD44,0.0
ALOX5,0.0
PARP1,0.0
PDCD4,0.0
PLSCR1,0.0
TBX21,0.0
ACTR2,0.0
CACNG1,0.0
LTF,0.0
ADRA2A,0.0
EHF,0.0
SLIT1,0.0
NISCH,0.0
GDF15,0.0
CDH4,0.0
CD58,0.0
CNTN4,0.0
EPHA6,0.0
PLA2G6,0.0
NF2,0.0
PDGFC,0.0
CTSB,0.0
PIP,0.0
EPHA5,0.0
GABPA,0.0
ESRRA,0.0
FOXA3,0.0
PKN3,0.0
DDR2,0.0
CYP3A7,0.0
UBE2C,0.0
AFP,0.0
MBP,0.0
HLA-DQA1,0.0
ADRA2B,0.0
LPA,0.0
HTR2B,0.0
KIF14,0.0
NOS1AP,0.0
KCNMB1,0.0
DBH,0.0
ACTC1,0.0
MELK,0.0
BCHE,0.0
G6PD,0.0
FZD1,0.0
SCAP,0.0
KCNA4,0.0
EWSR1,0.0
PRCP,0.0
PDE1C,0.0
HMOX2,0.0
GLCCI1,0.0
HSD17B3,0.0
SPG7,0.0
TFF3,0.0
CHKA,0.0
BMP4,0.0
PDE6C,0.0
CCK,0.0
KCNJ5,0.0
GRK4,0.0
FKBP1A,0.0
SERPINA6,0.0
CRISPLD2,0.0
HDAC6,0.0
DNMT3B,0.0
PON1,0.0
NFE2,0.0
PKN1,0.0
HTR4,0.0
