Description	GSE139871_GPL10558_s5_d4	GSE16250_GPL570_s3_d2	GSE34151_GPL10558_s4_d3	GSE63548_GPL10558_s6_d5	GSE83456_GPL10558_s1_d1	GSE83456_GPL10558_s2_d1	GSE132283_s20_d17	GSE132283_s21_d17	GSE141656_s8_d7	GSE143627_s17_d14	GSE143731_s23_d19	GSE148171_s14_d11	GSE148731_s11_d10	GSE148731_s12_d10	GSE148731_s13_d10	GSE164287_s24_d20	GSE165708_s28_d23	GSE174566_s15_d12	GSE183912_s22_d18	GSE193777_s9_d8	GSE198557_s16_d13	GSE211974_s7_d6	GSE236156_s25_d21	GSE256184_s26_d22	GSE256184_s27_d22	GSE64179_s18_d15	GSE64182_s19_d16	GSE84076_s10_d9	aggregated_microarray_0	aggregated_microarray_0-6	aggregated_microarray_0-65	aggregated_microarray_0-7	aggregated_microarray_0-75	aggregated_microarray_0-8	aggregated_microarray_0-85	aggregated_microarray_0-9	aggregated_microarray_0-95	aggregated_RNAseq_0	aggregated_RNAseq_0-6	aggregated_RNAseq_0-65	aggregated_RNAseq_0-7	aggregated_RNAseq_0-75	aggregated_RNAseq_0-8	aggregated_RNAseq_0-85	aggregated_RNAseq_0-9	aggregated_RNAseq_0-95
ADP catabolic process	0.8370973130327066	1.8105297705415888	0.7936708547005863	1.1757193721171193	1.0332214980628134	0.8407369722441209	0	0.5677311321325872	0.6010223130616864	0.30310230437301017	0	0.6511125131917269	0	0.7228898775253906	0.7694611211815202	0.5133504001301994	0	0.33657829726451777	0	0.25992799681239503	0	0.32658662411467615	0.699506474115882	0.868036939194647	0.5298570358120035	0	0	0	1.422685195017052	1.5285131139618513	1.5428660092378574	1.5617152816877993	1.587569145190675	1.1750885993920992	1.422458668934179	1.795958113934111	2.468377050980229	0.6288018137240813	0.5335305903620122	0.3746377347328733	0.4335853962485514	0.5138460255191281	0.43358539624855136	0	0	0
ADP metabolic process	0.8083064825458769	1.7702773942786183	0.7658995634020938	1.1408021117876774	1.0005127348028016	0.8118632920583257	0	0.5462100346043883	0.5784802226755413	0.2908242295457903	0	0.6270990032968288	0	0.6969049054667623	0.7422833132811719	0.4935695888965557	0	0.6173830060543938	0	0.4846296755753124	0	0.3134158782974034	0.6741459980036913	0.8385544928145762	0.6236278776927571	0	0	0	1.384971095117329	1.4899210901327968	1.5041672000384847	1.5228803727631106	1.5485549651206472	1.1401800580138912	1.3847466302627445	1.7557719112591506	2.4264500243539477	0.6411418872506182	0.6054182568709857	0.47223226657554007	0.41651366902171194	0.4940489541690042	0.41651366902171194	0	0	0
AMP biosynthetic process	0	0	1.4721165980814852	0.8552054065279467	0	0	0	0.8697431521822501	0	0.8892899958988265	0	0	0	0	1.7482399432811904	0	0	0	0	0.7816397300443854	0	0	0	0.737353084990427	1.3618313328038876	1.0546421830725363	0	0	1.4098962069618388	1.611930638005496	1.736370751157137	1.882440907553824	2.057771140792019	2.2750846387870953	2.1600672825003016	1.882440907553824	0	0.9017092771456215	0.6810681498979629	0.4085248542103846	0.4721590051252324	0.5584032938304648	0.6809818695227138	0	0	0
AMP metabolic process	0	0	1.0187197697872137	0.5359186150554758	1.0005127348028016	0	0	0.7793436167448666	0	0.5601297750940063	0	0	0	0	1.457359040485694	0	0	0	0	0.8867714959438129	0.8354998866280765	0	0	0.4543745778384994	1.246662540457231	0.6817220890001893	0	0	1.293175169041138	1.3847466302627445	1.5041672000384847	1.645602390663344	1.816782201194793	2.0305295229437927	2.0305295229437927	2.0305295229437927	0	0.9017092771456215	0.7769020519943323	0.47223226657554007	0.544275638003587	0.33654048593406377	0.41651366902171194	0	0	0
ATF6-mediated unfolded protein response	0	0	0.8552811280841871	0	1.5908115811462518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8385544928145762	1.246662540457231	0	0	0	1.193515470973852	1.3847466302627445	1.5041672000384847	1.645602390663344	1.816782201194793	0	0	0	0	0.9017092771456215	0	0	0	0	0	0	0	0
ATP biosynthetic process	1.5589679508809868	1.9932069711453624	1.2872220129693888	1.338017246218749	0.6873227402997373	0.7021569668192045	0	0.5198467454685278	0.2546241644347205	0	0	0	0	0.3126508712107443	0.2537982578788385	1.793118467577183	0	0	0	0	0	0	0	0.2927508663399635	0.329904211881808	1.7492428149464647	0	0	1.499619314268923	1.7049987659215573	1.7197539699192326	1.865556342660284	1.9121634862712105	1.9783911552815363	1.5956075510097187	1.5956075510097187	0	0.8241413199745808	0	0	0	0	0	0	0	0
ATP export	1.9920283749432213	0	0.8552811280841871	0	0	0	0.8036317992640066	1.5683277485257587	1.6266663534954011	1.976459793105917	0	0	1.302208424399448	2.100777412662007	1.6235954494070597	1.8444116103883748	0	2.0810763219804653	0	0.8867714959438129	0	0	1.415109891570926	0.8385544928145762	0.9257412203512432	1.5326778631608828	0.92128331763092	0	0.692247642096014	0	0	0	0	0	0	0	0	0.9017092771456215	1.506079505419506	1.6284631092656523	1.7724747410233417	1.9461121496699203	2.16198065963282	2.224932248242496	2.340283410364414	2.6239211872235275
ATP metabolic process	0.9123442941198384	1.5326778631608826	0.9936633046530008	1.0136630211821354	0.9757063782326346	0.7455379450823568	0.0863091722009662	0.5300920755525045	0.7238662868489215	0.11392419237789574	0	0.7145458207388836	0	0.5553034426935897	0.5257449768054184	0.9463141183588508	0	0.12688975110711842	0	0.1938130590815044	0.3548860059663845	0.24420218173872435	0.5362827064791584	0.521977567043387	0.5839103647320848	0.9286825880701768	0	0	1.4404898864045936	1.6267233321313104	1.561112285817894	1.5680267107303405	1.6867267942985316	1.5186825202090817	1.412846614286874	1.6604710350873022	1.7857326225456591	0.7557791820948218	0.5161388508781665	0.4147627548301911	0.4792437449953976	0.5087545797915496	0.40377270157001305	0.3260588133775505	0.3260588133775505	0.3260588133775505
ATP synthesis coupled electron transport	0	2.100777412662007	0	0.7274523524395385	1.280476612788599	0.4135401828607207	0	0.7404885753669376	0.9839991161127464	0	0	0.8415749847041586	0	0.3480823735514676	1.157334585989834	1.6616363360258994	0	0	0	0	0.3246731896741022	0	0.6392240802291332	0	0.36713776021512246	1.682603022081698	0	0	1.24146247766903	1.4354727861780996	1.3921343400841282	0.7945321037702213	0.9210875684768046	0.6200942017897058	0.7945321037702213	1.091316702938283	0	0.8588804881063026	0.15074283244465647	0	0	0	0	0	0	0
ATP transport	1.2804363350649346	0	0.800911538515821	0.49788947148603535	0	0	0.4012829309901449	1.3762472423481242	1.19737254337182	1.266616381439235	0	0.5838184497980682	0.7216040883205697	1.579079252871484	0.9669220557735568	1.1512683623137694	0	1.6198367059582088	0	0.8311003989060726	0	0	1.5440582759939985	0.7848983016331077	0.6822658871911123	1.4602854295338257	0.47041943877203574	0	0.7819340392572393	0	0	0	0	0	0	0	0	0.9017092771456215	1.2399287455498778	1.3548801318323147	1.4919169275095476	1.536200096136861	1.5994403604686458	1.6972689919011452	1.869522594453608	1.869522594453608
AV node cell action potential	0	0	1.1639499189348677	1.5492526394066843	2.252665483424991	0	0	0.5462100346043883	0.7443778490183032	0	0	1.1014285757464153	0	0	0	0	0	1.0873914728060063	0	0.8867714959438129	0.8354998866280765	0	0	0	0.5095386025851599	0	0	0	1.384971095117329	2.0305295229437927	2.1600672825003016	2.3107180332838877	2.4900493286515126	2.4264500243539477	2.7107262858893564	2.7107262858893564	0	0.6411418872506182	0.7769020519943323	0.47223226657554007	0.544275638003587	0.6410429899828237	0.7768072173413682	0.979029223377322	0	0
AV node cell to bundle of His cell communication	0	0	1.2760203761448017	1.4103481010988357	2.102438452594488	0	0	0.4738741999733831	0.6515315266760908	0	0	0.9815205453940048	0	0	0	0	0	0.9683206748827686	0	0.7816397300443854	0.7345553395594888	0	0	0	0.44141767153705774	0	0	0	1.4098962069618388	1.882440907553824	2.010622621767273	2.1600672825003016	2.3383547360721164	2.2750846387870953	2.558161186656279	2.558161186656279	0	0.6810854084612209	0.9519827794492274	0.7635737192677976	0.8670162141217255	1.000360516305851	0.6809818695227138	0.8670162141217255	0	0
AV node cell to bundle of His cell signaling	0	0	1.1639499189348677	1.5492526394066843	2.252665483424991	0	0	0.5462100346043883	0.7443778490183032	0	0	1.1014285757464153	0	0	0	0	0	1.0873914728060063	0	0.8867714959438129	0.8354998866280765	0	0	0	0.5095386025851599	0	0	0	1.384971095117329	2.0305295229437927	2.1600672825003016	2.3107180332838877	2.4900493286515126	2.4264500243539477	2.7107262858893564	2.7107262858893564	0	0.6411418872506182	0.7769020519943323	0.47223226657554007	0.544275638003587	0.6410429899828237	0.7768072173413682	0.979029223377322	0	0
Arp2/3 complex-mediated actin nucleation	0	0	0.5039119388743304	0.5799647476215765	1.067982342766472	1.4312421208411916	0	0	0.4310957974387151	0	0	0	0	0	0.42974953238332936	1.291508293640775	0	0	0	0	0	0	0	0.4927328610236981	0.28619093150312586	1.0185203744636977	0.5487282827651506	0	1.368819292239822	1.462204616919483	1.325983839142602	1.462204616919483	1.6285916016086128	1.8381218019626824	2.1148244620274035	2.1148244620274035	2.1148244620274035	0.7650401609577674	0.2317689333787807	0.2641785394989383	0.3069128568299064	0.36588616966616255	0.4520742486205554	0.5888778829699256	0	0
B cell activation	0.5284418968305943	1.9682020664227688	0.800911538515821	0.49788947148603535	0	0.531018925775606	0.5250593606961993	0.5841258168708955	0.792234646169547	0.1805202213866369	0	0.4008785762080877	0	0.9393210142348996	0.6930367406779984	0.4581326981225059	0	1.1471588160604922	0	1.379343204748412	0.14353043719596237	0.3826800935243813	0.8044073841317908	0.5504510165028019	0.6150901270525577	0.8129937372889382	1.0792030231755718	0.4558238640172316	1.3713191739702706	1.0758886051665812	1.0883925721101115	0.9847622077001658	0.8247323231499186	0.7817676649690747	0.9847622077001658	1.3147981595240987	0	0.8261830971387369	0.9199553800840016	0.8671327547429037	0.6554862936025716	0.6840158437839577	0.8260644872648162	0.6554862936025716	0.5057462169039466	0.5057462169039466
B cell differentiation	0	2.0454007808117125	0.7349025377461224	0.3663768671815474	0	0.7354666831265138	0.5648014730790629	0.9819614179465564	0.9413939723163212	0	0	0.432409132087347	0	1.449229465059466	0.7422833132811718	0.33620055934726206	0	1.087391472806006	0	1.104716069725125	0.3071969294581518	0.7708762389975408	0.6075930539852499	0.5917502561594178	0.7987677369583868	0.8678909837113815	1.1435896918046864	0	1.384971095117329	1.2274620235166045	1.1530405190914026	1.282291595812713	0.8801335576704923	1.0462234974650328	1.282291595812713	1.645602390663344	0	0.9017092771456214	1.069991858898929	0.9791545539115044	0.544275638003587	0.6410429899828236	0.7768072173413682	0.3723674345405587	0	0
B cell mediated immunity	1.0597316969311124	0	1.0096370479188224	1.2418931973522689	0.756009772429923	0.4135401828607207	0	0.3946919787145667	0.5475557451784594	0	0	0.45625183476122094	0.5696537251570837	0.6610909234535157	0.9814960632964586	1.5198205262486784	0	1.1333535064182287	0	1.1510266002358012	0	0	0.33549767381423223	1.0951333130381022	0.36713776021512246	1.4777497546398115	0.6901811757105373	0	1.3099157635657408	1.4354727861780996	1.5562050219005268	1.091316702938283	1.2412472234212706	1.4354727861780996	1.6988633366061174	2.0858531326404695	2.7674089161310147	0.8147368678199004	0.9226214600546256	0.9077165751488376	1.022575007047754	1.1680697653429255	1.2019104897466786	1.2562667575318196	1.357947401260513	1.617361682631556
B cell proliferation	1.718266070880415	0	0.6710642310890638	0	0	0.8118632920583256	0.6276895527266843	0	0	0.7975437449375895	0	1.4467832945442352	0	0	0.576751470855594	0	0	0.8714654534776464	0	2.039588509998518	0	0	0	0	0.3890197119258505	0.5270793252133902	0	1.5702369870796422	1.5487874542369806	1.4899210901327968	1.611930638005496	1.3847466302627445	1.548554965120647	1.1401800580138912	1.3847466302627445	1.7557719112591503	0	0.9017092771456215	0.8561401836903444	0.9519981973333264	0.776807217341368	0.9015838992842188	1.0698768393773268	1.3082227966127682	1.0698768393773268	1.6736333255417446
B cell receptor signaling pathway	0.8678715264492335	1.852757672512115	1.0046560654479892	0.30190703093443755	0	0.3230896188701041	0.24119173555884793	0.5909402823606018	0.8007776527188077	0	0	0.6769377657782923	0	0.2711041236408426	0.9555505163204846	1.291508293640775	0	1.15772098849011	0	1.408979442773792	0	0.3408925094666204	1.09100648273287	0.2537260628777125	0.6732572422820622	1.1406798725411762	1.161987418845849	0.4068458508152013	1.368819292239822	0.2525406882115531	0.28770983084494434	0.33406326877762516	0.3977989407173039	0.4905543810626853	0.636720090336933	0.8960993386684818	0	0.7650401609577674	0.8349475655642209	0.9293653745992152	0.9443729789982426	0.8348480395007303	0.9960252720644148	0.3069128568299064	0.4520742486205554	0.8348480395007303
BMP signaling pathway	0.5284418968305943	0	0.5627131076139821	0.3392652061026729	0.9405792710245507	1.0772932181317454	0.4012829309901449	0.728337787679991	0.792234646169547	0.1805202213866369	0	0.20442437377913616	0.5025033228890664	0.449175054179953	0.8812434306934306	0	0	1.2585434576915058	0	0.940327368142454	0.6690706201008905	0.19480992126990848	0.9114621383089788	0.8903093057825386	0.868533531499919	0.5394305006974407	0.6117414267186745	0.23375221600803087	1.3150184196322627	0.7817676649690747	0.8723486430699292	0.9847622077001658	1.127585411819644	1.1608879093086388	1.214439600368573	1.3147981595240987	1.5717317919487703	0.8454395821068057	1.007776040549514	0.9708573143563952	0.8580154871236138	0.8453191786034763	1.0076646079745204	1.239805569662175	1.239805569662175	0.9198496248149978
C-X-C chemokine receptor CXCR4 signaling pathway	0	0	0.9875779297896	1.1077764285415526	1.760730247595409	1.7840272927144207	0.9310819938078648	1.1245798783448904	0.8657749351662539	0	0	0	1.462828108937749	1.6152101484782957	1.7942845449436966	1.037087619346441	0	1.2370826530561772	0	0	0	0	0.9915552295940152	0	0.6013463247300375	1.3337306171006027	1.661034375514514	0	1.3491297794840362	1.548554965120647	1.6718022605399725	1.8167822011947927	1.9911454407093947	2.2076351216131043	1.8167822011947927	0	0	0.9017092771456214	1.469222614957112	1.5907809304666785	1.7340314500741827	1.9069866055698013	2.1222690371991964	2.4037074060736052	2.804640445587192	2.804640445587192
C-terminal protein amino acid modification	0	0	0.4648003864517461	0	0	1.0194129720501317	0	0.9819614179465564	0.7443778490183032	1.0029541169275396	0	1.1014285757464153	0	1.449229465059466	0.7422833132811719	0	0	1.6942564957439663	0	0	0	1.0626768334535963	0.8589305794297992	0	0.9257412203512432	1.5326778631608828	0.92128331763092	0	0.3661982825406587	0.8352824982986056	0.9297082256809216	1.0462234974650328	1.1933038325093133	1.3847466302627445	1.645602390663344	2.0305295229437927	0	0.9017092771456215	1.0699918588989292	1.1779733901445424	0.979029223377322	0.6410429899828237	0.7768072173413682	0.979029223377322	0	0
C21-steroid hormone biosynthetic process	0	0	0.6047490536899409	0	1.8605919938615945	1.252779286401628	0	0	0	0	0	0	0	0.6286197042827341	0	0.6404502158695888	0	0.7912798843811464	0	0.6293826941626878	0	0	0	0.5917502561594178	0.6601601851597968	0.8678909837113815	0	0	1.5487874542369806	1.3847466302627445	1.5041672000384845	1.6456023906633437	1.816782201194793	2.0305295229437927	1.9172161489659585	2.3107180332838873	0	0.6411418872506182	0.9791388859586404	0.8671327547429037	0.979029223377322	1.121432300827128	1.3082227966127682	0.7027713208693256	0.979029223377322	0
C21-steroid hormone metabolic process	0	0	0.4901865478990007	1.009553490530915	1.280476612788599	0.7718900400001604	0.3101683433457331	0.2011506394188354	0.28383839715101084	0	0	0.45625183476122094	0	0.6610909234535157	0.28292236565369866	0.6733851053121059	0	0.8295600943309156	0	0.34854079562811857	0.8751531928026697	0	0.33549767381423223	0.32607657741405566	0.8372864780057144	0.716223532397943	0	0	1.493687875888326	1.4354727861780996	1.5562050219005268	1.6988633366061174	1.8711484071916495	1.9101504835193115	1.9720813927824716	2.0858531326404695	1.6988633366061172	0.769243844684698	1.1155937720710571	1.128339143201884	1.2562667575318196	1.2980153239139227	1.357947401260513	1.2562667575318196	1.022575007047754	1.022575007047754
C4-dicarboxylate transport	0	0	0.2205392671244329	0.49788947148603535	0.9405792710245507	0.5310189257756058	0.4012829309901449	0.5075653511396151	0.6950297727113314	0	0	1.0382554394317798	0	0.4491750541799532	0.3666599755856776	0	0	0.5746400686953893	0	0	1.5131322361793016	0.558622767020079	0.4333165774724433	0.7848983016331077	0.868533531499919	0.6355183166603312	0.47041943877203574	0	1.2250829658888045	0.7817676649690749	0.8723486430699292	0.9847622077001658	1.127585411819644	1.3147981595240987	0.9847622077001658	0	0	0.9017092771456215	0.8738322346359234	0.8122669905870804	0.5057462169039466	0.5970001579961685	0.7259193143980077	0.5057462169039466	0.7259193143980077	0
CD27 signaling pathway	0	0	0.5499220441708832	1.1077764285415526	0	1.1646908281578776	0.9310819938078648	0	0.8657749351662539	0	0	1.2519681711576007	0	0	0	1.037087619346441	0	1.2370826530561772	0	1.0218355644512205	0	0	0	0	1.0640412828899748	0.7961179937357965	0	0	1.5487874542369806	1.929119115720288	2.057771140792019	1.8167822011947927	1.9911454407093947	0	0	0	0	0.7506621714645604	0.901688378573506	1.000487362054428	0.6410429899828236	0.7505510584806461	0.9015838992842188	1.121432300827128	1.469091571533247	0
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	0	0	0.3538573902428911	0.7658292203482878	1.3328173185967922	0.8118632920583256	0.6276895527266843	0	0	0	0	0.88386346969106655	0	0	0.576751470855594	0	0	0.8714654534776464	0	1.2011102700008809	0.6543990460755463	0	0	0	0.3890197119258505	0	1.241475141875154	0.9835319595842044	1.140387338737718	1.4899210901327968	1.611930638005496	1.7557719112591506	1.929119115720288	1.7557719112591503	2.0305295229437927	1.7557719112591503	2.4264500243539473	0.8091246857762899	1.069991858898929	0.9519981973333264	1.0698768393773268	0.9015838992842188	0.6053394536394354	0.776807217341368	0	0
CD4-positive, alpha-beta T cell activation	0	0	0.42099915633560214	0.33108382834399375	0.6572445722582381	1.354353402350323	0.7355332187499978	0.3378053797358871	0.47137891859218295	0.34692810327591067	0	0.7348683733691207	0	0	0.6779709914633506	0	0	1.0052018267112506	0	1.8256775047916416	0	0.3735391524606671	0.7876522739264519	0.5378903821241975	0.9616926694444998	0.7961179937357965	1.2414751418751535	0.8236284103425652	1.1073674659914492	1.1401800580138912	1.251273717929881	1.3847466302627445	1.548554965120647	1.548554965120647	1.548554965120647	1.548554965120647	1.548554965120647	0.8653877171322614	0.8091051866804031	0.7954014048872649	0.776807217341368	0.5835796006229069	0.4940489541690041	0.6410429899828236	0	0
CD4-positive, alpha-beta T cell differentiation	0	0	0.4418465640486857	0.34785360621849704	0.6873227402997373	1.399502686586881	0.5376941465623489	0.18021594928419504	0.4943823768486677	0.3644365115102785	0	0.767478883564226	0	0	0.7087496461991488	0	0	0.7561900133932798	0	1.8744950992467744	0	0.392269287546728	0.5788235493666672	0.5635878975228489	1.000338774331027	0.6502421535833625	1.0998976308386037	0.858835172096145	1.1489316539839594	1.1823116988832976	1.2951094701945802	1.4302396338505534	1.5956075510097187	1.5956075510097187	1.5956075510097187	1.5956075510097187	1.5956075510097187	0.8634500538461494	0.7422591360566205	0.7119626876946458	0.6705611811147504	0.4206575305254738	0.267530890757281	0.3535655656708435	0	0
CD4-positive, alpha-beta T cell lineage commitment	0	0	0.4019868931637047	0	1.4507623971913872	0.904644034453556	0.7054233598153863	0	0	0	0	0.9815205453940048	0	0	0.6496330907894982	0	0	0.9683206748827686	0	1.314628776373734	0	0	0	0	0.44141767153705774	0	1.3564626710184324	1.0870951808613585	1.0685270861784295	1.611930638005496	1.736370751157137	1.882440907553824	2.057771140792019	1.882440907553824	2.1600672825003016	1.882440907553824	2.558161186656279	0.7954069124838372	0.9519827794492274	0.7635737192677976	0.8670162141217255	0.5584032938304648	0.6809818695227138	0.8670162141217255	0	0
