Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE132283_MTB_control_2h_blood_macrophage	GSE132283_MTB_control_48h_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_blood_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF2	GSE148731_MTB_4h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_4control_48h_HEPG2_HepG2	GSE256184_MTB_control_0h_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
positive regulation of establishment of protein localization to mitochondrion	1.835374749913427	0	0.7466548829215022	0	1.4422557540027985	0.8978301865660823	0	0.86309420781263	0	0	0	0	0	0.6442193039079495	0	0	0	0	0	0	0	0	0	0.8112145169197332	0	0.5898823886087141	0	0	1.2434338591255123	0.8949089843363195
positive regulation of establishment of protein localization to telomere	0	0	0	0	0	1.6047955807623675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918831588586954	1.3805837667353649	0	0	0	1.1856224083361082	0.8949089843363195
positive regulation of estradiol secretion	0	4.216471045872364	1.1561461018058292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.48979700374826735
positive regulation of eukaryotic translation initiation factor 4F complex assembly	0	0	1.7741982677948471	2.5977511041621124	3.3319387002994616	2.6670332237729375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.421801283521651	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of excitatory postsynaptic potential	0	0	0.8487029104969763	1.5405754623004606	0	0	0	0.9748104709139136	0	0	0	0	0	0	0	0	0	1.685377993657717	0	0	0	0	0	0.918831588586954	0	0	0	0	1.1856224083361082	0.8949089843363195
positive regulation of excitatory synapse assembly	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.753092164491237	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of execution phase of apoptosis	0	2.4322397371359155	0.6655149405380599	0.5312791680194644	0	0.5662412208343459	0.4289821195924856	0.2804829911813283	1.0230032145194168	0	0	0.6218312817404822	0	0.7363075905765241	0	1.2096376462519098	0	0.6121793962513067	0	0	0.4484648859501228	0	1.1604559465504896	0.505091876537246	0	0.9457722949790932	0.914393683659035	0	1.3765963187219914	0.8949089843363195
positive regulation of exit from mitosis	3.064531687313866	0	0	0	0	0	0	1.9407256635203816	0	2.645763858376474	0	0	1.815359697178268	1.614808340999161	0	0	0	0	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of exo-alpha-sialidase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8949089843363195
positive regulation of exocytosis	0.8160532466739319	1.1622154281888626	0.6778537656328697	0.8777082059553568	1.0093319548732178	0.4426685895124576	0.3325876037355037	0.488255416777962	0.30446837960542483	0.29410870514694376	0	0.1683997739092994	0.7038874644063351	0.4933575536043596	0	0.4988720429602542	0	0.48008910899904134	0	0.3735117421281486	0.45739769368603495	0.16044705733968911	0.6809588675549448	0.5733727797168021	0.5641383104152982	0.8978454081547551	0.39103316853587466	0	1.176768572905206	0.8485975987159871
positive regulation of exosomal secretion	0	0	0.7946120460736247	1.2175264354531146	1.5089949695255451	0.5264149082333146	0	0.2593967010125681	0	0	0	0	0.4451871310284568	0	0	0	0	0	0	0	0	0	0	0.6766470958963049	1.072153459943105	1.2915878832336607	0	0	1.306801622753396	0.7806784822869195
positive regulation of extracellular exosome assembly	0	0	1.1561461018058292	1.2854485545271217	2.642593477332686	1.346045408989779	0	0.7731603989669533	0	0	0	0	1.1920568636954505	0	0	0	0	0	0	0	0	0	0	0.7250490065614568	1.136336983666837	0	0	0	1.5401110131945557	0.7046477269402593
positive regulation of extracellular matrix assembly	0	0	0.8487029104969763	0.9592334652900322	1.5820711072435558	1.012112149139898	0	0.9748104709139136	0.7383901380179234	0.9957181137846304	0	0	1.4407257221797447	1.2539188558249104	0	0.8940360842438495	0	1.685377993657717	0	1.4419494960109152	0	0	1.406672796187505	0.505091876537246	0.8320598525384845	1.1710196005790383	0.914393683659035	0	1.3765963187219914	0.7707510692263532
positive regulation of extracellular matrix constituent secretion	0	0	0	0	0	0	0	1.3033784116897635	0	0	0	0	1.815359697178268	0	0	0	0	0	0	2.4899202143549815	0	0	0	0	0	0	0	0	0	0.8949089843363195
positive regulation of extracellular matrix disassembly	0	0	0.6655149405380599	0	1.3245584842970302	0.8055060076501903	0	0.4143078098963026	0	0	0	0.8771468300346058	0.6911966560276837	0.5718233331710416	0	0	0	0	0	0.692016660391663	0.6489548374755101	0.8431608344266927	0	0.7250490065614568	0	0	0	0	1.1326578076416165	0.8949089843363195
positive regulation of extracellular matrix organization	0	0	0.7651673597881474	0.7215624166430203	1.272345166271083	0.7657477687735886	0	0.8834728425024903	0.5428328240475391	0.40156869102217735	0	0.452208870084934	0.9199984626628636	0.7727599667778037	0	0.35197715522762557	0	0.8231111896907147	0	1.143263173347667	0.32170408184023264	0.4319376507511517	0.6338773075157431	0.6881633555946333	0.6174956172401919	0.7103995996279506	0.3616808913041184	0	1.1609844965287244	0.8522845352826146
positive regulation of extrinsic apoptotic signaling pathway	0.7039051272965559	0	0.7466548829215022	0.8486275629918453	0.8802830741094673	0.8978301865660823	0	0.24123218522317388	0.6461056021076166	0.24786932495279737	0	0.28032316385067413	0.41515061890975896	0.17158521935920376	0	0.21644630026664072	0	0.2755591513473628	0	0	0.1974219415228635	0	0.749985921373805	0.22391442028302624	0.5677851998863355	0.5898823886087141	0	0	1.3251579119688297	0.7614752668840064
positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	2.377843360856251	0	1.1561461018058292	1.2854485545271217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7791586813730886	0	1.136336983666837	0	0	0	1.2850117560590957	0.8949089843363195
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	0	0	0.6655149405380599	1.2854485545271217	0	1.346045408989779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.136336983666837	0	0	0	1.5401110131945557	0.7046477269402593
positive regulation of eye pigmentation	0	0	0	0	0	0	2.370958921644102	1.9407256635203816	2.2813850799244277	0	0	0	0	2.2781352451196755	0	0	0	0	0	0	0	0	2.450866973901892	0	0	2.1813855145971632	2.537348063808142	0	0	0.8949089843363195
positive regulation of fast-twitch skeletal muscle fiber contraction	0	0	0	2.5977511041621124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of fat cell differentiation	0	0	0.48588424411662146	0.7215624166430203	0	1.056440420404448	0.5896080757315618	0.5703528650489921	0.5428328240475391	0	0	0	0.3449148154163138	0.7727599667778037	0	0.6678213402127736	0	0.4448136123366388	0	0.6563923599039683	0.6150468369682306	0	0.6338773075157431	0.3638109035640856	0.6174956172401919	0.4941007105434446	0.6845138219651999	0	1.0839534763678402	0.8522845352826146
positive regulation of fat cell proliferation	0	0	0	0	0	0	0	1.3033784116897635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	0	0	0	0	0.8949089843363195
positive regulation of fatty acid beta-oxidation	0	0	0.7466548829215022	0	0	0.8978301865660823	0.6996637681282091	0.86309420781263	1.1286543305952663	0	0	0.9743714136023542	0.7745544129674033	0	0	0.7883322691807402	0	0	0	1.3064129142913086	0	0	0.749985921373805	0.43749045707144263	1.60757143992762	0	0	1.0795444604164066	1.5401110131945557	0.7891367848831007
positive regulation of fatty acid biosynthetic process	1.2723049910474455	0	0.218485772457932	1.2175264354531146	0	0	0	0.5031332340995972	0	0	0	0.5788415493599177	0.8237163963761924	0.9598337118329094	0	1.1435041719855958	0	1.017319082776743	0	0	0	0	0	1.0260447054481772	0	0.8878060757276001	0	0	1.1201029634251072	0.7806784822869195
positive regulation of fatty acid metabolic process	0.8306100445608594	0	0.3652545876724688	0.7873383358904382	0	0.30664418623113215	0.4465047914211695	0.6861938456214856	0.5959281989358264	0	0	0.6456892653485573	0.7170266504530953	0.5941576912260004	0	0.9247121798791296	0	0.6357499526208883	0	0.7178689857984883	0.23960479716534777	0	0.4816853960699332	0.7517819550116063	0.8613962654759768	0.8460207422893755	0.26990689189382466	0.3865031286054471	1.2211445999801884	0.7986419891846399
positive regulation of fatty acid oxidation	0	0	0.5451822657846138	0	0	0.6660394193031047	0.9241485730776984	0.8975651545373926	1.1685272563317008	0	0	0.7289353435937815	0.567152596756976	0	0	0.5780576522565668	0	0	0	1.348793025251186	0.5310625159448586	0	0.9843650772335768	0.3110654276388348	1.5442426772302122	0.7898440608555215	0.5929829342133912	0.8172099733110569	1.3408335410904202	0.8216786384147652
positive regulation of fatty acid transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7250490065614568	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of feeding behavior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1813855145971632	0	0	0	0.8949089843363195
positive regulation of ferroptosis	0	0	0.8487029104969763	0	0	0	0	0	1.8885853831458332	0	0	0	2.091555750821507	1.885415765553913	0	1.459609742178747	0	0	0	0	0	0	2.054500947166391	0.918831588586954	2.025967992140898	1.1710196005790383	0	0	1.1856224083361082	0.8949089843363195
positive regulation of fibrinolysis	0	0	1.7741982677948471	1.9207424413730747	0	1.346045408989779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7791586813730886	0.7250490065614568	0	0.9457722949790932	0	0	1.5401110131945557	0.7046477269402593
positive regulation of fibroblast apoptotic process	0	2.9661463907777375	0.39837417067563335	0	0	0.8978301865660823	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3064129142913086	0	0.9381270265321996	0	0.43749045707144263	1.2472688959458988	0	0	0	1.4014696561190851	0.7891367848831007
positive regulation of fibroblast growth factor production	0	0	0	0	0	0	0	0	0	0	0	0	2.488570008474638	2.2781352451196755	0	0	0	0	0	0	0	0	0	0	0	2.1813855145971632	2.537348063808142	0	1.5401110131945557	0.8949089843363195
positive regulation of fibroblast growth factor receptor signaling pathway	0	0	0	1.5405754623004606	0	0	0.7973178738207567	1.3033784116897635	0	0	0	0	0.8790743484321163	0	0	0	0	1.0798397155782946	0	0	0	0	1.406672796187505	0.505091876537246	0.8320598525384845	0	0.914393683659035	0	0.6865676846785199	0.8949089843363195
positive regulation of fibroblast migration	0	0	1.3098003510724856	1.709216045780958	0	0	0	0.6378748088019338	0	0	0	0	1.0134748083301397	0	0	0	0	0	0	0	0	0	0	0.5962500234204927	1.5442426772302122	0.7898440608555215	0	0	1.5401110131945557	0.8949089843363195
positive regulation of fibroblast proliferation	0.7751260554270354	0	0.8208225299723347	0.9291438157986192	1.2893100337305845	1.1568847211630893	0	0.7469906829133276	0.3784264578834444	0.2769125545510379	0	0.8486652351784705	0.6670747829763679	1.219445780278786	0	0.67945250411799	0	1.2290658047963547	0	0.667873298905754	0.220754343840838	0.5738541456890313	0.4455943007886128	0.5962500234204927	0.6284500733919528	0.3430586944250802	0	0	1.5030059863786671	0.7446386799343393
positive regulation of filopodium assembly	0	0	0.218485772457932	0.9007692556817072	0.9336040009376266	0.5264149082333146	0	0.5031332340995972	0.6893328954898355	0	0	0.5788415493599177	0.4451871310284568	0	0	0.4540751595758235	0	1.017319082776743	0	0.8246436223949071	0.41589082468359545	0.5538213452455363	0.4294531749641813	0.46894034377182803	0	0.3303320915465115	0.4662672693864875	0	1.1201029634251072	0.8389103076323049
positive regulation of flagellated sperm motility	0	0	0.35064133763088534	0.7597205350176189	0	0	0	0	0.5735401235130946	0	0	0	0.6911966560276837	0	0	0	0	0.864808180373771	0	1.1931949767463008	0	0	0	0.3855125137021933	0.6515076317687156	0	0	0	1.2850117560590957	0.7046477269402593
positive regulation of flagellated sperm motility involved in capacitation	0	0	1.1561461018058292	1.9207424413730747	0	0	0	0	0	0	0	0	0	0	0	0	0	2.071865853392054	0	1.816658039557023	0	0	0	0	0	0	0	0	1.5401110131945557	0.48979700374826735
positive regulation of focal adhesion assembly	0	0	0.9324795976780272	1.0490983868415993	0.7891532196400894	0.8055060076501903	0.3258962221883553	1.0654512812370325	0.8149926995230447	0	0	0	0.6911966560276837	0.8127635258195237	0	0.7039051272965559	0	0.47077164163450885	0	0	0.3410848838992888	0.4572384076649385	0.936328009491485	0.3855125137021933	0.914827001657906	0.7481384997501447	0.38326679988365353	0	1.5401110131945557	0.7544819620904628
positive regulation of focal adhesion disassembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.509369721333792	0	0	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of follicle-stimulating hormone secretion	0	0	0.8487029104969763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918831588586954	1.3805837667353649	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of fractalkine production	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2781352451196755	0	0	0	2.753092164491237	0	0	0	0	0	0	0	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
positive regulation of free ubiquitin chain polymerization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.421801283521651	0	0	0	0	0.8949089843363195
positive regulation of fructose 1,6-bisphosphate metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of gamma-delta T cell activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.509369721333792	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of gamma-delta T cell activation involved in immune response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.509369721333792	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of gap junction assembly	0	0	0.8487029104969763	0	2.2433705218443216	1.6047955807623675	0	0.9748104709139136	0	0	0	1.7018081715385234	0	0	0	0	0	2.352645663567436	0	1.4419494960109152	1.3766523266834618	0	0	0	0	0	0	0	0.6865676846785199	0.6357827085586837
positive regulation of gastro-intestinal system smooth muscle contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8949089843363195
positive regulation of gastrulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1813855145971632	0	0	0	0.8949089843363195
positive regulation of gene expression	0.39722137387029494	0.6841119770391474	0.5860514102404158	0.6754653224822762	0.671956672624654	0.6063233331821075	0.2504387544769675	0.5320501772804388	0.5292966137718396	0.1428035416050991	0.01407174509359734	0.35031691478409926	0.4565477853629995	0.6665085712873362	0.04134976199087326	0.34274959856577275	0	0.6106919828037084	0.01859709403553553	0.6135027903018331	0.3986796947058436	0.19480741219932476	0.6053886168171583	0.6436811676891011	0.5438434455400095	0.6156883822210475	0.4704137193064852	0.03723618455176444	1.1901328479252709	0.8159371285152782
positive regulation of gene expression via chromosomal CpG island demethylation	0	2.716555103756131	0.31297292776681246	0	0	0	1.002694095855624	0.9748104709139136	1.2567388948532827	0.7162409381228204	0	1.7018081715385232	0	1.2539188558249104	0	0	0	0.7850319123347238	0	0	0.5843677872628787	0	1.0656625418987542	1.140836586622168	0	0.8612510184052761	0.6511646324516186	0	0.6865676846785199	0.8949089843363194
positive regulation of gene expression, epigenetic	0	1.2169843723029703	0.441034546959796	0.575014393842047	0.3125763843100233	0.47085335455174465	0.4654746986547152	0.4497024310219266	0.7095801581060692	0.1586883261187599	0	0.8115885452670228	0.13550552718048303	0.7922875391993385	0	0.2741847769348717	0	0.34809448352558725	0	0.3977494542563983	0.3707942419694685	0	0.7208504211889881	0.7804355175424821	0.7027940012434324	0.8047323809200781	0.14232598175214614	0.20565096075273676	1.056568199531169	0.8284910060074426
positive regulation of glial cell differentiation	0	0	0.5451822657846138	1.1001544994106287	1.7517760959952018	1.1568847211630893	0	0.6378748088019338	0.8591452565169203	0	0	0	1.0134748083301397	0.8568381045368817	0	1.0297189829836373	0	0	0	1.0145253374088532	0	0	0.9843650772335768	0	0.9622258405453792	0.7898440608555215	1.0517725125221504	0	1.3408335410904202	0.7446386799343393
positive regulation of glial cell migration	1.7093591522185825	0	0.35064133763088534	0.7597205350176189	1.3245584842970302	0.8055060076501903	0	0.7731603989669533	1.3584339097178115	0	1.0730283838360628	0.8771468300346058	0.6911966560276837	0.5718233331710416	0	1.2096376462519098	0	1.42260726564969	0	0	0.6489548374755101	0	0	0	0	0.9457722949790932	1.5925045028114326	0	1.1326578076416165	0.8949089843363195
positive regulation of glial cell proliferation	0	0	0.5451822657846138	1.1001544994106287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0145253374088532	0	0	0.9843650772335768	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of glial cell-derived neurotrophic factor production	0	0	1.1561461018058292	1.9207424413730747	2.642593477332686	2.6670332237729375	0	1.3033784116897635	1.6178750194228504	0	0	0	1.815359697178268	1.614808340999161	0	0	0	2.071865853392054	2.6191402481432617	0	0	2.041638965218701	0	1.2386196640832816	1.751324620691086	0	1.8623445302560315	0	1.5401110131945557	0.8949089843363195
positive regulation of gliogenesis	0	0	0.5451822657846138	1.1001544994106287	1.1367269347619329	0.6660394193031047	0	0.33472457773579256	0.4672194014723143	0	0	0	0.567152596756976	0.4657746071283654	0	0.5780576522565668	0	0	0	1.0145253374088532	0	0	0.9843650772335768	0	0.5332367246420624	0.42442650950286354	0.5929829342133912	0	1.4449038903713762	0.8216786384147652
positive regulation of glomerular mesangial cell proliferation	0	0	1.1561461018058292	0	2.642593477332686	0	0	0	0	0	0	0	0	0	0	0	0	2.071865853392054	0	0	0	2.041638965218701	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of glucocorticoid biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8681847951886632	2.421801283521651	0	0	0	0	0.8949089843363195
positive regulation of glucocorticoid metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8681847951886632	2.421801283521651	0	0	0	0	0.8949089843363195
positive regulation of glucocorticoid receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8949089843363195
positive regulation of glucocorticoid secretion	0	0	0.5451822657846138	0	0	0	0	0	0.8591452565169203	0	0	0	0	0.8568381045368817	0	0	0	1.2290658047963547	0	0	0.9589020503837546	1.202879652720275	0.9843650772335768	0	0	0.7898440608555215	0	0	0.8015276602072186	0.7446386799343393
positive regulation of gluconeogenesis	0	0	0	0	0	0	0	1.1169017997492547	0	0	0	0	1.6064347012714222	0.8568381045368817	0	0	0	1.2290658047963547	0	1.6076978435607692	0	0	0	0.5962500234204927	0.9622258405453792	0	1.0517725125221504	0	1.0997469223600032	0.8949089843363195
positive regulation of glucose mediated signaling pathway	0	0	0.8487029104969763	0	2.2433705218443216	1.6047955807623675	0	0	0	0	0	1.7018081715385234	0	0	0	0	0	0	0	1.4419494960109152	2.021656950225905	0	0	1.49064918215423	0	1.1710196005790383	0	0	1.1856224083361082	0.8949089843363195
positive regulation of glucose metabolic process	0	0	0.5996298284514189	0	0	0.729530193838244	0.559956601212421	0.8435778622880198	0.934415139208136	0.3803012618369316	0	0	1.2810063583887858	1.10326952629685	0	0.635095508416387	0	0.7850319123347238	0	0.880041080442509	0	0	0.6024547328410493	0.505091876537246	1.042541989620254	0.2406074654181151	0.6511646324516186	0.48679790151521934	1.3765963187219912	0.8133095999513574
positive regulation of glucosylceramide catabolic process	3.7560444584539407	0	0	0	0	2.6670332237729375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of glutamate receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	2.088905810152462	0	0	0	0	0	0	0	0	1.7471224399439438	0	0	0	0	1.5240273009077694	0	0	0.9588547228312186	0.8949089843363195
positive regulation of glutathione peroxidase activity	0	0	0	0	0	0	0	0	0	0	0	0	2.488570008474638	2.2781352451196755	0	0	0	0	0	0	0	0	2.450866973901892	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of glycogen biosynthetic process	0	0	0.980403962184062	0	0	0.6660394193031047	0.9241485730776984	0.6378748088019338	1.1685272563317008	0.6536189011462374	0	0	1.0134748083301397	1.1657948654366288	0	1.0297189829836373	0	0.7180523497615653	0	0.5678555727048927	0	0	0.5477975521113686	0	0.9622258405453792	0.42442650950286354	0.5929829342133912	0.8172099733110569	1.4449038903713762	0.7446386799343393
positive regulation of glycogen catabolic process	0	0	0	0	0	0	0	1.3033784116897635	1.6178750194228504	0	0	0	1.815359697178268	1.614808340999161	0	0	0	0	0	0	0	0	1.7791586813730886	1.8681847951886632	1.751324620691086	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of glycogen metabolic process	0	0	0.8487029104969763	0	0	0.5662412208343459	0.7973178738207567	0.7731603989669533	1.256738894853283	0.5553177307488307	0	0	1.1920568636954505	1.2539188558249104	0	0.8940360842438495	0	0.6121793962513067	0	0.48036931206178185	0	0	0.8523343804105395	0.505091876537246	1.136336983666837	0.35678570778536134	0.5022427346018258	0.7006342021708643	1.461350306562016	0.7707510692263532
positive regulation of glycolytic process	0	0	0.9511142318879864	0.9007692556817072	0.9336040009376266	0.951781265657046	0	0.5031332340995972	0.6893328954898355	0.5161330821390131	0	0	0.8237163963761924	0.3633370878175938	0	0.4540751595758235	0	1.3519720589176545	0	0	0.41589082468359545	0.5538213452455363	0.4294531749641813	0.8618904485871295	0.7786848245982834	0.3303320915465115	0.4662672693864875	0	1.306801622753396	0.8389103076323049
positive regulation of glycoprotein biosynthetic process	0	0	0.8487029104969762	0.6868710809840828	0	1.2447200098239055	0	0.6993757513310718	0.5151393027875841	0.7162409381228204	0	0	0	0.93198566055442	0	0.635095508416387	0	0.7850319123347238	0	0	0.5843677872628787	1.292158537599858	0	0.6546794221884525	1.042541989620254	0.4685393108577738	0	0	1.3163561083134994	0.8949089843363194
positive regulation of glycoprotein metabolic process	0	0	0.910124427339838	0.575014393842047	1.0604995368535195	1.4227730091812525	0	0.5859146019363449	0.42724996114540253	0.6006470062094509	0	0	0.5199374719027329	0.7922875391993385	0	0.5300896841689582	0	0.6611118773614866	0	0	0.48639287186827784	1.1245306740934122	0	0.5470431896938388	0.8927297135079628	0.7288079948441862	0	0	1.258723993224868	0.8949089843363195
positive regulation of gonad development	0	0	0.6655149405380599	1.9207424413730747	0	0	0	0.7731603989669533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7250490065614568	1.136336983666837	0	0	0	1.2850117560590957	0.7046477269402593
positive regulation of gonadotropin secretion	0	0	0.8487029104969763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918831588586954	1.3805837667353649	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of granulocyte chemotaxis	0	0	0.5451822657846138	0.43176148021249583	0.8323867132452505	0.4610794678160788	0	0.2254259957020634	0.3175713772599039	0	0	0.508015005399921	0	0.3165530757543089	0	1.0297189829836373	0	0.49983701664421776	0	1.2473849883195758	0	0	0	0	0	0.7898440608555217	0	0	1.185622408336108	0.6910966112263658
positive regulation of granulocyte colony-stimulating factor production	0	3.811277743283654	0	1.5405754623004606	0	1.6047955807623675	0	0	0	0	0	0	1.4407257221797447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1856224083361082	0.6357827085586837
positive regulation of granulocyte differentiation	0	0	0	0.9592334652900322	0	0	0	0.9748104709139136	0.7383901380179234	0	0	0	0.8790743484321163	0.7363075905765241	1.2940226912481685	0	0	1.0798397155782946	0	0.8800410804425091	0	0	0.8523343804105395	0	0	1.1710196005790383	0.914393683659035	0	1.1856224083361082	0.7707510692263532
positive regulation of granulocyte macrophage colony-stimulating factor production	0	0	0	1.36092561111055	0	0.612281002203697	0	0.8310203424565122	0.42724996114540253	0	0	0	0.5199374719027329	0.4259143602198988	0	0.5300896841689582	0	0	0	0	0.48639287186827784	0	0.5019373284292844	0.7804355175424821	0.488411408771821	0.38774212291184573	0.5439970036762372	0	0.8895060809541484	0.8949089843363195
positive regulation of granzyme A production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
positive regulation of granzyme B production	0	0	0	0	0	0	0	0	1.6178750194228504	0	0	0	0	1.614808340999161	0	0	0	0	0	0	0	0	1.7791586813730886	0	0	0	0	0	0.9588547228312186	0.8949089843363195
positive regulation of growth	0.944077623057998	0	0.4782019019321797	0.46064437156530297	0.6634343205899281	0.617841218865669	0.10809816862245036	0.6776646976153063	0.6461056021076166	0.28241955796052653	0.10520380667759062	0.2410938127016482	0.6289806373859707	0.5183866924589954	0	0.365745804772332	0	0.6670109800293529	0	0.7283044539878412	0.63726371658045	0.3773771236245574	0.6079444842584895	0.6866402128542917	0.5920943814207575	0.6640440416984301	0.1911854274568104	0.18491496468057864	1.1425598034126925	0.8429833710982018
positive regulation of growth hormone receptor signaling pathway	0	0	0	0	0	0	0	0	2.2813850799244277	0	0	0	0	2.2781352451196755	0	0	0	0	0	0	0	2.7221208761610667	2.450866973901892	0	0	0	0	0	0	0.8949089843363195
positive regulation of growth hormone secretion	3.064531687313866	0	1.1561461018058292	0	0	0	0	0	1.6178750194228504	0	0	0	0	1.614808340999161	0	0	0	0	0	0	0	2.041638965218701	1.7791586813730886	0	0	0	0	0	0.9588547228312186	0.8949089843363195
positive regulation of growth rate	0	0	0	0	0	0	0	0	1.6178750194228504	0	0	0	0	1.614808340999161	0	1.835374749913427	0	0	0	1.816658039557023	0	0	1.7791586813730886	0	0	1.5240273009077694	0	0	0	0.8949089843363195
positive regulation of guanyl-nucleotide exchange factor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4899202143549815	0	0	0	1.8681847951886632	0	0	0	2.905797849092387	1.5401110131945557	0.8949089843363195
positive regulation of hair follicle cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4899202143549815	2.4174070906210186	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
