organism_ch1	series_id	geo_accession	CLASSIFICATION	title	SAMPLE_TYPE	CELL	TISSUE	TIME_POINT	SAMPLE_CONDITION	source_name_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	platform_id	library_source	library_strategy	cell.type.ch1	tissue.ch1	time.ch1
Homo sapiens	GSE193777	GSM5820935	healthy control without treatment	HH controls_baseline_HC_20403_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 15.7	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820936	healthy control without treatment	HH controls_baseline_HC_2240103_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 7	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820937	healthy control without treatment	HH controls_baseline_HC_2360102_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 25	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820938	healthy control without treatment	HH controls_baseline_HC_3550101_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 50	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820939	healthy control without treatment	HH controls_baseline_HC_4070102_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 12	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820940	healthy control without treatment	HH controls_baseline_HC_4460104_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 16	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820941	healthy control without treatment	HH controls_baseline_HC_4460105_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 25	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820942	healthy control without treatment	HH controls_baseline_HC_4710106_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 33	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820943	healthy control without treatment	HH controls_baseline_HC_5090201_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 8	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820944	healthy control without treatment	HH controls_baseline_HC_5290103_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 15	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820945	healthy control without treatment	HH controls_baseline_HC_5480201_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 32	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820946	healthy control without treatment	HH controls_baseline_HC_6770101_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 21	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820947	healthy control without treatment	HH controls_baseline_HC_7150102_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 40	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820948	healthy control without treatment	HH controls_baseline_HC_3510202_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 20	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820949	healthy control without treatment	HH controls_baseline_HC_3700201_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 35	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820950	healthy control without treatment	HH controls_baseline_HC_4020108_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 27	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820951	healthy control without treatment	HH controls_baseline_HC_7600201_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 32	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820952	healthy control without treatment	HH controls_baseline_HC_5480402_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 16	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820953	healthy control without treatment	HH controls_baseline_HC_5480403_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 10	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820954	healthy control without treatment	HH controls_baseline_HC_5490102_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 45	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820955	healthy control without treatment	HH controls_baseline_HC_1790102_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 50	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820956	healthy control without treatment	HH controls_baseline_HC_2040104_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 32	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820957	healthy control without treatment	HH controls_baseline_HC_20402_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 18	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820958	healthy control without treatment	HH controls_baseline_HC_2360104_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 4.9	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820959	healthy control without treatment	HH controls_baseline_HC_3510301_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 45	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820960	healthy control without treatment	HH controls_baseline_HC_3690102_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 22	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820961	healthy control without treatment	HH controls_baseline_HC_4440202_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 50	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820962	healthy control without treatment	HH controls_baseline_HC_4440204_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 21	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820963	healthy control without treatment	HH controls_baseline_HC_5290101_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 38	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820964	healthy control without treatment	HH controls_baseline_HC_6010102_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 23	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820965	healthy control without treatment	HH controls_baseline_HC_6010110_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 6	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820966	healthy control without treatment	HH controls_baseline_HC_6540101_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 57	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820967	healthy control without treatment	HH controls_baseline_HC_6540103_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 8	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820968	healthy control without treatment	HH controls_baseline_HC_7150103_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 48	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820969	healthy control without treatment	HH controls_baseline_HC_4020109_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 11	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820970	healthy control without treatment	HH controls_baseline_HC_4710107_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 16	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820971	healthy control without treatment	HH controls_baseline_HC_8060101_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 34	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE223863	GSM6998084	disease without treatment	LS_109_HAM_2h +Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post infection
Homo sapiens	GSE223863	GSM6998085	disease without treatment	LS_111_HAM_24h +Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post infection
Homo sapiens	GSE223863	GSM6998086	healthy control without treatment	LS_112_HAM_24h -Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post culture
Homo sapiens	GSE223863	GSM6998087	disease without treatment	LS_113_HAM_72h +Mtb	primary_sample	alveolar_macrophage	BALF	72h	BALF_alveolar_macrophage_72h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	72h post infection
Homo sapiens	GSE223863	GSM6998088	healthy control without treatment	LS_114_HAM_72h -Mtb	primary_sample	alveolar_macrophage	BALF	72h	BALF_alveolar_macrophage_72h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	72h post culture
Homo sapiens	GSE223863	GSM6998089	disease without treatment	LS_121_HAM_2h +Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post infection
Homo sapiens	GSE223863	GSM6998090	healthy control without treatment	LS_122_HAM_2h -Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post culture
Homo sapiens	GSE223863	GSM6998091	disease without treatment	LS_123_HAM_24h +Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post infection
Homo sapiens	GSE223863	GSM6998092	healthy control without treatment	LS_124_HAM_24h -Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post culture
Homo sapiens	GSE223863	GSM6998093	disease without treatment	LS_125_HAM_72h +Mtb	primary_sample	alveolar_macrophage	BALF	72h	BALF_alveolar_macrophage_72h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	72h post infection
Homo sapiens	GSE223863	GSM6998094	healthy control without treatment	LS_126_HAM_72h -Mtb	primary_sample	alveolar_macrophage	BALF	72h	BALF_alveolar_macrophage_72h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	72h post culture
Homo sapiens	GSE223863	GSM6998095	disease without treatment	LS_141_HAM_2h +Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post infection
Homo sapiens	GSE223863	GSM6998096	healthy control without treatment	LS_142_HAM_2h -Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post culture
Homo sapiens	GSE223863	GSM6998097	disease without treatment	LS_143_HAM_24h +Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post infection
Homo sapiens	GSE223863	GSM6998098	healthy control without treatment	LS_144_HAM_24h -Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post culture
Homo sapiens	GSE223863	GSM6998099	disease without treatment	LS_145_HAM_72h +Mtb	primary_sample	alveolar_macrophage	BALF	72h	BALF_alveolar_macrophage_72h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	72h post infection
Homo sapiens	GSE223863	GSM6998100	healthy control without treatment	LS_146_HAM_72h -Mtb	primary_sample	alveolar_macrophage	BALF	72h	BALF_alveolar_macrophage_72h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	72h post culture
Homo sapiens	GSE223863	GSM6998101	disease without treatment	LS_149_HAM_2h +Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post infection
Homo sapiens	GSE223863	GSM6998102	disease without treatment	LS_151_HAM_24h +Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post infection
Homo sapiens	GSE223863	GSM6998103	healthy control without treatment	LS_152_HAM_24h -Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post culture
Homo sapiens	GSE223863	GSM6998104	disease without treatment	LS_161_HAM_2h +Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post infection
Homo sapiens	GSE223863	GSM6998105	disease without treatment	LS_163_HAM_24h +Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post infection
Homo sapiens	GSE223863	GSM6998106	healthy control without treatment	LS_164_HAM_24h -Mtb	primary_sample	alveolar_macrophage	BALF	24h	BALF_alveolar_macrophage_24h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	24h post culture
Homo sapiens	GSE223863	GSM6998107	disease without treatment	LS_169_HAM_2h +Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post infection
Homo sapiens	GSE223863	GSM6998108	healthy control without treatment	LS_170_HAM_2h -Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post culture
Homo sapiens	GSE223863	GSM6998109	disease without treatment	LS_177_HAM_2h +Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post infection
Homo sapiens	GSE223863	GSM6998110	healthy control without treatment	LS_178_HAM_2h -Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post culture
Homo sapiens	GSE223863	GSM6998111	disease without treatment	LS_181_HAM_72h +Mtb	primary_sample	alveolar_macrophage	BALF	72h	BALF_alveolar_macrophage_72h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	72h post infection
Homo sapiens	GSE223863	GSM6998112	healthy control without treatment	LS_182_HAM_72h -Mtb	primary_sample	alveolar_macrophage	BALF	72h	BALF_alveolar_macrophage_72h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	72h post culture
Homo sapiens	GSE223863	GSM6998113	disease without treatment	LS_183_HAM_2h +Mtb	primary_sample	alveolar_macrophage	BALF	2h	BALF_alveolar_macrophage_2h	Bronchoalveolar lavage fluid	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	total RNA	GPL21290	transcriptomic	RNA-Seq	Alveolar macrophage	Bronchoalveolar lavage fluid	2h post infection
Homo sapiens	GSE256184	GSM8087241	healthy control without treatment	HepG2 Mtb UNINFECTED, 0 hour, 1	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: No infection	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087242	healthy control without treatment	HepG2 Mtb UNINFECTED, 0 hour, 2	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: No infection	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087243	healthy control without treatment	HepG2 Mtb UNINFECTED, 0 hour, 3	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: No infection	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087244	healthy control without treatment	HepG2 Mtb UNINFECTED, 0 hour, 4	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: No infection	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087245	disease without treatment	HepG2 Mtb INFECTED (0 hour post infection)(5 hour post incubation) ,1	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087246	disease without treatment	HepG2 Mtb INFECTED (0 hour post infection)(5 hour post incubation), 2	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087247	disease without treatment	HepG2 Mtb INFECTED (0 hour post infection)(5 hour post incubation), 3	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087248	disease without treatment	HepG2 Mtb INFECTED (0 hour post infection)(5 hour post incubation), 4	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087249	healthy control without treatment	HepG2 Mtb UNINFECTED, 48 hours ,1	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: No infection	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087250	healthy control without treatment	HepG2 Mtb UNINFECTED, 48 hours , 2	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: No infection	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087251	healthy control without treatment	HepG2 Mtb UNINFECTED, 48 hours, 3	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: No infection	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087252	healthy control without treatment	HepG2 Mtb UNINFECTED, 48 hours, 4	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: No infection	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087254	disease without treatment	HepG2 Mtb INFECTED (48 hour post infection), 2	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087253	disease without treatment	HepG2 Mtb INFECTED (48 hour post infection), 1	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087255	disease without treatment	HepG2 Mtb INFECTED (48 hour post infection), 3	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
Homo sapiens	GSE256184	GSM8087256	disease without treatment	HepG2 Mtb INFECTED (48 hour post infection), 4	cell_line_sample	HepG2	HEPG2		HEPG2_HepG2	HepG2	cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10	total RNA	GPL24676	transcriptomic	RNA-Seq	Heptocytes		
