title	organism_ch1	series_id	geo_accession	CLASSIFICATION_STANDARDIZED	SAMPLE_TYPE	source_name_ch1	CELL_SOURCE_CLEAN	cell type:ch1	CL:CODE	tissue:ch1	TISSUE_SOURCE_CLEAN	UBERON:CODE	CONTEXT	time point:ch1	time:ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	molecule_ch1	platform_id	library_source	library_strategy
HepG2 Mtb INFECTED (0 hour post infection)(5 hour post incubation) ,1	Homo sapiens	GSE256184	GSM8087245	Disease without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	0hr			cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb INFECTED (0 hour post infection)(5 hour post incubation), 2	Homo sapiens	GSE256184	GSM8087246	Disease without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	0hr			cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb INFECTED (0 hour post infection)(5 hour post incubation), 3	Homo sapiens	GSE256184	GSM8087247	Disease without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	0hr			cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb INFECTED (0 hour post infection)(5 hour post incubation), 4	Homo sapiens	GSE256184	GSM8087248	Disease without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	0hr			cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb UNINFECTED, 48 hours ,1	Homo sapiens	GSE256184	GSM8087249	Healthy Control without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	48hr			cell line: HepG2	cell type: Heptocytes	treatment: No infection		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb UNINFECTED, 48 hours , 2	Homo sapiens	GSE256184	GSM8087250	Healthy Control without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	48hr			cell line: HepG2	cell type: Heptocytes	treatment: No infection		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb UNINFECTED, 48 hours,  3	Homo sapiens	GSE256184	GSM8087251	Healthy Control without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	48hr			cell line: HepG2	cell type: Heptocytes	treatment: No infection		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb UNINFECTED, 48 hours,  4	Homo sapiens	GSE256184	GSM8087252	Healthy Control without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	48hr			cell line: HepG2	cell type: Heptocytes	treatment: No infection		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb INFECTED (48 hour post infection), 2	Homo sapiens	GSE256184	GSM8087254	Disease without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	48hr			cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb INFECTED (48 hour post infection), 1	Homo sapiens	GSE256184	GSM8087253	Disease without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	48hr			cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb INFECTED (48 hour post infection), 3	Homo sapiens	GSE256184	GSM8087255	Disease without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	48hr			cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb INFECTED (48 hour post infection), 4	Homo sapiens	GSE256184	GSM8087256	Disease without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	48hr			cell line: HepG2	cell type: Heptocytes	treatment: Mtb-H37Rv-mCHerry, MOI 10		total RNA	GPL24676	transcriptomic	RNA-Seq
DC_MTB_rep1 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565955	Disease without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: MTB-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_NI_rep1 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565956	Healthy Control without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: Non-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_MTB_rep2 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565957	Disease without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: MTB-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_NI_rep2 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565958	Healthy Control without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: Non-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_MTB_rep3 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565959	Disease without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: MTB-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_NI_rep3 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565960	Healthy Control without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: Non-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_MTB_rep4 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565961	Disease without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: MTB-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_NI_rep4 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565962	Healthy Control without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: Non-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_MTB_rep5 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565963	Disease without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: MTB-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_NI_rep5 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565964	Healthy Control without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: Non-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_MTB_rep6 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565965	Disease without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: MTB-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_NI_rep6 (RNA-Seq)	Homo sapiens	GSE64179	GSM1565966	Healthy Control without treatment	blood_sample	Monocyte-derived dendritic cells	Dendritic Cell		CL:0000451		Monocytes	Monocytes				condition: Non-infected				total RNA	GPL16791	transcriptomic	RNA-Seq
DC_MTB_rep1 [wtRNA-Seq]	Homo sapiens	GSE64182	GSM1565997	Disease without treatment	blood_sample	Dendritic cells	monocyte-derived dendritic cell		CL:0000451		Monocytes	Monocytes				cell-type: Monocyte-derived dendritic cells	condition: MTB-infected			total RNA	GPL16791	transcriptomic	RNA-Seq
DC_NI_rep1 [wtRNA-Seq]	Homo sapiens	GSE64182	GSM1565998	Healthy Control without treatment	blood_sample	Dendritic cells	monocyte-derived dendritic cell		CL:0000451		Monocytes	Monocytes				cell-type: Monocyte-derived dendritic cells	condition: Non-infected			total RNA	GPL16791	transcriptomic	RNA-Seq
DC_MTB_rep2 [wtRNA-Seq]	Homo sapiens	GSE64182	GSM1565999	Disease without treatment	blood_sample	Dendritic cells	monocyte-derived dendritic cell		CL:0000451		Monocytes	Monocytes				cell-type: Monocyte-derived dendritic cells	condition: MTB-infected			total RNA	GPL16791	transcriptomic	RNA-Seq
DC_NI_rep2 [wtRNA-Seq]	Homo sapiens	GSE64182	GSM1566000	Healthy Control without treatment	blood_sample	Dendritic cells	monocyte-derived dendritic cell		CL:0000451		Monocytes	Monocytes				cell-type: Monocyte-derived dendritic cells	condition: Non-infected			total RNA	GPL16791	transcriptomic	RNA-Seq
DC_MTB_rep3 [wtRNA-Seq]	Homo sapiens	GSE64182	GSM1566001	Disease without treatment	blood_sample	Dendritic cells	monocyte-derived dendritic cell		CL:0000451		Monocytes	Monocytes				cell-type: Monocyte-derived dendritic cells	condition: MTB-infected			total RNA	GPL16791	transcriptomic	RNA-Seq
DC_NI_rep3 [wtRNA-Seq]	Homo sapiens	GSE64182	GSM1566002	Healthy Control without treatment	blood_sample	Dendritic cells	monocyte-derived dendritic cell		CL:0000451		Monocytes	Monocytes				cell-type: Monocyte-derived dendritic cells	condition: Non-infected			total RNA	GPL16791	transcriptomic	RNA-Seq
Uninfected_Untreated_Donor1	Homo sapiens	GSE121049	GSM3425229	Healthy Control without treatment	blood_sample	Macrophages	Blood Cell	Monocyte-derived macrophages	CL:0000081		Macrophages	Macrophages				individual: Donor1	cell type: Monocyte-derived macrophages	infection: control	treatment: control	total RNA	GPL16791	transcriptomic	RNA-Seq
Infected_Untreated_Donor1	Homo sapiens	GSE121049	GSM3425232	Disease without treatment	blood_sample	Macrophages	Blood Cell	Monocyte-derived macrophages	CL:0000081		Macrophages	Macrophages				individual: Donor1	cell type: Monocyte-derived macrophages	infection: Mycobacterium tuberculosis	treatment: control	total RNA	GPL16791	transcriptomic	RNA-Seq
Uninfected_Untreated_Donor2	Homo sapiens	GSE121049	GSM3425235	Healthy Control without treatment	blood_sample	Macrophages	Blood Cell	Monocyte-derived macrophages	CL:0000081		Macrophages	Macrophages				individual: Donor2	cell type: Monocyte-derived macrophages	infection: control	treatment: control	total RNA	GPL16791	transcriptomic	RNA-Seq
Infected_Untreated_Donor2	Homo sapiens	GSE121049	GSM3425238	Disease without treatment	blood_sample	Macrophages	Blood Cell	Monocyte-derived macrophages	CL:0000081		Macrophages	Macrophages				individual: Donor2	cell type: Monocyte-derived macrophages	infection: Mycobacterium tuberculosis	treatment: control	total RNA	GPL16791	transcriptomic	RNA-Seq
Uninfected_Untreated_Donor3	Homo sapiens	GSE121049	GSM3425241	Healthy Control without treatment	blood_sample	Macrophages	Blood Cell	Monocyte-derived macrophages	CL:0000081		Macrophages	Macrophages				individual: Donor3	cell type: Monocyte-derived macrophages	infection: control	treatment: control	total RNA	GPL16791	transcriptomic	RNA-Seq
Infected_Untreated_Donor3	Homo sapiens	GSE121049	GSM3425244	Disease without treatment	blood_sample	Macrophages	Blood Cell	Monocyte-derived macrophages	CL:0000081		Macrophages	Macrophages				individual: Donor3	cell type: Monocyte-derived macrophages	infection: Mycobacterium tuberculosis	treatment: control	total RNA	GPL16791	transcriptomic	RNA-Seq
A_RPMI_MTB	Homo sapiens	GSE141656	GSM4210635	Disease without treatment	blood_sample	macrophage_6d_media_MTB_4h	Blood Cell	macrophage	CL:0000081	Adult Human Peripheral Blood	Blood	UBERON:0000178				donor: Donor_A	tissue: Adult Human Peripheral Blood	cell type: macrophage	treatment protocol: 6_day_media_MTB_4hr	total RNA	GPL24676	transcriptomic	RNA-Seq
A_RPMI_RPMI	Homo sapiens	GSE141656	GSM4210636	Healthy Control without treatment	blood_sample	macrophage_6d_media	Blood Cell	macrophage	CL:0000081	Adult Human Peripheral Blood	Blood	UBERON:0000178				donor: Donor_A	tissue: Adult Human Peripheral Blood	cell type: macrophage	treatment protocol: 6_day_media	total RNA	GPL24676	transcriptomic	RNA-Seq
B_RPMI_MTB	Homo sapiens	GSE141656	GSM4210639	Disease without treatment	blood_sample	macrophage_6d_media_MTB_4h	Blood Cell	macrophage	CL:0000081	Adult Human Peripheral Blood	Blood	UBERON:0000178				donor: Donor_B	tissue: Adult Human Peripheral Blood	cell type: macrophage	treatment protocol: 6_day_media_MTB_4hr	total RNA	GPL24676	transcriptomic	RNA-Seq
B_RPMI_RPMI	Homo sapiens	GSE141656	GSM4210640	Healthy Control without treatment	blood_sample	macrophage_6d_media	Blood Cell	macrophage	CL:0000081	Adult Human Peripheral Blood	Blood	UBERON:0000178				donor: Donor_B	tissue: Adult Human Peripheral Blood	cell type: macrophage	treatment protocol: 6_day_media	total RNA	GPL24676	transcriptomic	RNA-Seq
C_RPMI_MTB	Homo sapiens	GSE141656	GSM4210643	Disease without treatment	blood_sample	macrophage_6d_media_MTB_4h	Blood Cell	macrophage	CL:0000081	Adult Human Peripheral Blood	Blood	UBERON:0000178				donor: Donor_C	tissue: Adult Human Peripheral Blood	cell type: macrophage	treatment protocol: 6_day_media_MTB_4hr	total RNA	GPL24676	transcriptomic	RNA-Seq
C_RPMI_RPMI	Homo sapiens	GSE141656	GSM4210644	Healthy Control without treatment	blood_sample	macrophage_6d_media	Blood Cell	macrophage	CL:0000081	Adult Human Peripheral Blood	Blood	UBERON:0000178				donor: Donor_C	tissue: Adult Human Peripheral Blood	cell type: macrophage	treatment protocol: 6_day_media	total RNA	GPL24676	transcriptomic	RNA-Seq
Uninfected_Donor1_Untreated_Uninfected	Homo sapiens	GSE143731	GSM4273334	Healthy Control without treatment	blood_sample	Blood mononuclear cells	macrophage	human monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: human monocyte-derived macrophages	infection status: uninfected	treatment: Untreated		total RNA	GPL16791	transcriptomic	RNA-Seq
Infected_Donor1_Untreated_Infected	Homo sapiens	GSE143731	GSM4273341	Disease without treatment	blood_sample	Blood mononuclear cells	macrophage	human monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: human monocyte-derived macrophages	infection status: infected	agent: Mycobacterium tuberculosis	treatment: Untreated	total RNA	GPL16791	transcriptomic	RNA-Seq
Uninfected_Donor2_Untreated_Uninfected	Homo sapiens	GSE143731	GSM4273348	Healthy Control without treatment	blood_sample	Blood mononuclear cells	macrophage	human monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: human monocyte-derived macrophages	infection status: uninfected	treatment: Untreated		total RNA	GPL16791	transcriptomic	RNA-Seq
Infected_Donor2_Untreated_Infected	Homo sapiens	GSE143731	GSM4273355	Disease without treatment	blood_sample	Blood mononuclear cells	macrophage	human monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: human monocyte-derived macrophages	infection status: infected	agent: Mycobacterium tuberculosis	treatment: Untreated	total RNA	GPL16791	transcriptomic	RNA-Seq
Uninfected_Donor3_Untreated_Uninfected	Homo sapiens	GSE143731	GSM4273362	Healthy Control without treatment	blood_sample	Blood mononuclear cells	macrophage	human monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: human monocyte-derived macrophages	infection status: uninfected	treatment: Untreated		total RNA	GPL16791	transcriptomic	RNA-Seq
Infected_Donor3_Untreated_Infected	Homo sapiens	GSE143731	GSM4273369	Disease without treatment	blood_sample	Blood mononuclear cells	macrophage	human monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: human monocyte-derived macrophages	infection status: infected	agent: Mycobacterium tuberculosis	treatment: Untreated	total RNA	GPL16791	transcriptomic	RNA-Seq
Uninfected_Donor4_Untreated_Uninfected	Homo sapiens	GSE143731	GSM4273376	Healthy Control without treatment	blood_sample	Blood mononuclear cells	macrophage	human monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: human monocyte-derived macrophages	infection status: uninfected	treatment: Untreated		total RNA	GPL16791	transcriptomic	RNA-Seq
Infected_Donor4_Untreated_Infected	Homo sapiens	GSE143731	GSM4273383	Disease without treatment	blood_sample	Blood mononuclear cells	macrophage	human monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: human monocyte-derived macrophages	infection status: infected	agent: Mycobacterium tuberculosis	treatment: Untreated	total RNA	GPL16791	transcriptomic	RNA-Seq
A_uninfected	Homo sapiens	GSE164287	GSM5005789	Healthy Control without treatment	blood_sample	Primary monocyte-derived macrophages	macrophage	Primary monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: Primary monocyte-derived macrophages	donor: A	moi: uninfected		total RNA	GPL18573	transcriptomic	RNA-Seq
B_uninfected	Homo sapiens	GSE164287	GSM5005790	Healthy Control without treatment	blood_sample	Primary monocyte-derived macrophages	macrophage	Primary monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: Primary monocyte-derived macrophages	donor: B	moi: uninfected		total RNA	GPL18573	transcriptomic	RNA-Seq
C_uninfected	Homo sapiens	GSE164287	GSM5005791	Healthy Control without treatment	blood_sample	Primary monocyte-derived macrophages	macrophage	Primary monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: Primary monocyte-derived macrophages	donor: C	moi: uninfected		total RNA	GPL18573	transcriptomic	RNA-Seq
D_uninfected	Homo sapiens	GSE164287	GSM5005792	Healthy Control without treatment	blood_sample	Primary monocyte-derived macrophages	macrophage	Primary monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: Primary monocyte-derived macrophages	donor: D	moi: uninfected		total RNA	GPL18573	transcriptomic	RNA-Seq
A_Mtb	Homo sapiens	GSE164287	GSM5005793	Disease without treatment	blood_sample	Primary monocyte-derived macrophages	macrophage	Primary monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: Primary monocyte-derived macrophages	donor: A	moi: 10		total RNA	GPL18573	transcriptomic	RNA-Seq
B_Mtb	Homo sapiens	GSE164287	GSM5005794	Disease without treatment	blood_sample	Primary monocyte-derived macrophages	macrophage	Primary monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: Primary monocyte-derived macrophages	donor: B	moi: 10		total RNA	GPL18573	transcriptomic	RNA-Seq
C_Mtb	Homo sapiens	GSE164287	GSM5005795	Disease without treatment	blood_sample	Primary monocyte-derived macrophages	macrophage	Primary monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: Primary monocyte-derived macrophages	donor: C	moi: 10		total RNA	GPL18573	transcriptomic	RNA-Seq
D_Mtb	Homo sapiens	GSE164287	GSM5005796	Disease without treatment	blood_sample	Primary monocyte-derived macrophages	macrophage	Primary monocyte-derived macrophages	CL:0000235		Macrophages	Macrophages				cell type: Primary monocyte-derived macrophages	donor: D	moi: 10		total RNA	GPL18573	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 2, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048552	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 59	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 2, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048553	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 59	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 7, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048554	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 49	medical.history: hypertension, diabetes, gout	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 7, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048555	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 49	medical.history: hypertension, diabetes, gout	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 8, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048556	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 25	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 8, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048557	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 25	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 9, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048558	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 58	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 9, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048559	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 58	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 10, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048560	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 29	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 10, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048561	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 29	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 11, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048562	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 27	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 11, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048563	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 27	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 12, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048564	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 40	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 12, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048565	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 40	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 13, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048566	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 31	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 13, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048567	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 31	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 14, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048568	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 40	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 14, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048569	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 40	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 15, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048570	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 41	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 15, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048571	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 41	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 16, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048572	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 37	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 16, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048573	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 37	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 18, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048574	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 27	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 18, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048575	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 27	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 19, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048576	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 53	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
